Radionuclide	Au-199
Route of Intake	Ingestion
Material	All forms, fA=0.1
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	9.8E-1	5.6E-4	8.1E-4
0.083333	9.8E-1	-	-	9.6E-1	1.6E-3	2.3E-3
0.125	9.7E-1	-	-	9.4E-1	2.6E-3	3.8E-3
0.25	9.4E-1	-	-	8.8E-1	4.4E-3	6.9E-3
0.375	9.1E-1	-	-	8.4E-1	5.0E-3	8.2E-3
0.5	8.6E-1	-	-	7.9E-1	4.9E-3	8.7E-3
0.625	8.1E-1	-	-	7.4E-1	4.7E-3	8.8E-3
0.75	7.5E-1	-	-	6.9E-1	4.3E-3	8.7E-3
0.875	6.9E-1	-	-	6.3E-1	4.0E-3	8.5E-3
1	6.3E-1	1.2E-2	1.6E-1	5.7E-1	3.7E-3	8.3E-3
1.125	5.7E-1	-	-	5.1E-1	3.4E-3	8.1E-3
1.25	5.0E-1	-	-	4.5E-1	3.2E-3	7.9E-3
1.375	4.5E-1	-	-	3.9E-1	3.0E-3	7.7E-3
1.5	3.9E-1	-	-	3.4E-1	2.8E-3	7.5E-3
1.625	3.4E-1	-	-	2.9E-1	2.6E-3	7.3E-3
1.75	3.0E-1	-	-	2.5E-1	2.4E-3	7.1E-3
1.875	2.6E-1	-	-	2.1E-1	2.3E-3	6.9E-3
2	2.2E-1	6.6E-3	2.7E-1	1.8E-1	2.2E-3	6.7E-3
2.25	1.7E-1	-	-	1.3E-1	1.9E-3	6.3E-3
2.5	1.2E-1	-	-	8.9E-2	1.8E-3	5.9E-3
2.75	9.4E-2	-	-	6.1E-2	1.6E-3	5.6E-3
3	7.2E-2	2.4E-3	1.0E-1	4.2E-2	1.5E-3	5.2E-3
3.25	5.6E-2	-	-	2.8E-2	1.3E-3	4.9E-3
3.5	4.5E-2	-	-	1.9E-2	1.2E-3	4.6E-3
3.75	3.7E-2	-	-	1.3E-2	1.1E-3	4.3E-3
4	3.1E-2	1.1E-3	2.5E-2	8.4E-3	1.1E-3	4.1E-3
4.25	2.7E-2	-	-	5.7E-3	9.9E-4	3.8E-3
4.5	2.4E-2	-	-	3.9E-3	9.2E-4	3.6E-3
4.75	2.1E-2	-	-	2.7E-3	8.5E-4	3.3E-3
5	2.0E-2	6.3E-4	5.0E-3	1.9E-3	8.0E-4	3.1E-3
5.5	1.7E-2	-	-	1.0E-3	6.9E-4	2.8E-3
6	1.4E-2	4.2E-4	9.4E-4	6.4E-4	6.0E-4	2.4E-3
6.5	1.2E-2	-	-	4.5E-4	5.3E-4	2.1E-3
7	1.1E-2	3.1E-4	2.1E-4	3.5E-4	4.6E-4	1.9E-3
7.5	9.6E-3	-	-	2.9E-4	4.0E-4	1.6E-3
8	8.5E-3	2.3E-4	7.4E-5	2.5E-4	3.5E-4	1.4E-3
8.5	7.5E-3	-	-	2.1E-4	3.1E-4	1.3E-3
9	6.6E-3	1.8E-4	4.2E-5	1.8E-4	2.7E-4	1.1E-3
9.5	5.8E-3	-	-	1.6E-4	2.4E-4	9.7E-4
10	5.1E-3	1.3E-4	2.9E-5	1.4E-4	2.1E-4	8.5E-4
11	4.0E-3	1.0E-4	2.2E-5	1.1E-4	1.6E-4	6.6E-4
12	3.1E-3	7.9E-5	1.7E-5	8.2E-5	1.2E-4	5.1E-4
13	2.4E-3	6.1E-5	1.3E-5	6.3E-5	9.4E-5	3.9E-4
14	1.9E-3	4.7E-5	9.7E-6	4.8E-5	7.2E-5	3.0E-4
15	1.5E-3	3.6E-5	7.4E-6	3.7E-5	5.5E-5	2.3E-4
16	1.1E-3	2.8E-5	5.7E-6	2.9E-5	4.2E-5	1.8E-4
17	8.8E-4	2.1E-5	4.4E-6	2.2E-5	3.3E-5	1.4E-4
18	6.9E-4	1.7E-5	3.4E-6	1.7E-5	2.5E-5	1.1E-4
19	5.4E-4	1.3E-5	2.6E-6	1.3E-5	1.9E-5	8.2E-5
20	4.2E-4	9.8E-6	2.0E-6	1.0E-5	1.5E-5	6.3E-5
21	3.3E-4	7.6E-6	1.5E-6	8.0E-6	1.1E-5	4.9E-5
22	2.5E-4	5.8E-6	1.2E-6	6.2E-6	8.8E-6	3.8E-5
23	2.0E-4	4.5E-6	9.1E-7	4.8E-6	6.7E-6	2.9E-5
24	1.6E-4	3.5E-6	7.0E-7	3.7E-6	5.2E-6	2.2E-5
25	1.2E-4	2.7E-6	5.4E-7	2.9E-6	4.0E-6	1.7E-5
26	9.5E-5	2.1E-6	4.2E-7	2.3E-6	3.1E-6	1.3E-5
27	7.4E-5	1.6E-6	3.2E-7	1.8E-6	2.4E-6	1.0E-5
28	5.8E-5	1.2E-6	2.5E-7	1.4E-6	1.8E-6	7.9E-6
29	4.5E-5	9.5E-7	1.9E-7	1.1E-6	1.4E-6	6.1E-6
30	3.5E-5	7.4E-7	1.5E-7	8.3E-7	1.1E-6	4.7E-6
