Radionuclide	Br-75
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	5.0E-1	-	-	1.6E-1	6.6E-2
0.083333	3.2E-1	-	-	1.2E-1	4.0E-2
0.125	2.1E-1	-	-	8.0E-2	2.5E-2
0.25	5.5E-2	-	-	2.5E-2	6.3E-3
0.375	1.5E-2	-	-	7.3E-3	1.7E-3
0.5	4.0E-3	-	-	2.1E-3	4.4E-4
0.625	1.1E-3	-	-	5.9E-4	1.2E-4
0.75	2.8E-4	-	-	1.6E-4	3.2E-5
0.875	7.5E-5	-	-	4.4E-5	8.8E-6
1	2.0E-5	1.5E-7	2.2E-6	1.2E-5	2.4E-6
1.125	5.2E-6	-	-	3.1E-6	6.6E-7
1.25	1.4E-6	-	-	8.1E-7	1.8E-7
1.375	3.5E-7	-	-	2.1E-7	4.9E-8
1.5	9.2E-8	-	-	5.3E-8	1.4E-8
1.625	2.4E-8	-	-	1.3E-8	3.7E-9
1.75	6.2E-9	-	-	3.3E-9	1.0E-9
1.875	1.6E-9	-	-	8.2E-10	2.8E-10
2	4.2E-10	-	2.1E-10	2.0E-10	-
