Radionuclide	Br-75
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	4.0E-1	-	-	1.6E-2	1.0E-1
0.083333	2.6E-1	-	-	8.5E-3	2.2E-2
0.125	1.7E-1	-	-	4.8E-3	5.8E-3
0.25	4.6E-2	-	-	1.1E-3	7.0E-4
0.375	1.2E-2	-	-	3.0E-4	1.9E-4
0.5	3.4E-3	-	-	8.0E-5	5.2E-5
0.625	9.2E-4	-	-	2.2E-5	1.4E-5
0.75	2.5E-4	-	-	5.8E-6	3.9E-6
0.875	6.9E-5	-	-	1.6E-6	1.1E-6
1	1.9E-5	1.0E-6	5.1E-9	4.3E-7	2.9E-7
1.125	5.1E-6	-	-	1.2E-7	8.0E-8
1.25	1.4E-6	-	-	3.2E-8	2.2E-8
1.375	3.8E-7	-	-	8.6E-9	6.0E-9
1.5	1.0E-7	-	-	2.4E-9	1.6E-9
1.625	2.8E-8	-	-	6.4E-10	4.5E-10
1.75	7.8E-9	-	-	1.7E-10	1.2E-10
1.875	2.1E-9	-	-	-	-
2	5.8E-10	-	-	-	-
