Radionuclide	Br-75
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	4.3E-1	-	-	1.6E-1	9.1E-3
0.083333	2.8E-1	-	-	1.2E-1	5.3E-3
0.125	1.8E-1	-	-	8.2E-2	3.2E-3
0.25	4.7E-2	-	-	2.7E-2	7.6E-4
0.375	1.3E-2	-	-	8.2E-3	2.0E-4
0.5	3.3E-3	-	-	2.4E-3	5.4E-5
0.625	8.9E-4	-	-	6.8E-4	1.5E-5
0.75	2.4E-4	-	-	1.9E-4	4.1E-6
0.875	6.2E-5	-	-	5.2E-5	1.1E-6
1	1.6E-5	5.8E-9	2.4E-6	1.4E-5	3.0E-7
1.125	4.2E-6	-	-	3.7E-6	8.3E-8
1.25	1.1E-6	-	-	9.6E-7	2.3E-8
1.375	2.7E-7	-	-	2.5E-7	6.2E-9
1.5	6.9E-8	-	-	6.3E-8	1.7E-9
1.625	1.7E-8	-	-	1.6E-8	4.7E-10
1.75	4.3E-9	-	-	4.0E-9	1.3E-10
1.875	1.1E-9	-	-	9.9E-10	-
2	2.7E-10	-	2.5E-10	2.4E-10	-
