Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	3.2E-1	-	-	2.6E-2	2.5E-1
0.083333	3.2E-1	-	-	3.0E-2	2.5E-1
0.125	3.2E-1	-	-	3.2E-2	2.4E-1
0.25	3.2E-1	-	-	3.7E-2	2.3E-1
0.375	3.2E-1	-	-	4.1E-2	2.2E-1
0.5	3.2E-1	-	-	4.3E-2	2.1E-1
0.625	3.1E-1	-	-	4.4E-2	2.1E-1
0.75	3.1E-1	-	-	4.5E-2	2.0E-1
0.875	3.1E-1	-	-	4.5E-2	2.0E-1
1	3.1E-1	2.4E-3	7.4E-3	4.4E-2	2.0E-1
1.125	3.0E-1	-	-	4.3E-2	2.0E-1
1.25	3.0E-1	-	-	4.1E-2	2.0E-1
1.375	3.0E-1	-	-	3.9E-2	2.0E-1
1.5	2.9E-1	-	-	3.7E-2	1.9E-1
1.625	2.9E-1	-	-	3.4E-2	1.9E-1
1.75	2.8E-1	-	-	3.2E-2	1.9E-1
1.875	2.8E-1	-	-	3.0E-2	1.9E-1
2	2.8E-1	3.5E-3	2.3E-2	2.8E-2	1.9E-1
2.25	2.7E-1	-	-	2.3E-2	1.9E-1
2.5	2.7E-1	-	-	2.0E-2	1.9E-1
2.75	2.6E-1	-	-	1.7E-2	1.9E-1
3	2.6E-1	3.5E-3	1.7E-2	1.5E-2	1.8E-1
3.25	2.5E-1	-	-	1.3E-2	1.8E-1
3.5	2.5E-1	-	-	1.1E-2	1.8E-1
3.75	2.5E-1	-	-	9.9E-3	1.8E-1
4	2.4E-1	3.4E-3	8.8E-3	9.0E-3	1.8E-1
4.25	2.4E-1	-	-	8.2E-3	1.8E-1
4.5	2.4E-1	-	-	7.6E-3	1.8E-1
4.75	2.4E-1	-	-	7.1E-3	1.8E-1
5	2.4E-1	3.3E-3	4.9E-3	6.7E-3	1.8E-1
5.5	2.3E-1	-	-	6.0E-3	1.7E-1
6	2.3E-1	3.2E-3	3.3E-3	5.5E-3	1.7E-1
6.5	2.3E-1	-	-	5.0E-3	1.7E-1
7	2.2E-1	3.1E-3	2.6E-3	4.7E-3	1.7E-1
7.5	2.2E-1	-	-	4.3E-3	1.7E-1
8	2.2E-1	3.0E-3	2.1E-3	4.0E-3	1.7E-1
8.5	2.2E-1	-	-	3.8E-3	1.7E-1
9	2.1E-1	2.9E-3	1.8E-3	3.5E-3	1.6E-1
9.5	2.1E-1	-	-	3.3E-3	1.6E-1
10	2.1E-1	2.8E-3	1.5E-3	3.1E-3	1.6E-1
11	2.1E-1	2.7E-3	1.3E-3	2.8E-3	1.6E-1
12	2.0E-1	2.6E-3	1.1E-3	2.5E-3	1.6E-1
13	2.0E-1	2.5E-3	9.3E-4	2.3E-3	1.6E-1
14	2.0E-1	2.4E-3	8.0E-4	2.0E-3	1.5E-1
15	1.9E-1	2.3E-3	7.0E-4	1.9E-3	1.5E-1
16	1.9E-1	2.2E-3	6.2E-4	1.7E-3	1.5E-1
17	1.9E-1	2.2E-3	5.5E-4	1.6E-3	1.5E-1
18	1.9E-1	2.1E-3	4.9E-4	1.5E-3	1.5E-1
19	1.8E-1	2.0E-3	4.5E-4	1.4E-3	1.5E-1
20	1.8E-1	1.9E-3	4.1E-4	1.3E-3	1.5E-1
21	1.8E-1	1.9E-3	3.8E-4	1.3E-3	1.5E-1
22	1.8E-1	1.8E-3	3.5E-4	1.2E-3	1.4E-1
23	1.7E-1	1.8E-3	3.3E-4	1.2E-3	1.4E-1
24	1.7E-1	1.7E-3	3.1E-4	1.1E-3	1.4E-1
25	1.7E-1	1.7E-3	3.0E-4	1.1E-3	1.4E-1
26	1.7E-1	1.6E-3	2.8E-4	1.0E-3	1.4E-1
27	1.7E-1	1.6E-3	2.7E-4	1.0E-3	1.4E-1
28	1.6E-1	1.5E-3	2.7E-4	9.9E-4	1.4E-1
29	1.6E-1	1.5E-3	2.6E-4	9.6E-4	1.4E-1
30	1.6E-1	1.4E-3	2.5E-4	9.4E-4	1.4E-1
31	1.6E-1	1.4E-3	2.4E-4	9.1E-4	1.4E-1
32	1.6E-1	1.3E-3	2.4E-4	8.9E-4	1.3E-1
33	1.6E-1	1.3E-3	2.4E-4	8.7E-4	1.3E-1
34	1.5E-1	1.3E-3	2.3E-4	8.5E-4	1.3E-1
35	1.5E-1	1.2E-3	2.3E-4	8.4E-4	1.3E-1
36	1.5E-1	1.2E-3	2.2E-4	8.2E-4	1.3E-1
37	1.5E-1	1.2E-3	2.2E-4	8.0E-4	1.3E-1
38	1.5E-1	1.2E-3	2.2E-4	7.9E-4	1.3E-1
39	1.5E-1	1.1E-3	2.2E-4	7.8E-4	1.3E-1
40	1.5E-1	1.1E-3	2.1E-4	7.6E-4	1.3E-1
41	1.4E-1	1.1E-3	2.1E-4	7.5E-4	1.3E-1
42	1.4E-1	1.1E-3	2.1E-4	7.4E-4	1.3E-1
43	1.4E-1	1.0E-3	2.1E-4	7.3E-4	1.2E-1
44	1.4E-1	1.0E-3	2.0E-4	7.2E-4	1.2E-1
45	1.4E-1	1.0E-3	2.0E-4	7.1E-4	1.2E-1
46	1.4E-1	9.8E-4	2.0E-4	7.0E-4	1.2E-1
47	1.4E-1	9.6E-4	2.0E-4	6.9E-4	1.2E-1
48	1.4E-1	9.4E-4	2.0E-4	6.8E-4	1.2E-1
49	1.4E-1	9.2E-4	2.0E-4	6.7E-4	1.2E-1
50	1.3E-1	9.1E-4	1.9E-4	6.6E-4	1.2E-1
51	1.3E-1	8.9E-4	1.9E-4	6.5E-4	1.2E-1
52	1.3E-1	8.8E-4	1.9E-4	6.4E-4	1.2E-1
53	1.3E-1	8.6E-4	1.9E-4	6.3E-4	1.2E-1
54	1.3E-1	8.5E-4	1.9E-4	6.3E-4	1.2E-1
55	1.3E-1	8.3E-4	1.9E-4	6.2E-4	1.1E-1
56	1.3E-1	8.2E-4	1.8E-4	6.1E-4	1.1E-1
57	1.3E-1	8.1E-4	1.8E-4	6.1E-4	1.1E-1
58	1.3E-1	8.0E-4	1.8E-4	6.0E-4	1.1E-1
59	1.3E-1	7.9E-4	1.8E-4	5.9E-4	1.1E-1
60	1.2E-1	7.8E-4	1.8E-4	5.9E-4	1.1E-1
61	1.2E-1	7.6E-4	1.8E-4	5.8E-4	1.1E-1
62	1.2E-1	7.5E-4	1.7E-4	5.7E-4	1.1E-1
63	1.2E-1	7.4E-4	1.7E-4	5.7E-4	1.1E-1
64	1.2E-1	7.4E-4	1.7E-4	5.6E-4	1.1E-1
65	1.2E-1	7.3E-4	1.7E-4	5.6E-4	1.1E-1
66	1.2E-1	7.2E-4	1.7E-4	5.5E-4	1.1E-1
67	1.2E-1	7.1E-4	1.7E-4	5.4E-4	1.1E-1
68	1.2E-1	7.0E-4	1.7E-4	5.4E-4	1.0E-1
69	1.2E-1	6.9E-4	1.6E-4	5.3E-4	1.0E-1
70	1.2E-1	6.8E-4	1.6E-4	5.3E-4	1.0E-1
71	1.1E-1	6.8E-4	1.6E-4	5.2E-4	1.0E-1
72	1.1E-1	6.7E-4	1.6E-4	5.2E-4	1.0E-1
73	1.1E-1	6.6E-4	1.6E-4	5.1E-4	1.0E-1
74	1.1E-1	6.5E-4	1.6E-4	5.1E-4	1.0E-1
75	1.1E-1	6.5E-4	1.6E-4	5.0E-4	1.0E-1
76	1.1E-1	6.4E-4	1.6E-4	5.0E-4	9.9E-2
77	1.1E-1	6.3E-4	1.5E-4	5.0E-4	9.8E-2
78	1.1E-1	6.3E-4	1.5E-4	4.9E-4	9.8E-2
79	1.1E-1	6.2E-4	1.5E-4	4.9E-4	9.7E-2
80	1.1E-1	6.2E-4	1.5E-4	4.8E-4	9.6E-2
81	1.1E-1	6.1E-4	1.5E-4	4.8E-4	9.6E-2
82	1.1E-1	6.0E-4	1.5E-4	4.7E-4	9.5E-2
83	1.0E-1	6.0E-4	1.5E-4	4.7E-4	9.5E-2
84	1.0E-1	5.9E-4	1.5E-4	4.7E-4	9.4E-2
85	1.0E-1	5.9E-4	1.4E-4	4.6E-4	9.3E-2
86	1.0E-1	5.8E-4	1.4E-4	4.6E-4	9.3E-2
87	1.0E-1	5.8E-4	1.4E-4	4.5E-4	9.2E-2
88	1.0E-1	5.7E-4	1.4E-4	4.5E-4	9.1E-2
89	1.0E-1	5.7E-4	1.4E-4	4.5E-4	9.1E-2
90	1.0E-1	5.6E-4	1.4E-4	4.4E-4	9.0E-2
91	9.9E-2	5.6E-4	1.4E-4	4.4E-4	8.9E-2
92	9.9E-2	5.5E-4	1.4E-4	4.4E-4	8.9E-2
93	9.8E-2	5.5E-4	1.4E-4	4.3E-4	8.8E-2
94	9.7E-2	5.4E-4	1.3E-4	4.3E-4	8.8E-2
95	9.7E-2	5.4E-4	1.3E-4	4.3E-4	8.7E-2
96	9.6E-2	5.4E-4	1.3E-4	4.2E-4	8.6E-2
97	9.5E-2	5.3E-4	1.3E-4	4.2E-4	8.6E-2
98	9.5E-2	5.3E-4	1.3E-4	4.2E-4	8.5E-2
99	9.4E-2	5.2E-4	1.3E-4	4.1E-4	8.5E-2
100	9.3E-2	5.2E-4	1.3E-4	4.1E-4	8.4E-2
110	8.7E-2	4.8E-4	1.2E-4	3.8E-4	7.9E-2
120	8.1E-2	4.5E-4	1.1E-4	3.5E-4	7.3E-2
130	7.6E-2	4.1E-4	1.0E-4	3.2E-4	6.9E-2
140	7.1E-2	3.9E-4	9.3E-5	3.0E-4	6.4E-2
150	6.6E-2	3.6E-4	8.6E-5	2.8E-4	6.0E-2
160	6.2E-2	3.4E-4	8.0E-5	2.6E-4	5.6E-2
170	5.8E-2	3.1E-4	7.4E-5	2.4E-4	5.3E-2
180	5.4E-2	2.9E-4	6.8E-5	2.2E-4	4.9E-2
190	5.1E-2	2.7E-4	6.3E-5	2.1E-4	4.6E-2
200	4.8E-2	2.6E-4	5.8E-5	1.9E-4	4.3E-2
