Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	7.7E-1	-	-	1.1E-1	3.5E-2
0.083333	7.6E-1	-	-	6.8E-2	1.4E-2
0.125	7.5E-1	-	-	4.7E-2	8.6E-3
0.25	7.2E-1	-	-	3.0E-2	7.3E-3
0.375	7.0E-1	-	-	2.7E-2	7.9E-3
0.5	6.9E-1	-	-	2.4E-2	8.4E-3
0.625	6.7E-1	-	-	2.3E-2	8.7E-3
0.75	6.6E-1	-	-	2.1E-2	9.0E-3
0.875	6.5E-1	-	-	2.0E-2	9.1E-3
1	6.4E-1	2.7E-2	8.7E-4	1.9E-2	9.3E-3
1.125	6.3E-1	-	-	1.8E-2	9.3E-3
1.25	6.3E-1	-	-	1.8E-2	9.4E-3
1.375	6.2E-1	-	-	1.7E-2	9.4E-3
1.5	6.1E-1	-	-	1.6E-2	9.4E-3
1.625	6.1E-1	-	-	1.6E-2	9.4E-3
1.75	6.0E-1	-	-	1.6E-2	9.3E-3
1.875	6.0E-1	-	-	1.5E-2	9.3E-3
2	5.9E-1	3.4E-2	2.0E-3	1.5E-2	9.3E-3
2.25	5.8E-1	-	-	1.4E-2	9.2E-3
2.5	5.7E-1	-	-	1.4E-2	9.0E-3
2.75	5.7E-1	-	-	1.3E-2	8.9E-3
3	5.6E-1	3.3E-2	1.3E-3	1.3E-2	8.8E-3
3.25	5.5E-1	-	-	1.2E-2	8.7E-3
3.5	5.4E-1	-	-	1.2E-2	8.6E-3
3.75	5.3E-1	-	-	1.2E-2	8.4E-3
4	5.3E-1	3.1E-2	6.8E-4	1.2E-2	8.3E-3
4.25	5.2E-1	-	-	1.2E-2	8.2E-3
4.5	5.1E-1	-	-	1.1E-2	8.1E-3
4.75	5.0E-1	-	-	1.1E-2	8.0E-3
5	5.0E-1	2.9E-2	4.2E-4	1.1E-2	7.8E-3
5.5	4.8E-1	-	-	1.1E-2	7.6E-3
6	4.7E-1	2.8E-2	3.2E-4	1.0E-2	7.4E-3
6.5	4.5E-1	-	-	1.0E-2	7.2E-3
7	4.4E-1	2.6E-2	2.9E-4	9.7E-3	7.0E-3
7.5	4.3E-1	-	-	9.5E-3	6.8E-3
8	4.2E-1	2.5E-2	2.7E-4	9.2E-3	6.6E-3
8.5	4.0E-1	-	-	8.9E-3	6.4E-3
9	3.9E-1	2.3E-2	2.5E-4	8.7E-3	6.2E-3
9.5	3.8E-1	-	-	8.4E-3	6.0E-3
10	3.7E-1	2.2E-2	2.4E-4	8.2E-3	5.9E-3
11	3.5E-1	2.1E-2	2.3E-4	7.7E-3	5.5E-3
12	3.3E-1	2.0E-2	2.1E-4	7.3E-3	5.2E-3
13	3.1E-1	1.8E-2	2.0E-4	6.9E-3	4.9E-3
14	2.9E-1	1.7E-2	1.9E-4	6.5E-3	4.6E-3
15	2.8E-1	1.6E-2	1.8E-4	6.1E-3	4.4E-3
16	2.6E-1	1.5E-2	1.7E-4	5.8E-3	4.1E-3
17	2.5E-1	1.5E-2	1.6E-4	5.4E-3	3.9E-3
18	2.3E-1	1.4E-2	1.5E-4	5.1E-3	3.7E-3
19	2.2E-1	1.3E-2	1.4E-4	4.8E-3	3.5E-3
20	2.1E-1	1.2E-2	1.3E-4	4.6E-3	3.3E-3
21	1.9E-1	1.2E-2	1.3E-4	4.3E-3	3.1E-3
22	1.8E-1	1.1E-2	1.2E-4	4.1E-3	2.9E-3
23	1.7E-1	1.0E-2	1.1E-4	3.8E-3	2.7E-3
24	1.6E-1	9.7E-3	1.1E-4	3.6E-3	2.6E-3
25	1.5E-1	9.2E-3	1.0E-4	3.4E-3	2.4E-3
26	1.5E-1	8.6E-3	9.4E-5	3.2E-3	2.3E-3
27	1.4E-1	8.2E-3	8.9E-5	3.0E-3	2.2E-3
28	1.3E-1	7.7E-3	8.4E-5	2.9E-3	2.1E-3
29	1.2E-1	7.3E-3	7.9E-5	2.7E-3	1.9E-3
30	1.2E-1	6.9E-3	7.4E-5	2.5E-3	1.8E-3
31	1.1E-1	6.5E-3	7.0E-5	2.4E-3	1.7E-3
32	1.0E-1	6.1E-3	6.6E-5	2.3E-3	1.6E-3
33	9.7E-2	5.8E-3	6.3E-5	2.1E-3	1.5E-3
34	9.1E-2	5.4E-3	5.9E-5	2.0E-3	1.4E-3
35	8.6E-2	5.1E-3	5.6E-5	1.9E-3	1.4E-3
36	8.1E-2	4.8E-3	5.3E-5	1.8E-3	1.3E-3
37	7.7E-2	4.6E-3	5.0E-5	1.7E-3	1.2E-3
38	7.2E-2	4.3E-3	4.7E-5	1.6E-3	1.1E-3
39	6.8E-2	4.1E-3	4.4E-5	1.5E-3	1.1E-3
40	6.4E-2	3.8E-3	4.2E-5	1.4E-3	1.0E-3
41	6.1E-2	3.6E-3	3.9E-5	1.3E-3	9.6E-4
42	5.7E-2	3.4E-3	3.7E-5	1.3E-3	9.1E-4
43	5.4E-2	3.2E-3	3.5E-5	1.2E-3	8.6E-4
44	5.1E-2	3.0E-3	3.3E-5	1.1E-3	8.1E-4
45	4.8E-2	2.9E-3	3.1E-5	1.1E-3	7.6E-4
46	4.5E-2	2.7E-3	2.9E-5	1.0E-3	7.2E-4
47	4.3E-2	2.5E-3	2.8E-5	9.5E-4	6.8E-4
48	4.0E-2	2.4E-3	2.6E-5	8.9E-4	6.4E-4
49	3.8E-2	2.3E-3	2.5E-5	8.4E-4	6.0E-4
50	3.6E-2	2.1E-3	2.3E-5	7.9E-4	5.7E-4
51	3.4E-2	2.0E-3	2.2E-5	7.5E-4	5.4E-4
52	3.2E-2	1.9E-3	2.1E-5	7.1E-4	5.1E-4
53	3.0E-2	1.8E-3	1.9E-5	6.7E-4	4.8E-4
54	2.8E-2	1.7E-3	1.8E-5	6.3E-4	4.5E-4
55	2.7E-2	1.6E-3	1.7E-5	5.9E-4	4.3E-4
56	2.5E-2	1.5E-3	1.6E-5	5.6E-4	4.0E-4
57	2.4E-2	1.4E-3	1.5E-5	5.3E-4	3.8E-4
58	2.3E-2	1.3E-3	1.5E-5	5.0E-4	3.6E-4
59	2.1E-2	1.3E-3	1.4E-5	4.7E-4	3.4E-4
60	2.0E-2	1.2E-3	1.3E-5	4.4E-4	3.2E-4
61	1.9E-2	1.1E-3	1.2E-5	4.2E-4	3.0E-4
62	1.8E-2	1.1E-3	1.2E-5	3.9E-4	2.8E-4
63	1.7E-2	1.0E-3	1.1E-5	3.7E-4	2.7E-4
64	1.6E-2	9.4E-4	1.0E-5	3.5E-4	2.5E-4
65	1.5E-2	8.9E-4	9.7E-6	3.3E-4	2.4E-4
66	1.4E-2	8.4E-4	9.1E-6	3.1E-4	2.2E-4
67	1.3E-2	7.9E-4	8.6E-6	3.0E-4	2.1E-4
68	1.3E-2	7.5E-4	8.1E-6	2.8E-4	2.0E-4
69	1.2E-2	7.1E-4	7.7E-6	2.6E-4	1.9E-4
70	1.1E-2	6.7E-4	7.2E-6	2.5E-4	1.8E-4
71	1.1E-2	6.3E-4	6.8E-6	2.3E-4	1.7E-4
72	1.0E-2	5.9E-4	6.4E-6	2.2E-4	1.6E-4
73	9.4E-3	5.6E-4	6.1E-6	2.1E-4	1.5E-4
74	8.9E-3	5.3E-4	5.7E-6	2.0E-4	1.4E-4
75	8.4E-3	5.0E-4	5.4E-6	1.9E-4	1.3E-4
76	7.9E-3	4.7E-4	5.1E-6	1.7E-4	1.3E-4
77	7.5E-3	4.4E-4	4.8E-6	1.6E-4	1.2E-4
78	7.0E-3	4.2E-4	4.5E-6	1.6E-4	1.1E-4
79	6.6E-3	3.9E-4	4.3E-6	1.5E-4	1.1E-4
80	6.3E-3	3.7E-4	4.0E-6	1.4E-4	9.9E-5
81	5.9E-3	3.5E-4	3.8E-6	1.3E-4	9.4E-5
82	5.6E-3	3.3E-4	3.6E-6	1.2E-4	8.8E-5
83	5.3E-3	3.1E-4	3.4E-6	1.2E-4	8.3E-5
84	5.0E-3	2.9E-4	3.2E-6	1.1E-4	7.9E-5
85	4.7E-3	2.8E-4	3.0E-6	1.0E-4	7.4E-5
86	4.4E-3	2.6E-4	2.9E-6	9.8E-5	7.0E-5
87	4.2E-3	2.5E-4	2.7E-6	9.2E-5	6.6E-5
88	3.9E-3	2.3E-4	2.5E-6	8.7E-5	6.2E-5
89	3.7E-3	2.2E-4	2.4E-6	8.2E-5	5.9E-5
90	3.5E-3	2.1E-4	2.3E-6	7.7E-5	5.5E-5
91	3.3E-3	2.0E-4	2.1E-6	7.3E-5	5.2E-5
92	3.1E-3	1.8E-4	2.0E-6	6.9E-5	4.9E-5
93	2.9E-3	1.7E-4	1.9E-6	6.5E-5	4.6E-5
94	2.8E-3	1.6E-4	1.8E-6	6.1E-5	4.4E-5
95	2.6E-3	1.6E-4	1.7E-6	5.8E-5	4.1E-5
96	2.5E-3	1.5E-4	1.6E-6	5.4E-5	3.9E-5
97	2.3E-3	1.4E-4	1.5E-6	5.1E-5	3.7E-5
98	2.2E-3	1.3E-4	1.4E-6	4.8E-5	3.5E-5
99	2.1E-3	1.2E-4	1.3E-6	4.6E-5	3.3E-5
100	2.0E-3	1.2E-4	1.3E-6	4.3E-5	3.1E-5
110	1.1E-3	6.5E-5	7.0E-7	2.4E-5	1.7E-5
