Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
32	9.3E-2	5.5E-3	6.0E-5	2.1E-3	1.5E-3
33	8.8E-2	5.2E-3	5.7E-5	1.9E-3	1.4E-3
34	8.3E-2	4.9E-3	5.3E-5	1.8E-3	1.3E-3
35	7.8E-2	4.6E-3	5.0E-5	1.7E-3	1.2E-3
36	7.4E-2	4.4E-3	4.8E-5	1.6E-3	1.2E-3
37	7.0E-2	4.1E-3	4.5E-5	1.5E-3	1.1E-3
38	6.6E-2	3.9E-3	4.2E-5	1.5E-3	1.0E-3
39	6.2E-2	3.7E-3	4.0E-5	1.4E-3	9.8E-4
40	5.8E-2	3.5E-3	3.8E-5	1.3E-3	9.2E-4
41	5.5E-2	3.3E-3	3.6E-5	1.2E-3	8.7E-4
42	5.2E-2	3.1E-3	3.4E-5	1.1E-3	8.2E-4
43	4.9E-2	2.9E-3	3.2E-5	1.1E-3	7.8E-4
44	4.6E-2	2.7E-3	3.0E-5	1.0E-3	7.3E-4
45	4.4E-2	2.6E-3	2.8E-5	9.6E-4	6.9E-4
46	4.1E-2	2.4E-3	2.7E-5	9.1E-4	6.5E-4
47	3.9E-2	2.3E-3	2.5E-5	8.6E-4	6.2E-4
48	3.7E-2	2.2E-3	2.4E-5	8.1E-4	5.8E-4
49	3.5E-2	2.1E-3	2.2E-5	7.6E-4	5.5E-4
50	3.3E-2	1.9E-3	2.1E-5	7.2E-4	5.2E-4
51	3.1E-2	1.8E-3	2.0E-5	6.8E-4	4.9E-4
52	2.9E-2	1.7E-3	1.9E-5	6.4E-4	4.6E-4
53	2.7E-2	1.6E-3	1.8E-5	6.1E-4	4.3E-4
54	2.6E-2	1.5E-3	1.7E-5	5.7E-4	4.1E-4
55	2.4E-2	1.4E-3	1.6E-5	5.4E-4	3.9E-4
56	2.3E-2	1.4E-3	1.5E-5	5.1E-4	3.6E-4
57	2.2E-2	1.3E-3	1.4E-5	4.8E-4	3.4E-4
58	2.0E-2	1.2E-3	1.3E-5	4.5E-4	3.2E-4
59	1.9E-2	1.1E-3	1.2E-5	4.3E-4	3.1E-4
60	1.8E-2	1.1E-3	1.2E-5	4.0E-4	2.9E-4
61	1.7E-2	1.0E-3	1.1E-5	3.8E-4	2.7E-4
62	1.6E-2	9.6E-4	1.0E-5	3.6E-4	2.6E-4
63	1.5E-2	9.1E-4	9.9E-6	3.4E-4	2.4E-4
64	1.4E-2	8.6E-4	9.3E-6	3.2E-4	2.3E-4
65	1.4E-2	8.1E-4	8.8E-6	3.0E-4	2.2E-4
66	1.3E-2	7.6E-4	8.3E-6	2.8E-4	2.0E-4
67	1.2E-2	7.2E-4	7.8E-6	2.7E-4	1.9E-4
68	1.1E-2	6.8E-4	7.4E-6	2.5E-4	1.8E-4
69	1.1E-2	6.4E-4	7.0E-6	2.4E-4	1.7E-4
70	1.0E-2	6.0E-4	6.6E-6	2.2E-4	1.6E-4
71	9.6E-3	5.7E-4	6.2E-6	2.1E-4	1.5E-4
72	9.1E-3	5.4E-4	5.8E-6	2.0E-4	1.4E-4
73	8.5E-3	5.1E-4	5.5E-6	1.9E-4	1.4E-4
74	8.1E-3	4.8E-4	5.2E-6	1.8E-4	1.3E-4
75	7.6E-3	4.5E-4	4.9E-6	1.7E-4	1.2E-4
76	7.2E-3	4.3E-4	4.6E-6	1.6E-4	1.1E-4
77	6.8E-3	4.0E-4	4.4E-6	1.5E-4	1.1E-4
78	6.4E-3	3.8E-4	4.1E-6	1.4E-4	1.0E-4
79	6.0E-3	3.6E-4	3.9E-6	1.3E-4	9.5E-5
80	5.7E-3	3.4E-4	3.7E-6	1.3E-4	9.0E-5
81	5.4E-3	3.2E-4	3.5E-6	1.2E-4	8.5E-5
82	5.1E-3	3.0E-4	3.3E-6	1.1E-4	8.0E-5
83	4.8E-3	2.8E-4	3.1E-6	1.1E-4	7.5E-5
84	4.5E-3	2.7E-4	2.9E-6	9.9E-5	7.1E-5
85	4.2E-3	2.5E-4	2.7E-6	9.4E-5	6.7E-5
86	4.0E-3	2.4E-4	2.6E-6	8.8E-5	6.3E-5
87	3.8E-3	2.2E-4	2.4E-6	8.3E-5	6.0E-5
88	3.6E-3	2.1E-4	2.3E-6	7.9E-5	5.6E-5
89	3.4E-3	2.0E-4	2.2E-6	7.4E-5	5.3E-5
90	3.2E-3	1.9E-4	2.0E-6	7.0E-5	5.0E-5
91	3.0E-3	1.8E-4	1.9E-6	6.6E-5	4.7E-5
92	2.8E-3	1.7E-4	1.8E-6	6.2E-5	4.5E-5
93	2.7E-3	1.6E-4	1.7E-6	5.9E-5	4.2E-5
94	2.5E-3	1.5E-4	1.6E-6	5.5E-5	4.0E-5
95	2.4E-3	1.4E-4	1.5E-6	5.2E-5	3.8E-5
96	2.2E-3	1.3E-4	1.4E-6	4.9E-5	3.5E-5
97	2.1E-3	1.3E-4	1.4E-6	4.7E-5	3.3E-5
98	2.0E-3	1.2E-4	1.3E-6	4.4E-5	3.1E-5
99	1.9E-3	1.1E-4	1.2E-6	4.1E-5	3.0E-5
100	1.8E-3	1.1E-4	1.1E-6	3.9E-5	2.8E-5
110	9.9E-4	5.9E-5	6.4E-7	2.2E-5	1.6E-5
120	5.5E-4	3.3E-5	3.6E-7	1.2E-5	8.7E-6
130	3.1E-4	1.8E-5	2.0E-7	6.8E-6	4.9E-6
140	1.7E-4	1.0E-5	1.1E-7	3.8E-6	2.7E-6
150	9.6E-5	5.7E-6	6.2E-8	2.1E-6	1.5E-6
160	5.4E-5	3.2E-6	3.5E-8	1.2E-6	8.5E-7
170	3.0E-5	1.8E-6	1.9E-8	6.6E-7	4.7E-7
180	1.7E-5	9.9E-7	1.1E-8	3.7E-7	2.6E-7
190	9.3E-6	5.5E-7	6.0E-9	2.1E-7	1.5E-7
200	5.2E-6	3.1E-7	3.4E-9	1.2E-7	8.3E-8
210	2.9E-6	1.7E-7	1.9E-9	6.4E-8	4.6E-8
220	1.6E-6	9.7E-8	1.0E-9	3.6E-8	2.6E-8
230	9.1E-7	5.4E-8	5.9E-10	2.0E-8	1.4E-8
240	5.1E-7	3.0E-8	3.3E-10	1.1E-8	8.0E-9
250	2.8E-7	1.7E-8	1.8E-10	6.3E-9	4.5E-9
260	1.6E-7	9.4E-9	1.0E-10	3.5E-9	2.5E-9
270	8.8E-8	5.2E-9	-	1.9E-9	1.4E-9
280	4.9E-8	2.9E-9	-	1.1E-9	7.8E-10
290	2.8E-8	1.6E-9	-	6.1E-10	4.4E-10
300	1.5E-8	9.1E-10	-	3.4E-10	2.4E-10
310	8.6E-9	5.1E-10	-	1.9E-10	1.4E-10
320	4.8E-9	2.8E-10	-	1.1E-10	-
330	2.7E-9	1.6E-10	-	-	-
340	1.5E-9	-	-	-	-
350	8.3E-10	-	-	-	-
360	4.7E-10	-	-	-	-
365	3.5E-10	-	-	-	-
370	2.6E-10	-	-	-	-
380	1.5E-10	-	-	-	-
