Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	6.6E-1	-	-	2.4E-1	1.4E-2
0.083333	6.5E-1	-	-	2.6E-1	1.2E-2
0.125	6.4E-1	-	-	2.8E-1	1.1E-2
0.25	6.2E-1	-	-	3.1E-1	9.9E-3
0.375	6.0E-1	-	-	3.3E-1	9.4E-3
0.5	5.8E-1	-	-	3.5E-1	9.2E-3
0.625	5.6E-1	-	-	3.6E-1	9.2E-3
0.75	5.4E-1	-	-	3.6E-1	9.1E-3
0.875	5.2E-1	-	-	3.5E-1	9.0E-3
1	5.0E-1	3.7E-3	6.3E-2	3.4E-1	9.0E-3
1.125	4.7E-1	-	-	3.3E-1	8.9E-3
1.25	4.4E-1	-	-	3.1E-1	8.9E-3
1.375	4.2E-1	-	-	2.9E-1	8.9E-3
1.5	3.9E-1	-	-	2.6E-1	8.8E-3
1.625	3.6E-1	-	-	2.4E-1	8.8E-3
1.75	3.4E-1	-	-	2.2E-1	8.7E-3
1.875	3.1E-1	-	-	2.0E-1	8.7E-3
2	2.9E-1	5.8E-3	1.9E-1	1.8E-1	8.6E-3
2.25	2.5E-1	-	-	1.4E-1	8.5E-3
2.5	2.2E-1	-	-	1.1E-1	8.5E-3
2.75	1.9E-1	-	-	8.3E-2	8.4E-3
3	1.7E-1	5.7E-3	1.2E-1	6.2E-2	8.3E-3
3.25	1.5E-1	-	-	4.6E-2	8.2E-3
3.5	1.3E-1	-	-	3.4E-2	8.1E-3
3.75	1.2E-1	-	-	2.5E-2	8.0E-3
4	1.2E-1	5.5E-3	4.4E-2	1.9E-2	8.0E-3
4.25	1.1E-1	-	-	1.4E-2	7.9E-3
4.5	1.0E-1	-	-	1.0E-2	7.8E-3
4.75	1.0E-1	-	-	7.8E-3	7.7E-3
5	9.8E-2	5.1E-3	1.3E-2	6.0E-3	7.7E-3
5.5	9.3E-2	-	-	3.9E-3	7.6E-3
6	8.9E-2	4.9E-3	3.2E-3	2.9E-3	7.4E-3
6.5	8.7E-2	-	-	2.3E-3	7.3E-3
7	8.4E-2	4.6E-3	8.4E-4	2.1E-3	7.2E-3
7.5	8.2E-2	-	-	1.9E-3	7.1E-3
8	7.9E-2	4.3E-3	2.9E-4	1.8E-3	7.0E-3
8.5	7.7E-2	-	-	1.7E-3	6.9E-3
9	7.5E-2	4.1E-3	1.6E-4	1.7E-3	6.9E-3
9.5	7.3E-2	-	-	1.6E-3	6.8E-3
10	7.1E-2	3.9E-3	1.2E-4	1.5E-3	6.7E-3
11	6.7E-2	3.6E-3	1.0E-4	1.4E-3	6.6E-3
12	6.4E-2	3.4E-3	8.9E-5	1.4E-3	6.4E-3
13	6.1E-2	3.2E-3	7.8E-5	1.3E-3	6.3E-3
14	5.7E-2	3.1E-3	7.0E-5	1.2E-3	6.2E-3
15	5.5E-2	2.9E-3	6.3E-5	1.1E-3	6.1E-3
16	5.2E-2	2.7E-3	5.7E-5	1.1E-3	6.0E-3
17	4.9E-2	2.6E-3	5.2E-5	1.0E-3	5.9E-3
18	4.7E-2	2.4E-3	4.7E-5	9.4E-4	5.8E-3
19	4.4E-2	2.3E-3	4.3E-5	8.8E-4	5.7E-3
20	4.2E-2	2.2E-3	4.0E-5	8.3E-4	5.7E-3
21	4.0E-2	2.1E-3	3.7E-5	7.9E-4	5.6E-3
22	3.8E-2	1.9E-3	3.4E-5	7.4E-4	5.5E-3
23	3.6E-2	1.8E-3	3.2E-5	7.0E-4	5.5E-3
24	3.4E-2	1.7E-3	3.0E-5	6.6E-4	5.4E-3
25	3.3E-2	1.6E-3	2.8E-5	6.2E-4	5.3E-3
26	3.1E-2	1.5E-3	2.7E-5	5.9E-4	5.3E-3
27	3.0E-2	1.5E-3	2.5E-5	5.6E-4	5.2E-3
28	2.8E-2	1.4E-3	2.4E-5	5.3E-4	5.2E-3
29	2.7E-2	1.3E-3	2.3E-5	5.0E-4	5.1E-3
30	2.6E-2	1.2E-3	2.2E-5	4.7E-4	5.0E-3
31	2.5E-2	1.2E-3	2.1E-5	4.4E-4	5.0E-3
32	2.3E-2	1.1E-3	2.0E-5	4.2E-4	4.9E-3
33	2.2E-2	1.0E-3	1.9E-5	4.0E-4	4.9E-3
34	2.1E-2	9.8E-4	1.8E-5	3.8E-4	4.8E-3
35	2.0E-2	9.2E-4	1.8E-5	3.6E-4	4.8E-3
36	2.0E-2	8.7E-4	1.7E-5	3.4E-4	4.8E-3
37	1.9E-2	8.2E-4	1.6E-5	3.2E-4	4.7E-3
38	1.8E-2	7.8E-4	1.6E-5	3.0E-4	4.7E-3
39	1.7E-2	7.4E-4	1.5E-5	2.9E-4	4.6E-3
40	1.6E-2	7.0E-4	1.5E-5	2.7E-4	4.6E-3
41	1.6E-2	6.6E-4	1.4E-5	2.6E-4	4.5E-3
42	1.5E-2	6.2E-4	1.4E-5	2.4E-4	4.5E-3
43	1.5E-2	5.9E-4	1.3E-5	2.3E-4	4.5E-3
44	1.4E-2	5.6E-4	1.3E-5	2.2E-4	4.4E-3
45	1.3E-2	5.3E-4	1.2E-5	2.1E-4	4.4E-3
46	1.3E-2	5.0E-4	1.2E-5	2.0E-4	4.4E-3
47	1.2E-2	4.7E-4	1.2E-5	1.9E-4	4.3E-3
48	1.2E-2	4.5E-4	1.1E-5	1.8E-4	4.3E-3
49	1.2E-2	4.2E-4	1.1E-5	1.7E-4	4.2E-3
50	1.1E-2	4.0E-4	1.1E-5	1.6E-4	4.2E-3
51	1.1E-2	3.8E-4	1.0E-5	1.5E-4	4.2E-3
52	1.0E-2	3.6E-4	1.0E-5	1.4E-4	4.1E-3
53	1.0E-2	3.4E-4	9.9E-6	1.4E-4	4.1E-3
54	9.7E-3	3.2E-4	9.6E-6	1.3E-4	4.1E-3
55	9.4E-3	3.0E-4	9.4E-6	1.2E-4	4.0E-3
56	9.1E-3	2.9E-4	9.2E-6	1.2E-4	4.0E-3
57	8.8E-3	2.7E-4	9.0E-6	1.1E-4	4.0E-3
58	8.5E-3	2.6E-4	8.8E-6	1.1E-4	4.0E-3
59	8.3E-3	2.5E-4	8.6E-6	1.0E-4	3.9E-3
60	8.0E-3	2.3E-4	8.4E-6	9.7E-5	3.9E-3
61	7.8E-3	2.2E-4	8.2E-6	9.2E-5	3.9E-3
62	7.6E-3	2.1E-4	8.0E-6	8.8E-5	3.8E-3
63	7.4E-3	2.0E-4	7.9E-6	8.4E-5	3.8E-3
64	7.2E-3	1.9E-4	7.7E-6	8.0E-5	3.8E-3
65	7.0E-3	1.8E-4	7.6E-6	7.7E-5	3.7E-3
66	6.8E-3	1.7E-4	7.4E-6	7.3E-5	3.7E-3
67	6.7E-3	1.6E-4	7.3E-6	7.0E-5	3.7E-3
68	6.5E-3	1.5E-4	7.2E-6	6.7E-5	3.7E-3
69	6.3E-3	1.5E-4	7.0E-6	6.4E-5	3.6E-3
70	6.2E-3	1.4E-4	6.9E-6	6.1E-5	3.6E-3
71	6.1E-3	1.3E-4	6.8E-6	5.9E-5	3.6E-3
72	5.9E-3	1.3E-4	6.7E-6	5.6E-5	3.6E-3
73	5.8E-3	1.2E-4	6.6E-6	5.4E-5	3.5E-3
74	5.7E-3	1.1E-4	6.5E-6	5.2E-5	3.5E-3
75	5.6E-3	1.1E-4	6.4E-6	5.0E-5	3.5E-3
76	5.5E-3	1.0E-4	6.3E-6	4.8E-5	3.5E-3
77	5.3E-3	9.9E-5	6.2E-6	4.6E-5	3.4E-3
78	5.2E-3	9.5E-5	6.1E-6	4.4E-5	3.4E-3
79	5.2E-3	9.0E-5	6.0E-6	4.3E-5	3.4E-3
80	5.1E-3	8.6E-5	5.9E-6	4.1E-5	3.4E-3
81	5.0E-3	8.3E-5	5.8E-6	3.9E-5	3.3E-3
82	4.9E-3	7.9E-5	5.8E-6	3.8E-5	3.3E-3
83	4.8E-3	7.6E-5	5.7E-6	3.7E-5	3.3E-3
84	4.7E-3	7.2E-5	5.6E-6	3.5E-5	3.3E-3
85	4.7E-3	6.9E-5	5.5E-6	3.4E-5	3.2E-3
86	4.6E-3	6.6E-5	5.5E-6	3.3E-5	3.2E-3
87	4.5E-3	6.4E-5	5.4E-6	3.2E-5	3.2E-3
88	4.4E-3	6.1E-5	5.3E-6	3.1E-5	3.2E-3
89	4.4E-3	5.9E-5	5.3E-6	3.0E-5	3.2E-3
90	4.3E-3	5.6E-5	5.2E-6	2.9E-5	3.1E-3
91	4.3E-3	5.4E-5	5.2E-6	2.8E-5	3.1E-3
92	4.2E-3	5.2E-5	5.1E-6	2.7E-5	3.1E-3
93	4.1E-3	5.0E-5	5.0E-6	2.7E-5	3.1E-3
94	4.1E-3	4.8E-5	5.0E-6	2.6E-5	3.0E-3
95	4.0E-3	4.7E-5	4.9E-6	2.5E-5	3.0E-3
96	4.0E-3	4.5E-5	4.9E-6	2.4E-5	3.0E-3
97	3.9E-3	4.3E-5	4.8E-6	2.4E-5	3.0E-3
98	3.9E-3	4.2E-5	4.8E-6	2.3E-5	3.0E-3
99	3.9E-3	4.0E-5	4.7E-6	2.3E-5	2.9E-3
100	3.8E-3	3.9E-5	4.7E-6	2.2E-5	2.9E-3
110	3.4E-3	2.9E-5	4.2E-6	1.8E-5	2.7E-3
