Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
0.041667	9.4E-1	-	-	9.5E-2	1.3E-1
0.083333	9.3E-1	-	-	6.1E-2	4.5E-2
0.125	9.2E-1	-	-	4.4E-2	2.0E-2
0.25	9.0E-1	-	-	3.0E-2	1.1E-2
0.375	8.8E-1	-	-	2.7E-2	1.2E-2
0.5	8.7E-1	-	-	2.6E-2	1.2E-2
0.625	8.6E-1	-	-	2.4E-2	1.2E-2
0.75	8.5E-1	-	-	2.3E-2	1.2E-2
0.875	8.4E-1	-	-	2.3E-2	1.2E-2
1	8.3E-1	4.0E-2	6.9E-4	2.2E-2	1.2E-2
1.125	8.2E-1	-	-	2.1E-2	1.2E-2
1.25	8.1E-1	-	-	2.1E-2	1.2E-2
1.375	8.0E-1	-	-	2.0E-2	1.2E-2
1.5	8.0E-1	-	-	2.0E-2	1.2E-2
1.625	7.9E-1	-	-	1.9E-2	1.2E-2
1.75	7.8E-1	-	-	1.9E-2	1.2E-2
1.875	7.8E-1	-	-	1.9E-2	1.2E-2
2	7.7E-1	4.5E-2	1.6E-3	1.8E-2	1.2E-2
2.25	7.6E-1	-	-	1.8E-2	1.2E-2
2.5	7.5E-1	-	-	1.7E-2	1.2E-2
2.75	7.4E-1	-	-	1.7E-2	1.2E-2
3	7.2E-1	4.3E-2	1.2E-3	1.6E-2	1.1E-2
3.25	7.1E-1	-	-	1.6E-2	1.1E-2
3.5	7.0E-1	-	-	1.6E-2	1.1E-2
3.75	6.9E-1	-	-	1.5E-2	1.1E-2
4	6.8E-1	4.1E-2	6.9E-4	1.5E-2	1.1E-2
4.25	6.7E-1	-	-	1.5E-2	1.1E-2
4.5	6.6E-1	-	-	1.5E-2	1.1E-2
4.75	6.5E-1	-	-	1.4E-2	1.0E-2
5	6.4E-1	3.8E-2	4.9E-4	1.4E-2	1.0E-2
5.5	6.3E-1	-	-	1.4E-2	9.9E-3
6	6.1E-1	3.6E-2	4.1E-4	1.3E-2	9.6E-3
6.5	5.9E-1	-	-	1.3E-2	9.4E-3
7	5.7E-1	3.4E-2	3.7E-4	1.3E-2	9.1E-3
7.5	5.6E-1	-	-	1.2E-2	8.8E-3
8	5.4E-1	3.2E-2	3.5E-4	1.2E-2	8.6E-3
8.5	5.3E-1	-	-	1.2E-2	8.3E-3
9	5.1E-1	3.0E-2	3.3E-4	1.1E-2	8.1E-3
9.5	5.0E-1	-	-	1.1E-2	7.9E-3
10	4.8E-1	2.9E-2	3.1E-4	1.1E-2	7.6E-3
11	4.5E-1	2.7E-2	2.9E-4	1.0E-2	7.2E-3
12	4.3E-1	2.5E-2	2.8E-4	9.5E-3	6.8E-3
13	4.0E-1	2.4E-2	2.6E-4	8.9E-3	6.4E-3
14	3.8E-1	2.3E-2	2.5E-4	8.4E-3	6.0E-3
15	3.6E-1	2.1E-2	2.3E-4	8.0E-3	5.7E-3
16	3.4E-1	2.0E-2	2.2E-4	7.5E-3	5.4E-3
17	3.2E-1	1.9E-2	2.1E-4	7.1E-3	5.1E-3
