Radionuclide	I-125
Route of Intake	Ingestion
Material	All unspecified forms, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Liver*
27	2.0E-1	7.7E-4	2.9E-4	8.4E-4	1.9E-1	3.9E-3
28	2.0E-1	7.6E-4	2.8E-4	8.4E-4	1.8E-1	3.8E-3
29	1.9E-1	7.5E-4	2.8E-4	8.3E-4	1.8E-1	3.8E-3
30	1.9E-1	7.5E-4	2.8E-4	8.2E-4	1.8E-1	3.7E-3
31	1.9E-1	7.4E-4	2.8E-4	8.1E-4	1.7E-1	3.7E-3
32	1.8E-1	7.3E-4	2.7E-4	8.0E-4	1.7E-1	3.6E-3
33	1.8E-1	7.2E-4	2.7E-4	7.9E-4	1.7E-1	3.6E-3
34	1.8E-1	7.1E-4	2.7E-4	7.8E-4	1.6E-1	3.5E-3
35	1.8E-1	7.0E-4	2.6E-4	7.7E-4	1.6E-1	3.5E-3
36	1.7E-1	6.9E-4	2.6E-4	7.6E-4	1.6E-1	3.4E-3
37	1.7E-1	6.8E-4	2.6E-4	7.5E-4	1.6E-1	3.4E-3
38	1.7E-1	6.7E-4	2.5E-4	7.4E-4	1.5E-1	3.3E-3
39	1.6E-1	6.6E-4	2.5E-4	7.2E-4	1.5E-1	3.3E-3
40	1.6E-1	6.5E-4	2.4E-4	7.1E-4	1.5E-1	3.2E-3
41	1.6E-1	6.4E-4	2.4E-4	7.0E-4	1.5E-1	3.2E-3
42	1.6E-1	6.3E-4	2.4E-4	6.9E-4	1.4E-1	3.1E-3
43	1.5E-1	6.2E-4	2.3E-4	6.8E-4	1.4E-1	3.1E-3
44	1.5E-1	6.1E-4	2.3E-4	6.7E-4	1.4E-1	3.0E-3
45	1.5E-1	6.0E-4	2.3E-4	6.6E-4	1.4E-1	3.0E-3
46	1.4E-1	5.9E-4	2.2E-4	6.5E-4	1.3E-1	3.0E-3
47	1.4E-1	5.8E-4	2.2E-4	6.4E-4	1.3E-1	2.9E-3
48	1.4E-1	5.8E-4	2.2E-4	6.3E-4	1.3E-1	2.9E-3
49	1.4E-1	5.7E-4	2.1E-4	6.2E-4	1.3E-1	2.8E-3
50	1.4E-1	5.6E-4	2.1E-4	6.1E-4	1.2E-1	2.8E-3
51	1.3E-1	5.5E-4	2.1E-4	6.0E-4	1.2E-1	2.7E-3
52	1.3E-1	5.4E-4	2.0E-4	5.9E-4	1.2E-1	2.7E-3
53	1.3E-1	5.3E-4	2.0E-4	5.8E-4	1.2E-1	2.6E-3
54	1.3E-1	5.2E-4	2.0E-4	5.7E-4	1.2E-1	2.6E-3
55	1.2E-1	5.1E-4	1.9E-4	5.6E-4	1.1E-1	2.5E-3
56	1.2E-1	5.0E-4	1.9E-4	5.5E-4	1.1E-1	2.5E-3
57	1.2E-1	5.0E-4	1.9E-4	5.4E-4	1.1E-1	2.5E-3
58	1.2E-1	4.9E-4	1.8E-4	5.3E-4	1.1E-1	2.4E-3
59	1.2E-1	4.8E-4	1.8E-4	5.2E-4	1.1E-1	2.4E-3
60	1.1E-1	4.7E-4	1.8E-4	5.1E-4	1.0E-1	2.3E-3
61	1.1E-1	4.6E-4	1.7E-4	5.0E-4	1.0E-1	2.3E-3
62	1.1E-1	4.5E-4	1.7E-4	5.0E-4	1.0E-1	2.3E-3
63	1.1E-1	4.5E-4	1.7E-4	4.9E-4	9.9E-2	2.2E-3
64	1.1E-1	4.4E-4	1.6E-4	4.8E-4	9.8E-2	2.2E-3
65	1.0E-1	4.3E-4	1.6E-4	4.7E-4	9.6E-2	2.1E-3
66	1.0E-1	4.2E-4	1.6E-4	4.6E-4	9.4E-2	2.1E-3
67	1.0E-1	4.2E-4	1.6E-4	4.6E-4	9.3E-2	2.1E-3
68	9.9E-2	4.1E-4	1.5E-4	4.5E-4	9.1E-2	2.0E-3
69	9.7E-2	4.0E-4	1.5E-4	4.4E-4	8.9E-2	2.0E-3
70	9.5E-2	4.0E-4	1.5E-4	4.3E-4	8.8E-2	2.0E-3
71	9.4E-2	3.9E-4	1.5E-4	4.3E-4	8.6E-2	1.9E-3
72	9.2E-2	3.8E-4	1.4E-4	4.2E-4	8.5E-2	1.9E-3
73	9.1E-2	3.8E-4	1.4E-4	4.1E-4	8.3E-2	1.9E-3
74	8.9E-2	3.7E-4	1.4E-4	4.0E-4	8.2E-2	1.8E-3
75	8.8E-2	3.6E-4	1.4E-4	4.0E-4	8.1E-2	1.8E-3
76	8.6E-2	3.6E-4	1.3E-4	3.9E-4	7.9E-2	1.8E-3
77	8.5E-2	3.5E-4	1.3E-4	3.8E-4	7.8E-2	1.7E-3
78	8.3E-2	3.5E-4	1.3E-4	3.8E-4	7.6E-2	1.7E-3
79	8.2E-2	3.4E-4	1.3E-4	3.7E-4	7.5E-2	1.7E-3
80	8.0E-2	3.3E-4	1.2E-4	3.6E-4	7.4E-2	1.7E-3
81	7.9E-2	3.3E-4	1.2E-4	3.6E-4	7.3E-2	1.6E-3
82	7.8E-2	3.2E-4	1.2E-4	3.5E-4	7.1E-2	1.6E-3
83	7.6E-2	3.2E-4	1.2E-4	3.5E-4	7.0E-2	1.6E-3
84	7.5E-2	3.1E-4	1.2E-4	3.4E-4	6.9E-2	1.5E-3
85	7.4E-2	3.1E-4	1.1E-4	3.3E-4	6.8E-2	1.5E-3
86	7.2E-2	3.0E-4	1.1E-4	3.3E-4	6.7E-2	1.5E-3
87	7.1E-2	3.0E-4	1.1E-4	3.2E-4	6.5E-2	1.5E-3
88	7.0E-2	2.9E-4	1.1E-4	3.2E-4	6.4E-2	1.4E-3
89	6.9E-2	2.9E-4	1.1E-4	3.1E-4	6.3E-2	1.4E-3
90	6.7E-2	2.8E-4	1.1E-4	3.1E-4	6.2E-2	1.4E-3
91	6.6E-2	2.8E-4	1.0E-4	3.0E-4	6.1E-2	1.4E-3
92	6.5E-2	2.7E-4	1.0E-4	3.0E-4	6.0E-2	1.3E-3
93	6.4E-2	2.7E-4	1.0E-4	2.9E-4	5.9E-2	1.3E-3
94	6.3E-2	2.6E-4	9.8E-5	2.9E-4	5.8E-2	1.3E-3
95	6.2E-2	2.6E-4	9.6E-5	2.8E-4	5.7E-2	1.3E-3
96	6.1E-2	2.5E-4	9.5E-5	2.8E-4	5.6E-2	1.3E-3
97	6.0E-2	2.5E-4	9.3E-5	2.7E-4	5.5E-2	1.2E-3
98	5.9E-2	2.4E-4	9.1E-5	2.7E-4	5.4E-2	1.2E-3
99	5.8E-2	2.4E-4	9.0E-5	2.6E-4	5.3E-2	1.2E-3
100	5.7E-2	2.4E-4	8.8E-5	2.6E-4	5.2E-2	1.2E-3
110	4.8E-2	2.0E-4	7.4E-5	2.2E-4	4.4E-2	9.8E-4
120	4.0E-2	1.7E-4	6.2E-5	1.8E-4	3.7E-2	8.3E-4
130	3.4E-2	1.4E-4	5.2E-5	1.5E-4	3.1E-2	6.9E-4
140	2.8E-2	1.2E-4	4.4E-5	1.3E-4	2.6E-2	5.8E-4
150	2.4E-2	9.9E-5	3.7E-5	1.1E-4	2.2E-2	4.9E-4
160	2.0E-2	8.3E-5	3.1E-5	9.1E-5	1.8E-2	4.1E-4
170	1.7E-2	7.0E-5	2.6E-5	7.6E-5	1.5E-2	3.5E-4
180	1.4E-2	5.9E-5	2.2E-5	6.4E-5	1.3E-2	2.9E-4
190	1.2E-2	4.9E-5	1.8E-5	5.4E-5	1.1E-2	2.4E-4
200	1.0E-2	4.2E-5	1.6E-5	4.5E-5	9.2E-3	2.1E-4
210	8.4E-3	3.5E-5	1.3E-5	3.8E-5	7.7E-3	1.7E-4
220	7.1E-3	2.9E-5	1.1E-5	3.2E-5	6.5E-3	1.5E-4
230	5.9E-3	2.5E-5	9.2E-6	2.7E-5	5.5E-3	1.2E-4
240	5.0E-3	2.1E-5	7.8E-6	2.3E-5	4.6E-3	1.0E-4
250	4.2E-3	1.7E-5	6.5E-6	1.9E-5	3.9E-3	8.6E-5
260	3.5E-3	1.5E-5	5.5E-6	1.6E-5	3.2E-3	7.3E-5
270	3.0E-3	1.2E-5	4.6E-6	1.3E-5	2.7E-3	6.1E-5
280	2.5E-3	1.0E-5	3.9E-6	1.1E-5	2.3E-3	5.1E-5
290	2.1E-3	8.7E-6	3.3E-6	9.5E-6	1.9E-3	4.3E-5
300	1.8E-3	7.3E-6	2.7E-6	8.0E-6	1.6E-3	3.6E-5
310	1.5E-3	6.1E-6	2.3E-6	6.7E-6	1.4E-3	3.0E-5
320	1.2E-3	5.2E-6	1.9E-6	5.6E-6	1.1E-3	2.6E-5
330	1.0E-3	4.3E-6	1.6E-6	4.7E-6	9.6E-4	2.2E-5
340	8.8E-4	3.7E-6	1.4E-6	4.0E-6	8.1E-4	1.8E-5
350	7.4E-4	3.1E-6	1.1E-6	3.3E-6	6.8E-4	1.5E-5
360	6.2E-4	2.6E-6	9.7E-7	2.8E-6	5.7E-4	1.3E-5
365	5.7E-4	2.4E-6	8.9E-7	2.6E-6	5.2E-4	1.2E-5
370	5.2E-4	2.2E-6	8.1E-7	2.4E-6	4.8E-4	1.1E-5
380	4.4E-4	1.8E-6	6.8E-7	2.0E-6	4.0E-4	9.0E-6
390	3.7E-4	1.5E-6	5.7E-7	1.7E-6	3.4E-4	7.6E-6
400	3.1E-4	1.3E-6	4.8E-7	1.4E-6	2.9E-4	6.4E-6
410	2.6E-4	1.1E-6	4.1E-7	1.2E-6	2.4E-4	5.4E-6
420	2.2E-4	9.1E-7	3.4E-7	9.9E-7	2.0E-4	4.5E-6
430	1.8E-4	7.6E-7	2.9E-7	8.3E-7	1.7E-4	3.8E-6
440	1.5E-4	6.4E-7	2.4E-7	7.0E-7	1.4E-4	3.2E-6
450	1.3E-4	5.4E-7	2.0E-7	5.9E-7	1.2E-4	2.7E-6
460	1.1E-4	4.5E-7	1.7E-7	5.0E-7	1.0E-4	2.3E-6
470	9.2E-5	3.8E-7	1.4E-7	4.2E-7	8.5E-5	1.9E-6
480	7.7E-5	3.2E-7	1.2E-7	3.5E-7	7.1E-5	1.6E-6
490	6.5E-5	2.7E-7	1.0E-7	2.9E-7	6.0E-5	1.3E-6
500	5.5E-5	2.3E-7	8.5E-8	2.5E-7	5.0E-5	1.1E-6
510	4.6E-5	1.9E-7	7.1E-8	2.1E-7	4.2E-5	9.4E-7
520	3.9E-5	1.6E-7	6.0E-8	1.7E-7	3.5E-5	7.9E-7
530	3.2E-5	1.3E-7	5.0E-8	1.5E-7	3.0E-5	6.7E-7
540	2.7E-5	1.1E-7	4.2E-8	1.2E-7	2.5E-5	5.6E-7
550	2.3E-5	9.5E-8	3.6E-8	1.0E-7	2.1E-5	4.7E-7
560	1.9E-5	8.0E-8	3.0E-8	8.7E-8	1.8E-5	4.0E-7
570	1.6E-5	6.7E-8	2.5E-8	7.3E-8	1.5E-5	3.3E-7
580	1.4E-5	5.7E-8	2.1E-8	6.2E-8	1.3E-5	2.8E-7
590	1.1E-5	4.8E-8	1.8E-8	5.2E-8	1.1E-5	2.4E-7
600	9.6E-6	4.0E-8	1.5E-8	4.4E-8	8.8E-6	2.0E-7
610	8.1E-6	3.4E-8	1.3E-8	3.7E-8	7.4E-6	1.7E-7
620	6.8E-6	2.8E-8	1.1E-8	3.1E-8	6.2E-6	1.4E-7
630	5.7E-6	2.4E-8	8.9E-9	2.6E-8	5.2E-6	1.2E-7
640	4.8E-6	2.0E-8	7.5E-9	2.2E-8	4.4E-6	9.9E-8
650	4.0E-6	1.7E-8	6.3E-9	1.8E-8	3.7E-6	8.3E-8
660	3.4E-6	1.4E-8	5.3E-9	1.5E-8	3.1E-6	7.0E-8
670	2.8E-6	1.2E-8	4.4E-9	1.3E-8	2.6E-6	5.9E-8
680	2.4E-6	1.0E-8	3.7E-9	1.1E-8	2.2E-6	4.9E-8
690	2.0E-6	8.4E-9	3.1E-9	9.1E-9	1.9E-6	4.1E-8
700	1.7E-6	7.0E-9	2.6E-9	7.7E-9	1.6E-6	3.5E-8
710	1.4E-6	5.9E-9	2.2E-9	6.4E-9	1.3E-6	2.9E-8
720	1.2E-6	5.0E-9	1.9E-9	5.4E-9	1.1E-6	2.5E-8
730	1.0E-6	4.2E-9	1.6E-9	4.6E-9	9.2E-7	2.1E-8
740	8.4E-7	3.5E-9	1.3E-9	3.8E-9	7.8E-7	1.7E-8
750	7.1E-7	3.0E-9	1.1E-9	3.2E-9	6.5E-7	1.5E-8
760	6.0E-7	2.5E-9	9.3E-10	2.7E-9	5.5E-7	1.2E-8
770	5.0E-7	2.1E-9	7.8E-10	2.3E-9	4.6E-7	1.0E-8
780	4.2E-7	1.8E-9	6.6E-10	1.9E-9	3.9E-7	8.7E-9
790	3.5E-7	1.5E-9	5.5E-10	1.6E-9	3.3E-7	7.3E-9
800	3.0E-7	1.2E-9	4.6E-10	1.4E-9	2.7E-7	6.1E-9
810	2.5E-7	1.0E-9	3.9E-10	1.1E-9	2.3E-7	5.2E-9
820	2.1E-7	8.7E-10	3.3E-10	9.5E-10	1.9E-7	4.3E-9
830	1.8E-7	7.4E-10	2.8E-10	8.0E-10	1.6E-7	3.6E-9
840	1.5E-7	6.2E-10	2.3E-10	6.7E-10	1.4E-7	3.1E-9
850	1.2E-7	5.2E-10	1.9E-10	5.7E-10	1.2E-7	2.6E-9
860	1.1E-7	4.4E-10	1.6E-10	4.8E-10	9.7E-8	2.2E-9
870	8.8E-8	3.7E-10	1.4E-10	4.0E-10	8.1E-8	1.8E-9
880	7.4E-8	3.1E-10	1.2E-10	3.4E-10	6.8E-8	1.5E-9
890	6.2E-8	2.6E-10	-	2.8E-10	5.7E-8	1.3E-9
900	5.2E-8	2.2E-10	-	2.4E-10	4.8E-8	1.1E-9
910	4.4E-8	1.8E-10	-	2.0E-10	4.1E-8	9.1E-10
920	3.7E-8	1.5E-10	-	1.7E-10	3.4E-8	7.6E-10
930	3.1E-8	1.3E-10	-	1.4E-10	2.9E-8	6.4E-10
940	2.6E-8	1.1E-10	-	1.2E-10	2.4E-8	5.4E-10
950	2.2E-8	-	-	-	2.0E-8	4.5E-10
960	1.9E-8	-	-	-	1.7E-8	3.8E-10
970	1.6E-8	-	-	-	1.4E-8	3.2E-10
980	1.3E-8	-	-	-	1.2E-8	2.7E-10
990	1.1E-8	-	-	-	1.0E-8	2.3E-10
1000	9.2E-9	-	-	-	8.5E-9	1.9E-10
1010	7.8E-9	-	-	-	7.1E-9	1.6E-10
1020	6.5E-9	-	-	-	6.0E-9	1.3E-10
1030	5.5E-9	-	-	-	5.0E-9	1.1E-10
1040	4.6E-9	-	-	-	4.2E-9	-
1050	3.9E-9	-	-	-	3.6E-9	-
1060	3.3E-9	-	-	-	3.0E-9	-
1070	2.7E-9	-	-	-	2.5E-9	-
1080	2.3E-9	-	-	-	2.1E-9	-
1090	1.9E-9	-	-	-	1.8E-9	-
1095	1.8E-9	-	-	-	1.6E-9	-
1100	1.6E-9	-	-	-	1.5E-9	-
1200	2.9E-10	-	-	-	2.6E-10	-
