Radionuclide	Ac-226
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.7E-1	-	-	3.0E-2	1.7E-1	2.8E-1
0.083333	9.3E-1	-	-	2.0E-2	2.0E-1	3.2E-1
0.125	9.0E-1	-	-	1.7E-2	2.0E-1	3.3E-1
0.25	8.3E-1	-	-	1.5E-2	2.0E-1	3.3E-1
0.375	7.7E-1	-	-	1.3E-2	1.9E-1	3.1E-1
0.5	7.1E-1	-	-	1.2E-2	1.8E-1	3.0E-1
0.625	6.6E-1	-	-	1.1E-2	1.7E-1	2.9E-1
0.75	6.1E-1	-	-	9.6E-3	1.7E-1	2.8E-1
0.875	5.7E-1	-	-	8.5E-3	1.6E-1	2.6E-1
1	5.3E-1	3.5E-2	1.8E-3	7.5E-3	1.5E-1	2.5E-1
1.125	4.9E-1	-	-	6.5E-3	1.4E-1	2.4E-1
1.25	4.6E-1	-	-	5.7E-3	1.3E-1	2.2E-1
1.375	4.3E-1	-	-	4.9E-3	1.3E-1	2.1E-1
1.5	4.0E-1	-	-	4.3E-3	1.2E-1	2.0E-1
1.625	3.7E-1	-	-	3.7E-3	1.1E-1	1.9E-1
1.75	3.4E-1	-	-	3.2E-3	1.0E-1	1.7E-1
1.875	3.2E-1	-	-	2.8E-3	9.9E-2	1.6E-1
2	3.0E-1	2.4E-3	1.7E-3	2.4E-3	9.2E-2	1.5E-1
2.25	2.6E-1	-	-	1.8E-3	8.1E-2	1.3E-1
2.5	2.2E-1	-	-	1.3E-3	7.1E-2	1.2E-1
2.75	1.9E-1	-	-	1.0E-3	6.2E-2	1.0E-1
3	1.7E-1	7.0E-4	5.6E-4	8.0E-4	5.4E-2	9.0E-2
3.25	1.5E-1	-	-	6.2E-4	4.7E-2	7.8E-2
3.5	1.3E-1	-	-	4.9E-4	4.1E-2	6.8E-2
3.75	1.1E-1	-	-	4.0E-4	3.6E-2	5.9E-2
4	9.5E-2	2.5E-4	1.5E-4	3.2E-4	3.1E-2	5.1E-2
4.25	8.2E-2	-	-	2.7E-4	2.7E-2	4.5E-2
4.5	7.1E-2	-	-	2.2E-4	2.3E-2	3.9E-2
4.75	6.2E-2	-	-	1.8E-4	2.0E-2	3.4E-2
5	5.4E-2	1.0E-4	4.2E-5	1.5E-4	1.8E-2	2.9E-2
5.5	4.0E-2	-	-	1.1E-4	1.3E-2	2.2E-2
6	3.0E-2	4.7E-5	1.5E-5	8.1E-5	1.0E-2	1.7E-2
6.5	2.3E-2	-	-	6.0E-5	7.6E-3	1.3E-2
7	1.7E-2	2.3E-5	6.5E-6	4.4E-5	5.7E-3	9.5E-3
7.5	1.3E-2	-	-	3.3E-5	4.3E-3	7.1E-3
8	9.7E-3	1.2E-5	3.2E-6	2.5E-5	3.3E-3	5.4E-3
8.5	7.3E-3	-	-	1.8E-5	2.5E-3	4.1E-3
9	5.5E-3	6.0E-6	1.7E-6	1.4E-5	1.9E-3	3.1E-3
9.5	4.2E-3	-	-	1.0E-5	1.4E-3	2.3E-3
10	3.1E-3	3.1E-6	9.4E-7	7.7E-6	1.1E-3	1.7E-3
11	1.8E-3	1.6E-6	5.2E-7	4.3E-6	6.0E-4	9.9E-4
12	1.0E-3	8.5E-7	2.9E-7	2.4E-6	3.4E-4	5.6E-4
13	5.7E-4	4.4E-7	1.6E-7	1.4E-6	1.9E-4	3.2E-4
14	3.2E-4	2.3E-7	8.9E-8	7.7E-7	1.1E-4	1.8E-4
15	1.8E-4	1.2E-7	4.9E-8	4.3E-7	6.2E-5	1.0E-4
16	1.0E-4	6.3E-8	2.8E-8	2.4E-7	3.5E-5	5.8E-5
17	5.9E-5	3.3E-8	1.5E-8	1.4E-7	2.0E-5	3.3E-5
18	3.3E-5	1.7E-8	8.5E-9	7.6E-8	1.1E-5	1.9E-5
19	1.9E-5	9.1E-9	4.7E-9	4.3E-8	6.5E-6	1.1E-5
20	1.1E-5	4.8E-9	2.6E-9	2.4E-8	3.7E-6	6.0E-6
21	6.1E-6	2.5E-9	1.5E-9	1.3E-8	2.1E-6	3.4E-6
22	3.5E-6	1.3E-9	8.2E-10	7.6E-9	1.2E-6	1.9E-6
23	2.0E-6	7.1E-10	4.5E-10	4.2E-9	6.8E-7	1.1E-6
24	1.1E-6	3.8E-10	2.5E-10	2.4E-9	3.8E-7	6.3E-7
25	6.3E-7	2.0E-10	1.4E-10	1.3E-9	2.2E-7	3.6E-7
26	3.6E-7	1.1E-10	-	7.5E-10	1.2E-7	2.0E-7
27	2.0E-7	-	-	4.2E-10	7.0E-8	1.1E-7
28	1.2E-7	-	-	2.4E-10	4.0E-8	6.5E-8
29	6.5E-8	-	-	1.3E-10	2.3E-8	3.7E-8
30	3.7E-8	-	-	-	1.3E-8	2.1E-8
31	2.1E-8	-	-	-	7.3E-9	1.2E-8
32	1.2E-8	-	-	-	4.2E-9	6.7E-9
33	6.8E-9	-	-	-	2.4E-9	3.8E-9
34	3.8E-9	-	-	-	1.3E-9	2.2E-9
35	2.2E-9	-	-	-	7.6E-10	1.2E-9
36	1.2E-9	-	-	-	4.3E-10	7.0E-10
37	7.0E-10	-	-	-	2.5E-10	4.0E-10
38	4.0E-10	-	-	-	1.4E-10	2.2E-10
39	2.3E-10	-	-	-	-	1.3E-10
40	1.3E-10	-	-	-	-	-
