Radionuclide	I-129
Route of Intake	Inhalation
Material	Aerosols Type F, Sodium iodide, caesium chloride vector, silver iodide, all unspecified forms, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Liver*
0.041667	8.0E-1	-	-	1.0E-1	9.2E-3	1.2E-2	1.4E-2
0.083333	7.8E-1	-	-	8.3E-2	8.0E-3	2.4E-2	1.3E-2
0.125	7.5E-1	-	-	7.5E-2	7.8E-3	3.6E-2	1.3E-2
0.25	6.6E-1	-	-	6.2E-2	6.7E-3	6.8E-2	1.1E-2
0.375	5.7E-1	-	-	5.3E-2	5.6E-3	9.4E-2	9.5E-3
0.5	5.0E-1	-	-	4.5E-2	4.6E-3	1.2E-1	7.9E-3
0.625	4.4E-1	-	-	3.8E-2	3.8E-3	1.4E-1	6.5E-3
0.75	4.0E-1	-	-	3.2E-2	3.1E-3	1.5E-1	5.3E-3
0.875	3.6E-1	-	-	2.7E-2	2.5E-3	1.6E-1	4.4E-3
1	3.3E-1	3.7E-1	1.2E-3	2.3E-2	2.0E-3	1.7E-1	3.6E-3
1.125	3.0E-1	-	-	1.9E-2	1.6E-3	1.8E-1	2.9E-3
1.25	2.8E-1	-	-	1.6E-2	1.3E-3	1.8E-1	2.4E-3
1.375	2.7E-1	-	-	1.4E-2	1.0E-3	1.9E-1	2.1E-3
1.5	2.5E-1	-	-	1.2E-2	8.2E-4	1.9E-1	1.8E-3
1.625	2.5E-1	-	-	9.8E-3	6.6E-4	2.0E-1	1.5E-3
1.75	2.4E-1	-	-	8.3E-3	5.4E-4	2.0E-1	1.4E-3
1.875	2.3E-1	-	-	7.1E-3	4.4E-4	2.0E-1	1.3E-3
2	2.3E-1	8.2E-2	3.5E-3	6.1E-3	3.7E-4	2.0E-1	1.2E-3
2.25	2.2E-1	-	-	4.4E-3	2.7E-4	2.0E-1	1.1E-3
2.5	2.2E-1	-	-	3.3E-3	2.1E-4	2.0E-1	1.1E-3
2.75	2.1E-1	-	-	2.4E-3	1.9E-4	2.0E-1	1.1E-3
3	2.1E-1	1.2E-2	2.5E-3	1.8E-3	1.7E-4	2.0E-1	1.1E-3
3.25	2.1E-1	-	-	1.4E-3	1.7E-4	2.0E-1	1.2E-3
3.5	2.1E-1	-	-	1.0E-3	1.7E-4	2.0E-1	1.3E-3
3.75	2.1E-1	-	-	8.3E-4	1.8E-4	2.0E-1	1.3E-3
4	2.1E-1	1.6E-3	1.0E-3	6.7E-4	1.8E-4	2.0E-1	1.4E-3
4.25	2.1E-1	-	-	5.6E-4	1.9E-4	2.0E-1	1.5E-3
4.5	2.1E-1	-	-	4.9E-4	2.0E-4	2.0E-1	1.5E-3
4.75	2.1E-1	-	-	4.5E-4	2.1E-4	2.0E-1	1.6E-3
5	2.1E-1	4.2E-4	3.7E-4	4.2E-4	2.1E-4	2.0E-1	1.7E-3
5.5	2.1E-1	-	-	4.0E-4	2.3E-4	2.0E-1	1.8E-3
6	2.1E-1	3.2E-4	1.7E-4	4.0E-4	2.5E-4	2.0E-1	1.9E-3
6.5	2.1E-1	-	-	4.2E-4	2.6E-4	2.0E-1	2.0E-3
7	2.1E-1	3.5E-4	1.4E-4	4.4E-4	2.8E-4	2.0E-1	2.1E-3
7.5	2.1E-1	-	-	4.6E-4	2.9E-4	2.0E-1	2.2E-3
8	2.1E-1	4.0E-4	1.5E-4	4.8E-4	3.0E-4	2.0E-1	2.3E-3
8.5	2.1E-1	-	-	5.0E-4	3.1E-4	2.0E-1	2.4E-3
9	2.0E-1	4.4E-4	1.6E-4	5.2E-4	3.2E-4	2.0E-1	2.5E-3
9.5	2.0E-1	-	-	5.4E-4	3.4E-4	1.9E-1	2.6E-3
10	2.0E-1	4.8E-4	1.7E-4	5.6E-4	3.5E-4	1.9E-1	2.7E-3
11	2.0E-1	5.1E-4	1.9E-4	5.9E-4	3.6E-4	1.9E-1	2.8E-3
12	2.0E-1	5.4E-4	2.0E-4	6.2E-4	3.8E-4	1.9E-1	2.9E-3
13	2.0E-1	5.7E-4	2.1E-4	6.5E-4	3.9E-4	1.9E-1	3.0E-3
14	2.0E-1	5.9E-4	2.2E-4	6.7E-4	4.1E-4	1.9E-1	3.1E-3
15	2.0E-1	6.1E-4	2.3E-4	6.9E-4	4.2E-4	1.9E-1	3.2E-3
16	2.0E-1	6.3E-4	2.3E-4	7.1E-4	4.3E-4	1.9E-1	3.3E-3
17	2.0E-1	6.5E-4	2.4E-4	7.2E-4	4.3E-4	1.9E-1	3.3E-3
18	2.0E-1	6.6E-4	2.4E-4	7.4E-4	4.4E-4	1.8E-1	3.4E-3
19	2.0E-1	6.7E-4	2.5E-4	7.5E-4	4.5E-4	1.8E-1	3.4E-3
20	2.0E-1	6.8E-4	2.5E-4	7.6E-4	4.5E-4	1.8E-1	3.5E-3
21	1.9E-1	6.9E-4	2.6E-4	7.7E-4	4.6E-4	1.8E-1	3.5E-3
22	1.9E-1	7.0E-4	2.6E-4	7.7E-4	4.6E-4	1.8E-1	3.6E-3
23	1.9E-1	7.1E-4	2.6E-4	7.8E-4	4.7E-4	1.8E-1	3.6E-3
24	1.9E-1	7.1E-4	2.6E-4	7.8E-4	4.7E-4	1.8E-1	3.6E-3
25	1.9E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.8E-1	3.6E-3
26	1.9E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.8E-1	3.6E-3
27	1.9E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.7E-1	3.6E-3
28	1.9E-1	7.2E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
29	1.9E-1	7.3E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
30	1.9E-1	7.3E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
31	1.8E-1	7.3E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
32	1.8E-1	7.3E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
33	1.8E-1	7.3E-4	2.7E-4	8.0E-4	4.7E-4	1.7E-1	3.6E-3
34	1.8E-1	7.3E-4	2.7E-4	7.9E-4	4.7E-4	1.7E-1	3.6E-3
35	1.8E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.7E-1	3.6E-3
36	1.8E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.7E-1	3.6E-3
37	1.8E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.7E-1	3.6E-3
38	1.8E-1	7.2E-4	2.7E-4	7.9E-4	4.7E-4	1.6E-1	3.6E-3
39	1.8E-1	7.2E-4	2.7E-4	7.8E-4	4.7E-4	1.6E-1	3.6E-3
40	1.8E-1	7.2E-4	2.7E-4	7.8E-4	4.6E-4	1.6E-1	3.6E-3
41	1.8E-1	7.1E-4	2.7E-4	7.8E-4	4.6E-4	1.6E-1	3.5E-3
42	1.7E-1	7.1E-4	2.7E-4	7.8E-4	4.6E-4	1.6E-1	3.5E-3
43	1.7E-1	7.1E-4	2.6E-4	7.7E-4	4.6E-4	1.6E-1	3.5E-3
44	1.7E-1	7.0E-4	2.6E-4	7.7E-4	4.6E-4	1.6E-1	3.5E-3
45	1.7E-1	7.0E-4	2.6E-4	7.7E-4	4.5E-4	1.6E-1	3.5E-3
46	1.7E-1	7.0E-4	2.6E-4	7.6E-4	4.5E-4	1.6E-1	3.5E-3
47	1.7E-1	7.0E-4	2.6E-4	7.6E-4	4.5E-4	1.6E-1	3.5E-3
48	1.7E-1	6.9E-4	2.6E-4	7.6E-4	4.5E-4	1.6E-1	3.4E-3
49	1.7E-1	6.9E-4	2.6E-4	7.5E-4	4.5E-4	1.5E-1	3.4E-3
50	1.7E-1	6.9E-4	2.6E-4	7.5E-4	4.4E-4	1.5E-1	3.4E-3
51	1.7E-1	6.8E-4	2.6E-4	7.5E-4	4.4E-4	1.5E-1	3.4E-3
52	1.6E-1	6.8E-4	2.5E-4	7.4E-4	4.4E-4	1.5E-1	3.4E-3
53	1.6E-1	6.8E-4	2.5E-4	7.4E-4	4.4E-4	1.5E-1	3.4E-3
54	1.6E-1	6.7E-4	2.5E-4	7.3E-4	4.3E-4	1.5E-1	3.3E-3
55	1.6E-1	6.7E-4	2.5E-4	7.3E-4	4.3E-4	1.5E-1	3.3E-3
56	1.6E-1	6.7E-4	2.5E-4	7.3E-4	4.3E-4	1.5E-1	3.3E-3
57	1.6E-1	6.6E-4	2.5E-4	7.2E-4	4.3E-4	1.5E-1	3.3E-3
58	1.6E-1	6.6E-4	2.5E-4	7.2E-4	4.3E-4	1.5E-1	3.3E-3
59	1.6E-1	6.6E-4	2.5E-4	7.1E-4	4.2E-4	1.5E-1	3.2E-3
60	1.6E-1	6.5E-4	2.4E-4	7.1E-4	4.2E-4	1.4E-1	3.2E-3
61	1.6E-1	6.5E-4	2.4E-4	7.1E-4	4.2E-4	1.4E-1	3.2E-3
62	1.6E-1	6.4E-4	2.4E-4	7.0E-4	4.2E-4	1.4E-1	3.2E-3
63	1.5E-1	6.4E-4	2.4E-4	7.0E-4	4.1E-4	1.4E-1	3.2E-3
64	1.5E-1	6.4E-4	2.4E-4	7.0E-4	4.1E-4	1.4E-1	3.2E-3
65	1.5E-1	6.3E-4	2.4E-4	6.9E-4	4.1E-4	1.4E-1	3.1E-3
66	1.5E-1	6.3E-4	2.4E-4	6.9E-4	4.1E-4	1.4E-1	3.1E-3
67	1.5E-1	6.3E-4	2.3E-4	6.8E-4	4.0E-4	1.4E-1	3.1E-3
68	1.5E-1	6.2E-4	2.3E-4	6.8E-4	4.0E-4	1.4E-1	3.1E-3
