Radionuclide	Mo-93
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride and ammonium molybdate, fA=0.9
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
0.041667	8.0E-1	-	-	1.7E-1	3.7E-2	5.1E-2
0.083333	7.8E-1	-	-	1.2E-1	2.3E-2	1.0E-1
0.125	7.6E-1	-	-	8.6E-2	1.9E-2	1.4E-1
0.25	7.0E-1	-	-	6.2E-2	1.4E-2	1.8E-1
0.375	6.6E-1	-	-	5.8E-2	1.1E-2	2.1E-1
0.5	6.2E-1	-	-	5.5E-2	9.2E-3	2.2E-1
0.625	6.0E-1	-	-	5.2E-2	7.5E-3	2.3E-1
0.75	5.7E-1	-	-	4.9E-2	6.2E-3	2.4E-1
0.875	5.5E-1	-	-	4.6E-2	5.1E-3	2.5E-1
1	5.3E-1	1.6E-1	9.0E-3	4.3E-2	4.3E-3	2.5E-1
1.125	5.1E-1	-	-	4.0E-2	3.6E-3	2.6E-1
1.25	5.0E-1	-	-	3.7E-2	3.1E-3	2.6E-1
1.375	4.9E-1	-	-	3.4E-2	2.6E-3	2.6E-1
1.5	4.7E-1	-	-	3.1E-2	2.3E-3	2.6E-1
1.625	4.6E-1	-	-	2.9E-2	2.1E-3	2.6E-1
1.75	4.5E-1	-	-	2.6E-2	1.9E-3	2.6E-1
1.875	4.5E-1	-	-	2.4E-2	1.7E-3	2.6E-1
2	4.4E-1	5.9E-2	2.1E-2	2.1E-2	1.6E-3	2.6E-1
2.25	4.3E-1	-	-	1.7E-2	1.4E-3	2.6E-1
2.5	4.2E-1	-	-	1.4E-2	1.3E-3	2.6E-1
2.75	4.1E-1	-	-	1.2E-2	1.3E-3	2.6E-1
3	4.0E-1	2.1E-2	1.3E-2	9.7E-3	1.2E-3	2.6E-1
3.25	4.0E-1	-	-	8.2E-3	1.2E-3	2.6E-1
3.5	3.9E-1	-	-	7.0E-3	1.2E-3	2.6E-1
3.75	3.9E-1	-	-	6.2E-3	1.2E-3	2.6E-1
4	3.9E-1	8.3E-3	5.3E-3	5.6E-3	1.2E-3	2.6E-1
4.25	3.9E-1	-	-	5.1E-3	1.2E-3	2.5E-1
4.5	3.8E-1	-	-	4.8E-3	1.2E-3	2.5E-1
4.75	3.8E-1	-	-	4.6E-3	1.2E-3	2.5E-1
5	3.8E-1	4.7E-3	2.4E-3	4.4E-3	1.2E-3	2.5E-1
5.5	3.8E-1	-	-	4.2E-3	1.2E-3	2.5E-1
6	3.8E-1	3.8E-3	1.5E-3	4.1E-3	1.2E-3	2.5E-1
6.5	3.7E-1	-	-	4.1E-3	1.2E-3	2.5E-1
7	3.7E-1	3.5E-3	1.3E-3	4.0E-3	1.2E-3	2.4E-1
7.5	3.7E-1	-	-	4.0E-3	1.2E-3	2.4E-1
8	3.7E-1	3.4E-3	1.2E-3	4.0E-3	1.2E-3	2.4E-1
8.5	3.6E-1	-	-	4.0E-3	1.2E-3	2.4E-1
9	3.6E-1	3.4E-3	1.2E-3	3.9E-3	1.2E-3	2.3E-1
9.5	3.6E-1	-	-	3.9E-3	1.2E-3	2.3E-1
10	3.6E-1	3.3E-3	1.1E-3	3.9E-3	1.2E-3	2.3E-1
11	3.5E-1	3.3E-3	1.1E-3	3.9E-3	1.2E-3	2.3E-1
12	3.5E-1	3.3E-3	1.1E-3	3.8E-3	1.1E-3	2.2E-1
13	3.4E-1	3.2E-3	1.1E-3	3.8E-3	1.1E-3	2.2E-1
14	3.4E-1	3.2E-3	1.1E-3	3.8E-3	1.1E-3	2.2E-1
15	3.4E-1	3.2E-3	1.1E-3	3.7E-3	1.1E-3	2.1E-1
16	3.3E-1	3.1E-3	1.0E-3	3.7E-3	1.1E-3	2.1E-1
17	3.3E-1	3.1E-3	1.0E-3	3.7E-3	1.1E-3	2.1E-1
18	3.2E-1	3.1E-3	1.0E-3	3.6E-3	1.1E-3	2.0E-1
19	3.2E-1	3.0E-3	9.8E-4	3.6E-3	1.1E-3	2.0E-1
20	3.2E-1	3.0E-3	9.7E-4	3.5E-3	1.1E-3	1.9E-1
21	3.1E-1	3.0E-3	9.5E-4	3.5E-3	1.1E-3	1.9E-1
22	3.1E-1	3.0E-3	9.3E-4	3.5E-3	1.1E-3	1.9E-1
23	3.0E-1	2.9E-3	9.2E-4	3.4E-3	1.1E-3	1.9E-1
24	3.0E-1	2.9E-3	9.0E-4	3.4E-3	1.1E-3	1.8E-1
25	3.0E-1	2.9E-3	8.9E-4	3.4E-3	1.1E-3	1.8E-1
26	2.9E-1	2.8E-3	8.7E-4	3.3E-3	1.1E-3	1.8E-1
27	2.9E-1	2.8E-3	8.6E-4	3.3E-3	1.1E-3	1.7E-1
28	2.9E-1	2.8E-3	8.4E-4	3.3E-3	1.0E-3	1.7E-1
29	2.8E-1	2.8E-3	8.3E-4	3.2E-3	1.0E-3	1.7E-1
30	2.8E-1	2.7E-3	8.2E-4	3.2E-3	1.0E-3	1.6E-1
31	2.7E-1	2.7E-3	8.0E-4	3.2E-3	1.0E-3	1.6E-1
32	2.7E-1	2.7E-3	7.9E-4	3.1E-3	1.0E-3	1.6E-1
33	2.7E-1	2.7E-3	7.8E-4	3.1E-3	1.0E-3	1.6E-1
34	2.6E-1	2.6E-3	7.6E-4	3.1E-3	1.0E-3	1.5E-1
35	2.6E-1	2.6E-3	7.5E-4	3.1E-3	1.0E-3	1.5E-1
36	2.6E-1	2.6E-3	7.4E-4	3.0E-3	9.9E-4	1.5E-1
37	2.5E-1	2.5E-3	7.2E-4	3.0E-3	9.8E-4	1.5E-1
38	2.5E-1	2.5E-3	7.1E-4	3.0E-3	9.8E-4	1.4E-1
39	2.5E-1	2.5E-3	7.0E-4	2.9E-3	9.7E-4	1.4E-1
40	2.5E-1	2.5E-3	6.9E-4	2.9E-3	9.6E-4	1.4E-1
41	2.4E-1	2.4E-3	6.8E-4	2.9E-3	9.5E-4	1.4E-1
42	2.4E-1	2.4E-3	6.7E-4	2.8E-3	9.5E-4	1.3E-1
43	2.4E-1	2.4E-3	6.5E-4	2.8E-3	9.4E-4	1.3E-1
44	2.3E-1	2.4E-3	6.4E-4	2.8E-3	9.3E-4	1.3E-1
45	2.3E-1	2.3E-3	6.3E-4	2.7E-3	9.3E-4	1.3E-1
46	2.3E-1	2.3E-3	6.2E-4	2.7E-3	9.2E-4	1.3E-1
47	2.2E-1	2.3E-3	6.1E-4	2.7E-3	9.1E-4	1.2E-1
48	2.2E-1	2.3E-3	6.0E-4	2.7E-3	9.0E-4	1.2E-1
49	2.2E-1	2.2E-3	5.9E-4	2.6E-3	9.0E-4	1.2E-1
50	2.2E-1	2.2E-3	5.8E-4	2.6E-3	8.9E-4	1.2E-1
51	2.1E-1	2.2E-3	5.7E-4	2.6E-3	8.8E-4	1.2E-1
52	2.1E-1	2.2E-3	5.6E-4	2.5E-3	8.7E-4	1.1E-1
53	2.1E-1	2.1E-3	5.5E-4	2.5E-3	8.7E-4	1.1E-1
54	2.0E-1	2.1E-3	5.4E-4	2.5E-3	8.6E-4	1.1E-1
55	2.0E-1	2.1E-3	5.3E-4	2.5E-3	8.5E-4	1.1E-1
56	2.0E-1	2.1E-3	5.2E-4	2.4E-3	8.4E-4	1.1E-1
57	2.0E-1	2.1E-3	5.2E-4	2.4E-3	8.4E-4	1.0E-1
58	1.9E-1	2.0E-3	5.1E-4	2.4E-3	8.3E-4	1.0E-1
59	1.9E-1	2.0E-3	5.0E-4	2.4E-3	8.2E-4	1.0E-1
60	1.9E-1	2.0E-3	4.9E-4	2.3E-3	8.2E-4	9.9E-2
61	1.9E-1	2.0E-3	4.8E-4	2.3E-3	8.1E-4	9.7E-2
62	1.8E-1	1.9E-3	4.7E-4	2.3E-3	8.0E-4	9.5E-2
63	1.8E-1	1.9E-3	4.7E-4	2.3E-3	7.9E-4	9.4E-2
64	1.8E-1	1.9E-3	4.6E-4	2.2E-3	7.9E-4	9.2E-2
65	1.8E-1	1.9E-3	4.5E-4	2.2E-3	7.8E-4	9.1E-2
66	1.8E-1	1.9E-3	4.4E-4	2.2E-3	7.7E-4	8.9E-2
67	1.7E-1	1.8E-3	4.4E-4	2.2E-3	7.7E-4	8.8E-2
68	1.7E-1	1.8E-3	4.3E-4	2.1E-3	7.6E-4	8.6E-2
69	1.7E-1	1.8E-3	4.2E-4	2.1E-3	7.5E-4	8.5E-2
70	1.7E-1	1.8E-3	4.1E-4	2.1E-3	7.4E-4	8.3E-2
71	1.6E-1	1.8E-3	4.1E-4	2.1E-3	7.4E-4	8.2E-2
72	1.6E-1	1.7E-3	4.0E-4	2.0E-3	7.3E-4	8.1E-2
73	1.6E-1	1.7E-3	3.9E-4	2.0E-3	7.2E-4	7.9E-2
74	1.6E-1	1.7E-3	3.9E-4	2.0E-3	7.2E-4	7.8E-2
75	1.6E-1	1.7E-3	3.8E-4	2.0E-3	7.1E-4	7.7E-2
76	1.5E-1	1.7E-3	3.7E-4	1.9E-3	7.0E-4	7.5E-2
77	1.5E-1	1.6E-3	3.7E-4	1.9E-3	7.0E-4	7.4E-2
78	1.5E-1	1.6E-3	3.6E-4	1.9E-3	6.9E-4	7.3E-2
79	1.5E-1	1.6E-3	3.5E-4	1.9E-3	6.8E-4	7.2E-2
80	1.5E-1	1.6E-3	3.5E-4	1.9E-3	6.8E-4	7.0E-2
81	1.4E-1	1.6E-3	3.4E-4	1.8E-3	6.7E-4	6.9E-2
82	1.4E-1	1.6E-3	3.4E-4	1.8E-3	6.6E-4	6.8E-2
83	1.4E-1	1.5E-3	3.3E-4	1.8E-3	6.6E-4	6.7E-2
84	1.4E-1	1.5E-3	3.3E-4	1.8E-3	6.5E-4	6.6E-2
85	1.4E-1	1.5E-3	3.2E-4	1.7E-3	6.4E-4	6.5E-2
86	1.3E-1	1.5E-3	3.1E-4	1.7E-3	6.4E-4	6.3E-2
87	1.3E-1	1.5E-3	3.1E-4	1.7E-3	6.3E-4	6.2E-2
88	1.3E-1	1.4E-3	3.0E-4	1.7E-3	6.2E-4	6.1E-2
89	1.3E-1	1.4E-3	3.0E-4	1.7E-3	6.2E-4	6.0E-2
90	1.3E-1	1.4E-3	2.9E-4	1.6E-3	6.1E-4	5.9E-2
