Radionuclide	Ba-133
Route of Intake	Ingestion
Material	Insoluble forms: sulphate, titanate, fA=1E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
43	9.6E-6	5.4E-9	4.9E-8	8.5E-8	8.9E-6
44	9.5E-6	5.3E-9	4.9E-8	8.4E-8	8.8E-6
45	9.5E-6	5.3E-9	4.8E-8	8.3E-8	8.8E-6
46	9.4E-6	5.2E-9	4.8E-8	8.2E-8	8.7E-6
47	9.3E-6	5.2E-9	4.7E-8	8.1E-8	8.7E-6
48	9.3E-6	5.1E-9	4.7E-8	8.1E-8	8.6E-6
49	9.2E-6	5.0E-9	4.6E-8	8.0E-8	8.6E-6
50	9.2E-6	5.0E-9	4.6E-8	7.9E-8	8.5E-6
51	9.1E-6	4.9E-9	4.5E-8	7.8E-8	8.5E-6
52	9.1E-6	4.9E-9	4.5E-8	7.7E-8	8.4E-6
53	9.0E-6	4.8E-9	4.4E-8	7.7E-8	8.4E-6
54	9.0E-6	4.8E-9	4.4E-8	7.6E-8	8.3E-6
55	8.9E-6	4.7E-9	4.3E-8	7.5E-8	8.3E-6
56	8.9E-6	4.7E-9	4.3E-8	7.5E-8	8.2E-6
57	8.8E-6	4.6E-9	4.2E-8	7.4E-8	8.2E-6
58	8.8E-6	4.6E-9	4.2E-8	7.3E-8	8.1E-6
59	8.7E-6	4.5E-9	4.1E-8	7.2E-8	8.1E-6
60	8.7E-6	4.5E-9	4.1E-8	7.2E-8	8.1E-6
61	8.6E-6	4.4E-9	4.0E-8	7.1E-8	8.0E-6
62	8.6E-6	4.4E-9	4.0E-8	7.0E-8	8.0E-6
63	8.6E-6	4.3E-9	3.9E-8	7.0E-8	7.9E-6
64	8.5E-6	4.3E-9	3.9E-8	6.9E-8	7.9E-6
65	8.5E-6	4.2E-9	3.9E-8	6.8E-8	7.8E-6
66	8.4E-6	4.2E-9	3.8E-8	6.8E-8	7.8E-6
67	8.4E-6	4.1E-9	3.8E-8	6.7E-8	7.7E-6
68	8.3E-6	4.1E-9	3.7E-8	6.7E-8	7.7E-6
69	8.3E-6	4.0E-9	3.7E-8	6.6E-8	7.7E-6
70	8.3E-6	4.0E-9	3.6E-8	6.5E-8	7.6E-6
71	8.2E-6	3.9E-9	3.6E-8	6.5E-8	7.6E-6
72	8.2E-6	3.9E-9	3.6E-8	6.4E-8	7.5E-6
73	8.1E-6	3.9E-9	3.5E-8	6.4E-8	7.5E-6
74	8.1E-6	3.8E-9	3.5E-8	6.3E-8	7.5E-6
75	8.0E-6	3.8E-9	3.5E-8	6.2E-8	7.4E-6
76	8.0E-6	3.7E-9	3.4E-8	6.2E-8	7.4E-6
77	8.0E-6	3.7E-9	3.4E-8	6.1E-8	7.3E-6
78	7.9E-6	3.7E-9	3.3E-8	6.1E-8	7.3E-6
79	7.9E-6	3.6E-9	3.3E-8	6.0E-8	7.3E-6
80	7.9E-6	3.6E-9	3.3E-8	6.0E-8	7.2E-6
81	7.8E-6	3.5E-9	3.2E-8	5.9E-8	7.2E-6
82	7.8E-6	3.5E-9	3.2E-8	5.9E-8	7.2E-6
83	7.7E-6	3.5E-9	3.2E-8	5.8E-8	7.1E-6
84	7.7E-6	3.4E-9	3.1E-8	5.7E-8	7.1E-6
85	7.7E-6	3.4E-9	3.1E-8	5.7E-8	7.1E-6
86	7.6E-6	3.3E-9	3.1E-8	5.6E-8	7.0E-6
87	7.6E-6	3.3E-9	3.0E-8	5.6E-8	7.0E-6
88	7.6E-6	3.3E-9	3.0E-8	5.5E-8	7.0E-6
89	7.5E-6	3.2E-9	3.0E-8	5.5E-8	6.9E-6
90	7.5E-6	3.2E-9	2.9E-8	5.4E-8	6.9E-6
91	7.5E-6	3.2E-9	2.9E-8	5.4E-8	6.9E-6
92	7.4E-6	3.1E-9	2.9E-8	5.4E-8	6.8E-6
93	7.4E-6	3.1E-9	2.8E-8	5.3E-8	6.8E-6
94	7.4E-6	3.1E-9	2.8E-8	5.3E-8	6.8E-6
95	7.3E-6	3.0E-9	2.8E-8	5.2E-8	6.7E-6
96	7.3E-6	3.0E-9	2.7E-8	5.2E-8	6.7E-6
97	7.3E-6	3.0E-9	2.7E-8	5.1E-8	6.7E-6
98	7.2E-6	2.9E-9	2.7E-8	5.1E-8	6.6E-6
99	7.2E-6	2.9E-9	2.7E-8	5.0E-8	6.6E-6
100	7.2E-6	2.9E-9	2.6E-8	5.0E-8	6.6E-6
110	6.9E-6	2.6E-9	2.4E-8	4.6E-8	6.3E-6
120	6.6E-6	2.3E-9	2.1E-8	4.2E-8	6.0E-6
130	6.4E-6	2.1E-9	1.9E-8	3.9E-8	5.8E-6
140	6.2E-6	1.9E-9	1.7E-8	3.6E-8	5.6E-6
150	6.0E-6	1.7E-9	1.5E-8	3.3E-8	5.4E-6
160	5.8E-6	1.5E-9	1.4E-8	3.1E-8	5.3E-6
170	5.7E-6	1.4E-9	1.2E-8	2.9E-8	5.1E-6
180	5.5E-6	1.2E-9	1.1E-8	2.7E-8	5.0E-6
190	5.4E-6	1.1E-9	1.0E-8	2.5E-8	4.9E-6
200	5.3E-6	1.0E-9	9.1E-9	2.4E-8	4.7E-6
210	5.2E-6	9.1E-10	8.3E-9	2.3E-8	4.6E-6
220	5.1E-6	8.2E-10	7.5E-9	2.1E-8	4.6E-6
230	5.0E-6	7.5E-10	6.8E-9	2.0E-8	4.5E-6
240	4.9E-6	6.8E-10	6.2E-9	1.9E-8	4.4E-6
250	4.9E-6	6.2E-10	5.6E-9	1.8E-8	4.3E-6
260	4.8E-6	5.7E-10	5.2E-9	1.8E-8	4.3E-6
270	4.7E-6	5.2E-10	4.7E-9	1.7E-8	4.2E-6
280	4.7E-6	4.7E-10	4.3E-9	1.6E-8	4.1E-6
290	4.6E-6	4.4E-10	4.0E-9	1.6E-8	4.1E-6
300	4.6E-6	4.0E-10	3.7E-9	1.5E-8	4.0E-6
310	4.5E-6	3.7E-10	3.4E-9	1.5E-8	4.0E-6
320	4.5E-6	3.4E-10	3.1E-9	1.4E-8	4.0E-6
330	4.4E-6	3.2E-10	2.9E-9	1.4E-8	3.9E-6
340	4.4E-6	3.0E-10	2.7E-9	1.4E-8	3.9E-6
350	4.3E-6	2.8E-10	2.5E-9	1.3E-8	3.9E-6
360	4.3E-6	2.6E-10	2.4E-9	1.3E-8	3.8E-6
365	4.3E-6	2.5E-10	2.3E-9	1.3E-8	3.8E-6
370	4.3E-6	2.5E-10	2.2E-9	1.3E-8	3.8E-6
380	4.2E-6	2.3E-10	2.1E-9	1.2E-8	3.8E-6
390	4.2E-6	2.2E-10	2.0E-9	1.2E-8	3.7E-6
400	4.2E-6	2.1E-10	1.9E-9	1.2E-8	3.7E-6
410	4.2E-6	2.0E-10	1.8E-9	1.2E-8	3.7E-6
420	4.1E-6	1.9E-10	1.7E-9	1.2E-8	3.7E-6
430	4.1E-6	1.8E-10	1.6E-9	1.2E-8	3.6E-6
440	4.1E-6	1.7E-10	1.6E-9	1.1E-8	3.6E-6
450	4.1E-6	1.7E-10	1.5E-9	1.1E-8	3.6E-6
460	4.0E-6	1.6E-10	1.4E-9	1.1E-8	3.6E-6
470	4.0E-6	1.5E-10	1.4E-9	1.1E-8	3.5E-6
480	4.0E-6	1.5E-10	1.4E-9	1.1E-8	3.5E-6
490	4.0E-6	1.4E-10	1.3E-9	1.1E-8	3.5E-6
500	3.9E-6	1.4E-10	1.3E-9	1.1E-8	3.5E-6
510	3.9E-6	1.4E-10	1.2E-9	1.1E-8	3.5E-6
520	3.9E-6	1.3E-10	1.2E-9	1.0E-8	3.5E-6
530	3.9E-6	1.3E-10	1.2E-9	1.0E-8	3.4E-6
540	3.9E-6	1.3E-10	1.2E-9	1.0E-8	3.4E-6
550	3.8E-6	1.3E-10	1.1E-9	1.0E-8	3.4E-6
560	3.8E-6	1.2E-10	1.1E-9	1.0E-8	3.4E-6
570	3.8E-6	1.2E-10	1.1E-9	1.0E-8	3.4E-6
580	3.8E-6	1.2E-10	1.1E-9	1.0E-8	3.4E-6
590	3.8E-6	1.2E-10	1.1E-9	9.9E-9	3.3E-6
600	3.8E-6	1.2E-10	1.0E-9	9.9E-9	3.3E-6
610	3.7E-6	1.1E-10	1.0E-9	9.8E-9	3.3E-6
620	3.7E-6	1.1E-10	1.0E-9	9.7E-9	3.3E-6
630	3.7E-6	1.1E-10	1.0E-9	9.7E-9	3.3E-6
640	3.7E-6	1.1E-10	9.9E-10	9.6E-9	3.3E-6
650	3.7E-6	1.1E-10	9.8E-10	9.5E-9	3.2E-6
660	3.6E-6	1.1E-10	9.7E-10	9.5E-9	3.2E-6
670	3.6E-6	1.1E-10	9.6E-10	9.4E-9	3.2E-6
680	3.6E-6	1.1E-10	9.5E-10	9.4E-9	3.2E-6
690	3.6E-6	1.0E-10	9.4E-10	9.3E-9	3.2E-6
700	3.6E-6	1.0E-10	9.3E-10	9.2E-9	3.2E-6
710	3.6E-6	1.0E-10	9.2E-10	9.2E-9	3.2E-6
720	3.5E-6	1.0E-10	9.2E-10	9.1E-9	3.1E-6
730	3.5E-6	1.0E-10	9.1E-10	9.1E-9	3.1E-6
740	3.5E-6	-	9.0E-10	9.0E-9	3.1E-6
750	3.5E-6	-	8.9E-10	9.0E-9	3.1E-6
760	3.5E-6	-	8.9E-10	8.9E-9	3.1E-6
770	3.5E-6	-	8.8E-10	8.9E-9	3.1E-6
780	3.4E-6	-	8.7E-10	8.8E-9	3.1E-6
790	3.4E-6	-	8.7E-10	8.8E-9	3.0E-6
800	3.4E-6	-	8.6E-10	8.7E-9	3.0E-6
810	3.4E-6	-	8.6E-10	8.7E-9	3.0E-6
820	3.4E-6	-	8.5E-10	8.6E-9	3.0E-6
830	3.4E-6	-	8.4E-10	8.6E-9	3.0E-6
840	3.4E-6	-	8.4E-10	8.5E-9	3.0E-6
850	3.3E-6	-	8.3E-10	8.5E-9	3.0E-6
860	3.3E-6	-	8.3E-10	8.4E-9	2.9E-6
870	3.3E-6	-	8.2E-10	8.4E-9	2.9E-6
880	3.3E-6	-	8.2E-10	8.3E-9	2.9E-6
890	3.3E-6	-	8.1E-10	8.3E-9	2.9E-6
900	3.3E-6	-	8.1E-10	8.3E-9	2.9E-6
910	3.2E-6	-	8.0E-10	8.2E-9	2.9E-6
920	3.2E-6	-	8.0E-10	8.2E-9	2.9E-6
930	3.2E-6	-	7.9E-10	8.1E-9	2.9E-6
940	3.2E-6	-	7.9E-10	8.1E-9	2.8E-6
950	3.2E-6	-	7.8E-10	8.0E-9	2.8E-6
960	3.2E-6	-	7.8E-10	8.0E-9	2.8E-6
970	3.2E-6	-	7.7E-10	7.9E-9	2.8E-6
980	3.1E-6	-	7.7E-10	7.9E-9	2.8E-6
990	3.1E-6	-	7.6E-10	7.9E-9	2.8E-6
1000	3.1E-6	-	7.6E-10	7.8E-9	2.8E-6
1010	3.1E-6	-	7.6E-10	7.8E-9	2.8E-6
1020	3.1E-6	-	7.5E-10	7.7E-9	2.7E-6
1030	3.1E-6	-	7.5E-10	7.7E-9	2.7E-6
1040	3.1E-6	-	7.4E-10	7.6E-9	2.7E-6
1050	3.0E-6	-	7.4E-10	7.6E-9	2.7E-6
1060	3.0E-6	-	7.3E-10	7.6E-9	2.7E-6
1070	3.0E-6	-	7.3E-10	7.5E-9	2.7E-6
1080	3.0E-6	-	7.3E-10	7.5E-9	2.7E-6
1090	3.0E-6	-	7.2E-10	7.4E-9	2.7E-6
1095	3.0E-6	-	7.2E-10	7.4E-9	2.7E-6
1100	3.0E-6	-	7.2E-10	7.4E-9	2.7E-6
1200	2.8E-6	-	6.8E-10	7.0E-9	2.5E-6
1300	2.7E-6	-	6.4E-10	6.6E-9	2.4E-6
1400	2.6E-6	-	6.0E-10	6.3E-9	2.3E-6
1500	2.5E-6	-	5.7E-10	5.9E-9	2.2E-6
1600	2.4E-6	-	5.4E-10	5.6E-9	2.1E-6
1700	2.3E-6	-	5.1E-10	5.3E-9	2.1E-6
1800	2.2E-6	-	4.8E-10	5.0E-9	2.0E-6
1900	2.1E-6	-	4.5E-10	4.8E-9	1.9E-6
2000	2.0E-6	-	4.3E-10	4.5E-9	1.8E-6
2100	1.9E-6	-	4.0E-10	4.3E-9	1.7E-6
2200	1.9E-6	-	3.8E-10	4.0E-9	1.7E-6
2300	1.8E-6	-	3.6E-10	3.8E-9	1.6E-6
2400	1.7E-6	-	3.4E-10	3.6E-9	1.6E-6
2500	1.6E-6	-	3.2E-10	3.4E-9	1.5E-6
2600	1.6E-6	-	3.1E-10	3.2E-9	1.4E-6
2700	1.5E-6	-	2.9E-10	3.1E-9	1.4E-6
2800	1.5E-6	-	2.7E-10	2.9E-9	1.3E-6
2900	1.4E-6	-	2.6E-10	2.8E-9	1.3E-6
3000	1.4E-6	-	2.5E-10	2.6E-9	1.2E-6
3100	1.3E-6	-	2.3E-10	2.5E-9	1.2E-6
3200	1.3E-6	-	2.2E-10	2.3E-9	1.2E-6
3300	1.2E-6	-	2.1E-10	2.2E-9	1.1E-6
3400	1.2E-6	-	2.0E-10	2.1E-9	1.1E-6
3500	1.1E-6	-	1.9E-10	2.0E-9	1.0E-6
3600	1.1E-6	-	1.8E-10	1.9E-9	1.0E-6
3650	1.1E-6	-	1.8E-10	1.8E-9	9.8E-7
4000	9.4E-7	-	1.5E-10	1.5E-9	8.7E-7
5000	6.7E-7	-	-	8.9E-10	6.3E-7
6000	4.8E-7	-	-	5.2E-10	4.6E-7
7000	3.6E-7	-	-	3.1E-10	3.4E-7
8000	2.7E-7	-	-	1.9E-10	2.6E-7
9000	2.0E-7	-	-	1.1E-10	2.0E-7
10000	1.5E-7	-	-	-	1.5E-7
11000	1.2E-7	-	-	-	1.1E-7
12000	8.8E-8	-	-	-	8.8E-8
13000	6.8E-8	-	-	-	6.7E-8
14000	5.2E-8	-	-	-	5.2E-8
15000	4.0E-8	-	-	-	4.0E-8
16000	3.1E-8	-	-	-	3.1E-8
17000	2.4E-8	-	-	-	2.4E-8
18000	1.8E-8	-	-	-	1.8E-8
18250	1.7E-8	-	-	-	1.7E-8
