Radionuclide	C-14
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
0.041667	8.1E-1	-	-	9.3E-2	3.4E-2	1.9E-2
0.083333	7.9E-1	-	-	6.2E-2	3.7E-2	2.0E-2
0.125	7.7E-1	-	-	4.8E-2	3.7E-2	2.0E-2
0.25	7.0E-1	-	-	3.6E-2	3.4E-2	1.8E-2
0.375	6.3E-1	-	-	3.1E-2	2.9E-2	1.6E-2
0.5	5.7E-1	-	-	2.8E-2	2.5E-2	1.3E-2
0.625	5.2E-1	-	-	2.6E-2	2.1E-2	1.1E-2
0.75	4.8E-1	-	-	2.5E-2	1.8E-2	8.9E-3
0.875	4.5E-1	-	-	2.4E-2	1.5E-2	7.2E-3
1	4.2E-1	2.7E-1	1.1E-3	2.4E-2	1.3E-2	5.9E-3
1.125	4.0E-1	-	-	2.3E-2	1.1E-2	4.8E-3
1.25	3.8E-1	-	-	2.3E-2	9.2E-3	3.9E-3
1.375	3.6E-1	-	-	2.3E-2	8.0E-3	3.2E-3
1.5	3.5E-1	-	-	2.4E-2	7.0E-3	2.7E-3
1.625	3.4E-1	-	-	2.4E-2	6.1E-3	2.2E-3
1.75	3.3E-1	-	-	2.4E-2	5.5E-3	1.9E-3
1.875	3.2E-1	-	-	2.4E-2	5.0E-3	1.6E-3
2	3.1E-1	7.2E-2	6.7E-3	2.5E-2	4.5E-3	1.4E-3
2.25	3.0E-1	-	-	2.5E-2	3.9E-3	1.0E-3
2.5	2.9E-1	-	-	2.5E-2	3.5E-3	8.5E-4
2.75	2.8E-1	-	-	2.5E-2	3.2E-3	7.4E-4
3	2.7E-1	1.8E-2	1.2E-2	2.4E-2	3.0E-3	6.6E-4
3.25	2.6E-1	-	-	2.4E-2	2.8E-3	6.1E-4
3.5	2.5E-1	-	-	2.3E-2	2.7E-3	5.8E-4
3.75	2.4E-1	-	-	2.3E-2	2.5E-3	5.6E-4
4	2.4E-1	9.1E-3	1.3E-2	2.2E-2	2.4E-3	5.5E-4
4.25	2.3E-1	-	-	2.1E-2	2.4E-3	5.4E-4
4.5	2.2E-1	-	-	2.0E-2	2.3E-3	5.3E-4
4.75	2.2E-1	-	-	1.9E-2	2.2E-3	5.2E-4
5	2.1E-1	6.7E-3	1.2E-2	1.9E-2	2.1E-3	5.2E-4
5.5	2.0E-1	-	-	1.7E-2	2.0E-3	5.1E-4
6	1.9E-1	5.5E-3	9.8E-3	1.6E-2	1.9E-3	5.0E-4
6.5	1.8E-1	-	-	1.4E-2	1.7E-3	4.9E-4
7	1.7E-1	4.5E-3	8.2E-3	1.3E-2	1.6E-3	4.8E-4
7.5	1.6E-1	-	-	1.2E-2	1.6E-3	4.7E-4
8	1.5E-1	3.7E-3	6.8E-3	1.1E-2	1.5E-3	4.7E-4
8.5	1.4E-1	-	-	1.0E-2	1.4E-3	4.6E-4
9	1.4E-1	3.1E-3	5.6E-3	9.5E-3	1.3E-3	4.5E-4
9.5	1.3E-1	-	-	8.8E-3	1.3E-3	4.5E-4
10	1.3E-1	2.5E-3	4.6E-3	8.1E-3	1.2E-3	4.4E-4
11	1.2E-1	2.1E-3	3.8E-3	6.9E-3	1.1E-3	4.3E-4
12	1.1E-1	1.7E-3	3.2E-3	6.0E-3	1.0E-3	4.3E-4
13	1.0E-1	1.4E-3	2.6E-3	5.2E-3	9.4E-4	4.2E-4
14	9.6E-2	1.2E-3	2.2E-3	4.5E-3	8.8E-4	4.1E-4
15	9.1E-2	9.9E-4	1.8E-3	3.9E-3	8.2E-4	4.1E-4
16	8.7E-2	8.2E-4	1.5E-3	3.5E-3	7.8E-4	4.0E-4
17	8.4E-2	6.8E-4	1.2E-3	3.1E-3	7.5E-4	4.0E-4
18	8.1E-2	5.6E-4	1.0E-3	2.8E-3	7.1E-4	3.9E-4
19	7.8E-2	4.7E-4	8.3E-4	2.5E-3	6.9E-4	3.9E-4
20	7.6E-2	3.9E-4	6.8E-4	2.3E-3	6.6E-4	3.8E-4
21	7.4E-2	3.2E-4	5.6E-4	2.1E-3	6.4E-4	3.8E-4
22	7.3E-2	2.7E-4	4.7E-4	2.0E-3	6.3E-4	3.8E-4
23	7.1E-2	2.2E-4	3.9E-4	1.8E-3	6.1E-4	3.7E-4
24	7.0E-2	1.9E-4	3.2E-4	1.7E-3	6.0E-4	3.7E-4
25	6.8E-2	1.6E-4	2.6E-4	1.6E-3	5.9E-4	3.6E-4
26	6.7E-2	1.3E-4	2.2E-4	1.6E-3	5.8E-4	3.6E-4
27	6.6E-2	1.1E-4	1.8E-4	1.5E-3	5.7E-4	3.6E-4
28	6.5E-2	9.4E-5	1.5E-4	1.4E-3	5.6E-4	3.6E-4
29	6.4E-2	8.0E-5	1.2E-4	1.4E-3	5.5E-4	3.5E-4
30	6.3E-2	6.8E-5	1.0E-4	1.3E-3	5.4E-4	3.5E-4
31	6.3E-2	5.8E-5	8.5E-5	1.3E-3	5.3E-4	3.5E-4
32	6.2E-2	5.0E-5	7.1E-5	1.3E-3	5.3E-4	3.4E-4
33	6.1E-2	4.3E-5	5.9E-5	1.2E-3	5.2E-4	3.4E-4
34	6.0E-2	3.8E-5	4.9E-5	1.2E-3	5.1E-4	3.4E-4
35	6.0E-2	3.3E-5	4.1E-5	1.2E-3	5.1E-4	3.3E-4
36	5.9E-2	3.0E-5	3.4E-5	1.2E-3	5.0E-4	3.3E-4
37	5.9E-2	2.6E-5	2.9E-5	1.2E-3	5.0E-4	3.3E-4
38	5.8E-2	2.4E-5	2.4E-5	1.1E-3	4.9E-4	3.3E-4
39	5.7E-2	2.2E-5	2.0E-5	1.1E-3	4.9E-4	3.2E-4
40	5.7E-2	2.0E-5	1.7E-5	1.1E-3	4.8E-4	3.2E-4
41	5.6E-2	1.8E-5	1.4E-5	1.1E-3	4.8E-4	3.2E-4
42	5.6E-2	1.7E-5	1.2E-5	1.1E-3	4.7E-4	3.2E-4
43	5.5E-2	1.6E-5	1.1E-5	1.1E-3	4.7E-4	3.1E-4
44	5.4E-2	1.5E-5	9.1E-6	1.1E-3	4.6E-4	3.1E-4
45	5.4E-2	1.4E-5	7.8E-6	1.0E-3	4.6E-4	3.1E-4
46	5.3E-2	1.4E-5	6.8E-6	1.0E-3	4.5E-4	3.1E-4
47	5.3E-2	1.3E-5	6.0E-6	1.0E-3	4.5E-4	3.0E-4
48	5.2E-2	1.2E-5	5.3E-6	1.0E-3	4.4E-4	3.0E-4
49	5.2E-2	1.2E-5	4.7E-6	1.0E-3	4.4E-4	3.0E-4
50	5.1E-2	1.2E-5	4.2E-6	9.9E-4	4.3E-4	3.0E-4
51	5.1E-2	1.1E-5	3.8E-6	9.8E-4	4.3E-4	2.9E-4
52	5.0E-2	1.1E-5	3.5E-6	9.7E-4	4.2E-4	2.9E-4
53	5.0E-2	1.1E-5	3.2E-6	9.6E-4	4.2E-4	2.9E-4
54	4.9E-2	1.1E-5	3.0E-6	9.5E-4	4.2E-4	2.9E-4
55	4.9E-2	1.0E-5	2.8E-6	9.4E-4	4.1E-4	2.8E-4
56	4.8E-2	1.0E-5	2.6E-6	9.3E-4	4.1E-4	2.8E-4
57	4.8E-2	1.0E-5	2.5E-6	9.2E-4	4.0E-4	2.8E-4
58	4.7E-2	1.0E-5	2.4E-6	9.1E-4	4.0E-4	2.8E-4
59	4.7E-2	9.9E-6	2.3E-6	9.0E-4	4.0E-4	2.8E-4
60	4.6E-2	9.7E-6	2.2E-6	8.9E-4	3.9E-4	2.7E-4
61	4.6E-2	9.6E-6	2.1E-6	8.8E-4	3.9E-4	2.7E-4
62	4.5E-2	9.5E-6	2.1E-6	8.7E-4	3.8E-4	2.7E-4
63	4.5E-2	9.4E-6	2.0E-6	8.7E-4	3.8E-4	2.7E-4
64	4.5E-2	9.3E-6	2.0E-6	8.6E-4	3.8E-4	2.6E-4
65	4.4E-2	9.2E-6	1.9E-6	8.5E-4	3.7E-4	2.6E-4
66	4.4E-2	9.0E-6	1.9E-6	8.4E-4	3.7E-4	2.6E-4
67	4.3E-2	9.0E-6	1.8E-6	8.3E-4	3.7E-4	2.6E-4
68	4.3E-2	8.9E-6	1.8E-6	8.2E-4	3.6E-4	2.6E-4
69	4.2E-2	8.8E-6	1.8E-6	8.2E-4	3.6E-4	2.5E-4
70	4.2E-2	8.7E-6	1.7E-6	8.1E-4	3.6E-4	2.5E-4
71	4.2E-2	8.6E-6	1.7E-6	8.0E-4	3.5E-4	2.5E-4
72	4.1E-2	8.5E-6	1.7E-6	7.9E-4	3.5E-4	2.5E-4
73	4.1E-2	8.4E-6	1.7E-6	7.8E-4	3.5E-4	2.5E-4
74	4.0E-2	8.3E-6	1.7E-6	7.8E-4	3.4E-4	2.4E-4
75	4.0E-2	8.2E-6	1.6E-6	7.7E-4	3.4E-4	2.4E-4
76	4.0E-2	8.2E-6	1.6E-6	7.6E-4	3.3E-4	2.4E-4
77	3.9E-2	8.1E-6	1.6E-6	7.5E-4	3.3E-4	2.4E-4
78	3.9E-2	8.0E-6	1.6E-6	7.5E-4	3.3E-4	2.4E-4
79	3.8E-2	7.9E-6	1.6E-6	7.4E-4	3.3E-4	2.4E-4
80	3.8E-2	7.8E-6	1.5E-6	7.3E-4	3.2E-4	2.3E-4
81	3.8E-2	7.8E-6	1.5E-6	7.2E-4	3.2E-4	2.3E-4
82	3.7E-2	7.7E-6	1.5E-6	7.2E-4	3.2E-4	2.3E-4
83	3.7E-2	7.6E-6	1.5E-6	7.1E-4	3.1E-4	2.3E-4
84	3.7E-2	7.5E-6	1.5E-6	7.0E-4	3.1E-4	2.3E-4
85	3.6E-2	7.5E-6	1.5E-6	7.0E-4	3.1E-4	2.2E-4
86	3.6E-2	7.4E-6	1.5E-6	6.9E-4	3.0E-4	2.2E-4
87	3.6E-2	7.3E-6	1.4E-6	6.8E-4	3.0E-4	2.2E-4
88	3.5E-2	7.2E-6	1.4E-6	6.8E-4	3.0E-4	2.2E-4
89	3.5E-2	7.2E-6	1.4E-6	6.7E-4	2.9E-4	2.2E-4
90	3.4E-2	7.1E-6	1.4E-6	6.6E-4	2.9E-4	2.2E-4
91	3.4E-2	7.0E-6	1.4E-6	6.6E-4	2.9E-4	2.1E-4
92	3.4E-2	7.0E-6	1.4E-6	6.5E-4	2.9E-4	2.1E-4
93	3.3E-2	6.9E-6	1.4E-6	6.4E-4	2.8E-4	2.1E-4
94	3.3E-2	6.8E-6	1.3E-6	6.4E-4	2.8E-4	2.1E-4
95	3.3E-2	6.8E-6	1.3E-6	6.3E-4	2.8E-4	2.1E-4
96	3.3E-2	6.7E-6	1.3E-6	6.2E-4	2.7E-4	2.1E-4
97	3.2E-2	6.6E-6	1.3E-6	6.2E-4	2.7E-4	2.0E-4
98	3.2E-2	6.6E-6	1.3E-6	6.1E-4	2.7E-4	2.0E-4
99	3.2E-2	6.5E-6	1.3E-6	6.1E-4	2.7E-4	2.0E-4
100	3.1E-2	6.4E-6	1.3E-6	6.0E-4	2.6E-4	2.0E-4
110	2.8E-2	5.8E-6	1.1E-6	5.4E-4	2.4E-4	1.9E-4
120	2.6E-2	5.3E-6	1.0E-6	4.9E-4	2.2E-4	1.7E-4
130	2.3E-2	4.8E-6	9.4E-7	4.5E-4	2.0E-4	1.6E-4
140	2.1E-2	4.3E-6	8.5E-7	4.0E-4	1.8E-4	1.5E-4
150	1.9E-2	3.9E-6	7.7E-7	3.7E-4	1.6E-4	1.4E-4
160	1.7E-2	3.6E-6	7.0E-7	3.3E-4	1.5E-4	1.3E-4
170	1.6E-2	3.2E-6	6.3E-7	3.0E-4	1.3E-4	1.2E-4
180	1.4E-2	2.9E-6	5.7E-7	2.7E-4	1.2E-4	1.2E-4
190	1.3E-2	2.6E-6	5.2E-7	2.5E-4	1.1E-4	1.1E-4
200	1.2E-2	2.4E-6	4.7E-7	2.2E-4	9.8E-5	1.0E-4
210	1.1E-2	2.2E-6	4.2E-7	2.0E-4	8.9E-5	9.8E-5
220	9.6E-3	2.0E-6	3.8E-7	1.8E-4	8.1E-5	9.3E-5
230	8.7E-3	1.8E-6	3.5E-7	1.7E-4	7.3E-5	8.8E-5
240	7.8E-3	1.6E-6	3.2E-7	1.5E-4	6.6E-5	8.4E-5
250	7.1E-3	1.5E-6	2.9E-7	1.4E-4	6.0E-5	8.0E-5
260	6.4E-3	1.3E-6	2.6E-7	1.2E-4	5.4E-5	7.7E-5
270	5.8E-3	1.2E-6	2.3E-7	1.1E-4	4.9E-5	7.4E-5
280	5.3E-3	1.1E-6	2.1E-7	1.0E-4	4.4E-5	7.1E-5
290	4.8E-3	9.8E-7	1.9E-7	9.2E-5	4.0E-5	6.8E-5
300	4.4E-3	8.9E-7	1.7E-7	8.3E-5	3.6E-5	6.6E-5
310	3.9E-3	8.1E-7	1.6E-7	7.5E-5	3.3E-5	6.3E-5
320	3.6E-3	7.3E-7	1.4E-7	6.8E-5	3.0E-5	6.1E-5
330	3.2E-3	6.6E-7	1.3E-7	6.2E-5	2.7E-5	6.0E-5
340	2.9E-3	6.0E-7	1.2E-7	5.6E-5	2.5E-5	5.8E-5
350	2.7E-3	5.4E-7	1.1E-7	5.1E-5	2.2E-5	5.7E-5
360	2.4E-3	4.9E-7	9.6E-8	4.6E-5	2.0E-5	5.5E-5
365	2.3E-3	4.7E-7	9.2E-8	4.4E-5	1.9E-5	5.4E-5
370	2.2E-3	4.5E-7	8.7E-8	4.1E-5	1.8E-5	5.4E-5
380	2.0E-3	4.0E-7	7.9E-8	3.8E-5	1.7E-5	5.3E-5
390	1.8E-3	3.7E-7	7.2E-8	3.4E-5	1.5E-5	5.2E-5
