Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type M, Irradiated fuel fragments, all unspecified forms, fA=0.2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
56	1.2E-1	5.8E-4	1.3E-4	9.3E-3	3.3E-2	9.2E-3	5.7E-3
57	1.2E-1	5.8E-4	1.3E-4	9.2E-3	3.2E-2	9.1E-3	5.6E-3
58	1.2E-1	5.7E-4	1.2E-4	9.2E-3	3.2E-2	9.1E-3	5.6E-3
59	1.2E-1	5.7E-4	1.2E-4	9.1E-3	3.2E-2	9.0E-3	5.6E-3
60	1.1E-1	5.7E-4	1.2E-4	9.1E-3	3.2E-2	9.0E-3	5.5E-3
61	1.1E-1	5.6E-4	1.2E-4	9.0E-3	3.2E-2	8.9E-3	5.5E-3
62	1.1E-1	5.6E-4	1.2E-4	9.0E-3	3.1E-2	8.9E-3	5.5E-3
63	1.1E-1	5.6E-4	1.2E-4	8.9E-3	3.1E-2	8.8E-3	5.4E-3
64	1.1E-1	5.5E-4	1.2E-4	8.9E-3	3.1E-2	8.8E-3	5.4E-3
65	1.1E-1	5.5E-4	1.2E-4	8.8E-3	3.1E-2	8.7E-3	5.4E-3
66	1.1E-1	5.5E-4	1.2E-4	8.8E-3	3.1E-2	8.7E-3	5.4E-3
67	1.1E-1	5.4E-4	1.2E-4	8.7E-3	3.0E-2	8.6E-3	5.3E-3
68	1.1E-1	5.4E-4	1.2E-4	8.7E-3	3.0E-2	8.6E-3	5.3E-3
69	1.1E-1	5.4E-4	1.2E-4	8.6E-3	3.0E-2	8.5E-3	5.3E-3
70	1.1E-1	5.3E-4	1.2E-4	8.6E-3	3.0E-2	8.5E-3	5.2E-3
71	1.1E-1	5.3E-4	1.1E-4	8.5E-3	3.0E-2	8.4E-3	5.2E-3
72	1.1E-1	5.3E-4	1.1E-4	8.5E-3	2.9E-2	8.4E-3	5.2E-3
73	1.1E-1	5.2E-4	1.1E-4	8.4E-3	2.9E-2	8.3E-3	5.1E-3
74	1.1E-1	5.2E-4	1.1E-4	8.4E-3	2.9E-2	8.3E-3	5.1E-3
75	1.0E-1	5.2E-4	1.1E-4	8.3E-3	2.9E-2	8.2E-3	5.1E-3
76	1.0E-1	5.2E-4	1.1E-4	8.3E-3	2.9E-2	8.2E-3	5.1E-3
77	1.0E-1	5.1E-4	1.1E-4	8.2E-3	2.8E-2	8.1E-3	5.0E-3
78	1.0E-1	5.1E-4	1.1E-4	8.2E-3	2.8E-2	8.1E-3	5.0E-3
79	1.0E-1	5.1E-4	1.1E-4	8.1E-3	2.8E-2	8.0E-3	5.0E-3
80	1.0E-1	5.0E-4	1.1E-4	8.1E-3	2.8E-2	8.0E-3	4.9E-3
81	1.0E-1	5.0E-4	1.1E-4	8.0E-3	2.8E-2	7.9E-3	4.9E-3
82	1.0E-1	5.0E-4	1.1E-4	8.0E-3	2.7E-2	7.9E-3	4.9E-3
83	9.9E-2	4.9E-4	1.1E-4	7.9E-3	2.7E-2	7.8E-3	4.8E-3
84	9.9E-2	4.9E-4	1.1E-4	7.9E-3	2.7E-2	7.8E-3	4.8E-3
85	9.8E-2	4.9E-4	1.0E-4	7.8E-3	2.7E-2	7.7E-3	4.8E-3
86	9.8E-2	4.9E-4	1.0E-4	7.8E-3	2.7E-2	7.7E-3	4.8E-3
87	9.7E-2	4.8E-4	1.0E-4	7.7E-3	2.6E-2	7.7E-3	4.7E-3
88	9.6E-2	4.8E-4	1.0E-4	7.7E-3	2.6E-2	7.6E-3	4.7E-3
89	9.6E-2	4.8E-4	1.0E-4	7.7E-3	2.6E-2	7.6E-3	4.7E-3
90	9.5E-2	4.7E-4	1.0E-4	7.6E-3	2.6E-2	7.5E-3	4.7E-3
91	9.5E-2	4.7E-4	1.0E-4	7.6E-3	2.6E-2	7.5E-3	4.6E-3
92	9.4E-2	4.7E-4	1.0E-4	7.5E-3	2.6E-2	7.4E-3	4.6E-3
93	9.4E-2	4.7E-4	9.9E-5	7.5E-3	2.5E-2	7.4E-3	4.6E-3
94	9.3E-2	4.6E-4	9.8E-5	7.4E-3	2.5E-2	7.4E-3	4.5E-3
95	9.2E-2	4.6E-4	9.8E-5	7.4E-3	2.5E-2	7.3E-3	4.5E-3
96	9.2E-2	4.6E-4	9.7E-5	7.3E-3	2.5E-2	7.3E-3	4.5E-3
97	9.1E-2	4.6E-4	9.7E-5	7.3E-3	2.5E-2	7.2E-3	4.5E-3
98	9.1E-2	4.5E-4	9.6E-5	7.3E-3	2.5E-2	7.2E-3	4.4E-3
99	9.0E-2	4.5E-4	9.5E-5	7.2E-3	2.4E-2	7.1E-3	4.4E-3
100	9.0E-2	4.5E-4	9.5E-5	7.2E-3	2.4E-2	7.1E-3	4.4E-3
110	8.4E-2	4.2E-4	8.9E-5	6.8E-3	2.3E-2	6.7E-3	4.1E-3
120	7.9E-2	4.0E-4	8.3E-5	6.4E-3	2.1E-2	6.3E-3	3.9E-3
130	7.5E-2	3.7E-4	7.8E-5	6.0E-3	2.0E-2	5.9E-3	3.7E-3
140	7.0E-2	3.5E-4	7.3E-5	5.7E-3	1.9E-2	5.6E-3	3.5E-3
150	6.6E-2	3.3E-4	6.8E-5	5.3E-3	1.7E-2	5.3E-3	3.3E-3
160	6.2E-2	3.1E-4	6.4E-5	5.0E-3	1.6E-2	5.0E-3	3.1E-3
170	5.8E-2	2.9E-4	6.0E-5	4.7E-3	1.5E-2	4.7E-3	2.9E-3
180	5.5E-2	2.8E-4	5.6E-5	4.5E-3	1.4E-2	4.4E-3	2.7E-3
190	5.2E-2	2.6E-4	5.2E-5	4.2E-3	1.3E-2	4.2E-3	2.6E-3
200	4.9E-2	2.5E-4	4.9E-5	4.0E-3	1.3E-2	3.9E-3	2.4E-3
210	4.6E-2	2.3E-4	4.6E-5	3.7E-3	1.2E-2	3.7E-3	2.3E-3
220	4.3E-2	2.2E-4	4.3E-5	3.5E-3	1.1E-2	3.5E-3	2.1E-3
230	4.0E-2	2.1E-4	4.0E-5	3.3E-3	1.0E-2	3.3E-3	2.0E-3
240	3.8E-2	1.9E-4	3.8E-5	3.1E-3	9.7E-3	3.1E-3	1.9E-3
250	3.6E-2	1.8E-4	3.5E-5	2.9E-3	9.1E-3	2.9E-3	1.8E-3
260	3.4E-2	1.7E-4	3.3E-5	2.8E-3	8.5E-3	2.7E-3	1.7E-3
270	3.2E-2	1.6E-4	3.1E-5	2.6E-3	8.0E-3	2.6E-3	1.6E-3
280	3.0E-2	1.5E-4	2.9E-5	2.4E-3	7.5E-3	2.4E-3	1.5E-3
290	2.8E-2	1.4E-4	2.7E-5	2.3E-3	7.0E-3	2.3E-3	1.4E-3
300	2.6E-2	1.3E-4	2.5E-5	2.2E-3	6.6E-3	2.1E-3	1.3E-3
310	2.5E-2	1.3E-4	2.4E-5	2.0E-3	6.2E-3	2.0E-3	1.2E-3
320	2.3E-2	1.2E-4	2.2E-5	1.9E-3	5.8E-3	1.9E-3	1.2E-3
330	2.2E-2	1.1E-4	2.1E-5	1.8E-3	5.4E-3	1.8E-3	1.1E-3
340	2.1E-2	1.1E-4	2.0E-5	1.7E-3	5.1E-3	1.7E-3	1.0E-3
350	1.9E-2	9.9E-5	1.8E-5	1.6E-3	4.8E-3	1.6E-3	9.8E-4
360	1.8E-2	9.3E-5	1.7E-5	1.5E-3	4.5E-3	1.5E-3	9.2E-4
365	1.8E-2	9.0E-5	1.7E-5	1.5E-3	4.4E-3	1.4E-3	8.9E-4
370	1.7E-2	8.8E-5	1.6E-5	1.4E-3	4.2E-3	1.4E-3	8.6E-4
380	1.6E-2	8.2E-5	1.5E-5	1.3E-3	4.0E-3	1.3E-3	8.1E-4
390	1.5E-2	7.8E-5	1.4E-5	1.2E-3	3.7E-3	1.2E-3	7.6E-4
400	1.4E-2	7.3E-5	1.3E-5	1.2E-3	3.5E-3	1.2E-3	7.2E-4
410	1.3E-2	6.9E-5	1.2E-5	1.1E-3	3.3E-3	1.1E-3	6.8E-4
420	1.3E-2	6.5E-5	1.2E-5	1.0E-3	3.1E-3	1.0E-3	6.4E-4
430	1.2E-2	6.1E-5	1.1E-5	9.8E-4	2.9E-3	9.7E-4	6.0E-4
440	1.1E-2	5.7E-5	1.0E-5	9.2E-4	2.8E-3	9.1E-4	5.6E-4
450	1.1E-2	5.4E-5	9.6E-6	8.7E-4	2.6E-3	8.6E-4	5.3E-4
460	9.9E-3	5.1E-5	9.0E-6	8.1E-4	2.4E-3	8.1E-4	5.0E-4
470	9.3E-3	4.8E-5	8.4E-6	7.7E-4	2.3E-3	7.6E-4	4.7E-4
480	8.8E-3	4.5E-5	7.9E-6	7.2E-4	2.2E-3	7.1E-4	4.4E-4
490	8.3E-3	4.2E-5	7.4E-6	6.8E-4	2.0E-3	6.7E-4	4.2E-4
500	7.8E-3	4.0E-5	6.9E-6	6.4E-4	1.9E-3	6.3E-4	3.9E-4
510	7.3E-3	3.7E-5	6.5E-6	6.0E-4	1.8E-3	6.0E-4	3.7E-4
520	6.9E-3	3.5E-5	6.1E-6	5.7E-4	1.7E-3	5.6E-4	3.5E-4
530	6.5E-3	3.3E-5	5.7E-6	5.3E-4	1.6E-3	5.3E-4	3.3E-4
540	6.1E-3	3.1E-5	5.4E-6	5.0E-4	1.5E-3	5.0E-4	3.1E-4
550	5.8E-3	2.9E-5	5.0E-6	4.7E-4	1.4E-3	4.7E-4	2.9E-4
560	5.4E-3	2.7E-5	4.7E-6	4.4E-4	1.3E-3	4.4E-4	2.7E-4
570	5.1E-3	2.6E-5	4.4E-6	4.2E-4	1.3E-3	4.1E-4	2.6E-4
580	4.8E-3	2.4E-5	4.2E-6	3.9E-4	1.2E-3	3.9E-4	2.4E-4
590	4.5E-3	2.3E-5	3.9E-6	3.7E-4	1.1E-3	3.7E-4	2.3E-4
600	4.3E-3	2.2E-5	3.7E-6	3.5E-4	1.1E-3	3.5E-4	2.1E-4
610	4.0E-3	2.0E-5	3.4E-6	3.3E-4	1.0E-3	3.2E-4	2.0E-4
620	3.8E-3	1.9E-5	3.2E-6	3.1E-4	9.4E-4	3.1E-4	1.9E-4
630	3.6E-3	1.8E-5	3.0E-6	2.9E-4	8.9E-4	2.9E-4	1.8E-4
640	3.4E-3	1.7E-5	2.8E-6	2.7E-4	8.4E-4	2.7E-4	1.7E-4
650	3.2E-3	1.6E-5	2.7E-6	2.6E-4	7.9E-4	2.6E-4	1.6E-4
660	3.0E-3	1.5E-5	2.5E-6	2.4E-4	7.5E-4	2.4E-4	1.5E-4
670	2.8E-3	1.4E-5	2.3E-6	2.3E-4	7.0E-4	2.3E-4	1.4E-4
680	2.7E-3	1.3E-5	2.2E-6	2.2E-4	6.6E-4	2.1E-4	1.3E-4
690	2.5E-3	1.3E-5	2.1E-6	2.0E-4	6.3E-4	2.0E-4	1.2E-4
700	2.4E-3	1.2E-5	1.9E-6	1.9E-4	5.9E-4	1.9E-4	1.2E-4
710	2.2E-3	1.1E-5	1.8E-6	1.8E-4	5.6E-4	1.8E-4	1.1E-4
720	2.1E-3	1.0E-5	1.7E-6	1.7E-4	5.3E-4	1.7E-4	1.0E-4
730	2.0E-3	9.8E-6	1.6E-6	1.6E-4	5.0E-4	1.6E-4	9.8E-5
740	1.9E-3	9.3E-6	1.5E-6	1.5E-4	4.7E-4	1.5E-4	9.3E-5
750	1.8E-3	8.7E-6	1.4E-6	1.4E-4	4.5E-4	1.4E-4	8.7E-5
760	1.7E-3	8.2E-6	1.3E-6	1.3E-4	4.2E-4	1.3E-4	8.2E-5
770	1.6E-3	7.7E-6	1.3E-6	1.3E-4	4.0E-4	1.2E-4	7.8E-5
780	1.5E-3	7.3E-6	1.2E-6	1.2E-4	3.8E-4	1.2E-4	7.3E-5
790	1.4E-3	6.9E-6	1.1E-6	1.1E-4	3.6E-4	1.1E-4	6.9E-5
800	1.3E-3	6.5E-6	1.0E-6	1.1E-4	3.4E-4	1.0E-4	6.5E-5
810	1.3E-3	6.1E-6	9.8E-7	1.0E-4	3.2E-4	9.9E-5	6.1E-5
820	1.2E-3	5.8E-6	9.2E-7	9.5E-5	3.0E-4	9.3E-5	5.8E-5
830	1.1E-3	5.4E-6	8.7E-7	8.9E-5	2.9E-4	8.8E-5	5.5E-5
840	1.1E-3	5.1E-6	8.2E-7	8.4E-5	2.7E-4	8.3E-5	5.2E-5
850	1.0E-3	4.8E-6	7.7E-7	7.9E-5	2.6E-4	7.8E-5	4.9E-5
860	9.6E-4	4.5E-6	7.2E-7	7.5E-5	2.4E-4	7.4E-5	4.6E-5
870	9.1E-4	4.3E-6	6.8E-7	7.1E-5	2.3E-4	7.0E-5	4.3E-5
880	8.6E-4	4.0E-6	6.4E-7	6.7E-5	2.2E-4	6.6E-5	4.1E-5
890	8.1E-4	3.8E-6	6.0E-7	6.3E-5	2.0E-4	6.2E-5	3.9E-5
900	7.7E-4	3.6E-6	5.7E-7	6.0E-5	1.9E-4	5.9E-5	3.7E-5
910	7.3E-4	3.4E-6	5.4E-7	5.6E-5	1.8E-4	5.5E-5	3.5E-5
920	6.9E-4	3.2E-6	5.0E-7	5.3E-5	1.7E-4	5.2E-5	3.3E-5
930	6.5E-4	3.0E-6	4.7E-7	5.0E-5	1.6E-4	5.0E-5	3.1E-5
940	6.2E-4	2.8E-6	4.5E-7	4.8E-5	1.6E-4	4.7E-5	2.9E-5
950	5.9E-4	2.7E-6	4.2E-7	4.5E-5	1.5E-4	4.4E-5	2.8E-5
960	5.6E-4	2.5E-6	4.0E-7	4.3E-5	1.4E-4	4.2E-5	2.6E-5
970	5.3E-4	2.4E-6	3.7E-7	4.0E-5	1.3E-4	4.0E-5	2.5E-5
980	5.0E-4	2.3E-6	3.5E-7	3.8E-5	1.3E-4	3.7E-5	2.3E-5
990	4.7E-4	2.1E-6	3.3E-7	3.6E-5	1.2E-4	3.5E-5	2.2E-5
1000	4.5E-4	2.0E-6	3.1E-7	3.4E-5	1.1E-4	3.3E-5	2.1E-5
1010	4.3E-4	1.9E-6	3.0E-7	3.2E-5	1.1E-4	3.2E-5	2.0E-5
1020	4.1E-4	1.8E-6	2.8E-7	3.1E-5	1.0E-4	3.0E-5	1.9E-5
1030	3.9E-4	1.7E-6	2.6E-7	2.9E-5	9.6E-5	2.8E-5	1.8E-5
1040	3.7E-4	1.6E-6	2.5E-7	2.8E-5	9.1E-5	2.7E-5	1.7E-5
1050	3.5E-4	1.5E-6	2.3E-7	2.6E-5	8.7E-5	2.5E-5	1.6E-5
1060	3.3E-4	1.4E-6	2.2E-7	2.5E-5	8.2E-5	2.4E-5	1.5E-5
1070	3.1E-4	1.4E-6	2.1E-7	2.3E-5	7.8E-5	2.3E-5	1.4E-5
1080	3.0E-4	1.3E-6	2.0E-7	2.2E-5	7.4E-5	2.2E-5	1.4E-5
1090	2.8E-4	1.2E-6	1.9E-7	2.1E-5	7.0E-5	2.1E-5	1.3E-5
1095	2.8E-4	1.2E-6	1.8E-7	2.1E-5	6.8E-5	2.0E-5	1.3E-5
1100	2.7E-4	1.1E-6	1.8E-7	2.0E-5	6.6E-5	1.9E-5	1.2E-5
1200	1.7E-4	6.6E-7	1.0E-7	1.2E-5	3.9E-5	1.2E-5	7.3E-6
1300	1.1E-4	3.9E-7	5.9E-8	7.6E-6	2.4E-5	7.2E-6	4.6E-6
1400	7.2E-5	2.4E-7	3.5E-8	4.9E-6	1.4E-5	4.6E-6	2.9E-6
1500	5.1E-5	1.5E-7	2.2E-8	3.3E-6	8.8E-6	3.1E-6	2.0E-6
1600	3.7E-5	9.5E-8	1.4E-8	2.4E-6	5.5E-6	2.1E-6	1.4E-6
1700	2.8E-5	6.3E-8	9.1E-9	1.7E-6	3.5E-6	1.5E-6	1.0E-6
1800	2.2E-5	4.4E-8	6.3E-9	1.3E-6	2.3E-6	1.2E-6	7.8E-7
1900	1.7E-5	3.2E-8	4.5E-9	1.1E-6	1.5E-6	9.0E-7	6.1E-7
2000	1.4E-5	2.4E-8	3.4E-9	8.6E-7	1.0E-6	7.2E-7	4.9E-7
2100	1.2E-5	1.8E-8	2.6E-9	7.1E-7	7.4E-7	5.9E-7	4.0E-7
2200	9.9E-6	1.5E-8	2.0E-9	5.9E-7	5.4E-7	4.9E-7	3.4E-7
2300	8.4E-6	1.2E-8	1.7E-9	5.0E-7	4.1E-7	4.1E-7	2.8E-7
2400	7.1E-6	9.9E-9	1.4E-9	4.2E-7	3.2E-7	3.5E-7	2.4E-7
2500	6.1E-6	8.2E-9	1.1E-9	3.6E-7	2.5E-7	3.0E-7	2.0E-7
2600	5.2E-6	7.0E-9	9.6E-10	3.1E-7	2.1E-7	2.5E-7	1.7E-7
2700	4.5E-6	5.9E-9	8.2E-10	2.6E-7	1.7E-7	2.2E-7	1.5E-7
2800	3.9E-6	5.0E-9	7.0E-10	2.3E-7	1.4E-7	1.9E-7	1.3E-7
2900	3.3E-6	4.3E-9	6.0E-10	2.0E-7	1.2E-7	1.6E-7	1.1E-7
3000	2.9E-6	3.7E-9	5.1E-10	1.7E-7	1.0E-7	1.4E-7	9.5E-8
3100	2.5E-6	3.2E-9	4.4E-10	1.5E-7	8.8E-8	1.2E-7	8.2E-8
3200	2.1E-6	2.7E-9	3.8E-10	1.3E-7	7.5E-8	1.0E-7	7.1E-8
3300	1.8E-6	2.4E-9	3.3E-10	1.1E-7	6.5E-8	8.9E-8	6.1E-8
3400	1.6E-6	2.0E-9	2.8E-10	9.3E-8	5.5E-8	7.6E-8	5.3E-8
3500	1.4E-6	1.8E-9	2.4E-10	8.0E-8	4.8E-8	6.6E-8	4.6E-8
3600	1.2E-6	1.5E-9	2.1E-10	6.9E-8	4.1E-8	5.7E-8	3.9E-8
3650	1.1E-6	1.4E-9	1.9E-10	6.5E-8	3.8E-8	5.3E-8	3.6E-8
4000	6.5E-7	8.4E-10	1.2E-10	3.9E-8	2.3E-8	3.2E-8	2.2E-8
5000	1.5E-7	1.9E-10	-	8.8E-9	5.2E-9	7.2E-9	5.0E-9
6000	3.4E-8	-	-	2.0E-9	1.2E-9	1.7E-9	1.1E-9
7000	7.9E-9	-	-	4.7E-10	2.8E-10	3.8E-10	2.6E-10
8000	1.8E-9	-	-	1.1E-10	-	-	-
9000	4.2E-10	-	-	-	-	-	-
