Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium chloride, nitrate, sulphate, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
570	9.3E-3	5.7E-5	8.3E-6	9.4E-4	5.3E-4	9.3E-4	5.8E-4
580	8.6E-3	5.3E-5	7.7E-6	8.8E-4	5.0E-4	8.7E-4	5.4E-4
590	8.1E-3	5.0E-5	7.2E-6	8.2E-4	4.6E-4	8.1E-4	5.0E-4
600	7.5E-3	4.6E-5	6.7E-6	7.6E-4	4.3E-4	7.5E-4	4.7E-4
610	7.0E-3	4.3E-5	6.2E-6	7.1E-4	4.0E-4	7.0E-4	4.3E-4
620	6.5E-3	4.0E-5	5.8E-6	6.6E-4	3.7E-4	6.5E-4	4.0E-4
630	6.1E-3	3.7E-5	5.4E-6	6.1E-4	3.5E-4	6.0E-4	3.7E-4
640	5.7E-3	3.4E-5	5.0E-6	5.7E-4	3.2E-4	5.6E-4	3.5E-4
650	5.3E-3	3.2E-5	4.7E-6	5.3E-4	3.0E-4	5.2E-4	3.2E-4
660	4.9E-3	3.0E-5	4.3E-6	4.9E-4	2.8E-4	4.9E-4	3.0E-4
670	4.6E-3	2.8E-5	4.0E-6	4.6E-4	2.6E-4	4.5E-4	2.8E-4
680	4.3E-3	2.6E-5	3.7E-6	4.3E-4	2.4E-4	4.2E-4	2.6E-4
690	4.0E-3	2.4E-5	3.5E-6	4.0E-4	2.3E-4	3.9E-4	2.4E-4
700	3.7E-3	2.2E-5	3.2E-6	3.7E-4	2.1E-4	3.7E-4	2.3E-4
710	3.5E-3	2.1E-5	3.0E-6	3.5E-4	2.0E-4	3.4E-4	2.1E-4
720	3.3E-3	1.9E-5	2.8E-6	3.2E-4	1.8E-4	3.2E-4	2.0E-4
730	3.0E-3	1.8E-5	2.6E-6	3.0E-4	1.7E-4	3.0E-4	1.8E-4
740	2.8E-3	1.7E-5	2.4E-6	2.8E-4	1.6E-4	2.8E-4	1.7E-4
750	2.7E-3	1.5E-5	2.3E-6	2.6E-4	1.5E-4	2.6E-4	1.6E-4
760	2.5E-3	1.4E-5	2.1E-6	2.4E-4	1.4E-4	2.4E-4	1.5E-4
770	2.3E-3	1.3E-5	1.9E-6	2.3E-4	1.3E-4	2.2E-4	1.4E-4
780	2.2E-3	1.2E-5	1.8E-6	2.1E-4	1.2E-4	2.1E-4	1.3E-4
790	2.0E-3	1.2E-5	1.7E-6	2.0E-4	1.1E-4	1.9E-4	1.2E-4
800	1.9E-3	1.1E-5	1.6E-6	1.9E-4	1.1E-4	1.8E-4	1.1E-4
810	1.8E-3	1.0E-5	1.5E-6	1.7E-4	9.8E-5	1.7E-4	1.1E-4
820	1.7E-3	9.4E-6	1.4E-6	1.6E-4	9.2E-5	1.6E-4	9.8E-5
830	1.6E-3	8.7E-6	1.3E-6	1.5E-4	8.6E-5	1.5E-4	9.2E-5
840	1.5E-3	8.1E-6	1.2E-6	1.4E-4	8.0E-5	1.4E-4	8.6E-5
850	1.4E-3	7.6E-6	1.1E-6	1.3E-4	7.5E-5	1.3E-4	8.0E-5
860	1.3E-3	7.0E-6	1.0E-6	1.2E-4	7.0E-5	1.2E-4	7.5E-5
870	1.2E-3	6.6E-6	9.5E-7	1.2E-4	6.6E-5	1.1E-4	7.0E-5
880	1.1E-3	6.1E-6	8.9E-7	1.1E-4	6.2E-5	1.0E-4	6.6E-5
890	1.1E-3	5.7E-6	8.3E-7	1.0E-4	5.8E-5	9.8E-5	6.1E-5
900	1.0E-3	5.3E-6	7.7E-7	9.5E-5	5.4E-5	9.2E-5	5.8E-5
910	9.6E-4	5.0E-6	7.2E-7	8.9E-5	5.1E-5	8.6E-5	5.4E-5
920	9.0E-4	4.6E-6	6.7E-7	8.3E-5	4.7E-5	8.0E-5	5.0E-5
930	8.5E-4	4.3E-6	6.2E-7	7.8E-5	4.5E-5	7.5E-5	4.7E-5
940	8.0E-4	4.0E-6	5.8E-7	7.3E-5	4.2E-5	7.1E-5	4.4E-5
950	7.6E-4	3.7E-6	5.4E-7	6.9E-5	3.9E-5	6.6E-5	4.2E-5
960	7.1E-4	3.5E-6	5.1E-7	6.5E-5	3.7E-5	6.2E-5	3.9E-5
970	6.8E-4	3.3E-6	4.7E-7	6.1E-5	3.5E-5	5.8E-5	3.7E-5
980	6.4E-4	3.0E-6	4.4E-7	5.7E-5	3.3E-5	5.5E-5	3.4E-5
990	6.1E-4	2.8E-6	4.1E-7	5.4E-5	3.1E-5	5.1E-5	3.2E-5
1000	5.7E-4	2.7E-6	3.9E-7	5.1E-5	2.9E-5	4.8E-5	3.0E-5
1010	5.4E-4	2.5E-6	3.6E-7	4.8E-5	2.7E-5	4.5E-5	2.9E-5
1020	5.2E-4	2.3E-6	3.4E-7	4.5E-5	2.6E-5	4.3E-5	2.7E-5
1030	4.9E-4	2.2E-6	3.1E-7	4.2E-5	2.4E-5	4.0E-5	2.5E-5
1040	4.7E-4	2.0E-6	2.9E-7	4.0E-5	2.3E-5	3.8E-5	2.4E-5
1050	4.4E-4	1.9E-6	2.7E-7	3.8E-5	2.2E-5	3.6E-5	2.3E-5
1060	4.2E-4	1.8E-6	2.6E-7	3.6E-5	2.0E-5	3.4E-5	2.1E-5
1070	4.0E-4	1.7E-6	2.4E-7	3.4E-5	1.9E-5	3.2E-5	2.0E-5
1080	3.8E-4	1.6E-6	2.3E-7	3.2E-5	1.8E-5	3.0E-5	1.9E-5
1090	3.7E-4	1.5E-6	2.1E-7	3.0E-5	1.7E-5	2.8E-5	1.8E-5
1095	3.6E-4	1.4E-6	2.0E-7	2.9E-5	1.7E-5	2.7E-5	1.8E-5
1100	3.5E-4	1.4E-6	2.0E-7	2.9E-5	1.6E-5	2.7E-5	1.7E-5
1200	2.3E-4	7.4E-7	1.1E-7	1.8E-5	1.0E-5	1.6E-5	1.0E-5
1300	1.7E-4	4.3E-7	6.1E-8	1.2E-5	6.8E-6	1.0E-5	6.8E-6
1400	1.3E-4	2.7E-7	3.8E-8	8.5E-6	5.0E-6	7.3E-6	4.9E-6
1500	1.0E-4	1.8E-7	2.6E-8	6.5E-6	3.8E-6	5.5E-6	3.7E-6
1600	8.6E-5	1.3E-7	1.9E-8	5.3E-6	3.1E-6	4.4E-6	3.0E-6
1700	7.2E-5	1.0E-7	1.5E-8	4.4E-6	2.6E-6	3.6E-6	2.5E-6
1800	6.2E-5	8.5E-8	1.2E-8	3.7E-6	2.2E-6	3.0E-6	2.1E-6
1900	5.3E-5	7.1E-8	9.8E-9	3.1E-6	1.8E-6	2.6E-6	1.8E-6
2000	4.5E-5	6.0E-8	8.2E-9	2.7E-6	1.6E-6	2.2E-6	1.5E-6
2100	3.9E-5	5.1E-8	7.0E-9	2.3E-6	1.4E-6	1.9E-6	1.3E-6
2200	3.4E-5	4.4E-8	6.0E-9	2.0E-6	1.2E-6	1.6E-6	1.1E-6
2300	2.9E-5	3.8E-8	5.2E-9	1.7E-6	1.0E-6	1.4E-6	9.7E-7
2400	2.5E-5	3.2E-8	4.5E-9	1.5E-6	8.7E-7	1.2E-6	8.4E-7
2500	2.2E-5	2.8E-8	3.9E-9	1.3E-6	7.5E-7	1.0E-6	7.2E-7
2600	1.9E-5	2.4E-8	3.3E-9	1.1E-6	6.5E-7	9.0E-7	6.2E-7
2700	1.6E-5	2.1E-8	2.9E-9	9.5E-7	5.6E-7	7.8E-7	5.4E-7
2800	1.4E-5	1.8E-8	2.5E-9	8.2E-7	4.8E-7	6.7E-7	4.6E-7
2900	1.2E-5	1.5E-8	2.1E-9	7.1E-7	4.2E-7	5.8E-7	4.0E-7
3000	1.0E-5	1.3E-8	1.8E-9	6.1E-7	3.6E-7	5.0E-7	3.5E-7
3100	8.9E-6	1.2E-8	1.6E-9	5.3E-7	3.1E-7	4.3E-7	3.0E-7
3200	7.7E-6	9.9E-9	1.4E-9	4.6E-7	2.7E-7	3.7E-7	2.6E-7
3300	6.7E-6	8.6E-9	1.2E-9	3.9E-7	2.3E-7	3.2E-7	2.2E-7
3400	5.8E-6	7.4E-9	1.0E-9	3.4E-7	2.0E-7	2.8E-7	1.9E-7
3500	5.0E-6	6.4E-9	8.8E-10	2.9E-7	1.7E-7	2.4E-7	1.7E-7
3600	4.3E-6	5.5E-9	7.6E-10	2.5E-7	1.5E-7	2.1E-7	1.4E-7
3650	4.0E-6	5.1E-9	7.1E-10	2.3E-7	1.4E-7	1.9E-7	1.3E-7
4000	2.4E-6	3.1E-9	4.2E-10	1.4E-7	8.3E-8	1.1E-7	7.9E-8
5000	5.5E-7	7.0E-10	-	3.2E-8	1.9E-8	2.6E-8	1.8E-8
6000	1.3E-7	1.6E-10	-	7.4E-9	4.4E-9	6.1E-9	4.2E-9
7000	2.9E-8	-	-	1.7E-9	1.0E-9	1.4E-9	9.6E-10
8000	6.6E-9	-	-	3.9E-10	2.3E-10	3.2E-10	2.2E-10
9000	1.5E-9	-	-	-	-	-	-
10000	3.5E-10	-	-	-	-	-	-
