Radionuclide	Nd-137
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	3.4E-1	3.4E-1	1.7E-6	2.2E-6
0.083333	1.1E-1	1.1E-1	2.2E-6	2.8E-6
0.125	3.9E-2	3.9E-2	1.4E-6	1.8E-6
0.25	1.5E-3	1.5E-3	1.2E-7	1.6E-7
0.375	5.9E-5	5.9E-5	6.5E-9	8.3E-9
0.5	2.3E-6	2.3E-6	2.9E-10	3.7E-10
0.625	8.6E-8	8.6E-8	-	-
0.75	3.2E-9	3.2E-9	-	-
0.875	1.2E-10	1.2E-10	-	-
