Radionuclide	Ho-155
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including chloride and citrate, fA=2.5E-4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.2E-1	1.2E-1	1.6E-2	2.2E-4	5.6E-5
0.083333	1.3E-1	5.4E-2	6.0E-3	1.6E-4	2.6E-5
0.125	5.5E-2	2.5E-2	2.4E-3	9.4E-5	1.3E-5
0.25	4.0E-3	2.2E-3	1.5E-4	1.2E-5	1.3E-6
0.375	2.9E-4	1.8E-4	1.1E-5	1.2E-6	1.2E-7
0.5	2.1E-5	1.4E-5	7.4E-7	1.1E-7	1.1E-8
0.625	1.5E-6	1.1E-6	5.2E-8	9.3E-9	9.1E-10
0.75	1.1E-7	8.4E-8	3.7E-9	7.8E-10	-
0.875	7.5E-9	6.2E-9	2.6E-10	-	-
1	5.3E-10	4.5E-10	-	-	-
