Radionuclide	Ho-155
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including chloride and citrate, fA=2.5E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.8E-1	1.0E-1	5.8E-3	1.6E-4	3.8E-5
0.083333	1.1E-1	4.8E-2	2.1E-3	1.1E-4	1.6E-5
0.125	4.8E-2	2.2E-2	8.1E-4	5.7E-5	7.2E-6
0.25	3.4E-3	1.9E-3	5.0E-5	6.4E-6	6.9E-7
0.375	2.5E-4	1.6E-4	3.4E-6	6.1E-7	6.2E-8
0.5	1.8E-5	1.3E-5	2.4E-7	5.4E-8	5.3E-9
0.625	1.3E-6	9.9E-7	1.7E-8	4.5E-9	4.4E-10
0.75	9.1E-8	7.4E-8	1.2E-9	3.7E-10	-
0.875	6.5E-9	5.5E-9	-	-	-
1	4.6E-10	4.0E-10	-	-	-
