Radionuclide	Np-240
Route of Intake	Inhalation
Material	Aerosols Type S, Neptunium dioxide, fA=5E-6
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.1E-1	-	1.9E-2	2.7E-1	2.7E-5	3.2E-5
0.083333	1.6E-1	-	1.1E-2	1.3E-1	3.0E-5	3.0E-5
0.125	8.1E-2	-	6.6E-3	6.9E-2	2.4E-5	2.1E-5
0.25	1.1E-2	-	1.1E-3	9.0E-3	7.2E-6	4.5E-6
0.375	1.4E-3	-	1.7E-4	1.2E-3	1.5E-6	7.3E-7
0.5	1.9E-4	-	2.4E-5	1.6E-4	2.6E-7	1.1E-7
0.625	2.5E-5	-	3.4E-6	2.1E-5	4.3E-8	1.6E-8
0.75	3.3E-6	-	4.6E-7	2.8E-6	6.6E-9	2.1E-9
0.875	4.4E-7	-	6.2E-8	3.7E-7	9.7E-10	2.9E-10
1	5.8E-8	1.3E-9	8.3E-9	4.9E-8	1.4E-10	-
1.125	7.7E-9	-	1.1E-9	6.5E-9	-	-
1.25	1.0E-9	-	1.4E-10	8.6E-10	-	-
1.375	1.3E-10	-	-	1.1E-10	-	-
