Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
37	4.5E-2	6.9E-7	9.5E-5	2.2E-4	4.4E-2	3.3E-4	4.0E-5
38	4.5E-2	6.8E-7	9.4E-5	2.2E-4	4.4E-2	3.3E-4	4.0E-5
39	4.5E-2	6.7E-7	9.3E-5	2.2E-4	4.3E-2	3.3E-4	4.1E-5
40	4.4E-2	6.6E-7	9.3E-5	2.2E-4	4.3E-2	3.3E-4	4.1E-5
41	4.4E-2	6.5E-7	9.2E-5	2.2E-4	4.3E-2	3.3E-4	4.1E-5
42	4.4E-2	6.4E-7	9.1E-5	2.2E-4	4.3E-2	3.3E-4	4.1E-5
43	4.4E-2	6.3E-7	9.1E-5	2.2E-4	4.3E-2	3.3E-4	4.1E-5
44	4.4E-2	6.2E-7	9.0E-5	2.2E-4	4.3E-2	3.4E-4	4.1E-5
45	4.4E-2	6.1E-7	9.0E-5	2.2E-4	4.3E-2	3.4E-4	4.2E-5
46	4.4E-2	6.0E-7	9.0E-5	2.2E-4	4.3E-2	3.4E-4	4.2E-5
47	4.4E-2	5.9E-7	8.9E-5	2.2E-4	4.2E-2	3.4E-4	4.2E-5
48	4.3E-2	5.9E-7	8.9E-5	2.1E-4	4.2E-2	3.4E-4	4.2E-5
49	4.3E-2	5.8E-7	8.8E-5	2.1E-4	4.2E-2	3.4E-4	4.2E-5
50	4.3E-2	5.7E-7	8.8E-5	2.1E-4	4.2E-2	3.4E-4	4.2E-5
51	4.3E-2	5.6E-7	8.8E-5	2.1E-4	4.2E-2	3.4E-4	4.2E-5
52	4.3E-2	5.6E-7	8.7E-5	2.1E-4	4.2E-2	3.5E-4	4.3E-5
53	4.3E-2	5.5E-7	8.7E-5	2.1E-4	4.2E-2	3.5E-4	4.3E-5
54	4.3E-2	5.4E-7	8.6E-5	2.1E-4	4.2E-2	3.5E-4	4.3E-5
55	4.3E-2	5.4E-7	8.6E-5	2.1E-4	4.1E-2	3.5E-4	4.3E-5
56	4.2E-2	5.3E-7	8.6E-5	2.1E-4	4.1E-2	3.5E-4	4.3E-5
57	4.2E-2	5.3E-7	8.5E-5	2.1E-4	4.1E-2	3.5E-4	4.3E-5
58	4.2E-2	5.2E-7	8.5E-5	2.1E-4	4.1E-2	3.5E-4	4.3E-5
59	4.2E-2	5.2E-7	8.5E-5	2.1E-4	4.1E-2	3.5E-4	4.4E-5
60	4.2E-2	5.1E-7	8.4E-5	2.1E-4	4.1E-2	3.6E-4	4.4E-5
61	4.2E-2	5.1E-7	8.4E-5	2.1E-4	4.1E-2	3.6E-4	4.4E-5
62	4.2E-2	5.0E-7	8.4E-5	2.1E-4	4.1E-2	3.6E-4	4.4E-5
63	4.2E-2	5.0E-7	8.3E-5	2.1E-4	4.0E-2	3.6E-4	4.4E-5
64	4.1E-2	4.9E-7	8.3E-5	2.1E-4	4.0E-2	3.6E-4	4.4E-5
65	4.1E-2	4.9E-7	8.3E-5	2.1E-4	4.0E-2	3.6E-4	4.4E-5
66	4.1E-2	4.8E-7	8.2E-5	2.1E-4	4.0E-2	3.6E-4	4.4E-5
67	4.1E-2	4.8E-7	8.2E-5	2.1E-4	4.0E-2	3.6E-4	4.5E-5
68	4.1E-2	4.8E-7	8.2E-5	2.1E-4	4.0E-2	3.6E-4	4.5E-5
69	4.1E-2	4.7E-7	8.1E-5	2.1E-4	4.0E-2	3.7E-4	4.5E-5
70	4.1E-2	4.7E-7	8.1E-5	2.1E-4	4.0E-2	3.7E-4	4.5E-5
71	4.1E-2	4.7E-7	8.1E-5	2.1E-4	4.0E-2	3.7E-4	4.5E-5
72	4.1E-2	4.6E-7	8.0E-5	2.1E-4	3.9E-2	3.7E-4	4.5E-5
73	4.0E-2	4.6E-7	8.0E-5	2.1E-4	3.9E-2	3.7E-4	4.5E-5
74	4.0E-2	4.6E-7	8.0E-5	2.1E-4	3.9E-2	3.7E-4	4.6E-5
75	4.0E-2	4.5E-7	7.9E-5	2.1E-4	3.9E-2	3.7E-4	4.6E-5
76	4.0E-2	4.5E-7	7.9E-5	2.0E-4	3.9E-2	3.7E-4	4.6E-5
77	4.0E-2	4.5E-7	7.9E-5	2.0E-4	3.9E-2	3.8E-4	4.6E-5
78	4.0E-2	4.5E-7	7.8E-5	2.0E-4	3.9E-2	3.8E-4	4.6E-5
79	4.0E-2	4.4E-7	7.8E-5	2.0E-4	3.9E-2	3.8E-4	4.6E-5
80	4.0E-2	4.4E-7	7.8E-5	2.0E-4	3.9E-2	3.8E-4	4.6E-5
81	4.0E-2	4.4E-7	7.7E-5	2.0E-4	3.8E-2	3.8E-4	4.6E-5
82	3.9E-2	4.4E-7	7.7E-5	2.0E-4	3.8E-2	3.8E-4	4.7E-5
83	3.9E-2	4.3E-7	7.7E-5	2.0E-4	3.8E-2	3.8E-4	4.7E-5
84	3.9E-2	4.3E-7	7.6E-5	2.0E-4	3.8E-2	3.8E-4	4.7E-5
85	3.9E-2	4.3E-7	7.6E-5	2.0E-4	3.8E-2	3.8E-4	4.7E-5
86	3.9E-2	4.3E-7	7.6E-5	2.0E-4	3.8E-2	3.8E-4	4.7E-5
87	3.9E-2	4.2E-7	7.5E-5	2.0E-4	3.8E-2	3.9E-4	4.7E-5
88	3.9E-2	4.2E-7	7.5E-5	2.0E-4	3.8E-2	3.9E-4	4.7E-5
89	3.9E-2	4.2E-7	7.5E-5	2.0E-4	3.8E-2	3.9E-4	4.8E-5
90	3.9E-2	4.2E-7	7.5E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
91	3.8E-2	4.2E-7	7.4E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
92	3.8E-2	4.2E-7	7.4E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
93	3.8E-2	4.1E-7	7.4E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
94	3.8E-2	4.1E-7	7.3E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
95	3.8E-2	4.1E-7	7.3E-5	2.0E-4	3.7E-2	3.9E-4	4.8E-5
96	3.8E-2	4.1E-7	7.3E-5	2.0E-4	3.7E-2	4.0E-4	4.8E-5
97	3.8E-2	4.1E-7	7.2E-5	2.0E-4	3.7E-2	4.0E-4	4.9E-5
98	3.8E-2	4.1E-7	7.2E-5	2.0E-4	3.7E-2	4.0E-4	4.9E-5
99	3.8E-2	4.0E-7	7.2E-5	2.0E-4	3.6E-2	4.0E-4	4.9E-5
100	3.7E-2	4.0E-7	7.2E-5	2.0E-4	3.6E-2	4.0E-4	4.9E-5
110	3.6E-2	3.9E-7	6.9E-5	1.9E-4	3.5E-2	4.1E-4	5.0E-5
120	3.5E-2	3.8E-7	6.6E-5	1.9E-4	3.4E-2	4.2E-4	5.1E-5
130	3.5E-2	3.7E-7	6.3E-5	1.9E-4	3.3E-2	4.3E-4	5.2E-5
140	3.4E-2	3.6E-7	6.1E-5	1.9E-4	3.2E-2	4.4E-4	5.3E-5
150	3.3E-2	3.5E-7	5.8E-5	1.8E-4	3.2E-2	4.4E-4	5.4E-5
160	3.2E-2	3.4E-7	5.6E-5	1.8E-4	3.1E-2	4.5E-4	5.5E-5
170	3.1E-2	3.3E-7	5.4E-5	1.8E-4	3.0E-2	4.6E-4	5.6E-5
180	3.0E-2	3.2E-7	5.2E-5	1.8E-4	2.9E-2	4.7E-4	5.7E-5
190	2.9E-2	3.2E-7	5.0E-5	1.7E-4	2.8E-2	4.7E-4	5.8E-5
200	2.9E-2	3.1E-7	4.8E-5	1.7E-4	2.8E-2	4.8E-4	5.9E-5
210	2.8E-2	3.0E-7	4.6E-5	1.7E-4	2.7E-2	4.8E-4	5.9E-5
220	2.7E-2	3.0E-7	4.4E-5	1.7E-4	2.6E-2	4.9E-4	6.0E-5
230	2.7E-2	2.9E-7	4.2E-5	1.6E-4	2.5E-2	5.0E-4	6.1E-5
240	2.6E-2	2.8E-7	4.0E-5	1.6E-4	2.5E-2	5.0E-4	6.1E-5
250	2.5E-2	2.8E-7	3.9E-5	1.6E-4	2.4E-2	5.1E-4	6.2E-5
260	2.5E-2	2.7E-7	3.7E-5	1.6E-4	2.4E-2	5.1E-4	6.3E-5
270	2.4E-2	2.7E-7	3.6E-5	1.6E-4	2.3E-2	5.1E-4	6.3E-5
280	2.4E-2	2.6E-7	3.4E-5	1.6E-4	2.2E-2	5.2E-4	6.4E-5
290	2.3E-2	2.6E-7	3.3E-5	1.5E-4	2.2E-2	5.2E-4	6.4E-5
300	2.2E-2	2.5E-7	3.2E-5	1.5E-4	2.1E-2	5.3E-4	6.5E-5
310	2.2E-2	2.5E-7	3.0E-5	1.5E-4	2.1E-2	5.3E-4	6.5E-5
320	2.1E-2	2.4E-7	2.9E-5	1.5E-4	2.0E-2	5.3E-4	6.6E-5
330	2.1E-2	2.4E-7	2.8E-5	1.5E-4	2.0E-2	5.3E-4	6.6E-5
340	2.1E-2	2.3E-7	2.7E-5	1.5E-4	1.9E-2	5.4E-4	6.6E-5
350	2.0E-2	2.3E-7	2.6E-5	1.4E-4	1.9E-2	5.4E-4	6.7E-5
360	2.0E-2	2.2E-7	2.5E-5	1.4E-4	1.8E-2	5.4E-4	6.7E-5
365	1.9E-2	2.2E-7	2.4E-5	1.4E-4	1.8E-2	5.4E-4	6.7E-5
370	1.9E-2	2.2E-7	2.4E-5	1.4E-4	1.8E-2	5.4E-4	6.7E-5
380	1.9E-2	2.2E-7	2.3E-5	1.4E-4	1.8E-2	5.5E-4	6.8E-5
390	1.8E-2	2.1E-7	2.2E-5	1.4E-4	1.7E-2	5.5E-4	6.8E-5
400	1.8E-2	2.1E-7	2.1E-5	1.4E-4	1.7E-2	5.5E-4	6.8E-5
410	1.8E-2	2.1E-7	2.0E-5	1.4E-4	1.6E-2	5.5E-4	6.8E-5
420	1.7E-2	2.0E-7	1.9E-5	1.3E-4	1.6E-2	5.5E-4	6.9E-5
430	1.7E-2	2.0E-7	1.9E-5	1.3E-4	1.6E-2	5.5E-4	6.9E-5
440	1.7E-2	2.0E-7	1.8E-5	1.3E-4	1.5E-2	5.5E-4	6.9E-5
450	1.6E-2	1.9E-7	1.7E-5	1.3E-4	1.5E-2	5.5E-4	6.9E-5
460	1.6E-2	1.9E-7	1.6E-5	1.3E-4	1.5E-2	5.6E-4	6.9E-5
470	1.6E-2	1.9E-7	1.6E-5	1.3E-4	1.4E-2	5.6E-4	6.9E-5
480	1.5E-2	1.8E-7	1.5E-5	1.3E-4	1.4E-2	5.6E-4	6.9E-5
490	1.5E-2	1.8E-7	1.5E-5	1.3E-4	1.4E-2	5.6E-4	6.9E-5
500	1.5E-2	1.8E-7	1.4E-5	1.2E-4	1.4E-2	5.6E-4	6.9E-5
510	1.4E-2	1.7E-7	1.3E-5	1.2E-4	1.3E-2	5.6E-4	7.0E-5
520	1.4E-2	1.7E-7	1.3E-5	1.2E-4	1.3E-2	5.6E-4	7.0E-5
530	1.4E-2	1.7E-7	1.2E-5	1.2E-4	1.3E-2	5.6E-4	7.0E-5
540	1.4E-2	1.7E-7	1.2E-5	1.2E-4	1.3E-2	5.6E-4	7.0E-5
550	1.3E-2	1.6E-7	1.1E-5	1.2E-4	1.2E-2	5.6E-4	7.0E-5
560	1.3E-2	1.6E-7	1.1E-5	1.2E-4	1.2E-2	5.6E-4	7.0E-5
570	1.3E-2	1.6E-7	1.0E-5	1.2E-4	1.2E-2	5.6E-4	7.0E-5
580	1.3E-2	1.6E-7	1.0E-5	1.2E-4	1.2E-2	5.5E-4	7.0E-5
590	1.3E-2	1.5E-7	9.7E-6	1.2E-4	1.1E-2	5.5E-4	7.0E-5
600	1.2E-2	1.5E-7	9.3E-6	1.1E-4	1.1E-2	5.5E-4	6.9E-5
610	1.2E-2	1.5E-7	8.9E-6	1.1E-4	1.1E-2	5.5E-4	6.9E-5
620	1.2E-2	1.5E-7	8.5E-6	1.1E-4	1.1E-2	5.5E-4	6.9E-5
630	1.2E-2	1.5E-7	8.2E-6	1.1E-4	1.1E-2	5.5E-4	6.9E-5
640	1.2E-2	1.4E-7	7.9E-6	1.1E-4	1.0E-2	5.5E-4	6.9E-5
650	1.1E-2	1.4E-7	7.6E-6	1.1E-4	1.0E-2	5.5E-4	6.9E-5
660	1.1E-2	1.4E-7	7.3E-6	1.1E-4	1.0E-2	5.5E-4	6.9E-5
670	1.1E-2	1.4E-7	7.0E-6	1.1E-4	9.9E-3	5.5E-4	6.9E-5
680	1.1E-2	1.4E-7	6.7E-6	1.1E-4	9.7E-3	5.5E-4	6.9E-5
690	1.1E-2	1.4E-7	6.4E-6	1.1E-4	9.6E-3	5.4E-4	6.9E-5
700	1.0E-2	1.3E-7	6.2E-6	1.1E-4	9.4E-3	5.4E-4	6.8E-5
710	1.0E-2	1.3E-7	5.9E-6	1.0E-4	9.3E-3	5.4E-4	6.8E-5
720	1.0E-2	1.3E-7	5.7E-6	1.0E-4	9.1E-3	5.4E-4	6.8E-5
730	1.0E-2	1.3E-7	5.5E-6	1.0E-4	9.0E-3	5.4E-4	6.8E-5
740	9.8E-3	1.3E-7	5.2E-6	1.0E-4	8.8E-3	5.4E-4	6.8E-5
750	9.7E-3	1.2E-7	5.0E-6	1.0E-4	8.7E-3	5.4E-4	6.8E-5
760	9.5E-3	1.2E-7	4.8E-6	1.0E-4	8.5E-3	5.3E-4	6.7E-5
770	9.4E-3	1.2E-7	4.6E-6	1.0E-4	8.4E-3	5.3E-4	6.7E-5
780	9.3E-3	1.2E-7	4.4E-6	1.0E-4	8.3E-3	5.3E-4	6.7E-5
790	9.1E-3	1.2E-7	4.3E-6	9.9E-5	8.1E-3	5.3E-4	6.7E-5
800	9.0E-3	1.2E-7	4.1E-6	9.8E-5	8.0E-3	5.3E-4	6.7E-5
810	8.9E-3	1.2E-7	3.9E-6	9.7E-5	7.9E-3	5.3E-4	6.6E-5
820	8.7E-3	1.1E-7	3.8E-6	9.7E-5	7.8E-3	5.2E-4	6.6E-5
830	8.6E-3	1.1E-7	3.6E-6	9.6E-5	7.6E-3	5.2E-4	6.6E-5
840	8.5E-3	1.1E-7	3.5E-6	9.5E-5	7.5E-3	5.2E-4	6.6E-5
850	8.4E-3	1.1E-7	3.3E-6	9.4E-5	7.4E-3	5.2E-4	6.6E-5
860	8.3E-3	1.1E-7	3.2E-6	9.4E-5	7.3E-3	5.2E-4	6.5E-5
870	8.1E-3	1.1E-7	3.1E-6	9.3E-5	7.2E-3	5.1E-4	6.5E-5
880	8.0E-3	1.1E-7	3.0E-6	9.2E-5	7.1E-3	5.1E-4	6.5E-5
890	7.9E-3	1.1E-7	2.8E-6	9.2E-5	7.0E-3	5.1E-4	6.5E-5
900	7.8E-3	1.0E-7	2.7E-6	9.1E-5	6.9E-3	5.1E-4	6.4E-5
910	7.7E-3	1.0E-7	2.6E-6	9.0E-5	6.8E-3	5.1E-4	6.4E-5
920	7.6E-3	1.0E-7	2.5E-6	9.0E-5	6.7E-3	5.0E-4	6.4E-5
930	7.5E-3	1.0E-7	2.4E-6	8.9E-5	6.6E-3	5.0E-4	6.4E-5
940	7.4E-3	1.0E-7	2.3E-6	8.8E-5	6.5E-3	5.0E-4	6.3E-5
950	7.3E-3	9.9E-8	2.2E-6	8.8E-5	6.4E-3	5.0E-4	6.3E-5
960	7.2E-3	9.7E-8	2.1E-6	8.7E-5	6.3E-3	5.0E-4	6.3E-5
970	7.1E-3	9.6E-8	2.1E-6	8.7E-5	6.2E-3	4.9E-4	6.3E-5
980	7.0E-3	9.5E-8	2.0E-6	8.6E-5	6.2E-3	4.9E-4	6.2E-5
990	6.9E-3	9.4E-8	1.9E-6	8.5E-5	6.1E-3	4.9E-4	6.2E-5
1000	6.9E-3	9.3E-8	1.8E-6	8.5E-5	6.0E-3	4.9E-4	6.2E-5
1010	6.8E-3	9.2E-8	1.7E-6	8.4E-5	5.9E-3	4.8E-4	6.2E-5
1020	6.7E-3	9.1E-8	1.7E-6	8.4E-5	5.8E-3	4.8E-4	6.1E-5
1030	6.6E-3	9.0E-8	1.6E-6	8.3E-5	5.7E-3	4.8E-4	6.1E-5
1040	6.5E-3	8.9E-8	1.5E-6	8.2E-5	5.7E-3	4.8E-4	6.1E-5
1050	6.4E-3	8.8E-8	1.5E-6	8.2E-5	5.6E-3	4.8E-4	6.0E-5
1060	6.4E-3	8.7E-8	1.4E-6	8.1E-5	5.5E-3	4.7E-4	6.0E-5
1070	6.3E-3	8.6E-8	1.4E-6	8.1E-5	5.4E-3	4.7E-4	6.0E-5
1080	6.2E-3	8.5E-8	1.3E-6	8.0E-5	5.4E-3	4.7E-4	6.0E-5
1090	6.1E-3	8.5E-8	1.3E-6	7.9E-5	5.3E-3	4.7E-4	5.9E-5
1095	6.1E-3	8.4E-8	1.2E-6	7.9E-5	5.3E-3	4.7E-4	5.9E-5
1100	6.1E-3	8.4E-8	1.2E-6	7.9E-5	5.2E-3	4.6E-4	5.9E-5
1200	5.4E-3	7.5E-8	8.1E-7	7.3E-5	4.6E-3	4.4E-4	5.6E-5
1300	4.8E-3	6.8E-8	5.4E-7	6.8E-5	4.1E-3	4.2E-4	5.3E-5
1400	4.3E-3	6.2E-8	3.6E-7	6.4E-5	3.6E-3	3.9E-4	5.0E-5
1500	3.8E-3	5.6E-8	2.4E-7	5.9E-5	3.2E-3	3.7E-4	4.7E-5
1600	3.5E-3	5.0E-8	1.6E-7	5.5E-5	2.9E-3	3.5E-4	4.4E-5
1700	3.1E-3	4.6E-8	1.1E-7	5.1E-5	2.6E-3	3.3E-4	4.2E-5
1800	2.8E-3	4.2E-8	7.6E-8	4.7E-5	2.3E-3	3.1E-4	3.9E-5
1900	2.5E-3	3.8E-8	5.3E-8	4.4E-5	2.0E-3	2.9E-4	3.6E-5
2000	2.3E-3	3.4E-8	3.7E-8	4.1E-5	1.8E-3	2.7E-4	3.4E-5
2100	2.0E-3	3.1E-8	2.6E-8	3.8E-5	1.6E-3	2.5E-4	3.2E-5
2200	1.8E-3	2.8E-8	1.9E-8	3.5E-5	1.5E-3	2.3E-4	2.9E-5
2300	1.7E-3	2.6E-8	1.4E-8	3.2E-5	1.3E-3	2.2E-4	2.7E-5
2400	1.5E-3	2.3E-8	1.0E-8	3.0E-5	1.2E-3	2.0E-4	2.5E-5
2500	1.4E-3	2.1E-8	7.9E-9	2.7E-5	1.1E-3	1.9E-4	2.3E-5
2600	1.2E-3	1.9E-8	6.3E-9	2.5E-5	9.5E-4	1.7E-4	2.2E-5
2700	1.1E-3	1.7E-8	5.1E-9	2.3E-5	8.5E-4	1.6E-4	2.0E-5
2800	9.9E-4	1.6E-8	4.2E-9	2.1E-5	7.6E-4	1.5E-4	1.9E-5
2900	9.0E-4	1.4E-8	3.5E-9	2.0E-5	6.8E-4	1.4E-4	1.7E-5
3000	8.1E-4	1.3E-8	3.0E-9	1.8E-5	6.1E-4	1.3E-4	1.6E-5
3100	7.3E-4	1.2E-8	2.6E-9	1.7E-5	5.5E-4	1.2E-4	1.5E-5
3200	6.6E-4	1.1E-8	2.3E-9	1.5E-5	4.9E-4	1.1E-4	1.3E-5
3300	5.9E-4	9.6E-9	2.0E-9	1.4E-5	4.4E-4	1.0E-4	1.2E-5
3400	5.4E-4	8.7E-9	1.8E-9	1.3E-5	3.9E-4	9.2E-5	1.1E-5
3500	4.8E-4	7.9E-9	1.6E-9	1.2E-5	3.5E-4	8.5E-5	1.1E-5
3600	4.4E-4	7.2E-9	1.4E-9	1.1E-5	3.2E-4	7.8E-5	9.7E-6
3650	4.1E-4	6.8E-9	1.4E-9	1.0E-5	3.0E-4	7.5E-5	9.3E-6
4000	2.9E-4	4.8E-9	9.4E-10	7.7E-6	2.0E-4	5.6E-5	6.9E-6
5000	1.0E-4	1.8E-9	3.5E-10	3.2E-6	6.9E-5	2.4E-5	2.9E-6
6000	3.7E-5	6.6E-10	1.3E-10	1.3E-6	2.3E-5	9.8E-6	1.2E-6
7000	1.3E-5	2.4E-10	-	5.1E-7	7.7E-6	4.0E-6	4.6E-7
8000	4.8E-6	-	-	2.0E-7	2.6E-6	1.6E-6	1.8E-7
9000	1.7E-6	-	-	7.6E-8	8.7E-7	6.2E-7	6.9E-8
10000	6.2E-7	-	-	2.9E-8	2.9E-7	2.4E-7	2.6E-8
11000	2.3E-7	-	-	1.1E-8	9.8E-8	9.3E-8	9.9E-9
12000	8.1E-8	-	-	4.2E-9	3.3E-8	3.6E-8	3.7E-9
13000	2.9E-8	-	-	1.6E-9	1.1E-8	1.4E-8	1.4E-9
14000	1.1E-8	-	-	5.9E-10	3.7E-9	5.2E-9	5.2E-10
15000	3.9E-9	-	-	2.2E-10	1.2E-9	2.0E-9	1.9E-10
16000	1.4E-9	-	-	-	4.2E-10	7.4E-10	-
17000	5.1E-10	-	-	-	1.4E-10	2.8E-10	-
