Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
11	3.2E-1	1.9E-4	3.6E-3	1.0E-2	2.8E-1	2.1E-2	3.1E-3
12	3.2E-1	1.9E-4	3.1E-3	9.6E-3	2.8E-1	2.2E-2	3.2E-3
13	3.3E-1	1.8E-4	2.6E-3	9.4E-3	2.9E-1	2.3E-2	3.3E-3
14	3.3E-1	1.8E-4	2.3E-3	9.1E-3	2.9E-1	2.4E-2	3.3E-3
15	3.3E-1	1.8E-4	2.0E-3	8.9E-3	2.9E-1	2.4E-2	3.4E-3
16	3.3E-1	1.7E-4	1.7E-3	8.8E-3	2.9E-1	2.5E-2	3.5E-3
17	3.4E-1	1.7E-4	1.5E-3	8.7E-3	2.9E-1	2.6E-2	3.5E-3
18	3.4E-1	1.7E-4	1.4E-3	8.6E-3	2.9E-1	2.6E-2	3.6E-3
19	3.4E-1	1.7E-4	1.2E-3	8.6E-3	2.9E-1	2.7E-2	3.7E-3
20	3.4E-1	1.7E-4	1.1E-3	8.6E-3	2.9E-1	2.8E-2	3.7E-3
21	3.4E-1	1.6E-4	1.0E-3	8.6E-3	2.9E-1	2.8E-2	3.8E-3
22	3.3E-1	1.6E-4	9.4E-4	8.6E-3	2.9E-1	2.9E-2	3.8E-3
23	3.3E-1	1.6E-4	8.8E-4	8.6E-3	2.9E-1	2.9E-2	3.9E-3
24	3.3E-1	1.6E-4	8.3E-4	8.6E-3	2.8E-1	3.0E-2	4.0E-3
25	3.3E-1	1.6E-4	7.9E-4	8.7E-3	2.8E-1	3.0E-2	4.0E-3
26	3.3E-1	1.6E-4	7.5E-4	8.7E-3	2.8E-1	3.1E-2	4.1E-3
27	3.3E-1	1.5E-4	7.2E-4	8.8E-3	2.8E-1	3.1E-2	4.1E-3
28	3.3E-1	1.5E-4	7.0E-4	8.8E-3	2.8E-1	3.2E-2	4.2E-3
29	3.3E-1	1.5E-4	6.7E-4	8.9E-3	2.7E-1	3.2E-2	4.2E-3
30	3.3E-1	1.5E-4	6.6E-4	9.0E-3	2.7E-1	3.3E-2	4.3E-3
31	3.2E-1	1.5E-4	6.4E-4	9.0E-3	2.7E-1	3.3E-2	4.3E-3
32	3.2E-1	1.5E-4	6.3E-4	9.1E-3	2.7E-1	3.4E-2	4.4E-3
33	3.2E-1	1.5E-4	6.1E-4	9.2E-3	2.7E-1	3.4E-2	4.4E-3
34	3.2E-1	1.4E-4	6.0E-4	9.2E-3	2.6E-1	3.4E-2	4.5E-3
35	3.2E-1	1.4E-4	5.9E-4	9.3E-3	2.6E-1	3.5E-2	4.5E-3
36	3.2E-1	1.4E-4	5.8E-4	9.4E-3	2.6E-1	3.5E-2	4.6E-3
37	3.2E-1	1.4E-4	5.8E-4	9.4E-3	2.6E-1	3.6E-2	4.6E-3
38	3.2E-1	1.4E-4	5.7E-4	9.5E-3	2.6E-1	3.6E-2	4.7E-3
39	3.1E-1	1.4E-4	5.6E-4	9.6E-3	2.5E-1	3.7E-2	4.7E-3
40	3.1E-1	1.4E-4	5.5E-4	9.6E-3	2.5E-1	3.7E-2	4.8E-3
41	3.1E-1	1.4E-4	5.5E-4	9.7E-3	2.5E-1	3.7E-2	4.8E-3
42	3.1E-1	1.4E-4	5.4E-4	9.8E-3	2.5E-1	3.8E-2	4.9E-3
43	3.1E-1	1.3E-4	5.4E-4	9.8E-3	2.5E-1	3.8E-2	4.9E-3
44	3.1E-1	1.3E-4	5.3E-4	9.9E-3	2.4E-1	3.9E-2	5.0E-3
45	3.1E-1	1.3E-4	5.3E-4	1.0E-2	2.4E-1	3.9E-2	5.0E-3
46	3.0E-1	1.3E-4	5.2E-4	1.0E-2	2.4E-1	3.9E-2	5.0E-3
47	3.0E-1	1.3E-4	5.2E-4	1.0E-2	2.4E-1	4.0E-2	5.1E-3
48	3.0E-1	1.3E-4	5.1E-4	1.0E-2	2.4E-1	4.0E-2	5.1E-3
49	3.0E-1	1.3E-4	5.1E-4	1.0E-2	2.4E-1	4.1E-2	5.2E-3
50	3.0E-1	1.3E-4	5.0E-4	1.0E-2	2.3E-1	4.1E-2	5.2E-3
51	3.0E-1	1.3E-4	5.0E-4	1.0E-2	2.3E-1	4.1E-2	5.3E-3
52	3.0E-1	1.2E-4	4.9E-4	1.0E-2	2.3E-1	4.2E-2	5.3E-3
53	3.0E-1	1.2E-4	4.9E-4	1.0E-2	2.3E-1	4.2E-2	5.3E-3
54	2.9E-1	1.2E-4	4.8E-4	1.1E-2	2.3E-1	4.3E-2	5.4E-3
55	2.9E-1	1.2E-4	4.8E-4	1.1E-2	2.2E-1	4.3E-2	5.4E-3
56	2.9E-1	1.2E-4	4.7E-4	1.1E-2	2.2E-1	4.3E-2	5.5E-3
57	2.9E-1	1.2E-4	4.7E-4	1.1E-2	2.2E-1	4.4E-2	5.5E-3
58	2.9E-1	1.2E-4	4.7E-4	1.1E-2	2.2E-1	4.4E-2	5.6E-3
59	2.9E-1	1.2E-4	4.6E-4	1.1E-2	2.2E-1	4.4E-2	5.6E-3
60	2.9E-1	1.2E-4	4.6E-4	1.1E-2	2.2E-1	4.5E-2	5.6E-3
61	2.9E-1	1.2E-4	4.5E-4	1.1E-2	2.1E-1	4.5E-2	5.7E-3
62	2.8E-1	1.2E-4	4.5E-4	1.1E-2	2.1E-1	4.5E-2	5.7E-3
63	2.8E-1	1.1E-4	4.5E-4	1.1E-2	2.1E-1	4.6E-2	5.7E-3
64	2.8E-1	1.1E-4	4.4E-4	1.1E-2	2.1E-1	4.6E-2	5.8E-3
65	2.8E-1	1.1E-4	4.4E-4	1.1E-2	2.1E-1	4.6E-2	5.8E-3
66	2.8E-1	1.1E-4	4.3E-4	1.1E-2	2.1E-1	4.7E-2	5.9E-3
67	2.8E-1	1.1E-4	4.3E-4	1.1E-2	2.0E-1	4.7E-2	5.9E-3
68	2.8E-1	1.1E-4	4.3E-4	1.1E-2	2.0E-1	4.7E-2	5.9E-3
69	2.8E-1	1.1E-4	4.2E-4	1.1E-2	2.0E-1	4.8E-2	6.0E-3
70	2.8E-1	1.1E-4	4.2E-4	1.1E-2	2.0E-1	4.8E-2	6.0E-3
71	2.7E-1	1.1E-4	4.2E-4	1.1E-2	2.0E-1	4.8E-2	6.0E-3
72	2.7E-1	1.1E-4	4.1E-4	1.2E-2	2.0E-1	4.9E-2	6.1E-3
73	2.7E-1	1.1E-4	4.1E-4	1.2E-2	2.0E-1	4.9E-2	6.1E-3
74	2.7E-1	1.1E-4	4.0E-4	1.2E-2	1.9E-1	4.9E-2	6.1E-3
75	2.7E-1	1.0E-4	4.0E-4	1.2E-2	1.9E-1	5.0E-2	6.2E-3
76	2.7E-1	1.0E-4	4.0E-4	1.2E-2	1.9E-1	5.0E-2	6.2E-3
77	2.7E-1	1.0E-4	3.9E-4	1.2E-2	1.9E-1	5.0E-2	6.3E-3
78	2.7E-1	1.0E-4	3.9E-4	1.2E-2	1.9E-1	5.0E-2	6.3E-3
79	2.7E-1	1.0E-4	3.9E-4	1.2E-2	1.9E-1	5.1E-2	6.3E-3
80	2.6E-1	1.0E-4	3.8E-4	1.2E-2	1.8E-1	5.1E-2	6.4E-3
81	2.6E-1	1.0E-4	3.8E-4	1.2E-2	1.8E-1	5.1E-2	6.4E-3
82	2.6E-1	9.9E-5	3.8E-4	1.2E-2	1.8E-1	5.2E-2	6.4E-3
83	2.6E-1	9.8E-5	3.7E-4	1.2E-2	1.8E-1	5.2E-2	6.4E-3
84	2.6E-1	9.7E-5	3.7E-4	1.2E-2	1.8E-1	5.2E-2	6.5E-3
85	2.6E-1	9.7E-5	3.7E-4	1.2E-2	1.8E-1	5.2E-2	6.5E-3
86	2.6E-1	9.6E-5	3.6E-4	1.2E-2	1.8E-1	5.3E-2	6.5E-3
87	2.6E-1	9.5E-5	3.6E-4	1.2E-2	1.7E-1	5.3E-2	6.6E-3
88	2.6E-1	9.4E-5	3.6E-4	1.2E-2	1.7E-1	5.3E-2	6.6E-3
89	2.6E-1	9.4E-5	3.5E-4	1.2E-2	1.7E-1	5.3E-2	6.6E-3
90	2.5E-1	9.3E-5	3.5E-4	1.2E-2	1.7E-1	5.4E-2	6.7E-3
91	2.5E-1	9.2E-5	3.5E-4	1.2E-2	1.7E-1	5.4E-2	6.7E-3
92	2.5E-1	9.2E-5	3.4E-4	1.2E-2	1.7E-1	5.4E-2	6.7E-3
93	2.5E-1	9.1E-5	3.4E-4	1.2E-2	1.7E-1	5.5E-2	6.8E-3
94	2.5E-1	9.0E-5	3.4E-4	1.3E-2	1.7E-1	5.5E-2	6.8E-3
95	2.5E-1	9.0E-5	3.4E-4	1.3E-2	1.6E-1	5.5E-2	6.8E-3
96	2.5E-1	8.9E-5	3.3E-4	1.3E-2	1.6E-1	5.5E-2	6.8E-3
97	2.5E-1	8.8E-5	3.3E-4	1.3E-2	1.6E-1	5.6E-2	6.9E-3
98	2.5E-1	8.8E-5	3.3E-4	1.3E-2	1.6E-1	5.6E-2	6.9E-3
99	2.5E-1	8.7E-5	3.2E-4	1.3E-2	1.6E-1	5.6E-2	6.9E-3
100	2.5E-1	8.6E-5	3.2E-4	1.3E-2	1.6E-1	5.6E-2	6.9E-3
110	2.4E-1	8.0E-5	2.9E-4	1.3E-2	1.5E-1	5.8E-2	7.2E-3
120	2.3E-1	7.5E-5	2.7E-4	1.3E-2	1.4E-1	6.1E-2	7.4E-3
130	2.2E-1	7.0E-5	2.5E-4	1.4E-2	1.3E-1	6.2E-2	7.7E-3
140	2.1E-1	6.5E-5	2.3E-4	1.4E-2	1.2E-1	6.4E-2	7.8E-3
150	2.1E-1	6.0E-5	2.1E-4	1.4E-2	1.1E-1	6.6E-2	8.0E-3
160	2.0E-1	5.6E-5	1.9E-4	1.4E-2	1.0E-1	6.7E-2	8.2E-3
170	2.0E-1	5.3E-5	1.7E-4	1.4E-2	9.3E-2	6.8E-2	8.3E-3
180	1.9E-1	4.9E-5	1.6E-4	1.4E-2	8.6E-2	6.9E-2	8.4E-3
190	1.9E-1	4.6E-5	1.5E-4	1.5E-2	8.0E-2	7.0E-2	8.6E-3
200	1.8E-1	4.3E-5	1.3E-4	1.5E-2	7.4E-2	7.1E-2	8.6E-3
210	1.8E-1	4.0E-5	1.2E-4	1.5E-2	6.9E-2	7.2E-2	8.7E-3
220	1.7E-1	3.8E-5	1.1E-4	1.5E-2	6.4E-2	7.2E-2	8.8E-3
230	1.7E-1	3.6E-5	1.0E-4	1.5E-2	5.9E-2	7.3E-2	8.9E-3
240	1.7E-1	3.3E-5	9.5E-5	1.5E-2	5.5E-2	7.3E-2	8.9E-3
250	1.6E-1	3.1E-5	8.7E-5	1.5E-2	5.1E-2	7.3E-2	9.0E-3
260	1.6E-1	3.0E-5	8.0E-5	1.5E-2	4.8E-2	7.4E-2	9.0E-3
270	1.6E-1	2.8E-5	7.3E-5	1.5E-2	4.4E-2	7.4E-2	9.1E-3
280	1.5E-1	2.6E-5	6.7E-5	1.5E-2	4.1E-2	7.4E-2	9.1E-3
290	1.5E-1	2.5E-5	6.2E-5	1.5E-2	3.8E-2	7.4E-2	9.1E-3
300	1.5E-1	2.4E-5	5.7E-5	1.4E-2	3.6E-2	7.4E-2	9.1E-3
310	1.4E-1	2.2E-5	5.2E-5	1.4E-2	3.3E-2	7.4E-2	9.1E-3
320	1.4E-1	2.1E-5	4.8E-5	1.4E-2	3.1E-2	7.4E-2	9.1E-3
330	1.4E-1	2.0E-5	4.4E-5	1.4E-2	2.9E-2	7.4E-2	9.1E-3
340	1.4E-1	1.9E-5	4.1E-5	1.4E-2	2.7E-2	7.4E-2	9.1E-3
350	1.4E-1	1.8E-5	3.7E-5	1.4E-2	2.5E-2	7.4E-2	9.1E-3
360	1.3E-1	1.7E-5	3.5E-5	1.4E-2	2.3E-2	7.4E-2	9.1E-3
365	1.3E-1	1.7E-5	3.3E-5	1.4E-2	2.3E-2	7.4E-2	9.1E-3
370	1.3E-1	1.6E-5	3.2E-5	1.4E-2	2.2E-2	7.3E-2	9.1E-3
380	1.3E-1	1.6E-5	2.9E-5	1.4E-2	2.0E-2	7.3E-2	9.0E-3
390	1.3E-1	1.5E-5	2.7E-5	1.4E-2	1.9E-2	7.3E-2	9.0E-3
400	1.3E-1	1.4E-5	2.5E-5	1.4E-2	1.8E-2	7.3E-2	9.0E-3
410	1.2E-1	1.4E-5	2.3E-5	1.3E-2	1.7E-2	7.2E-2	9.0E-3
420	1.2E-1	1.3E-5	2.1E-5	1.3E-2	1.6E-2	7.2E-2	8.9E-3
430	1.2E-1	1.2E-5	2.0E-5	1.3E-2	1.5E-2	7.2E-2	8.9E-3
440	1.2E-1	1.2E-5	1.8E-5	1.3E-2	1.4E-2	7.1E-2	8.8E-3
450	1.2E-1	1.1E-5	1.7E-5	1.3E-2	1.3E-2	7.1E-2	8.8E-3
460	1.2E-1	1.1E-5	1.6E-5	1.3E-2	1.2E-2	7.0E-2	8.8E-3
470	1.2E-1	1.1E-5	1.5E-5	1.3E-2	1.1E-2	7.0E-2	8.7E-3
480	1.1E-1	1.0E-5	1.4E-5	1.3E-2	1.0E-2	7.0E-2	8.7E-3
490	1.1E-1	9.8E-6	1.3E-5	1.3E-2	9.8E-3	6.9E-2	8.6E-3
500	1.1E-1	9.5E-6	1.2E-5	1.2E-2	9.2E-3	6.9E-2	8.6E-3
510	1.1E-1	9.1E-6	1.1E-5	1.2E-2	8.6E-3	6.8E-2	8.5E-3
520	1.1E-1	8.8E-6	1.0E-5	1.2E-2	8.1E-3	6.8E-2	8.5E-3
530	1.1E-1	8.5E-6	9.5E-6	1.2E-2	7.6E-3	6.7E-2	8.4E-3
540	1.1E-1	8.3E-6	8.9E-6	1.2E-2	7.2E-3	6.7E-2	8.4E-3
550	1.0E-1	8.0E-6	8.3E-6	1.2E-2	6.7E-3	6.6E-2	8.3E-3
560	1.0E-1	7.7E-6	7.8E-6	1.2E-2	6.3E-3	6.6E-2	8.3E-3
570	1.0E-1	7.5E-6	7.3E-6	1.2E-2	6.0E-3	6.5E-2	8.2E-3
580	1.0E-1	7.3E-6	6.8E-6	1.1E-2	5.6E-3	6.5E-2	8.2E-3
590	1.0E-1	7.1E-6	6.4E-6	1.1E-2	5.3E-3	6.5E-2	8.1E-3
600	9.9E-2	6.9E-6	6.0E-6	1.1E-2	5.0E-3	6.4E-2	8.1E-3
610	9.8E-2	6.7E-6	5.7E-6	1.1E-2	4.7E-3	6.4E-2	8.0E-3
620	9.7E-2	6.5E-6	5.3E-6	1.1E-2	4.5E-3	6.3E-2	8.0E-3
630	9.6E-2	6.4E-6	5.0E-6	1.1E-2	4.2E-3	6.3E-2	7.9E-3
640	9.5E-2	6.2E-6	4.8E-6	1.1E-2	4.0E-3	6.2E-2	7.8E-3
650	9.4E-2	6.0E-6	4.5E-6	1.1E-2	3.8E-3	6.2E-2	7.8E-3
660	9.3E-2	5.9E-6	4.3E-6	1.1E-2	3.6E-3	6.1E-2	7.7E-3
670	9.2E-2	5.8E-6	4.0E-6	1.0E-2	3.4E-3	6.1E-2	7.7E-3
680	9.1E-2	5.6E-6	3.8E-6	1.0E-2	3.2E-3	6.0E-2	7.6E-3
690	9.0E-2	5.5E-6	3.6E-6	1.0E-2	3.0E-3	6.0E-2	7.6E-3
700	8.9E-2	5.4E-6	3.5E-6	1.0E-2	2.9E-3	5.9E-2	7.5E-3
710	8.9E-2	5.3E-6	3.3E-6	1.0E-2	2.7E-3	5.9E-2	7.4E-3
720	8.8E-2	5.2E-6	3.2E-6	9.9E-3	2.6E-3	5.8E-2	7.4E-3
730	8.7E-2	5.0E-6	3.0E-6	9.8E-3	2.5E-3	5.8E-2	7.3E-3
740	8.6E-2	4.9E-6	2.9E-6	9.6E-3	2.4E-3	5.7E-2	7.3E-3
750	8.5E-2	4.8E-6	2.8E-6	9.5E-3	2.3E-3	5.7E-2	7.2E-3
760	8.4E-2	4.7E-6	2.6E-6	9.4E-3	2.1E-3	5.6E-2	7.2E-3
770	8.3E-2	4.7E-6	2.5E-6	9.3E-3	2.0E-3	5.6E-2	7.1E-3
780	8.3E-2	4.6E-6	2.4E-6	9.2E-3	2.0E-3	5.5E-2	7.0E-3
790	8.2E-2	4.5E-6	2.3E-6	9.1E-3	1.9E-3	5.5E-2	7.0E-3
800	8.1E-2	4.4E-6	2.2E-6	9.0E-3	1.8E-3	5.4E-2	6.9E-3
810	8.0E-2	4.3E-6	2.2E-6	8.9E-3	1.7E-3	5.4E-2	6.9E-3
820	7.9E-2	4.2E-6	2.1E-6	8.8E-3	1.6E-3	5.3E-2	6.8E-3
830	7.9E-2	4.2E-6	2.0E-6	8.7E-3	1.6E-3	5.3E-2	6.8E-3
840	7.8E-2	4.1E-6	1.9E-6	8.6E-3	1.5E-3	5.2E-2	6.7E-3
850	7.7E-2	4.0E-6	1.9E-6	8.5E-3	1.4E-3	5.2E-2	6.6E-3
860	7.6E-2	4.0E-6	1.8E-6	8.4E-3	1.4E-3	5.2E-2	6.6E-3
870	7.6E-2	3.9E-6	1.8E-6	8.4E-3	1.3E-3	5.1E-2	6.5E-3
880	7.5E-2	3.8E-6	1.7E-6	8.3E-3	1.3E-3	5.1E-2	6.5E-3
890	7.4E-2	3.8E-6	1.6E-6	8.2E-3	1.2E-3	5.0E-2	6.4E-3
900	7.3E-2	3.7E-6	1.6E-6	8.1E-3	1.2E-3	5.0E-2	6.4E-3
910	7.3E-2	3.7E-6	1.6E-6	8.0E-3	1.1E-3	4.9E-2	6.3E-3
920	7.2E-2	3.6E-6	1.5E-6	7.9E-3	1.1E-3	4.9E-2	6.3E-3
930	7.1E-2	3.5E-6	1.5E-6	7.8E-3	1.1E-3	4.8E-2	6.2E-3
940	7.0E-2	3.5E-6	1.4E-6	7.7E-3	1.0E-3	4.8E-2	6.1E-3
950	7.0E-2	3.4E-6	1.4E-6	7.6E-3	1.0E-3	4.8E-2	6.1E-3
960	6.9E-2	3.4E-6	1.3E-6	7.6E-3	9.6E-4	4.7E-2	6.0E-3
970	6.8E-2	3.3E-6	1.3E-6	7.5E-3	9.3E-4	4.7E-2	6.0E-3
980	6.8E-2	3.3E-6	1.3E-6	7.4E-3	9.0E-4	4.6E-2	5.9E-3
990	6.7E-2	3.2E-6	1.2E-6	7.3E-3	8.8E-4	4.6E-2	5.9E-3
1000	6.6E-2	3.2E-6	1.2E-6	7.2E-3	8.5E-4	4.5E-2	5.8E-3
1010	6.6E-2	3.1E-6	1.2E-6	7.1E-3	8.2E-4	4.5E-2	5.8E-3
1020	6.5E-2	3.1E-6	1.2E-6	7.1E-3	8.0E-4	4.5E-2	5.7E-3
1030	6.5E-2	3.1E-6	1.1E-6	7.0E-3	7.8E-4	4.4E-2	5.7E-3
1040	6.4E-2	3.0E-6	1.1E-6	6.9E-3	7.6E-4	4.4E-2	5.6E-3
1050	6.3E-2	3.0E-6	1.1E-6	6.8E-3	7.4E-4	4.3E-2	5.6E-3
1060	6.3E-2	2.9E-6	1.1E-6	6.8E-3	7.2E-4	4.3E-2	5.5E-3
1070	6.2E-2	2.9E-6	1.0E-6	6.7E-3	7.0E-4	4.3E-2	5.5E-3
1080	6.1E-2	2.9E-6	1.0E-6	6.6E-3	6.8E-4	4.2E-2	5.4E-3
1090	6.1E-2	2.8E-6	9.9E-7	6.5E-3	6.6E-4	4.2E-2	5.4E-3
1095	6.1E-2	2.8E-6	9.8E-7	6.5E-3	6.6E-4	4.2E-2	5.3E-3
1100	6.0E-2	2.8E-6	9.7E-7	6.5E-3	6.5E-4	4.1E-2	5.3E-3
1200	5.5E-2	2.4E-6	7.9E-7	5.8E-3	5.2E-4	3.8E-2	4.8E-3
1300	5.0E-2	2.1E-6	6.6E-7	5.2E-3	4.4E-4	3.4E-2	4.4E-3
1400	4.5E-2	1.9E-6	5.5E-7	4.6E-3	3.7E-4	3.1E-2	4.0E-3
1500	4.1E-2	1.7E-6	4.7E-7	4.2E-3	3.3E-4	2.8E-2	3.6E-3
1600	3.7E-2	1.5E-6	4.0E-7	3.7E-3	2.9E-4	2.6E-2	3.3E-3
1700	3.3E-2	1.3E-6	3.4E-7	3.3E-3	2.6E-4	2.3E-2	3.0E-3
1800	3.0E-2	1.2E-6	2.9E-7	3.0E-3	2.3E-4	2.1E-2	2.7E-3
1900	2.7E-2	1.0E-6	2.5E-7	2.7E-3	2.0E-4	1.9E-2	2.5E-3
2000	2.5E-2	9.3E-7	2.2E-7	2.4E-3	1.8E-4	1.8E-2	2.2E-3
2100	2.2E-2	8.2E-7	1.9E-7	2.2E-3	1.6E-4	1.6E-2	2.0E-3
2200	2.0E-2	7.3E-7	1.7E-7	2.0E-3	1.5E-4	1.4E-2	1.8E-3
2300	1.8E-2	6.5E-7	1.5E-7	1.8E-3	1.3E-4	1.3E-2	1.6E-3
2400	1.7E-2	5.8E-7	1.3E-7	1.6E-3	1.2E-4	1.2E-2	1.5E-3
2500	1.5E-2	5.2E-7	1.1E-7	1.4E-3	1.1E-4	1.1E-2	1.3E-3
2600	1.4E-2	4.6E-7	1.0E-7	1.3E-3	9.7E-5	9.7E-3	1.2E-3
2700	1.2E-2	4.1E-7	8.9E-8	1.2E-3	8.8E-5	8.8E-3	1.1E-3
2800	1.1E-2	3.7E-7	7.9E-8	1.0E-3	7.9E-5	8.0E-3	9.9E-4
2900	1.0E-2	3.3E-7	7.0E-8	9.4E-4	7.1E-5	7.2E-3	8.9E-4
3000	9.1E-3	2.9E-7	6.2E-8	8.5E-4	6.4E-5	6.6E-3	8.0E-4
3100	8.2E-3	2.6E-7	5.5E-8	7.6E-4	5.8E-5	5.9E-3	7.3E-4
3200	7.4E-3	2.3E-7	4.9E-8	6.9E-4	5.2E-5	5.4E-3	6.6E-4
3300	6.7E-3	2.1E-7	4.4E-8	6.2E-4	4.7E-5	4.9E-3	5.9E-4
3400	6.1E-3	1.9E-7	3.9E-8	5.6E-4	4.2E-5	4.4E-3	5.3E-4
3500	5.5E-3	1.7E-7	3.5E-8	5.0E-4	3.8E-5	4.0E-3	4.8E-4
3600	5.0E-3	1.5E-7	3.1E-8	4.5E-4	3.5E-5	3.6E-3	4.3E-4
3650	4.7E-3	1.4E-7	2.9E-8	4.3E-4	3.3E-5	3.4E-3	4.1E-4
4000	3.3E-3	9.6E-8	2.0E-8	3.0E-4	2.3E-5	2.4E-3	2.9E-4
5000	1.2E-3	3.2E-8	6.5E-9	1.1E-4	8.2E-6	8.9E-4	1.0E-4
6000	4.4E-4	1.1E-8	2.2E-9	3.9E-5	2.9E-6	3.3E-4	3.6E-5
7000	1.6E-4	3.8E-9	7.5E-10	1.4E-5	1.1E-6	1.2E-4	1.3E-5
8000	5.9E-5	1.3E-9	2.6E-10	5.0E-6	3.8E-7	4.4E-5	4.6E-6
9000	2.2E-5	4.6E-10	-	1.8E-6	1.4E-7	1.6E-5	1.6E-6
10000	7.9E-6	1.6E-10	-	6.6E-7	4.9E-8	6.0E-6	5.7E-7
11000	2.9E-6	-	-	2.4E-7	1.8E-8	2.2E-6	2.0E-7
12000	1.1E-6	-	-	8.6E-8	6.4E-9	8.1E-7	7.2E-8
13000	3.9E-7	-	-	3.1E-8	2.3E-9	3.0E-7	2.6E-8
14000	1.4E-7	-	-	1.1E-8	8.4E-10	1.1E-7	9.2E-9
15000	5.2E-8	-	-	4.1E-9	3.0E-10	4.0E-8	3.3E-9
