Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
98	1.1E-1	8.8E-6	4.7E-6	1.5E-2	1.0E-3	7.1E-2	8.6E-3
99	1.1E-1	8.6E-6	4.7E-6	1.5E-2	1.0E-3	7.1E-2	8.6E-3
100	1.1E-1	8.4E-6	4.6E-6	1.5E-2	1.0E-3	7.1E-2	8.6E-3
110	1.1E-1	7.0E-6	4.5E-6	1.4E-2	1.0E-3	7.1E-2	8.5E-3
120	1.1E-1	6.2E-6	4.4E-6	1.4E-2	1.0E-3	7.0E-2	8.5E-3
130	1.1E-1	5.7E-6	4.3E-6	1.4E-2	1.0E-3	7.0E-2	8.4E-3
140	1.1E-1	5.4E-6	4.2E-6	1.4E-2	9.9E-4	6.9E-2	8.4E-3
150	1.0E-1	5.2E-6	4.1E-6	1.4E-2	9.8E-4	6.9E-2	8.3E-3
160	1.0E-1	5.1E-6	4.0E-6	1.3E-2	9.6E-4	6.8E-2	8.3E-3
170	1.0E-1	5.0E-6	3.9E-6	1.3E-2	9.5E-4	6.8E-2	8.2E-3
180	1.0E-1	5.0E-6	3.8E-6	1.3E-2	9.4E-4	6.7E-2	8.2E-3
190	1.0E-1	4.9E-6	3.8E-6	1.3E-2	9.3E-4	6.7E-2	8.1E-3
200	1.0E-1	4.9E-6	3.7E-6	1.3E-2	9.2E-4	6.6E-2	8.1E-3
210	1.0E-1	4.9E-6	3.6E-6	1.3E-2	9.1E-4	6.6E-2	8.0E-3
220	9.9E-2	4.9E-6	3.5E-6	1.2E-2	9.0E-4	6.5E-2	8.0E-3
230	9.8E-2	4.9E-6	3.4E-6	1.2E-2	8.9E-4	6.5E-2	7.9E-3
240	9.7E-2	4.8E-6	3.3E-6	1.2E-2	8.8E-4	6.4E-2	7.9E-3
250	9.6E-2	4.8E-6	3.3E-6	1.2E-2	8.7E-4	6.4E-2	7.8E-3
260	9.5E-2	4.8E-6	3.2E-6	1.2E-2	8.6E-4	6.3E-2	7.8E-3
270	9.4E-2	4.8E-6	3.1E-6	1.2E-2	8.5E-4	6.3E-2	7.7E-3
280	9.4E-2	4.7E-6	3.0E-6	1.2E-2	8.4E-4	6.2E-2	7.7E-3
290	9.3E-2	4.7E-6	3.0E-6	1.1E-2	8.3E-4	6.2E-2	7.6E-3
300	9.2E-2	4.7E-6	2.9E-6	1.1E-2	8.2E-4	6.1E-2	7.5E-3
310	9.1E-2	4.6E-6	2.8E-6	1.1E-2	8.1E-4	6.1E-2	7.5E-3
320	9.0E-2	4.6E-6	2.8E-6	1.1E-2	8.0E-4	6.0E-2	7.4E-3
330	8.9E-2	4.6E-6	2.7E-6	1.1E-2	7.9E-4	6.0E-2	7.4E-3
340	8.9E-2	4.5E-6	2.7E-6	1.1E-2	7.8E-4	5.9E-2	7.3E-3
350	8.8E-2	4.5E-6	2.6E-6	1.1E-2	7.7E-4	5.9E-2	7.3E-3
360	8.7E-2	4.4E-6	2.5E-6	1.1E-2	7.6E-4	5.8E-2	7.2E-3
365	8.7E-2	4.4E-6	2.5E-6	1.0E-2	7.6E-4	5.8E-2	7.2E-3
370	8.6E-2	4.4E-6	2.5E-6	1.0E-2	7.5E-4	5.8E-2	7.2E-3
380	8.5E-2	4.4E-6	2.4E-6	1.0E-2	7.5E-4	5.7E-2	7.1E-3
390	8.5E-2	4.3E-6	2.4E-6	1.0E-2	7.4E-4	5.7E-2	7.1E-3
400	8.4E-2	4.3E-6	2.3E-6	1.0E-2	7.3E-4	5.6E-2	7.0E-3
410	8.3E-2	4.2E-6	2.3E-6	9.9E-3	7.2E-4	5.6E-2	7.0E-3
420	8.2E-2	4.2E-6	2.2E-6	9.8E-3	7.1E-4	5.5E-2	6.9E-3
430	8.1E-2	4.1E-6	2.2E-6	9.7E-3	7.0E-4	5.5E-2	6.9E-3
440	8.1E-2	4.1E-6	2.1E-6	9.6E-3	7.0E-4	5.4E-2	6.8E-3
450	8.0E-2	4.0E-6	2.1E-6	9.5E-3	6.9E-4	5.4E-2	6.8E-3
460	7.9E-2	4.0E-6	2.0E-6	9.3E-3	6.8E-4	5.3E-2	6.7E-3
470	7.8E-2	4.0E-6	2.0E-6	9.2E-3	6.7E-4	5.3E-2	6.6E-3
480	7.8E-2	3.9E-6	2.0E-6	9.1E-3	6.7E-4	5.2E-2	6.6E-3
490	7.7E-2	3.9E-6	1.9E-6	9.0E-3	6.6E-4	5.2E-2	6.5E-3
500	7.6E-2	3.8E-6	1.9E-6	8.9E-3	6.5E-4	5.1E-2	6.5E-3
510	7.6E-2	3.8E-6	1.8E-6	8.8E-3	6.4E-4	5.1E-2	6.4E-3
520	7.5E-2	3.7E-6	1.8E-6	8.7E-3	6.4E-4	5.1E-2	6.4E-3
530	7.4E-2	3.7E-6	1.8E-6	8.6E-3	6.3E-4	5.0E-2	6.3E-3
540	7.3E-2	3.7E-6	1.7E-6	8.5E-3	6.2E-4	5.0E-2	6.3E-3
550	7.3E-2	3.6E-6	1.7E-6	8.4E-3	6.2E-4	4.9E-2	6.2E-3
560	7.2E-2	3.6E-6	1.6E-6	8.3E-3	6.1E-4	4.9E-2	6.2E-3
570	7.1E-2	3.5E-6	1.6E-6	8.2E-3	6.0E-4	4.8E-2	6.1E-3
580	7.1E-2	3.5E-6	1.6E-6	8.1E-3	6.0E-4	4.8E-2	6.1E-3
590	7.0E-2	3.4E-6	1.5E-6	8.0E-3	5.9E-4	4.7E-2	6.0E-3
600	6.9E-2	3.4E-6	1.5E-6	7.9E-3	5.8E-4	4.7E-2	6.0E-3
610	6.9E-2	3.4E-6	1.5E-6	7.8E-3	5.8E-4	4.7E-2	5.9E-3
620	6.8E-2	3.3E-6	1.4E-6	7.8E-3	5.7E-4	4.6E-2	5.9E-3
630	6.7E-2	3.3E-6	1.4E-6	7.7E-3	5.6E-4	4.6E-2	5.8E-3
640	6.7E-2	3.2E-6	1.4E-6	7.6E-3	5.6E-4	4.5E-2	5.8E-3
650	6.6E-2	3.2E-6	1.4E-6	7.5E-3	5.5E-4	4.5E-2	5.7E-3
660	6.5E-2	3.2E-6	1.3E-6	7.4E-3	5.4E-4	4.5E-2	5.7E-3
670	6.5E-2	3.1E-6	1.3E-6	7.3E-3	5.4E-4	4.4E-2	5.6E-3
680	6.4E-2	3.1E-6	1.3E-6	7.2E-3	5.3E-4	4.4E-2	5.6E-3
690	6.4E-2	3.1E-6	1.3E-6	7.2E-3	5.3E-4	4.3E-2	5.5E-3
700	6.3E-2	3.0E-6	1.2E-6	7.1E-3	5.2E-4	4.3E-2	5.5E-3
710	6.2E-2	3.0E-6	1.2E-6	7.0E-3	5.2E-4	4.3E-2	5.4E-3
720	6.2E-2	2.9E-6	1.2E-6	6.9E-3	5.1E-4	4.2E-2	5.4E-3
730	6.1E-2	2.9E-6	1.2E-6	6.8E-3	5.0E-4	4.2E-2	5.4E-3
740	6.1E-2	2.9E-6	1.1E-6	6.8E-3	5.0E-4	4.1E-2	5.3E-3
750	6.0E-2	2.8E-6	1.1E-6	6.7E-3	4.9E-4	4.1E-2	5.3E-3
760	5.9E-2	2.8E-6	1.1E-6	6.6E-3	4.9E-4	4.1E-2	5.2E-3
770	5.9E-2	2.8E-6	1.1E-6	6.5E-3	4.8E-4	4.0E-2	5.2E-3
780	5.8E-2	2.7E-6	1.0E-6	6.5E-3	4.8E-4	4.0E-2	5.1E-3
790	5.8E-2	2.7E-6	1.0E-6	6.4E-3	4.7E-4	4.0E-2	5.1E-3
800	5.7E-2	2.7E-6	1.0E-6	6.3E-3	4.7E-4	3.9E-2	5.0E-3
810	5.7E-2	2.6E-6	9.9E-7	6.2E-3	4.6E-4	3.9E-2	5.0E-3
820	5.6E-2	2.6E-6	9.7E-7	6.2E-3	4.6E-4	3.8E-2	4.9E-3
830	5.6E-2	2.6E-6	9.5E-7	6.1E-3	4.5E-4	3.8E-2	4.9E-3
840	5.5E-2	2.5E-6	9.3E-7	6.0E-3	4.5E-4	3.8E-2	4.9E-3
850	5.5E-2	2.5E-6	9.2E-7	6.0E-3	4.4E-4	3.7E-2	4.8E-3
860	5.4E-2	2.5E-6	9.0E-7	5.9E-3	4.4E-4	3.7E-2	4.8E-3
870	5.3E-2	2.5E-6	8.8E-7	5.8E-3	4.3E-4	3.7E-2	4.7E-3
880	5.3E-2	2.4E-6	8.6E-7	5.8E-3	4.3E-4	3.6E-2	4.7E-3
890	5.2E-2	2.4E-6	8.5E-7	5.7E-3	4.2E-4	3.6E-2	4.6E-3
900	5.2E-2	2.4E-6	8.3E-7	5.6E-3	4.2E-4	3.6E-2	4.6E-3
910	5.1E-2	2.3E-6	8.2E-7	5.6E-3	4.1E-4	3.5E-2	4.6E-3
920	5.1E-2	2.3E-6	8.0E-7	5.5E-3	4.1E-4	3.5E-2	4.5E-3
930	5.0E-2	2.3E-6	7.9E-7	5.4E-3	4.0E-4	3.5E-2	4.5E-3
940	5.0E-2	2.3E-6	7.7E-7	5.4E-3	4.0E-4	3.4E-2	4.4E-3
950	5.0E-2	2.2E-6	7.6E-7	5.3E-3	4.0E-4	3.4E-2	4.4E-3
960	4.9E-2	2.2E-6	7.4E-7	5.3E-3	3.9E-4	3.4E-2	4.3E-3
970	4.9E-2	2.2E-6	7.3E-7	5.2E-3	3.9E-4	3.3E-2	4.3E-3
980	4.8E-2	2.1E-6	7.2E-7	5.2E-3	3.8E-4	3.3E-2	4.3E-3
990	4.8E-2	2.1E-6	7.0E-7	5.1E-3	3.8E-4	3.3E-2	4.2E-3
1000	4.7E-2	2.1E-6	6.9E-7	5.0E-3	3.7E-4	3.3E-2	4.2E-3
1010	4.7E-2	2.1E-6	6.8E-7	5.0E-3	3.7E-4	3.2E-2	4.1E-3
1020	4.6E-2	2.0E-6	6.7E-7	4.9E-3	3.7E-4	3.2E-2	4.1E-3
1030	4.6E-2	2.0E-6	6.6E-7	4.9E-3	3.6E-4	3.2E-2	4.1E-3
1040	4.5E-2	2.0E-6	6.4E-7	4.8E-3	3.6E-4	3.1E-2	4.0E-3
1050	4.5E-2	2.0E-6	6.3E-7	4.8E-3	3.5E-4	3.1E-2	4.0E-3
1060	4.4E-2	1.9E-6	6.2E-7	4.7E-3	3.5E-4	3.1E-2	4.0E-3
1070	4.4E-2	1.9E-6	6.1E-7	4.7E-3	3.5E-4	3.0E-2	3.9E-3
1080	4.4E-2	1.9E-6	6.0E-7	4.6E-3	3.4E-4	3.0E-2	3.9E-3
1090	4.3E-2	1.9E-6	5.9E-7	4.6E-3	3.4E-4	3.0E-2	3.8E-3
1095	4.3E-2	1.9E-6	5.8E-7	4.5E-3	3.4E-4	3.0E-2	3.8E-3
1100	4.3E-2	1.9E-6	5.8E-7	4.5E-3	3.4E-4	3.0E-2	3.8E-3
1200	3.9E-2	1.6E-6	4.9E-7	4.0E-3	3.0E-4	2.7E-2	3.5E-3
1300	3.5E-2	1.5E-6	4.1E-7	3.6E-3	2.7E-4	2.5E-2	3.1E-3
1400	3.2E-2	1.3E-6	3.5E-7	3.2E-3	2.4E-4	2.2E-2	2.9E-3
1500	2.9E-2	1.1E-6	3.0E-7	2.9E-3	2.2E-4	2.0E-2	2.6E-3
1600	2.6E-2	1.0E-6	2.6E-7	2.6E-3	2.0E-4	1.8E-2	2.3E-3
1700	2.4E-2	9.1E-7	2.2E-7	2.3E-3	1.8E-4	1.7E-2	2.1E-3
1800	2.1E-2	8.1E-7	1.9E-7	2.1E-3	1.6E-4	1.5E-2	1.9E-3
1900	1.9E-2	7.2E-7	1.7E-7	1.9E-3	1.4E-4	1.4E-2	1.7E-3
2000	1.8E-2	6.4E-7	1.5E-7	1.7E-3	1.3E-4	1.2E-2	1.6E-3
2100	1.6E-2	5.7E-7	1.3E-7	1.5E-3	1.2E-4	1.1E-2	1.4E-3
2200	1.4E-2	5.1E-7	1.1E-7	1.4E-3	1.0E-4	1.0E-2	1.3E-3
2300	1.3E-2	4.5E-7	1.0E-7	1.2E-3	9.4E-5	9.3E-3	1.2E-3
2400	1.2E-2	4.0E-7	8.8E-8	1.1E-3	8.4E-5	8.4E-3	1.0E-3
2500	1.1E-2	3.6E-7	7.8E-8	1.0E-3	7.6E-5	7.6E-3	9.5E-4
2600	9.6E-3	3.2E-7	6.9E-8	9.0E-4	6.9E-5	6.9E-3	8.5E-4
2700	8.7E-3	2.9E-7	6.1E-8	8.1E-4	6.2E-5	6.3E-3	7.7E-4
2800	7.9E-3	2.6E-7	5.4E-8	7.3E-4	5.6E-5	5.7E-3	7.0E-4
2900	7.1E-3	2.3E-7	4.8E-8	6.6E-4	5.0E-5	5.1E-3	6.3E-4
3000	6.4E-3	2.0E-7	4.3E-8	6.0E-4	4.5E-5	4.6E-3	5.7E-4
3100	5.8E-3	1.8E-7	3.8E-8	5.4E-4	4.1E-5	4.2E-3	5.1E-4
3200	5.3E-3	1.6E-7	3.4E-8	4.8E-4	3.7E-5	3.8E-3	4.6E-4
3300	4.8E-3	1.5E-7	3.0E-8	4.4E-4	3.3E-5	3.4E-3	4.2E-4
3400	4.3E-3	1.3E-7	2.7E-8	3.9E-4	3.0E-5	3.1E-3	3.8E-4
3500	3.9E-3	1.2E-7	2.4E-8	3.5E-4	2.7E-5	2.8E-3	3.4E-4
3600	3.5E-3	1.0E-7	2.1E-8	3.2E-4	2.4E-5	2.6E-3	3.1E-4
3650	3.3E-3	9.9E-8	2.0E-8	3.0E-4	2.3E-5	2.4E-3	2.9E-4
4000	2.4E-3	6.7E-8	1.4E-8	2.1E-4	1.6E-5	1.7E-3	2.0E-4
5000	8.6E-4	2.2E-8	4.5E-9	7.6E-5	5.8E-6	6.3E-4	7.2E-5
6000	3.1E-4	7.6E-9	1.5E-9	2.7E-5	2.1E-6	2.3E-4	2.6E-5
7000	1.1E-4	2.6E-9	5.3E-10	9.9E-6	7.5E-7	8.5E-5	9.1E-6
8000	4.2E-5	9.2E-10	1.8E-10	3.6E-6	2.7E-7	3.1E-5	3.2E-6
9000	1.5E-5	3.2E-10	-	1.3E-6	9.7E-8	1.2E-5	1.1E-6
10000	5.6E-6	1.2E-10	-	4.6E-7	3.5E-8	4.2E-6	4.0E-7
11000	2.0E-6	-	-	1.7E-7	1.3E-8	1.6E-6	1.4E-7
12000	7.5E-7	-	-	6.1E-8	4.5E-9	5.7E-7	5.1E-8
13000	2.7E-7	-	-	2.2E-8	1.6E-9	2.1E-7	1.8E-8
14000	1.0E-7	-	-	7.9E-9	5.9E-10	7.7E-8	6.5E-9
15000	3.6E-8	-	-	2.9E-9	2.1E-10	2.8E-8	2.3E-9
16000	1.3E-8	-	-	1.0E-9	-	1.0E-8	8.4E-10
