Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
78	1.3E-2	3.1E-6	7.2E-6	1.4E-3	3.3E-3	6.5E-3	7.8E-4
79	1.3E-2	3.0E-6	7.1E-6	1.4E-3	3.3E-3	6.5E-3	7.8E-4
80	1.3E-2	3.0E-6	7.0E-6	1.4E-3	3.3E-3	6.5E-3	7.8E-4
81	1.3E-2	2.9E-6	7.0E-6	1.4E-3	3.3E-3	6.5E-3	7.8E-4
82	1.3E-2	2.9E-6	6.9E-6	1.4E-3	3.2E-3	6.5E-3	7.8E-4
83	1.3E-2	2.8E-6	6.9E-6	1.4E-3	3.2E-3	6.5E-3	7.8E-4
84	1.3E-2	2.8E-6	6.8E-6	1.4E-3	3.2E-3	6.5E-3	7.8E-4
85	1.3E-2	2.7E-6	6.7E-6	1.4E-3	3.2E-3	6.5E-3	7.8E-4
86	1.3E-2	2.7E-6	6.7E-6	1.4E-3	3.1E-3	6.5E-3	7.8E-4
87	1.3E-2	2.7E-6	6.6E-6	1.4E-3	3.1E-3	6.5E-3	7.8E-4
88	1.3E-2	2.6E-6	6.6E-6	1.4E-3	3.1E-3	6.5E-3	7.8E-4
89	1.3E-2	2.6E-6	6.5E-6	1.4E-3	3.1E-3	6.5E-3	7.8E-4
90	1.3E-2	2.5E-6	6.5E-6	1.4E-3	3.0E-3	6.5E-3	7.8E-4
91	1.3E-2	2.5E-6	6.4E-6	1.4E-3	3.0E-3	6.5E-3	7.8E-4
92	1.3E-2	2.5E-6	6.4E-6	1.4E-3	3.0E-3	6.5E-3	7.8E-4
93	1.3E-2	2.5E-6	6.3E-6	1.4E-3	3.0E-3	6.5E-3	7.8E-4
94	1.3E-2	2.4E-6	6.2E-6	1.4E-3	3.0E-3	6.5E-3	7.8E-4
95	1.3E-2	2.4E-6	6.2E-6	1.4E-3	2.9E-3	6.5E-3	7.8E-4
96	1.3E-2	2.4E-6	6.1E-6	1.4E-3	2.9E-3	6.5E-3	7.8E-4
97	1.3E-2	2.3E-6	6.1E-6	1.3E-3	2.9E-3	6.5E-3	7.8E-4
98	1.3E-2	2.3E-6	6.0E-6	1.3E-3	2.9E-3	6.5E-3	7.8E-4
99	1.3E-2	2.3E-6	6.0E-6	1.3E-3	2.8E-3	6.5E-3	7.8E-4
100	1.3E-2	2.3E-6	5.9E-6	1.3E-3	2.8E-3	6.5E-3	7.8E-4
110	1.3E-2	2.0E-6	5.5E-6	1.3E-3	2.6E-3	6.5E-3	7.9E-4
120	1.3E-2	1.9E-6	5.0E-6	1.3E-3	2.4E-3	6.5E-3	7.9E-4
130	1.2E-2	1.7E-6	4.6E-6	1.3E-3	2.3E-3	6.5E-3	7.9E-4
140	1.2E-2	1.6E-6	4.2E-6	1.3E-3	2.1E-3	6.5E-3	7.9E-4
150	1.2E-2	1.5E-6	3.9E-6	1.3E-3	1.9E-3	6.5E-3	7.9E-4
160	1.2E-2	1.4E-6	3.6E-6	1.3E-3	1.8E-3	6.5E-3	7.8E-4
170	1.2E-2	1.4E-6	3.3E-6	1.3E-3	1.7E-3	6.5E-3	7.8E-4
180	1.1E-2	1.3E-6	3.1E-6	1.3E-3	1.6E-3	6.4E-3	7.8E-4
190	1.1E-2	1.2E-6	2.8E-6	1.3E-3	1.5E-3	6.4E-3	7.8E-4
200	1.1E-2	1.2E-6	2.6E-6	1.2E-3	1.4E-3	6.4E-3	7.8E-4
210	1.1E-2	1.1E-6	2.4E-6	1.2E-3	1.3E-3	6.4E-3	7.8E-4
220	1.1E-2	1.1E-6	2.2E-6	1.2E-3	1.2E-3	6.3E-3	7.7E-4
230	1.1E-2	1.0E-6	2.1E-6	1.2E-3	1.1E-3	6.3E-3	7.7E-4
240	1.1E-2	1.0E-6	1.9E-6	1.2E-3	1.0E-3	6.3E-3	7.7E-4
250	1.0E-2	9.7E-7	1.8E-6	1.2E-3	9.6E-4	6.2E-3	7.6E-4
260	1.0E-2	9.3E-7	1.6E-6	1.2E-3	8.9E-4	6.2E-3	7.6E-4
270	1.0E-2	9.0E-7	1.5E-6	1.2E-3	8.3E-4	6.2E-3	7.6E-4
280	1.0E-2	8.6E-7	1.4E-6	1.2E-3	7.8E-4	6.1E-3	7.5E-4
290	9.9E-3	8.3E-7	1.3E-6	1.1E-3	7.3E-4	6.1E-3	7.5E-4
300	9.8E-3	8.0E-7	1.2E-6	1.1E-3	6.8E-4	6.1E-3	7.5E-4
310	9.7E-3	7.8E-7	1.1E-6	1.1E-3	6.4E-4	6.0E-3	7.4E-4
320	9.6E-3	7.5E-7	1.1E-6	1.1E-3	6.0E-4	6.0E-3	7.4E-4
330	9.5E-3	7.3E-7	9.8E-7	1.1E-3	5.6E-4	5.9E-3	7.3E-4
340	9.4E-3	7.1E-7	9.2E-7	1.1E-3	5.3E-4	5.9E-3	7.3E-4
350	9.3E-3	6.9E-7	8.6E-7	1.1E-3	5.0E-4	5.9E-3	7.3E-4
360	9.2E-3	6.7E-7	8.0E-7	1.1E-3	4.7E-4	5.8E-3	7.2E-4
365	9.1E-3	6.6E-7	7.7E-7	1.1E-3	4.5E-4	5.8E-3	7.2E-4
370	9.1E-3	6.5E-7	7.5E-7	1.1E-3	4.4E-4	5.8E-3	7.2E-4
380	9.0E-3	6.3E-7	7.0E-7	1.0E-3	4.1E-4	5.7E-3	7.1E-4
390	8.9E-3	6.1E-7	6.6E-7	1.0E-3	3.9E-4	5.7E-3	7.1E-4
400	8.8E-3	6.0E-7	6.2E-7	1.0E-3	3.7E-4	5.7E-3	7.0E-4
410	8.7E-3	5.8E-7	5.8E-7	1.0E-3	3.4E-4	5.6E-3	7.0E-4
420	8.6E-3	5.7E-7	5.5E-7	1.0E-3	3.3E-4	5.6E-3	7.0E-4
430	8.5E-3	5.5E-7	5.2E-7	9.9E-4	3.1E-4	5.5E-3	6.9E-4
440	8.4E-3	5.4E-7	4.9E-7	9.8E-4	2.9E-4	5.5E-3	6.9E-4
450	8.3E-3	5.3E-7	4.6E-7	9.7E-4	2.8E-4	5.4E-3	6.8E-4
460	8.2E-3	5.2E-7	4.3E-7	9.6E-4	2.6E-4	5.4E-3	6.8E-4
470	8.2E-3	5.0E-7	4.1E-7	9.5E-4	2.5E-4	5.3E-3	6.7E-4
480	8.1E-3	4.9E-7	3.9E-7	9.3E-4	2.3E-4	5.3E-3	6.7E-4
490	8.0E-3	4.8E-7	3.7E-7	9.2E-4	2.2E-4	5.3E-3	6.6E-4
500	7.9E-3	4.7E-7	3.5E-7	9.1E-4	2.1E-4	5.2E-3	6.6E-4
510	7.8E-3	4.6E-7	3.3E-7	9.0E-4	2.0E-4	5.2E-3	6.5E-4
520	7.8E-3	4.5E-7	3.2E-7	8.9E-4	1.9E-4	5.1E-3	6.5E-4
530	7.7E-3	4.5E-7	3.0E-7	8.8E-4	1.8E-4	5.1E-3	6.4E-4
540	7.6E-3	4.4E-7	2.9E-7	8.7E-4	1.7E-4	5.0E-3	6.4E-4
550	7.5E-3	4.3E-7	2.8E-7	8.6E-4	1.7E-4	5.0E-3	6.3E-4
560	7.5E-3	4.2E-7	2.6E-7	8.5E-4	1.6E-4	5.0E-3	6.3E-4
570	7.4E-3	4.1E-7	2.5E-7	8.5E-4	1.5E-4	4.9E-3	6.2E-4
580	7.3E-3	4.1E-7	2.4E-7	8.4E-4	1.4E-4	4.9E-3	6.2E-4
590	7.2E-3	4.0E-7	2.3E-7	8.3E-4	1.4E-4	4.8E-3	6.1E-4
600	7.2E-3	3.9E-7	2.2E-7	8.2E-4	1.3E-4	4.8E-3	6.1E-4
610	7.1E-3	3.8E-7	2.2E-7	8.1E-4	1.3E-4	4.8E-3	6.0E-4
620	7.0E-3	3.8E-7	2.1E-7	8.0E-4	1.2E-4	4.7E-3	6.0E-4
630	7.0E-3	3.7E-7	2.0E-7	7.9E-4	1.2E-4	4.7E-3	5.9E-4
640	6.9E-3	3.7E-7	1.9E-7	7.8E-4	1.1E-4	4.6E-3	5.9E-4
650	6.8E-3	3.6E-7	1.9E-7	7.7E-4	1.1E-4	4.6E-3	5.8E-4
660	6.8E-3	3.5E-7	1.8E-7	7.6E-4	1.0E-4	4.6E-3	5.8E-4
670	6.7E-3	3.5E-7	1.7E-7	7.6E-4	1.0E-4	4.5E-3	5.7E-4
680	6.6E-3	3.4E-7	1.7E-7	7.5E-4	9.8E-5	4.5E-3	5.7E-4
690	6.6E-3	3.4E-7	1.6E-7	7.4E-4	9.4E-5	4.4E-3	5.7E-4
700	6.5E-3	3.3E-7	1.6E-7	7.3E-4	9.1E-5	4.4E-3	5.6E-4
710	6.4E-3	3.3E-7	1.5E-7	7.2E-4	8.8E-5	4.4E-3	5.6E-4
720	6.4E-3	3.2E-7	1.5E-7	7.1E-4	8.5E-5	4.3E-3	5.5E-4
730	6.3E-3	3.2E-7	1.4E-7	7.1E-4	8.3E-5	4.3E-3	5.5E-4
740	6.3E-3	3.1E-7	1.4E-7	7.0E-4	8.0E-5	4.2E-3	5.4E-4
750	6.2E-3	3.1E-7	1.4E-7	6.9E-4	7.8E-5	4.2E-3	5.4E-4
760	6.1E-3	3.0E-7	1.3E-7	6.8E-4	7.6E-5	4.2E-3	5.3E-4
770	6.1E-3	3.0E-7	1.3E-7	6.7E-4	7.3E-5	4.1E-3	5.3E-4
780	6.0E-3	3.0E-7	1.2E-7	6.7E-4	7.1E-5	4.1E-3	5.2E-4
790	6.0E-3	2.9E-7	1.2E-7	6.6E-4	6.9E-5	4.1E-3	5.2E-4
800	5.9E-3	2.9E-7	1.2E-7	6.5E-4	6.8E-5	4.0E-3	5.1E-4
810	5.8E-3	2.8E-7	1.2E-7	6.4E-4	6.6E-5	4.0E-3	5.1E-4
820	5.8E-3	2.8E-7	1.1E-7	6.4E-4	6.4E-5	3.9E-3	5.1E-4
830	5.7E-3	2.8E-7	1.1E-7	6.3E-4	6.3E-5	3.9E-3	5.0E-4
840	5.7E-3	2.7E-7	1.1E-7	6.2E-4	6.1E-5	3.9E-3	5.0E-4
850	5.6E-3	2.7E-7	1.0E-7	6.2E-4	6.0E-5	3.8E-3	4.9E-4
860	5.6E-3	2.6E-7	1.0E-7	6.1E-4	5.8E-5	3.8E-3	4.9E-4
870	5.5E-3	2.6E-7	1.0E-7	6.0E-4	5.7E-5	3.8E-3	4.8E-4
880	5.5E-3	2.6E-7	9.8E-8	6.0E-4	5.6E-5	3.7E-3	4.8E-4
890	5.4E-3	2.5E-7	9.6E-8	5.9E-4	5.5E-5	3.7E-3	4.7E-4
900	5.4E-3	2.5E-7	9.3E-8	5.8E-4	5.3E-5	3.7E-3	4.7E-4
910	5.3E-3	2.5E-7	9.1E-8	5.8E-4	5.2E-5	3.6E-3	4.7E-4
920	5.2E-3	2.4E-7	8.9E-8	5.7E-4	5.1E-5	3.6E-3	4.6E-4
930	5.2E-3	2.4E-7	8.8E-8	5.6E-4	5.0E-5	3.6E-3	4.6E-4
940	5.1E-3	2.4E-7	8.6E-8	5.6E-4	4.9E-5	3.5E-3	4.5E-4
950	5.1E-3	2.3E-7	8.4E-8	5.5E-4	4.8E-5	3.5E-3	4.5E-4
960	5.0E-3	2.3E-7	8.2E-8	5.4E-4	4.7E-5	3.5E-3	4.5E-4
970	5.0E-3	2.3E-7	8.0E-8	5.4E-4	4.7E-5	3.4E-3	4.4E-4
980	4.9E-3	2.3E-7	7.9E-8	5.3E-4	4.6E-5	3.4E-3	4.4E-4
990	4.9E-3	2.2E-7	7.7E-8	5.3E-4	4.5E-5	3.4E-3	4.3E-4
1000	4.9E-3	2.2E-7	7.6E-8	5.2E-4	4.4E-5	3.3E-3	4.3E-4
1010	4.8E-3	2.2E-7	7.4E-8	5.2E-4	4.3E-5	3.3E-3	4.3E-4
1020	4.8E-3	2.1E-7	7.3E-8	5.1E-4	4.3E-5	3.3E-3	4.2E-4
1030	4.7E-3	2.1E-7	7.1E-8	5.0E-4	4.2E-5	3.2E-3	4.2E-4
1040	4.7E-3	2.1E-7	7.0E-8	5.0E-4	4.1E-5	3.2E-3	4.1E-4
1050	4.6E-3	2.1E-7	6.9E-8	4.9E-4	4.1E-5	3.2E-3	4.1E-4
1060	4.6E-3	2.0E-7	6.7E-8	4.9E-4	4.0E-5	3.2E-3	4.1E-4
1070	4.5E-3	2.0E-7	6.6E-8	4.8E-4	3.9E-5	3.1E-3	4.0E-4
1080	4.5E-3	2.0E-7	6.5E-8	4.8E-4	3.9E-5	3.1E-3	4.0E-4
1090	4.4E-3	2.0E-7	6.4E-8	4.7E-4	3.8E-5	3.1E-3	4.0E-4
1095	4.4E-3	2.0E-7	6.3E-8	4.7E-4	3.8E-5	3.1E-3	3.9E-4
1100	4.4E-3	1.9E-7	6.2E-8	4.7E-4	3.8E-5	3.0E-3	3.9E-4
1200	4.0E-3	1.7E-7	5.2E-8	4.2E-4	3.3E-5	2.8E-3	3.6E-4
1300	3.6E-3	1.5E-7	4.4E-8	3.7E-4	2.9E-5	2.5E-3	3.2E-4
1400	3.3E-3	1.3E-7	3.7E-8	3.4E-4	2.6E-5	2.3E-3	2.9E-4
1500	3.0E-3	1.2E-7	3.2E-8	3.0E-4	2.3E-5	2.1E-3	2.7E-4
1600	2.7E-3	1.1E-7	2.7E-8	2.7E-4	2.0E-5	1.9E-3	2.4E-4
1700	2.4E-3	9.4E-8	2.4E-8	2.4E-4	1.8E-5	1.7E-3	2.2E-4
1800	2.2E-3	8.4E-8	2.0E-8	2.2E-4	1.6E-5	1.6E-3	2.0E-4
1900	2.0E-3	7.5E-8	1.8E-8	2.0E-4	1.5E-5	1.4E-3	1.8E-4
2000	1.8E-3	6.6E-8	1.5E-8	1.8E-4	1.3E-5	1.3E-3	1.6E-4
2100	1.6E-3	5.9E-8	1.4E-8	1.6E-4	1.2E-5	1.2E-3	1.5E-4
2200	1.5E-3	5.3E-8	1.2E-8	1.4E-4	1.1E-5	1.1E-3	1.3E-4
2300	1.3E-3	4.7E-8	1.0E-8	1.3E-4	9.7E-6	9.6E-4	1.2E-4
2400	1.2E-3	4.2E-8	9.2E-9	1.1E-4	8.7E-6	8.7E-4	1.1E-4
2500	1.1E-3	3.7E-8	8.1E-9	1.0E-4	7.8E-6	7.8E-4	9.8E-5
2600	9.9E-4	3.3E-8	7.2E-9	9.3E-5	7.1E-6	7.1E-4	8.8E-5
2700	9.0E-4	3.0E-8	6.4E-9	8.4E-5	6.4E-6	6.4E-4	8.0E-5
2800	8.1E-4	2.6E-8	5.6E-9	7.6E-5	5.7E-6	5.8E-4	7.2E-5
2900	7.3E-4	2.4E-8	5.0E-9	6.8E-5	5.2E-6	5.3E-4	6.5E-5
3000	6.6E-4	2.1E-8	4.4E-9	6.1E-5	4.7E-6	4.8E-4	5.9E-5
3100	6.0E-4	1.9E-8	4.0E-9	5.5E-5	4.2E-6	4.3E-4	5.3E-5
3200	5.4E-4	1.7E-8	3.5E-9	5.0E-5	3.8E-6	3.9E-4	4.8E-5
3300	4.9E-4	1.5E-8	3.1E-9	4.5E-5	3.4E-6	3.5E-4	4.3E-5
3400	4.4E-4	1.3E-8	2.8E-9	4.1E-5	3.1E-6	3.2E-4	3.9E-5
3500	4.0E-4	1.2E-8	2.5E-9	3.7E-5	2.8E-6	2.9E-4	3.5E-5
3600	3.6E-4	1.1E-8	2.2E-9	3.3E-5	2.5E-6	2.6E-4	3.2E-5
3650	3.4E-4	1.0E-8	2.1E-9	3.1E-5	2.4E-6	2.5E-4	3.0E-5
4000	2.4E-4	6.9E-9	1.4E-9	2.2E-5	1.7E-6	1.8E-4	2.1E-5
5000	8.8E-5	2.3E-9	4.7E-10	7.8E-6	6.0E-7	6.5E-5	7.4E-6
6000	3.2E-5	7.9E-10	1.6E-10	2.8E-6	2.1E-7	2.4E-5	2.6E-6
7000	1.2E-5	2.7E-10	-	1.0E-6	7.7E-8	8.8E-6	9.3E-7
8000	4.3E-6	-	-	3.7E-7	2.8E-8	3.2E-6	3.3E-7
9000	1.6E-6	-	-	1.3E-7	1.0E-8	1.2E-6	1.2E-7
10000	5.7E-7	-	-	4.8E-8	3.6E-9	4.4E-7	4.2E-8
11000	2.1E-7	-	-	1.7E-8	1.3E-9	1.6E-7	1.5E-8
12000	7.7E-8	-	-	6.2E-9	4.7E-10	5.9E-8	5.3E-9
13000	2.8E-8	-	-	2.3E-9	1.7E-10	2.2E-8	1.9E-9
14000	1.0E-8	-	-	8.2E-10	-	8.0E-9	6.7E-10
15000	3.8E-9	-	-	3.0E-10	-	2.9E-9	2.4E-10
16000	1.4E-9	-	-	1.1E-10	-	1.1E-9	-
