Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
0.041667	2.1E-4	-	-	4.4E-5	9.5E-5	1.9E-8	9.9E-9
0.083333	8.2E-4	-	-	2.1E-4	3.7E-4	1.8E-7	7.7E-8
0.125	1.8E-3	-	-	5.3E-4	7.8E-4	6.1E-7	2.5E-7
0.25	6.6E-3	-	-	2.4E-3	2.8E-3	4.6E-6	1.6E-6
0.375	1.4E-2	-	-	5.8E-3	5.7E-3	1.4E-5	4.6E-6
0.5	2.3E-2	-	-	1.0E-2	9.3E-3	2.8E-5	8.8E-6
0.625	3.2E-2	-	-	1.6E-2	1.3E-2	4.6E-5	1.4E-5
0.75	4.3E-2	-	-	2.2E-2	1.8E-2	6.9E-5	2.0E-5
0.875	5.3E-2	-	-	2.8E-2	2.2E-2	9.4E-5	2.6E-5
1	6.4E-2	1.2E-4	6.9E-2	3.3E-2	2.7E-2	1.2E-4	3.2E-5
1.125	7.3E-2	-	-	3.9E-2	3.2E-2	1.5E-4	3.9E-5
1.25	8.2E-2	-	-	4.3E-2	3.6E-2	1.8E-4	4.5E-5
1.375	9.0E-2	-	-	4.7E-2	4.1E-2	2.1E-4	5.1E-5
1.5	9.7E-2	-	-	5.0E-2	4.5E-2	2.4E-4	5.6E-5
1.625	1.0E-1	-	-	5.2E-2	5.0E-2	2.7E-4	6.2E-5
1.75	1.1E-1	-	-	5.3E-2	5.4E-2	3.0E-4	6.7E-5
1.875	1.1E-1	-	-	5.3E-2	5.8E-2	3.3E-4	7.2E-5
2	1.2E-1	5.3E-5	2.3E-1	5.3E-2	6.2E-2	3.6E-4	7.7E-5
2.25	1.2E-1	-	-	5.1E-2	6.9E-2	4.1E-4	8.6E-5
2.5	1.2E-1	-	-	4.8E-2	7.5E-2	4.7E-4	9.4E-5
2.75	1.3E-1	-	-	4.5E-2	8.1E-2	5.2E-4	1.0E-4
3	1.3E-1	2.2E-5	1.7E-1	4.1E-2	8.6E-2	5.6E-4	1.1E-4
3.25	1.3E-1	-	-	3.8E-2	9.1E-2	6.1E-4	1.1E-4
3.5	1.3E-1	-	-	3.5E-2	9.5E-2	6.5E-4	1.2E-4
3.75	1.3E-1	-	-	3.2E-2	9.8E-2	6.9E-4	1.3E-4
4	1.3E-1	1.6E-5	8.3E-2	3.0E-2	1.0E-1	7.3E-4	1.3E-4
4.25	1.3E-1	-	-	2.8E-2	1.0E-1	7.6E-4	1.3E-4
4.5	1.3E-1	-	-	2.6E-2	1.1E-1	7.9E-4	1.4E-4
4.75	1.4E-1	-	-	2.5E-2	1.1E-1	8.2E-4	1.4E-4
5	1.4E-1	1.4E-5	4.4E-2	2.4E-2	1.1E-1	8.5E-4	1.4E-4
5.5	1.4E-1	-	-	2.3E-2	1.1E-1	9.0E-4	1.5E-4
6	1.4E-1	1.2E-5	2.9E-2	2.1E-2	1.1E-1	9.5E-4	1.5E-4
6.5	1.4E-1	-	-	2.0E-2	1.2E-1	9.9E-4	1.6E-4
7	1.4E-1	1.0E-5	2.2E-2	1.9E-2	1.2E-1	1.0E-3	1.6E-4
7.5	1.4E-1	-	-	1.8E-2	1.2E-1	1.1E-3	1.6E-4
8	1.4E-1	8.9E-6	1.7E-2	1.7E-2	1.2E-1	1.1E-3	1.6E-4
8.5	1.3E-1	-	-	1.5E-2	1.2E-1	1.1E-3	1.6E-4
9	1.3E-1	7.9E-6	1.4E-2	1.4E-2	1.2E-1	1.1E-3	1.6E-4
9.5	1.3E-1	-	-	1.3E-2	1.2E-1	1.2E-3	1.7E-4
10	1.3E-1	7.2E-6	1.2E-2	1.2E-2	1.1E-1	1.2E-3	1.7E-4
11	1.3E-1	6.6E-6	9.5E-3	1.1E-2	1.1E-1	1.2E-3	1.7E-4
12	1.2E-1	6.1E-6	7.8E-3	9.0E-3	1.1E-1	1.2E-3	1.7E-4
13	1.2E-1	5.7E-6	6.4E-3	7.7E-3	1.1E-1	1.3E-3	1.7E-4
14	1.2E-1	5.3E-6	5.3E-3	6.5E-3	1.1E-1	1.3E-3	1.7E-4
15	1.2E-1	5.0E-6	4.4E-3	5.5E-3	1.1E-1	1.3E-3	1.7E-4
16	1.1E-1	4.7E-6	3.6E-3	4.7E-3	1.1E-1	1.3E-3	1.7E-4
17	1.1E-1	4.5E-6	3.0E-3	4.0E-3	1.1E-1	1.3E-3	1.7E-4
18	1.1E-1	4.3E-6	2.5E-3	3.4E-3	1.1E-1	1.3E-3	1.7E-4
19	1.1E-1	4.1E-6	2.1E-3	2.9E-3	1.1E-1	1.3E-3	1.7E-4
20	1.1E-1	4.0E-6	1.7E-3	2.5E-3	1.0E-1	1.4E-3	1.7E-4
21	1.1E-1	3.8E-6	1.5E-3	2.2E-3	1.0E-1	1.4E-3	1.7E-4
22	1.1E-1	3.7E-6	1.2E-3	1.9E-3	1.0E-1	1.4E-3	1.7E-4
23	1.1E-1	3.5E-6	1.0E-3	1.7E-3	1.0E-1	1.4E-3	1.7E-4
24	1.1E-1	3.4E-6	9.0E-4	1.5E-3	1.0E-1	1.4E-3	1.7E-4
25	1.1E-1	3.3E-6	7.7E-4	1.3E-3	1.0E-1	1.4E-3	1.7E-4
26	1.0E-1	3.2E-6	6.7E-4	1.2E-3	1.0E-1	1.4E-3	1.7E-4
27	1.0E-1	3.1E-6	5.9E-4	1.1E-3	1.0E-1	1.4E-3	1.7E-4
28	1.0E-1	3.0E-6	5.2E-4	1.0E-3	1.0E-1	1.4E-3	1.7E-4
29	1.0E-1	2.9E-6	4.6E-4	9.5E-4	1.0E-1	1.4E-3	1.7E-4
30	1.0E-1	2.8E-6	4.2E-4	9.0E-4	1.0E-1	1.4E-3	1.7E-4
31	1.0E-1	2.7E-6	3.8E-4	8.5E-4	1.0E-1	1.4E-3	1.7E-4
32	1.0E-1	2.6E-6	3.5E-4	8.1E-4	9.9E-2	1.4E-3	1.7E-4
