Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-4
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
57	2.6E-1	7.6E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
58	2.6E-1	7.3E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
59	2.6E-1	7.0E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
60	2.6E-1	6.7E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
61	2.6E-1	6.4E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
62	2.6E-1	6.2E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
63	2.6E-1	6.0E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
64	2.6E-1	5.7E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
65	2.6E-1	5.5E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
66	2.6E-1	5.3E-5	1.2E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
67	2.6E-1	5.1E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
68	2.6E-1	4.9E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
69	2.6E-1	4.7E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
70	2.6E-1	4.6E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
71	2.6E-1	4.4E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
72	2.6E-1	4.2E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
73	2.6E-1	4.1E-5	1.1E-5	3.5E-2	2.5E-3	1.7E-1	2.0E-2
74	2.6E-1	4.0E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
75	2.6E-1	3.8E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
76	2.6E-1	3.7E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
77	2.6E-1	3.6E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
78	2.6E-1	3.5E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
79	2.5E-1	3.3E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
80	2.5E-1	3.2E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
81	2.5E-1	3.1E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
82	2.5E-1	3.0E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
83	2.5E-1	3.0E-5	1.1E-5	3.4E-2	2.4E-3	1.7E-1	2.0E-2
84	2.5E-1	2.9E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
85	2.5E-1	2.8E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
86	2.5E-1	2.7E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
87	2.5E-1	2.6E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
88	2.5E-1	2.6E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
89	2.5E-1	2.5E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
90	2.5E-1	2.4E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
91	2.5E-1	2.4E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
92	2.5E-1	2.3E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
93	2.5E-1	2.2E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
94	2.5E-1	2.2E-5	1.1E-5	3.4E-2	2.4E-3	1.6E-1	2.0E-2
95	2.5E-1	2.1E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
96	2.5E-1	2.1E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
97	2.5E-1	2.0E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
98	2.5E-1	2.0E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
99	2.5E-1	2.0E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
100	2.5E-1	1.9E-5	1.1E-5	3.3E-2	2.4E-3	1.6E-1	2.0E-2
110	2.5E-1	1.6E-5	1.0E-5	3.3E-2	2.3E-3	1.6E-1	1.9E-2
120	2.5E-1	1.4E-5	1.0E-5	3.2E-2	2.3E-3	1.6E-1	1.9E-2
130	2.4E-1	1.3E-5	9.9E-6	3.2E-2	2.3E-3	1.6E-1	1.9E-2
140	2.4E-1	1.2E-5	9.7E-6	3.2E-2	2.3E-3	1.6E-1	1.9E-2
150	2.4E-1	1.2E-5	9.4E-6	3.1E-2	2.2E-3	1.6E-1	1.9E-2
160	2.4E-1	1.2E-5	9.2E-6	3.1E-2	2.2E-3	1.6E-1	1.9E-2
170	2.4E-1	1.1E-5	9.0E-6	3.0E-2	2.2E-3	1.6E-1	1.9E-2
180	2.3E-1	1.1E-5	8.8E-6	3.0E-2	2.2E-3	1.5E-1	1.9E-2
190	2.3E-1	1.1E-5	8.6E-6	3.0E-2	2.1E-3	1.5E-1	1.9E-2
200	2.3E-1	1.1E-5	8.4E-6	2.9E-2	2.1E-3	1.5E-1	1.8E-2
210	2.3E-1	1.1E-5	8.2E-6	2.9E-2	2.1E-3	1.5E-1	1.8E-2
220	2.3E-1	1.1E-5	8.0E-6	2.9E-2	2.1E-3	1.5E-1	1.8E-2
230	2.2E-1	1.1E-5	7.8E-6	2.8E-2	2.0E-3	1.5E-1	1.8E-2
240	2.2E-1	1.1E-5	7.6E-6	2.8E-2	2.0E-3	1.5E-1	1.8E-2
250	2.2E-1	1.1E-5	7.5E-6	2.7E-2	2.0E-3	1.5E-1	1.8E-2
260	2.2E-1	1.1E-5	7.3E-6	2.7E-2	2.0E-3	1.4E-1	1.8E-2
270	2.2E-1	1.1E-5	7.1E-6	2.7E-2	1.9E-3	1.4E-1	1.8E-2
280	2.1E-1	1.1E-5	7.0E-6	2.6E-2	1.9E-3	1.4E-1	1.7E-2
290	2.1E-1	1.1E-5	6.8E-6	2.6E-2	1.9E-3	1.4E-1	1.7E-2
300	2.1E-1	1.1E-5	6.7E-6	2.6E-2	1.9E-3	1.4E-1	1.7E-2
310	2.1E-1	1.1E-5	6.5E-6	2.6E-2	1.8E-3	1.4E-1	1.7E-2
320	2.1E-1	1.1E-5	6.4E-6	2.5E-2	1.8E-3	1.4E-1	1.7E-2
330	2.0E-1	1.0E-5	6.2E-6	2.5E-2	1.8E-3	1.4E-1	1.7E-2
340	2.0E-1	1.0E-5	6.1E-6	2.5E-2	1.8E-3	1.4E-1	1.7E-2
350	2.0E-1	1.0E-5	5.9E-6	2.4E-2	1.8E-3	1.3E-1	1.7E-2
360	2.0E-1	1.0E-5	5.8E-6	2.4E-2	1.7E-3	1.3E-1	1.7E-2
365	2.0E-1	1.0E-5	5.7E-6	2.4E-2	1.7E-3	1.3E-1	1.6E-2
370	2.0E-1	1.0E-5	5.7E-6	2.4E-2	1.7E-3	1.3E-1	1.6E-2
380	2.0E-1	9.9E-6	5.6E-6	2.3E-2	1.7E-3	1.3E-1	1.6E-2
390	1.9E-1	9.9E-6	5.4E-6	2.3E-2	1.7E-3	1.3E-1	1.6E-2
400	1.9E-1	9.8E-6	5.3E-6	2.3E-2	1.7E-3	1.3E-1	1.6E-2
410	1.9E-1	9.7E-6	5.2E-6	2.3E-2	1.6E-3	1.3E-1	1.6E-2
420	1.9E-1	9.6E-6	5.1E-6	2.2E-2	1.6E-3	1.3E-1	1.6E-2
430	1.9E-1	9.4E-6	5.0E-6	2.2E-2	1.6E-3	1.3E-1	1.6E-2
440	1.8E-1	9.3E-6	4.9E-6	2.2E-2	1.6E-3	1.2E-1	1.6E-2
450	1.8E-1	9.2E-6	4.8E-6	2.2E-2	1.6E-3	1.2E-1	1.5E-2
460	1.8E-1	9.1E-6	4.7E-6	2.1E-2	1.6E-3	1.2E-1	1.5E-2
470	1.8E-1	9.0E-6	4.6E-6	2.1E-2	1.5E-3	1.2E-1	1.5E-2
480	1.8E-1	8.9E-6	4.5E-6	2.1E-2	1.5E-3	1.2E-1	1.5E-2
490	1.8E-1	8.8E-6	4.4E-6	2.1E-2	1.5E-3	1.2E-1	1.5E-2
500	1.7E-1	8.7E-6	4.3E-6	2.0E-2	1.5E-3	1.2E-1	1.5E-2
510	1.7E-1	8.6E-6	4.2E-6	2.0E-2	1.5E-3	1.2E-1	1.5E-2
520	1.7E-1	8.5E-6	4.1E-6	2.0E-2	1.5E-3	1.2E-1	1.5E-2
530	1.7E-1	8.4E-6	4.0E-6	2.0E-2	1.4E-3	1.1E-1	1.4E-2
540	1.7E-1	8.3E-6	3.9E-6	1.9E-2	1.4E-3	1.1E-1	1.4E-2
550	1.7E-1	8.2E-6	3.8E-6	1.9E-2	1.4E-3	1.1E-1	1.4E-2
560	1.6E-1	8.2E-6	3.8E-6	1.9E-2	1.4E-3	1.1E-1	1.4E-2
570	1.6E-1	8.1E-6	3.7E-6	1.9E-2	1.4E-3	1.1E-1	1.4E-2
580	1.6E-1	8.0E-6	3.6E-6	1.9E-2	1.4E-3	1.1E-1	1.4E-2
590	1.6E-1	7.9E-6	3.5E-6	1.8E-2	1.3E-3	1.1E-1	1.4E-2
600	1.6E-1	7.8E-6	3.5E-6	1.8E-2	1.3E-3	1.1E-1	1.4E-2
610	1.6E-1	7.7E-6	3.4E-6	1.8E-2	1.3E-3	1.1E-1	1.4E-2
620	1.6E-1	7.6E-6	3.3E-6	1.8E-2	1.3E-3	1.1E-1	1.3E-2
630	1.5E-1	7.5E-6	3.2E-6	1.8E-2	1.3E-3	1.0E-1	1.3E-2
640	1.5E-1	7.4E-6	3.2E-6	1.7E-2	1.3E-3	1.0E-1	1.3E-2
650	1.5E-1	7.3E-6	3.1E-6	1.7E-2	1.3E-3	1.0E-1	1.3E-2
660	1.5E-1	7.2E-6	3.1E-6	1.7E-2	1.2E-3	1.0E-1	1.3E-2
670	1.5E-1	7.1E-6	3.0E-6	1.7E-2	1.2E-3	1.0E-1	1.3E-2
680	1.5E-1	7.1E-6	2.9E-6	1.7E-2	1.2E-3	1.0E-1	1.3E-2
690	1.5E-1	7.0E-6	2.9E-6	1.6E-2	1.2E-3	9.9E-2	1.3E-2
700	1.4E-1	6.9E-6	2.8E-6	1.6E-2	1.2E-3	9.8E-2	1.3E-2
710	1.4E-1	6.8E-6	2.8E-6	1.6E-2	1.2E-3	9.7E-2	1.2E-2
720	1.4E-1	6.7E-6	2.7E-6	1.6E-2	1.2E-3	9.6E-2	1.2E-2
730	1.4E-1	6.6E-6	2.6E-6	1.6E-2	1.2E-3	9.6E-2	1.2E-2
740	1.4E-1	6.6E-6	2.6E-6	1.5E-2	1.1E-3	9.5E-2	1.2E-2
750	1.4E-1	6.5E-6	2.5E-6	1.5E-2	1.1E-3	9.4E-2	1.2E-2
760	1.4E-1	6.4E-6	2.5E-6	1.5E-2	1.1E-3	9.3E-2	1.2E-2
770	1.3E-1	6.3E-6	2.4E-6	1.5E-2	1.1E-3	9.2E-2	1.2E-2
780	1.3E-1	6.3E-6	2.4E-6	1.5E-2	1.1E-3	9.1E-2	1.2E-2
790	1.3E-1	6.2E-6	2.4E-6	1.5E-2	1.1E-3	9.0E-2	1.2E-2
800	1.3E-1	6.1E-6	2.3E-6	1.4E-2	1.1E-3	9.0E-2	1.1E-2
810	1.3E-1	6.0E-6	2.3E-6	1.4E-2	1.1E-3	8.9E-2	1.1E-2
820	1.3E-1	6.0E-6	2.2E-6	1.4E-2	1.0E-3	8.8E-2	1.1E-2
830	1.3E-1	5.9E-6	2.2E-6	1.4E-2	1.0E-3	8.7E-2	1.1E-2
840	1.3E-1	5.8E-6	2.1E-6	1.4E-2	1.0E-3	8.6E-2	1.1E-2
850	1.2E-1	5.7E-6	2.1E-6	1.4E-2	1.0E-3	8.6E-2	1.1E-2
860	1.2E-1	5.7E-6	2.1E-6	1.3E-2	1.0E-3	8.5E-2	1.1E-2
870	1.2E-1	5.6E-6	2.0E-6	1.3E-2	9.9E-4	8.4E-2	1.1E-2
880	1.2E-1	5.5E-6	2.0E-6	1.3E-2	9.8E-4	8.3E-2	1.1E-2
890	1.2E-1	5.5E-6	1.9E-6	1.3E-2	9.7E-4	8.2E-2	1.1E-2
900	1.2E-1	5.4E-6	1.9E-6	1.3E-2	9.6E-4	8.2E-2	1.1E-2
910	1.2E-1	5.3E-6	1.9E-6	1.3E-2	9.4E-4	8.1E-2	1.0E-2
920	1.2E-1	5.3E-6	1.8E-6	1.3E-2	9.3E-4	8.0E-2	1.0E-2
930	1.2E-1	5.2E-6	1.8E-6	1.2E-2	9.2E-4	7.9E-2	1.0E-2
940	1.1E-1	5.1E-6	1.8E-6	1.2E-2	9.1E-4	7.9E-2	1.0E-2
950	1.1E-1	5.1E-6	1.7E-6	1.2E-2	9.0E-4	7.8E-2	1.0E-2
960	1.1E-1	5.0E-6	1.7E-6	1.2E-2	8.9E-4	7.7E-2	9.9E-3
970	1.1E-1	5.0E-6	1.7E-6	1.2E-2	8.8E-4	7.7E-2	9.8E-3
980	1.1E-1	4.9E-6	1.6E-6	1.2E-2	8.8E-4	7.6E-2	9.8E-3
990	1.1E-1	4.8E-6	1.6E-6	1.2E-2	8.7E-4	7.5E-2	9.7E-3
1000	1.1E-1	4.8E-6	1.6E-6	1.2E-2	8.6E-4	7.4E-2	9.6E-3
1010	1.1E-1	4.7E-6	1.6E-6	1.1E-2	8.5E-4	7.4E-2	9.5E-3
1020	1.1E-1	4.7E-6	1.5E-6	1.1E-2	8.4E-4	7.3E-2	9.4E-3
1030	1.0E-1	4.6E-6	1.5E-6	1.1E-2	8.3E-4	7.2E-2	9.3E-3
1040	1.0E-1	4.6E-6	1.5E-6	1.1E-2	8.2E-4	7.2E-2	9.2E-3
1050	1.0E-1	4.5E-6	1.4E-6	1.1E-2	8.1E-4	7.1E-2	9.1E-3
1060	1.0E-1	4.5E-6	1.4E-6	1.1E-2	8.0E-4	7.0E-2	9.0E-3
1070	1.0E-1	4.4E-6	1.4E-6	1.1E-2	7.9E-4	7.0E-2	9.0E-3
1080	1.0E-1	4.3E-6	1.4E-6	1.1E-2	7.8E-4	6.9E-2	8.9E-3
1090	9.9E-2	4.3E-6	1.3E-6	1.0E-2	7.8E-4	6.8E-2	8.8E-3
1095	9.8E-2	4.3E-6	1.3E-6	1.0E-2	7.7E-4	6.8E-2	8.8E-3
1100	9.8E-2	4.2E-6	1.3E-6	1.0E-2	7.7E-4	6.8E-2	8.7E-3
1200	8.9E-2	3.8E-6	1.1E-6	9.2E-3	6.9E-4	6.2E-2	7.9E-3
1300	8.0E-2	3.3E-6	9.4E-7	8.3E-3	6.2E-4	5.6E-2	7.2E-3
1400	7.3E-2	3.0E-6	8.0E-7	7.4E-3	5.6E-4	5.1E-2	6.5E-3
1500	6.6E-2	2.6E-6	6.9E-7	6.6E-3	5.0E-4	4.6E-2	5.9E-3
1600	6.0E-2	2.3E-6	5.9E-7	6.0E-3	4.5E-4	4.2E-2	5.4E-3
1700	5.4E-2	2.1E-6	5.1E-7	5.4E-3	4.0E-4	3.8E-2	4.9E-3
1800	4.9E-2	1.8E-6	4.4E-7	4.8E-3	3.6E-4	3.5E-2	4.4E-3
1900	4.4E-2	1.6E-6	3.9E-7	4.3E-3	3.3E-4	3.1E-2	4.0E-3
2000	4.0E-2	1.5E-6	3.4E-7	3.9E-3	2.9E-4	2.8E-2	3.6E-3
2100	3.6E-2	1.3E-6	3.0E-7	3.5E-3	2.6E-4	2.6E-2	3.2E-3
2200	3.3E-2	1.2E-6	2.6E-7	3.1E-3	2.4E-4	2.3E-2	2.9E-3
2300	3.0E-2	1.0E-6	2.3E-7	2.8E-3	2.1E-4	2.1E-2	2.7E-3
2400	2.7E-2	9.2E-7	2.0E-7	2.5E-3	1.9E-4	1.9E-2	2.4E-3
2500	2.4E-2	8.2E-7	1.8E-7	2.3E-3	1.7E-4	1.7E-2	2.2E-3
2600	2.2E-2	7.3E-7	1.6E-7	2.1E-3	1.6E-4	1.6E-2	2.0E-3
2700	2.0E-2	6.5E-7	1.4E-7	1.9E-3	1.4E-4	1.4E-2	1.8E-3
2800	1.8E-2	5.8E-7	1.2E-7	1.7E-3	1.3E-4	1.3E-2	1.6E-3
2900	1.6E-2	5.2E-7	1.1E-7	1.5E-3	1.1E-4	1.2E-2	1.4E-3
3000	1.5E-2	4.7E-7	9.8E-8	1.4E-3	1.0E-4	1.1E-2	1.3E-3
3100	1.3E-2	4.2E-7	8.7E-8	1.2E-3	9.3E-5	9.6E-3	1.2E-3
3200	1.2E-2	3.7E-7	7.8E-8	1.1E-3	8.4E-5	8.7E-3	1.1E-3
3300	1.1E-2	3.3E-7	6.9E-8	1.0E-3	7.6E-5	7.9E-3	9.5E-4
3400	9.8E-3	3.0E-7	6.2E-8	9.0E-4	6.8E-5	7.1E-3	8.6E-4
3500	8.9E-3	2.7E-7	5.5E-8	8.1E-4	6.2E-5	6.4E-3	7.8E-4
3600	8.0E-3	2.4E-7	4.9E-8	7.3E-4	5.6E-5	5.8E-3	7.0E-4
3650	7.6E-3	2.3E-7	4.6E-8	6.9E-4	5.3E-5	5.6E-3	6.7E-4
4000	5.4E-3	1.5E-7	3.1E-8	4.8E-4	3.7E-5	3.9E-3	4.6E-4
5000	2.0E-3	5.1E-8	1.0E-8	1.7E-4	1.3E-5	1.4E-3	1.7E-4
6000	7.1E-4	1.7E-8	3.5E-9	6.3E-5	4.8E-6	5.3E-4	5.9E-5
7000	2.6E-4	6.0E-9	1.2E-9	2.3E-5	1.7E-6	1.9E-4	2.1E-5
8000	9.5E-5	2.1E-9	4.2E-10	8.1E-6	6.2E-7	7.1E-5	7.3E-6
9000	3.5E-5	7.4E-10	1.5E-10	2.9E-6	2.2E-7	2.6E-5	2.6E-6
10000	1.3E-5	2.6E-10	-	1.1E-6	8.0E-8	9.7E-6	9.2E-7
11000	4.7E-6	-	-	3.8E-7	2.9E-8	3.6E-6	3.3E-7
12000	1.7E-6	-	-	1.4E-7	1.0E-8	1.3E-6	1.2E-7
13000	6.2E-7	-	-	5.0E-8	3.7E-9	4.8E-7	4.2E-8
14000	2.3E-7	-	-	1.8E-8	1.4E-9	1.8E-7	1.5E-8
15000	8.3E-8	-	-	6.6E-9	4.9E-10	6.5E-8	5.3E-9
16000	3.0E-8	-	-	2.4E-9	1.8E-10	2.4E-8	1.9E-9
