Radionuclide	Rh-97m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.4E-1	2.0E-2	6.9E-2	1.5E-2	2.2E-2
0.083333	9.5E-2	9.4E-3	1.0E-2	7.9E-3	1.2E-2
0.125	3.7E-2	4.1E-3	2.1E-3	3.5E-3	5.1E-3
0.25	2.4E-3	3.0E-4	8.1E-5	2.4E-4	3.5E-4
0.375	1.5E-4	2.1E-5	5.1E-6	1.6E-5	2.4E-5
0.5	1.0E-5	1.5E-6	3.3E-7	1.1E-6	1.6E-6
0.625	6.8E-7	1.0E-7	2.1E-8	7.4E-8	1.1E-7
0.75	4.5E-8	6.7E-9	1.3E-9	5.0E-9	7.2E-9
0.875	3.0E-9	4.4E-10	-	3.3E-10	4.8E-10
1	2.0E-10	-	-	-	-
