Radionuclide	Rh-97m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=5E-2
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.9E-1	1.0E-1	2.2E-2	7.6E-3	1.1E-2
0.083333	1.6E-1	4.7E-2	3.3E-3	3.8E-3	5.7E-3
0.125	6.2E-2	2.0E-2	8.0E-4	1.7E-3	2.5E-3
0.25	4.0E-3	1.6E-3	4.2E-5	1.2E-4	1.8E-4
0.375	2.6E-4	1.2E-4	2.8E-6	8.8E-6	1.3E-5
0.5	1.7E-5	8.3E-6	1.9E-7	6.2E-7	9.0E-7
0.625	1.1E-6	5.7E-7	1.2E-8	4.3E-8	6.2E-8
0.75	7.1E-8	3.9E-8	8.2E-10	2.9E-9	4.3E-9
0.875	4.6E-9	2.6E-9	-	2.0E-10	2.9E-10
1	3.0E-10	1.7E-10	-	-	-
