Radionuclide	Sb-122
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
0.041667	9.6E-1	-	-	1.9E-2	3.0E-3	4.3E-2	4.5E-2
0.083333	9.3E-1	-	-	1.9E-2	3.1E-3	4.4E-2	4.4E-2
0.125	9.0E-1	-	-	1.9E-2	3.2E-3	4.4E-2	4.4E-2
0.25	8.5E-1	-	-	1.9E-2	3.4E-3	4.6E-2	4.4E-2
0.375	8.0E-1	-	-	1.9E-2	3.6E-3	4.7E-2	4.4E-2
0.5	7.7E-1	-	-	1.9E-2	3.7E-3	4.8E-2	4.4E-2
0.625	7.4E-1	-	-	2.0E-2	3.9E-3	4.9E-2	4.3E-2
0.75	7.0E-1	-	-	2.0E-2	4.0E-3	4.9E-2	4.2E-2
0.875	6.7E-1	-	-	2.0E-2	4.0E-3	4.9E-2	4.1E-2
1	6.4E-1	1.3E-1	5.2E-4	2.0E-2	4.1E-3	4.9E-2	4.0E-2
1.125	6.2E-1	-	-	2.0E-2	4.1E-3	4.9E-2	3.9E-2
1.25	5.9E-1	-	-	2.0E-2	4.2E-3	4.8E-2	3.8E-2
1.375	5.6E-1	-	-	2.0E-2	4.2E-3	4.8E-2	3.7E-2
1.5	5.4E-1	-	-	1.9E-2	4.2E-3	4.7E-2	3.6E-2
1.625	5.2E-1	-	-	1.9E-2	4.2E-3	4.6E-2	3.4E-2
1.75	5.0E-1	-	-	1.9E-2	4.1E-3	4.5E-2	3.3E-2
1.875	4.7E-1	-	-	1.8E-2	4.1E-3	4.4E-2	3.2E-2
2	4.5E-1	4.2E-2	3.0E-3	1.8E-2	4.1E-3	4.3E-2	3.1E-2
2.25	4.2E-1	-	-	1.7E-2	4.0E-3	4.1E-2	2.8E-2
2.5	3.8E-1	-	-	1.6E-2	3.8E-3	3.9E-2	2.6E-2
2.75	3.5E-1	-	-	1.5E-2	3.7E-3	3.6E-2	2.4E-2
3	3.2E-1	2.7E-2	4.1E-3	1.4E-2	3.6E-3	3.4E-2	2.1E-2
3.25	2.9E-1	-	-	1.3E-2	3.4E-3	3.2E-2	2.0E-2
3.5	2.7E-1	-	-	1.2E-2	3.2E-3	2.9E-2	1.8E-2
3.75	2.5E-1	-	-	1.1E-2	3.1E-3	2.7E-2	1.6E-2
4	2.3E-1	1.7E-2	3.6E-3	9.7E-3	2.9E-3	2.5E-2	1.5E-2
4.25	2.1E-1	-	-	8.9E-3	2.8E-3	2.3E-2	1.3E-2
4.5	1.9E-1	-	-	8.1E-3	2.6E-3	2.1E-2	1.2E-2
4.75	1.8E-1	-	-	7.4E-3	2.5E-3	2.0E-2	1.1E-2
5	1.6E-1	1.1E-2	2.6E-3	6.7E-3	2.3E-3	1.8E-2	9.9E-3
5.5	1.4E-1	-	-	5.6E-3	2.0E-3	1.5E-2	8.1E-3
6	1.2E-1	7.2E-3	1.8E-3	4.6E-3	1.8E-3	1.3E-2	6.7E-3
6.5	1.0E-1	-	-	3.8E-3	1.6E-3	1.1E-2	5.5E-3
7	8.5E-2	4.8E-3	1.2E-3	3.2E-3	1.3E-3	8.9E-3	4.5E-3
7.5	7.3E-2	-	-	2.7E-3	1.2E-3	7.4E-3	3.8E-3
8	6.2E-2	3.2E-3	7.9E-4	2.2E-3	1.0E-3	6.1E-3	3.1E-3
8.5	5.3E-2	-	-	1.8E-3	8.7E-4	5.1E-3	2.6E-3
9	4.6E-2	2.1E-3	5.2E-4	1.5E-3	7.4E-4	4.2E-3	2.1E-3
9.5	3.9E-2	-	-	1.3E-3	6.4E-4	3.5E-3	1.8E-3
10	3.4E-2	1.4E-3	3.5E-4	1.1E-3	5.4E-4	2.9E-3	1.5E-3
11	2.5E-2	9.5E-4	2.3E-4	7.7E-4	4.0E-4	2.0E-3	1.0E-3
12	1.8E-2	6.4E-4	1.5E-4	5.5E-4	2.9E-4	1.4E-3	7.3E-4
13	1.4E-2	4.4E-4	1.0E-4	4.0E-4	2.1E-4	9.4E-4	5.2E-4
14	1.0E-2	3.0E-4	6.8E-5	2.9E-4	1.5E-4	6.5E-4	3.7E-4
15	7.7E-3	2.0E-4	4.6E-5	2.1E-4	1.1E-4	4.5E-4	2.7E-4
16	5.8E-3	1.4E-4	3.1E-5	1.5E-4	7.6E-5	3.1E-4	2.0E-4
17	4.4E-3	9.8E-5	2.1E-5	1.1E-4	5.5E-5	2.2E-4	1.4E-4
18	3.3E-3	6.8E-5	1.5E-5	8.3E-5	3.9E-5	1.5E-4	1.1E-4
19	2.5E-3	4.8E-5	1.0E-5	6.2E-5	2.8E-5	1.1E-4	7.8E-5
20	1.9E-3	3.4E-5	6.9E-6	4.6E-5	2.0E-5	7.7E-5	5.8E-5
21	1.5E-3	2.4E-5	4.8E-6	3.5E-5	1.4E-5	5.5E-5	4.3E-5
22	1.1E-3	1.7E-5	3.4E-6	2.6E-5	1.0E-5	4.0E-5	3.3E-5
23	8.5E-4	1.2E-5	2.4E-6	2.0E-5	7.1E-6	2.9E-5	2.5E-5
24	6.5E-4	8.7E-6	1.7E-6	1.5E-5	5.1E-6	2.1E-5	1.9E-5
25	4.9E-4	6.3E-6	1.2E-6	1.1E-5	3.6E-6	1.5E-5	1.4E-5
26	3.8E-4	4.6E-6	8.5E-7	8.4E-6	2.6E-6	1.1E-5	1.1E-5
27	2.9E-4	3.3E-6	6.1E-7	6.4E-6	1.8E-6	8.3E-6	8.2E-6
28	2.2E-4	2.4E-6	4.4E-7	4.9E-6	1.3E-6	6.1E-6	6.2E-6
29	1.7E-4	1.8E-6	3.2E-7	3.7E-6	9.5E-7	4.6E-6	4.8E-6
30	1.3E-4	1.3E-6	2.3E-7	2.8E-6	6.8E-7	3.4E-6	3.7E-6
31	9.9E-5	9.9E-7	1.7E-7	2.2E-6	4.9E-7	2.6E-6	2.8E-6
32	7.6E-5	7.4E-7	1.3E-7	1.6E-6	3.5E-7	1.9E-6	2.2E-6
33	5.8E-5	5.5E-7	9.3E-8	1.3E-6	2.6E-7	1.5E-6	1.7E-6
34	4.5E-5	4.1E-7	6.9E-8	9.6E-7	1.9E-7	1.1E-6	1.3E-6
35	3.4E-5	3.1E-7	5.1E-8	7.3E-7	1.3E-7	8.4E-7	9.9E-7
36	2.6E-5	2.3E-7	3.8E-8	5.6E-7	9.8E-8	6.4E-7	7.7E-7
37	2.0E-5	1.8E-7	2.9E-8	4.3E-7	7.2E-8	4.9E-7	5.9E-7
38	1.6E-5	1.3E-7	2.2E-8	3.3E-7	5.3E-8	3.7E-7	4.6E-7
39	1.2E-5	1.0E-7	1.6E-8	2.5E-7	3.9E-8	2.9E-7	3.5E-7
40	9.1E-6	7.7E-8	1.2E-8	1.9E-7	2.8E-8	2.2E-7	2.7E-7
41	7.0E-6	5.9E-8	9.3E-9	1.5E-7	2.1E-8	1.7E-7	2.1E-7
42	5.4E-6	4.5E-8	7.0E-9	1.1E-7	1.6E-8	1.3E-7	1.6E-7
43	4.1E-6	3.4E-8	5.3E-9	8.7E-8	1.2E-8	9.9E-8	1.3E-7
