Radionuclide	Br-84
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	1.8E-1	6.5E-2	3.7E-3
0.083333	4.8E-2	1.9E-2	8.9E-4
0.125	1.3E-2	5.5E-3	2.2E-4
0.25	2.4E-4	1.2E-4	3.9E-6
0.375	4.6E-6	2.6E-6	7.3E-8
0.5	8.9E-8	5.3E-8	1.4E-9
0.625	1.7E-9	1.1E-9	-
