Radionuclide	Br-84
Route of Intake	Inhalation
Material	Gas or vapour Type F, Unspecified , fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.7E-1	2.9E-2	6.4E-2
0.083333	7.3E-2	4.5E-3	5.6E-3
0.125	2.0E-2	7.9E-4	6.5E-4
0.25	3.9E-4	9.4E-6	6.3E-6
0.375	7.6E-6	1.8E-7	1.2E-7
0.5	1.5E-7	3.4E-9	2.4E-9
0.625	2.9E-9	-	-
