Radionuclide	Br-84
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	8.8E-2	4.3E-3	2.1E-2
0.083333	2.4E-2	8.8E-4	1.9E-3
0.125	6.4E-3	2.0E-4	2.1E-4
0.25	1.2E-4	3.2E-6	1.9E-6
0.375	2.4E-6	6.1E-8	3.6E-8
0.5	4.7E-8	1.2E-9	7.2E-10
0.625	9.3E-10	-	-
