Radionuclide	Br-84
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.4E-1	1.2E-2	5.6E-2
0.083333	6.4E-2	2.5E-3	4.9E-3
0.125	1.7E-2	5.5E-4	5.5E-4
0.25	3.3E-4	8.8E-6	5.0E-6
0.375	6.5E-6	1.6E-7	9.6E-8
0.5	1.3E-7	3.2E-9	1.9E-9
0.625	2.5E-9	-	-
