Radionuclide	Te-118
Route of Intake	Inhalation
Material	Aerosols Type M, Elemental tellurium, cadmium telluride, all unspecified forms, fA=6E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	8.0E-1	-	-	2.8E-1	7.4E-2	2.9E-6	3.0E-4	4.3E-4
0.083333	7.9E-1	-	-	3.1E-1	6.9E-2	6.2E-6	5.8E-4	8.5E-4
0.125	7.8E-1	-	-	3.3E-1	6.5E-2	1.0E-5	8.8E-4	1.3E-3
0.25	7.4E-1	-	-	3.8E-1	5.9E-2	2.3E-5	1.6E-3	2.4E-3
0.375	7.1E-1	-	-	4.2E-1	5.6E-2	3.7E-5	2.1E-3	3.2E-3
0.5	6.8E-1	-	-	4.3E-1	5.4E-2	5.0E-5	2.4E-3	3.7E-3
0.625	6.4E-1	-	-	4.4E-1	5.2E-2	6.2E-5	2.6E-3	4.1E-3
0.75	6.1E-1	-	-	4.4E-1	5.0E-2	7.3E-5	2.7E-3	4.4E-3
0.875	5.7E-1	-	-	4.3E-1	4.9E-2	8.3E-5	2.8E-3	4.5E-3
1	5.4E-1	1.4E-2	7.2E-2	4.1E-1	4.8E-2	9.1E-5	2.8E-3	4.6E-3
1.125	5.0E-1	-	-	3.9E-1	4.6E-2	9.8E-5	2.8E-3	4.7E-3
1.25	4.6E-1	-	-	3.6E-1	4.5E-2	1.0E-4	2.8E-3	4.7E-3
1.375	4.2E-1	-	-	3.3E-1	4.4E-2	1.1E-4	2.8E-3	4.8E-3
1.5	3.9E-1	-	-	3.0E-1	4.3E-2	1.1E-4	2.8E-3	4.7E-3
1.625	3.5E-1	-	-	2.7E-1	4.2E-2	1.2E-4	2.7E-3	4.7E-3
1.75	3.2E-1	-	-	2.5E-1	4.1E-2	1.2E-4	2.7E-3	4.7E-3
1.875	2.9E-1	-	-	2.2E-1	4.0E-2	1.2E-4	2.6E-3	4.6E-3
2	2.6E-1	1.0E-2	2.0E-1	1.9E-1	4.0E-2	1.2E-4	2.6E-3	4.6E-3
