Radionuclide	Cs-125
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium chloride, nitrate, sulphate, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.2E-1	5.7E-2	4.1E-3	5.2E-3	1.2E-2
0.083333	1.2E-1	1.9E-2	1.7E-3	2.8E-3	6.5E-3
0.125	4.9E-2	6.6E-3	8.0E-4	1.4E-3	3.1E-3
0.25	2.9E-3	3.3E-4	6.3E-5	1.2E-4	2.5E-4
0.375	1.8E-4	1.7E-5	4.4E-6	9.0E-6	1.7E-5
0.5	1.1E-5	9.6E-7	2.9E-7	6.4E-7	1.1E-6
0.625	6.7E-7	5.3E-8	1.9E-8	4.3E-8	6.7E-8
0.75	4.1E-8	3.0E-9	1.2E-9	2.9E-9	4.1E-9
0.875	2.5E-9	1.7E-10	-	1.9E-10	2.5E-10
1	1.6E-10	-	-	-	-
