Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
17	7.5E-3	5.1E-6	3.9E-5	6.2E-5	6.8E-3	3.8E-5	3.1E-5
18	7.5E-3	4.8E-6	3.5E-5	5.5E-5	6.8E-3	3.7E-5	2.9E-5
19	7.4E-3	4.5E-6	3.1E-5	5.0E-5	6.7E-3	3.6E-5	2.8E-5
20	7.4E-3	4.3E-6	2.8E-5	4.6E-5	6.7E-3	3.5E-5	2.7E-5
21	7.3E-3	4.1E-6	2.5E-5	4.2E-5	6.7E-3	3.5E-5	2.5E-5
22	7.3E-3	3.9E-6	2.3E-5	3.9E-5	6.6E-3	3.4E-5	2.4E-5
23	7.3E-3	3.7E-6	2.1E-5	3.7E-5	6.6E-3	3.3E-5	2.3E-5
24	7.2E-3	3.5E-6	2.0E-5	3.5E-5	6.6E-3	3.3E-5	2.3E-5
25	7.2E-3	3.3E-6	1.9E-5	3.3E-5	6.5E-3	3.2E-5	2.2E-5
26	7.2E-3	3.2E-6	1.8E-5	3.1E-5	6.5E-3	3.2E-5	2.1E-5
27	7.1E-3	3.0E-6	1.7E-5	3.0E-5	6.5E-3	3.1E-5	2.0E-5
28	7.1E-3	2.9E-6	1.6E-5	2.9E-5	6.5E-3	3.1E-5	2.0E-5
29	7.1E-3	2.8E-6	1.5E-5	2.8E-5	6.4E-3	3.0E-5	1.9E-5
30	7.0E-3	2.6E-6	1.5E-5	2.8E-5	6.4E-3	3.0E-5	1.8E-5
31	7.0E-3	2.5E-6	1.5E-5	2.7E-5	6.4E-3	2.9E-5	1.8E-5
32	7.0E-3	2.4E-6	1.4E-5	2.6E-5	6.3E-3	2.9E-5	1.7E-5
33	6.9E-3	2.3E-6	1.4E-5	2.6E-5	6.3E-3	2.9E-5	1.7E-5
34	6.9E-3	2.2E-6	1.4E-5	2.5E-5	6.3E-3	2.8E-5	1.6E-5
35	6.9E-3	2.1E-6	1.3E-5	2.5E-5	6.3E-3	2.8E-5	1.6E-5
36	6.9E-3	2.1E-6	1.3E-5	2.5E-5	6.2E-3	2.8E-5	1.6E-5
37	6.8E-3	2.0E-6	1.3E-5	2.4E-5	6.2E-3	2.8E-5	1.5E-5
38	6.8E-3	1.9E-6	1.3E-5	2.4E-5	6.2E-3	2.7E-5	1.5E-5
39	6.8E-3	1.8E-6	1.3E-5	2.4E-5	6.2E-3	2.7E-5	1.5E-5
40	6.7E-3	1.8E-6	1.3E-5	2.4E-5	6.1E-3	2.7E-5	1.4E-5
41	6.7E-3	1.7E-6	1.2E-5	2.4E-5	6.1E-3	2.7E-5	1.4E-5
42	6.7E-3	1.7E-6	1.2E-5	2.3E-5	6.1E-3	2.6E-5	1.4E-5
43	6.7E-3	1.6E-6	1.2E-5	2.3E-5	6.1E-3	2.6E-5	1.3E-5
44	6.6E-3	1.5E-6	1.2E-5	2.3E-5	6.1E-3	2.6E-5	1.3E-5
45	6.6E-3	1.5E-6	1.2E-5	2.3E-5	6.0E-3	2.6E-5	1.3E-5
46	6.6E-3	1.4E-6	1.2E-5	2.3E-5	6.0E-3	2.6E-5	1.3E-5
47	6.6E-3	1.4E-6	1.2E-5	2.2E-5	6.0E-3	2.5E-5	1.2E-5
48	6.5E-3	1.4E-6	1.2E-5	2.2E-5	6.0E-3	2.5E-5	1.2E-5
49	6.5E-3	1.3E-6	1.2E-5	2.2E-5	5.9E-3	2.5E-5	1.2E-5
50	6.5E-3	1.3E-6	1.2E-5	2.2E-5	5.9E-3	2.5E-5	1.2E-5
51	6.5E-3	1.3E-6	1.2E-5	2.2E-5	5.9E-3	2.5E-5	1.2E-5
52	6.4E-3	1.2E-6	1.2E-5	2.2E-5	5.9E-3	2.5E-5	1.2E-5
53	6.4E-3	1.2E-6	1.1E-5	2.2E-5	5.8E-3	2.5E-5	1.1E-5
54	6.4E-3	1.2E-6	1.1E-5	2.2E-5	5.8E-3	2.4E-5	1.1E-5
55	6.4E-3	1.1E-6	1.1E-5	2.1E-5	5.8E-3	2.4E-5	1.1E-5
56	6.3E-3	1.1E-6	1.1E-5	2.1E-5	5.8E-3	2.4E-5	1.1E-5
57	6.3E-3	1.1E-6	1.1E-5	2.1E-5	5.8E-3	2.4E-5	1.1E-5
58	6.3E-3	1.1E-6	1.1E-5	2.1E-5	5.7E-3	2.4E-5	1.1E-5
59	6.3E-3	1.0E-6	1.1E-5	2.1E-5	5.7E-3	2.4E-5	1.1E-5
60	6.2E-3	1.0E-6	1.1E-5	2.1E-5	5.7E-3	2.4E-5	1.1E-5
61	6.2E-3	9.9E-7	1.1E-5	2.1E-5	5.7E-3	2.4E-5	1.0E-5
62	6.2E-3	9.7E-7	1.1E-5	2.1E-5	5.6E-3	2.4E-5	1.0E-5
63	6.2E-3	9.5E-7	1.1E-5	2.0E-5	5.6E-3	2.4E-5	1.0E-5
64	6.2E-3	9.3E-7	1.1E-5	2.0E-5	5.6E-3	2.4E-5	1.0E-5
65	6.1E-3	9.1E-7	1.1E-5	2.0E-5	5.6E-3	2.4E-5	1.0E-5
66	6.1E-3	8.9E-7	1.1E-5	2.0E-5	5.6E-3	2.3E-5	9.9E-6
67	6.1E-3	8.8E-7	1.1E-5	2.0E-5	5.5E-3	2.3E-5	9.9E-6
68	6.1E-3	8.6E-7	1.1E-5	2.0E-5	5.5E-3	2.3E-5	9.8E-6
69	6.0E-3	8.5E-7	1.1E-5	2.0E-5	5.5E-3	2.3E-5	9.7E-6
70	6.0E-3	8.3E-7	1.0E-5	2.0E-5	5.5E-3	2.3E-5	9.6E-6
71	6.0E-3	8.2E-7	1.0E-5	2.0E-5	5.5E-3	2.3E-5	9.5E-6
72	6.0E-3	8.0E-7	1.0E-5	1.9E-5	5.4E-3	2.3E-5	9.5E-6
73	5.9E-3	7.9E-7	1.0E-5	1.9E-5	5.4E-3	2.3E-5	9.4E-6
74	5.9E-3	7.8E-7	1.0E-5	1.9E-5	5.4E-3	2.3E-5	9.3E-6
75	5.9E-3	7.7E-7	1.0E-5	1.9E-5	5.4E-3	2.3E-5	9.3E-6
76	5.9E-3	7.6E-7	1.0E-5	1.9E-5	5.4E-3	2.3E-5	9.2E-6
77	5.9E-3	7.4E-7	1.0E-5	1.9E-5	5.3E-3	2.3E-5	9.1E-6
78	5.8E-3	7.3E-7	1.0E-5	1.9E-5	5.3E-3	2.3E-5	9.1E-6
79	5.8E-3	7.2E-7	1.0E-5	1.9E-5	5.3E-3	2.3E-5	9.0E-6
80	5.8E-3	7.1E-7	9.9E-6	1.9E-5	5.3E-3	2.3E-5	8.9E-6
81	5.8E-3	7.0E-7	9.9E-6	1.9E-5	5.3E-3	2.3E-5	8.9E-6
82	5.8E-3	7.0E-7	9.8E-6	1.9E-5	5.2E-3	2.3E-5	8.8E-6
83	5.7E-3	6.9E-7	9.8E-6	1.8E-5	5.2E-3	2.3E-5	8.8E-6
84	5.7E-3	6.8E-7	9.7E-6	1.8E-5	5.2E-3	2.3E-5	8.7E-6
85	5.7E-3	6.7E-7	9.7E-6	1.8E-5	5.2E-3	2.3E-5	8.7E-6
86	5.7E-3	6.6E-7	9.6E-6	1.8E-5	5.2E-3	2.3E-5	8.6E-6
87	5.6E-3	6.5E-7	9.6E-6	1.8E-5	5.1E-3	2.3E-5	8.6E-6
88	5.6E-3	6.5E-7	9.5E-6	1.8E-5	5.1E-3	2.2E-5	8.5E-6
89	5.6E-3	6.4E-7	9.5E-6	1.8E-5	5.1E-3	2.2E-5	8.5E-6
90	5.6E-3	6.3E-7	9.4E-6	1.8E-5	5.1E-3	2.2E-5	8.4E-6
91	5.6E-3	6.2E-7	9.4E-6	1.8E-5	5.1E-3	2.2E-5	8.4E-6
92	5.5E-3	6.2E-7	9.3E-6	1.8E-5	5.0E-3	2.2E-5	8.3E-6
93	5.5E-3	6.1E-7	9.3E-6	1.8E-5	5.0E-3	2.2E-5	8.3E-6
94	5.5E-3	6.1E-7	9.3E-6	1.7E-5	5.0E-3	2.2E-5	8.2E-6
95	5.5E-3	6.0E-7	9.2E-6	1.7E-5	5.0E-3	2.2E-5	8.2E-6
96	5.5E-3	5.9E-7	9.2E-6	1.7E-5	5.0E-3	2.2E-5	8.1E-6
97	5.4E-3	5.9E-7	9.1E-6	1.7E-5	4.9E-3	2.2E-5	8.1E-6
98	5.4E-3	5.8E-7	9.1E-6	1.7E-5	4.9E-3	2.2E-5	8.1E-6
99	5.4E-3	5.8E-7	9.0E-6	1.7E-5	4.9E-3	2.2E-5	8.0E-6
100	5.4E-3	5.7E-7	9.0E-6	1.7E-5	4.9E-3	2.2E-5	8.0E-6
110	5.2E-3	5.2E-7	8.5E-6	1.6E-5	4.7E-3	2.2E-5	7.6E-6
120	5.0E-3	4.9E-7	8.1E-6	1.5E-5	4.5E-3	2.2E-5	7.3E-6
130	4.8E-3	4.5E-7	7.7E-6	1.5E-5	4.4E-3	2.1E-5	6.9E-6
140	4.7E-3	4.3E-7	7.4E-6	1.4E-5	4.2E-3	2.1E-5	6.7E-6
150	4.5E-3	4.0E-7	7.0E-6	1.3E-5	4.1E-3	2.1E-5	6.4E-6
160	4.4E-3	3.8E-7	6.7E-6	1.3E-5	3.9E-3	2.1E-5	6.1E-6
170	4.2E-3	3.6E-7	6.3E-6	1.2E-5	3.8E-3	2.0E-5	5.9E-6
180	4.1E-3	3.5E-7	6.0E-6	1.2E-5	3.6E-3	2.0E-5	5.7E-6
190	3.9E-3	3.3E-7	5.7E-6	1.1E-5	3.5E-3	2.0E-5	5.5E-6
200	3.8E-3	3.2E-7	5.5E-6	1.1E-5	3.4E-3	2.0E-5	5.2E-6
210	3.7E-3	3.1E-7	5.2E-6	1.0E-5	3.3E-3	1.9E-5	5.0E-6
220	3.6E-3	2.9E-7	4.9E-6	9.6E-6	3.2E-3	1.9E-5	4.9E-6
230	3.4E-3	2.8E-7	4.7E-6	9.2E-6	3.1E-3	1.9E-5	4.7E-6
240	3.3E-3	2.7E-7	4.5E-6	8.8E-6	3.0E-3	1.9E-5	4.5E-6
250	3.2E-3	2.6E-7	4.3E-6	8.4E-6	2.9E-3	1.8E-5	4.3E-6
260	3.1E-3	2.5E-7	4.1E-6	8.0E-6	2.8E-3	1.8E-5	4.2E-6
270	3.0E-3	2.5E-7	3.9E-6	7.6E-6	2.7E-3	1.8E-5	4.0E-6
280	2.9E-3	2.4E-7	3.7E-6	7.3E-6	2.6E-3	1.8E-5	3.9E-6
290	2.8E-3	2.3E-7	3.5E-6	7.0E-6	2.5E-3	1.7E-5	3.8E-6
300	2.7E-3	2.2E-7	3.3E-6	6.7E-6	2.4E-3	1.7E-5	3.6E-6
310	2.7E-3	2.2E-7	3.2E-6	6.4E-6	2.3E-3	1.7E-5	3.5E-6
320	2.6E-3	2.1E-7	3.0E-6	6.1E-6	2.3E-3	1.7E-5	3.4E-6
330	2.5E-3	2.0E-7	2.9E-6	5.8E-6	2.2E-3	1.6E-5	3.3E-6
340	2.4E-3	2.0E-7	2.7E-6	5.6E-6	2.1E-3	1.6E-5	3.1E-6
350	2.3E-3	1.9E-7	2.6E-6	5.3E-6	2.1E-3	1.6E-5	3.0E-6
360	2.3E-3	1.9E-7	2.5E-6	5.1E-6	2.0E-3	1.6E-5	2.9E-6
365	2.2E-3	1.8E-7	2.4E-6	5.0E-6	2.0E-3	1.6E-5	2.9E-6
370	2.2E-3	1.8E-7	2.4E-6	4.9E-6	1.9E-3	1.5E-5	2.8E-6
380	2.1E-3	1.8E-7	2.2E-6	4.7E-6	1.9E-3	1.5E-5	2.7E-6
390	2.1E-3	1.7E-7	2.1E-6	4.5E-6	1.8E-3	1.5E-5	2.6E-6
400	2.0E-3	1.7E-7	2.0E-6	4.3E-6	1.8E-3	1.5E-5	2.5E-6
410	2.0E-3	1.6E-7	1.9E-6	4.1E-6	1.7E-3	1.5E-5	2.5E-6
420	1.9E-3	1.6E-7	1.8E-6	3.9E-6	1.6E-3	1.4E-5	2.4E-6
430	1.9E-3	1.5E-7	1.8E-6	3.8E-6	1.6E-3	1.4E-5	2.3E-6
440	1.8E-3	1.5E-7	1.7E-6	3.6E-6	1.6E-3	1.4E-5	2.2E-6
450	1.7E-3	1.4E-7	1.6E-6	3.5E-6	1.5E-3	1.4E-5	2.2E-6
460	1.7E-3	1.4E-7	1.5E-6	3.3E-6	1.5E-3	1.3E-5	2.1E-6
470	1.7E-3	1.4E-7	1.4E-6	3.2E-6	1.4E-3	1.3E-5	2.0E-6
480	1.6E-3	1.3E-7	1.4E-6	3.0E-6	1.4E-3	1.3E-5	2.0E-6
490	1.6E-3	1.3E-7	1.3E-6	2.9E-6	1.3E-3	1.3E-5	1.9E-6
500	1.5E-3	1.3E-7	1.2E-6	2.8E-6	1.3E-3	1.3E-5	1.8E-6
510	1.5E-3	1.2E-7	1.2E-6	2.7E-6	1.3E-3	1.2E-5	1.8E-6
520	1.4E-3	1.2E-7	1.1E-6	2.6E-6	1.2E-3	1.2E-5	1.7E-6
530	1.4E-3	1.2E-7	1.1E-6	2.5E-6	1.2E-3	1.2E-5	1.7E-6
540	1.4E-3	1.1E-7	1.0E-6	2.4E-6	1.2E-3	1.2E-5	1.6E-6
550	1.3E-3	1.1E-7	9.8E-7	2.3E-6	1.1E-3	1.2E-5	1.6E-6
560	1.3E-3	1.1E-7	9.3E-7	2.2E-6	1.1E-3	1.1E-5	1.5E-6
570	1.3E-3	1.0E-7	8.9E-7	2.1E-6	1.1E-3	1.1E-5	1.5E-6
580	1.2E-3	1.0E-7	8.4E-7	2.0E-6	1.0E-3	1.1E-5	1.4E-6
590	1.2E-3	9.9E-8	8.0E-7	1.9E-6	1.0E-3	1.1E-5	1.4E-6
600	1.2E-3	9.6E-8	7.6E-7	1.8E-6	9.8E-4	1.1E-5	1.3E-6
610	1.1E-3	9.4E-8	7.3E-7	1.8E-6	9.6E-4	1.1E-5	1.3E-6
620	1.1E-3	9.2E-8	6.9E-7	1.7E-6	9.3E-4	1.0E-5	1.3E-6
630	1.1E-3	8.9E-8	6.6E-7	1.6E-6	9.1E-4	1.0E-5	1.2E-6
640	1.1E-3	8.7E-8	6.3E-7	1.6E-6	8.8E-4	1.0E-5	1.2E-6
650	1.0E-3	8.5E-8	6.0E-7	1.5E-6	8.6E-4	9.8E-6	1.1E-6
660	1.0E-3	8.3E-8	5.7E-7	1.4E-6	8.4E-4	9.7E-6	1.1E-6
670	9.7E-4	8.1E-8	5.4E-7	1.4E-6	8.2E-4	9.5E-6	1.1E-6
680	9.5E-4	7.9E-8	5.2E-7	1.3E-6	8.0E-4	9.4E-6	1.0E-6
690	9.3E-4	7.7E-8	4.9E-7	1.3E-6	7.8E-4	9.2E-6	1.0E-6
700	9.0E-4	7.5E-8	4.7E-7	1.2E-6	7.6E-4	9.0E-6	9.9E-7
710	8.8E-4	7.3E-8	4.5E-7	1.2E-6	7.4E-4	8.9E-6	9.6E-7
720	8.6E-4	7.2E-8	4.3E-7	1.1E-6	7.2E-4	8.7E-6	9.3E-7
730	8.4E-4	7.0E-8	4.1E-7	1.1E-6	7.0E-4	8.6E-6	9.1E-7
740	8.2E-4	6.8E-8	3.9E-7	1.1E-6	6.8E-4	8.4E-6	8.8E-7
750	8.0E-4	6.7E-8	3.7E-7	1.0E-6	6.7E-4	8.3E-6	8.6E-7
760	7.8E-4	6.5E-8	3.5E-7	9.8E-7	6.5E-4	8.2E-6	8.3E-7
770	7.6E-4	6.4E-8	3.3E-7	9.5E-7	6.4E-4	8.0E-6	8.1E-7
780	7.5E-4	6.2E-8	3.2E-7	9.1E-7	6.2E-4	7.9E-6	7.9E-7
790	7.3E-4	6.1E-8	3.0E-7	8.8E-7	6.0E-4	7.8E-6	7.7E-7
800	7.1E-4	5.9E-8	2.9E-7	8.5E-7	5.9E-4	7.6E-6	7.4E-7
810	7.0E-4	5.8E-8	2.8E-7	8.2E-7	5.8E-4	7.5E-6	7.2E-7
820	6.8E-4	5.7E-8	2.6E-7	7.9E-7	5.6E-4	7.4E-6	7.0E-7
830	6.6E-4	5.5E-8	2.5E-7	7.6E-7	5.5E-4	7.2E-6	6.9E-7
840	6.5E-4	5.4E-8	2.4E-7	7.3E-7	5.4E-4	7.1E-6	6.7E-7
850	6.3E-4	5.3E-8	2.3E-7	7.1E-7	5.2E-4	7.0E-6	6.5E-7
860	6.2E-4	5.2E-8	2.2E-7	6.8E-7	5.1E-4	6.9E-6	6.3E-7
870	6.1E-4	5.0E-8	2.1E-7	6.6E-7	5.0E-4	6.8E-6	6.2E-7
880	5.9E-4	4.9E-8	2.0E-7	6.4E-7	4.9E-4	6.6E-6	6.0E-7
890	5.8E-4	4.8E-8	1.9E-7	6.1E-7	4.8E-4	6.5E-6	5.8E-7
900	5.7E-4	4.7E-8	1.8E-7	5.9E-7	4.7E-4	6.4E-6	5.7E-7
910	5.5E-4	4.6E-8	1.7E-7	5.7E-7	4.6E-4	6.3E-6	5.5E-7
920	5.4E-4	4.5E-8	1.6E-7	5.5E-7	4.5E-4	6.2E-6	5.4E-7
930	5.3E-4	4.4E-8	1.5E-7	5.3E-7	4.3E-4	6.1E-6	5.3E-7
940	5.2E-4	4.3E-8	1.5E-7	5.2E-7	4.3E-4	6.0E-6	5.1E-7
950	5.1E-4	4.2E-8	1.4E-7	5.0E-7	4.2E-4	5.9E-6	5.0E-7
960	4.9E-4	4.1E-8	1.3E-7	4.8E-7	4.1E-4	5.8E-6	4.9E-7
970	4.8E-4	4.0E-8	1.3E-7	4.7E-7	4.0E-4	5.7E-6	4.8E-7
980	4.7E-4	3.9E-8	1.2E-7	4.5E-7	3.9E-4	5.6E-6	4.6E-7
990	4.6E-4	3.9E-8	1.2E-7	4.4E-7	3.8E-4	5.5E-6	4.5E-7
1000	4.5E-4	3.8E-8	1.1E-7	4.2E-7	3.7E-4	5.4E-6	4.4E-7
1010	4.4E-4	3.7E-8	1.1E-7	4.1E-7	3.6E-4	5.3E-6	4.3E-7
1020	4.3E-4	3.6E-8	1.0E-7	4.0E-7	3.6E-4	5.2E-6	4.2E-7
1030	4.2E-4	3.5E-8	9.6E-8	3.8E-7	3.5E-4	5.1E-6	4.1E-7
1040	4.2E-4	3.5E-8	9.2E-8	3.7E-7	3.4E-4	5.0E-6	4.0E-7
1050	4.1E-4	3.4E-8	8.8E-8	3.6E-7	3.3E-4	4.9E-6	3.9E-7
1060	4.0E-4	3.3E-8	8.4E-8	3.5E-7	3.3E-4	4.8E-6	3.8E-7
1070	3.9E-4	3.2E-8	8.0E-8	3.4E-7	3.2E-4	4.7E-6	3.7E-7
1080	3.8E-4	3.2E-8	7.6E-8	3.3E-7	3.1E-4	4.7E-6	3.6E-7
1090	3.7E-4	3.1E-8	7.3E-8	3.2E-7	3.0E-4	4.6E-6	3.5E-7
1095	3.7E-4	3.1E-8	7.1E-8	3.1E-7	3.0E-4	4.5E-6	3.5E-7
1100	3.7E-4	3.0E-8	6.9E-8	3.1E-7	3.0E-4	4.5E-6	3.5E-7
1200	3.0E-4	2.5E-8	4.4E-8	2.3E-7	2.4E-4	3.8E-6	2.7E-7
1300	2.4E-4	2.0E-8	2.8E-8	1.7E-7	2.0E-4	3.1E-6	2.2E-7
1400	2.0E-4	1.6E-8	1.8E-8	1.3E-7	1.6E-4	2.6E-6	1.8E-7
1500	1.6E-4	1.3E-8	1.2E-8	1.0E-7	1.3E-4	2.2E-6	1.4E-7
1600	1.3E-4	1.1E-8	7.7E-9	7.9E-8	1.1E-4	1.8E-6	1.1E-7
1700	1.1E-4	8.9E-9	5.2E-9	6.2E-8	8.7E-5	1.5E-6	9.3E-8
1800	8.8E-5	7.3E-9	3.6E-9	5.0E-8	7.1E-5	1.3E-6	7.6E-8
1900	7.2E-5	5.9E-9	2.6E-9	4.0E-8	5.8E-5	1.1E-6	6.2E-8
2000	5.9E-5	4.9E-9	1.8E-9	3.2E-8	4.8E-5	8.8E-7	5.0E-8
2100	4.9E-5	4.0E-9	1.4E-9	2.6E-8	3.9E-5	7.3E-7	4.1E-8
2200	4.0E-5	3.3E-9	1.0E-9	2.1E-8	3.2E-5	6.1E-7	3.4E-8
2300	3.3E-5	2.7E-9	7.8E-10	1.7E-8	2.7E-5	5.1E-7	2.8E-8
2400	2.7E-5	2.2E-9	6.1E-10	1.4E-8	2.2E-5	4.2E-7	2.3E-8
2500	2.2E-5	1.8E-9	4.8E-10	1.1E-8	1.8E-5	3.5E-7	1.9E-8
2600	1.8E-5	1.5E-9	3.8E-10	9.0E-9	1.5E-5	2.9E-7	1.5E-8
2700	1.5E-5	1.2E-9	3.0E-10	7.4E-9	1.2E-5	2.4E-7	1.3E-8
2800	1.2E-5	1.0E-9	2.5E-10	6.0E-9	1.0E-5	2.0E-7	1.0E-8
2900	1.0E-5	8.3E-10	2.0E-10	4.9E-9	8.2E-6	1.7E-7	8.5E-9
3000	8.4E-6	6.8E-10	1.6E-10	4.0E-9	6.8E-6	1.4E-7	6.9E-9
3100	6.9E-6	5.6E-10	1.3E-10	3.3E-9	5.6E-6	1.2E-7	5.7E-9
3200	5.7E-6	4.6E-10	1.1E-10	2.7E-9	4.6E-6	9.6E-8	4.7E-9
3300	4.7E-6	3.8E-10	-	2.2E-9	3.8E-6	7.9E-8	3.9E-9
3400	3.8E-6	3.1E-10	-	1.8E-9	3.1E-6	6.6E-8	3.2E-9
3500	3.2E-6	2.5E-10	-	1.5E-9	2.5E-6	5.5E-8	2.6E-9
3600	2.6E-6	2.1E-10	-	1.2E-9	2.1E-6	4.5E-8	2.1E-9
3650	2.4E-6	1.9E-10	-	1.1E-9	1.9E-6	4.1E-8	1.9E-9
4000	1.2E-6	-	-	5.5E-10	9.6E-7	2.2E-8	9.8E-10
5000	1.7E-7	-	-	-	1.4E-7	3.3E-9	1.4E-10
6000	2.4E-8	-	-	-	1.9E-8	5.0E-10	-
7000	3.4E-9	-	-	-	2.7E-9	-	-
8000	4.8E-10	-	-	-	3.8E-10	-	-
