Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride, oxalate, fA=5E-2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
0.041667	3.2E-1	-	-	3.0E-2	9.3E-2	1.7E-2	2.5E-2
0.083333	3.1E-1	-	-	3.4E-2	4.2E-2	2.3E-2	3.4E-2
0.125	3.0E-1	-	-	3.7E-2	2.7E-2	2.5E-2	3.6E-2
0.25	2.8E-1	-	-	4.1E-2	2.1E-2	2.5E-2	3.7E-2
0.375	2.7E-1	-	-	4.3E-2	2.1E-2	2.6E-2	3.8E-2
0.5	2.7E-1	-	-	4.5E-2	2.0E-2	2.6E-2	3.8E-2
0.625	2.7E-1	-	-	4.6E-2	2.0E-2	2.6E-2	3.8E-2
0.75	2.6E-1	-	-	4.6E-2	1.9E-2	2.6E-2	3.8E-2
0.875	2.6E-1	-	-	4.5E-2	1.9E-2	2.6E-2	3.7E-2
1	2.5E-1	5.4E-2	7.4E-3	4.4E-2	1.8E-2	2.6E-2	3.7E-2
1.125	2.5E-1	-	-	4.2E-2	1.8E-2	2.6E-2	3.7E-2
1.25	2.5E-1	-	-	4.0E-2	1.7E-2	2.6E-2	3.7E-2
1.375	2.4E-1	-	-	3.8E-2	1.7E-2	2.6E-2	3.7E-2
1.5	2.4E-1	-	-	3.5E-2	1.6E-2	2.6E-2	3.7E-2
1.625	2.3E-1	-	-	3.3E-2	1.6E-2	2.6E-2	3.7E-2
1.75	2.3E-1	-	-	3.0E-2	1.6E-2	2.6E-2	3.6E-2
1.875	2.2E-1	-	-	2.8E-2	1.5E-2	2.6E-2	3.6E-2
2	2.2E-1	9.5E-3	2.2E-2	2.6E-2	1.5E-2	2.6E-2	3.6E-2
2.25	2.1E-1	-	-	2.1E-2	1.4E-2	2.6E-2	3.6E-2
2.5	2.1E-1	-	-	1.8E-2	1.4E-2	2.6E-2	3.5E-2
2.75	2.0E-1	-	-	1.5E-2	1.3E-2	2.6E-2	3.5E-2
3	2.0E-1	7.8E-3	1.5E-2	1.2E-2	1.3E-2	2.6E-2	3.4E-2
3.25	1.9E-1	-	-	1.1E-2	1.2E-2	2.6E-2	3.4E-2
3.5	1.9E-1	-	-	9.2E-3	1.2E-2	2.6E-2	3.3E-2
3.75	1.9E-1	-	-	8.1E-3	1.2E-2	2.6E-2	3.3E-2
4	1.8E-1	6.6E-3	6.5E-3	7.2E-3	1.1E-2	2.5E-2	3.2E-2
4.25	1.8E-1	-	-	6.6E-3	1.1E-2	2.5E-2	3.2E-2
4.5	1.8E-1	-	-	6.1E-3	1.1E-2	2.5E-2	3.1E-2
4.75	1.8E-1	-	-	5.7E-3	1.0E-2	2.5E-2	3.1E-2
5	1.7E-1	5.8E-3	3.1E-3	5.4E-3	9.9E-3	2.5E-2	3.0E-2
5.5	1.7E-1	-	-	5.0E-3	9.4E-3	2.5E-2	2.9E-2
6	1.7E-1	5.2E-3	1.9E-3	4.7E-3	8.9E-3	2.4E-2	2.8E-2
6.5	1.6E-1	-	-	4.4E-3	8.4E-3	2.4E-2	2.7E-2
7	1.6E-1	4.8E-3	1.5E-3	4.3E-3	8.0E-3	2.4E-2	2.6E-2
7.5	1.6E-1	-	-	4.1E-3	7.6E-3	2.3E-2	2.6E-2
8	1.5E-1	4.4E-3	1.3E-3	4.0E-3	7.2E-3	2.3E-2	2.5E-2
8.5	1.5E-1	-	-	3.9E-3	6.9E-3	2.3E-2	2.4E-2
9	1.5E-1	4.0E-3	1.2E-3	3.8E-3	6.6E-3	2.2E-2	2.3E-2
9.5	1.5E-1	-	-	3.7E-3	6.3E-3	2.2E-2	2.3E-2
10	1.4E-1	3.8E-3	1.1E-3	3.6E-3	6.0E-3	2.2E-2	2.2E-2
11	1.4E-1	3.5E-3	1.0E-3	3.4E-3	5.5E-3	2.1E-2	2.1E-2
12	1.3E-1	3.3E-3	9.6E-4	3.3E-3	5.0E-3	2.1E-2	1.9E-2
13	1.3E-1	3.1E-3	9.0E-4	3.1E-3	4.6E-3	2.0E-2	1.8E-2
14	1.3E-1	2.9E-3	8.4E-4	3.0E-3	4.2E-3	2.0E-2	1.7E-2
15	1.2E-1	2.7E-3	7.8E-4	2.9E-3	3.9E-3	1.9E-2	1.6E-2
16	1.2E-1	2.5E-3	7.3E-4	2.7E-3	3.6E-3	1.9E-2	1.5E-2
17	1.2E-1	2.4E-3	6.9E-4	2.6E-3	3.3E-3	1.8E-2	1.5E-2
18	1.1E-1	2.2E-3	6.4E-4	2.5E-3	3.0E-3	1.8E-2	1.4E-2
19	1.1E-1	2.1E-3	6.0E-4	2.5E-3	2.8E-3	1.8E-2	1.3E-2
20	1.1E-1	2.0E-3	5.7E-4	2.4E-3	2.6E-3	1.7E-2	1.3E-2
21	1.0E-1	1.9E-3	5.3E-4	2.3E-3	2.4E-3	1.7E-2	1.2E-2
22	1.0E-1	1.8E-3	5.0E-4	2.2E-3	2.2E-3	1.6E-2	1.2E-2
23	1.0E-1	1.7E-3	4.7E-4	2.1E-3	2.1E-3	1.6E-2	1.1E-2
24	9.8E-2	1.6E-3	4.4E-4	2.1E-3	1.9E-3	1.6E-2	1.1E-2
25	9.6E-2	1.5E-3	4.2E-4	2.0E-3	1.8E-3	1.6E-2	1.0E-2
26	9.4E-2	1.4E-3	3.9E-4	1.9E-3	1.7E-3	1.5E-2	9.8E-3
27	9.2E-2	1.3E-3	3.7E-4	1.9E-3	1.6E-3	1.5E-2	9.5E-3
28	9.0E-2	1.3E-3	3.5E-4	1.8E-3	1.5E-3	1.5E-2	9.1E-3
29	8.8E-2	1.2E-3	3.3E-4	1.8E-3	1.4E-3	1.4E-2	8.8E-3
30	8.7E-2	1.1E-3	3.2E-4	1.7E-3	1.3E-3	1.4E-2	8.5E-3
31	8.5E-2	1.1E-3	3.0E-4	1.7E-3	1.2E-3	1.4E-2	8.2E-3
32	8.4E-2	1.0E-3	2.8E-4	1.7E-3	1.2E-3	1.4E-2	8.0E-3
33	8.2E-2	9.8E-4	2.7E-4	1.6E-3	1.1E-3	1.4E-2	7.7E-3
34	8.1E-2	9.3E-4	2.5E-4	1.6E-3	1.0E-3	1.3E-2	7.5E-3
35	8.0E-2	8.9E-4	2.4E-4	1.5E-3	9.9E-4	1.3E-2	7.3E-3
36	7.9E-2	8.5E-4	2.3E-4	1.5E-3	9.5E-4	1.3E-2	7.1E-3
37	7.7E-2	8.1E-4	2.2E-4	1.5E-3	9.0E-4	1.3E-2	6.9E-3
38	7.6E-2	7.7E-4	2.1E-4	1.4E-3	8.6E-4	1.3E-2	6.7E-3
39	7.5E-2	7.3E-4	2.0E-4	1.4E-3	8.3E-4	1.3E-2	6.5E-3
40	7.4E-2	7.0E-4	1.9E-4	1.4E-3	7.9E-4	1.3E-2	6.4E-3
41	7.3E-2	6.7E-4	1.8E-4	1.3E-3	7.6E-4	1.2E-2	6.2E-3
42	7.2E-2	6.4E-4	1.7E-4	1.3E-3	7.3E-4	1.2E-2	6.1E-3
43	7.1E-2	6.1E-4	1.6E-4	1.3E-3	7.0E-4	1.2E-2	5.9E-3
44	7.0E-2	5.9E-4	1.6E-4	1.3E-3	6.8E-4	1.2E-2	5.8E-3
45	7.0E-2	5.6E-4	1.5E-4	1.3E-3	6.6E-4	1.2E-2	5.7E-3
46	6.9E-2	5.4E-4	1.4E-4	1.2E-3	6.4E-4	1.2E-2	5.6E-3
47	6.8E-2	5.2E-4	1.4E-4	1.2E-3	6.2E-4	1.2E-2	5.4E-3
48	6.7E-2	5.0E-4	1.3E-4	1.2E-3	6.0E-4	1.2E-2	5.3E-3
49	6.7E-2	4.8E-4	1.3E-4	1.2E-3	5.8E-4	1.2E-2	5.2E-3
50	6.6E-2	4.6E-4	1.2E-4	1.2E-3	5.7E-4	1.2E-2	5.2E-3
51	6.5E-2	4.4E-4	1.2E-4	1.1E-3	5.5E-4	1.1E-2	5.1E-3
52	6.4E-2	4.2E-4	1.1E-4	1.1E-3	5.4E-4	1.1E-2	5.0E-3
53	6.4E-2	4.1E-4	1.1E-4	1.1E-3	5.2E-4	1.1E-2	4.9E-3
54	6.3E-2	3.9E-4	1.0E-4	1.1E-3	5.1E-4	1.1E-2	4.8E-3
55	6.3E-2	3.8E-4	9.8E-5	1.1E-3	5.0E-4	1.1E-2	4.7E-3
56	6.2E-2	3.6E-4	9.4E-5	1.1E-3	4.9E-4	1.1E-2	4.7E-3
57	6.2E-2	3.5E-4	9.1E-5	1.0E-3	4.8E-4	1.1E-2	4.6E-3
58	6.1E-2	3.4E-4	8.7E-5	1.0E-3	4.7E-4	1.1E-2	4.5E-3
59	6.0E-2	3.3E-4	8.4E-5	1.0E-3	4.6E-4	1.1E-2	4.5E-3
60	6.0E-2	3.1E-4	8.1E-5	1.0E-3	4.6E-4	1.1E-2	4.4E-3
61	5.9E-2	3.0E-4	7.8E-5	9.9E-4	4.5E-4	1.1E-2	4.4E-3
62	5.9E-2	2.9E-4	7.5E-5	9.8E-4	4.4E-4	1.1E-2	4.3E-3
63	5.9E-2	2.8E-4	7.3E-5	9.7E-4	4.4E-4	1.1E-2	4.2E-3
64	5.8E-2	2.8E-4	7.0E-5	9.6E-4	4.3E-4	1.1E-2	4.2E-3
65	5.8E-2	2.7E-4	6.8E-5	9.4E-4	4.2E-4	1.1E-2	4.1E-3
66	5.7E-2	2.6E-4	6.6E-5	9.3E-4	4.2E-4	1.1E-2	4.1E-3
67	5.7E-2	2.5E-4	6.4E-5	9.2E-4	4.1E-4	1.1E-2	4.1E-3
68	5.6E-2	2.4E-4	6.2E-5	9.1E-4	4.1E-4	1.1E-2	4.0E-3
69	5.6E-2	2.4E-4	6.0E-5	9.1E-4	4.0E-4	1.0E-2	4.0E-3
70	5.6E-2	2.3E-4	5.8E-5	9.0E-4	4.0E-4	1.0E-2	3.9E-3
71	5.5E-2	2.2E-4	5.6E-5	8.9E-4	3.9E-4	1.0E-2	3.9E-3
