Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride, oxalate, fA=5E-2
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
6.5	9.6E-2	-	-	3.0E-3	1.4E-3	1.4E-2	1.6E-2
7	9.4E-2	2.8E-3	1.5E-3	2.7E-3	1.3E-3	1.4E-2	1.6E-2
7.5	9.2E-2	-	-	2.5E-3	1.2E-3	1.4E-2	1.5E-2
8	9.0E-2	2.6E-3	9.1E-4	2.4E-3	1.2E-3	1.3E-2	1.5E-2
8.5	8.8E-2	-	-	2.3E-3	1.1E-3	1.3E-2	1.4E-2
9	8.7E-2	2.4E-3	7.4E-4	2.2E-3	1.1E-3	1.3E-2	1.4E-2
9.5	8.5E-2	-	-	2.2E-3	1.1E-3	1.3E-2	1.3E-2
10	8.4E-2	2.2E-3	6.6E-4	2.1E-3	1.0E-3	1.3E-2	1.3E-2
11	8.1E-2	2.1E-3	6.1E-4	2.0E-3	9.5E-4	1.2E-2	1.2E-2
12	7.8E-2	1.9E-3	5.7E-4	1.9E-3	9.0E-4	1.2E-2	1.1E-2
13	7.6E-2	1.8E-3	5.3E-4	1.8E-3	8.5E-4	1.2E-2	1.1E-2
14	7.4E-2	1.7E-3	4.9E-4	1.7E-3	8.1E-4	1.1E-2	1.0E-2
15	7.1E-2	1.6E-3	4.6E-4	1.7E-3	7.7E-4	1.1E-2	9.6E-3
16	6.9E-2	1.5E-3	4.3E-4	1.6E-3	7.4E-4	1.1E-2	9.1E-3
17	6.7E-2	1.4E-3	4.0E-4	1.5E-3	7.0E-4	1.1E-2	8.6E-3
18	6.6E-2	1.3E-3	3.8E-4	1.5E-3	6.7E-4	1.0E-2	8.2E-3
19	6.4E-2	1.2E-3	3.5E-4	1.4E-3	6.5E-4	1.0E-2	7.8E-3
20	6.2E-2	1.2E-3	3.3E-4	1.4E-3	6.2E-4	9.9E-3	7.4E-3
21	6.1E-2	1.1E-3	3.1E-4	1.3E-3	6.0E-4	9.7E-3	7.1E-3
22	5.9E-2	1.0E-3	2.9E-4	1.3E-3	5.7E-4	9.5E-3	6.8E-3
23	5.8E-2	9.7E-4	2.7E-4	1.2E-3	5.5E-4	9.3E-3	6.5E-3
24	5.7E-2	9.2E-4	2.6E-4	1.2E-3	5.3E-4	9.2E-3	6.2E-3
25	5.5E-2	8.7E-4	2.4E-4	1.2E-3	5.1E-4	9.0E-3	5.9E-3
26	5.4E-2	8.2E-4	2.3E-4	1.1E-3	5.0E-4	8.8E-3	5.7E-3
27	5.3E-2	7.8E-4	2.2E-4	1.1E-3	4.8E-4	8.7E-3	5.5E-3
28	5.2E-2	7.4E-4	2.1E-4	1.1E-3	4.7E-4	8.5E-3	5.3E-3
29	5.1E-2	7.0E-4	1.9E-4	1.0E-3	4.5E-4	8.4E-3	5.1E-3
30	5.0E-2	6.6E-4	1.8E-4	1.0E-3	4.4E-4	8.3E-3	4.9E-3
31	4.9E-2	6.3E-4	1.7E-4	9.8E-4	4.3E-4	8.1E-3	4.8E-3
32	4.8E-2	6.0E-4	1.6E-4	9.6E-4	4.1E-4	8.0E-3	4.6E-3
33	4.8E-2	5.7E-4	1.6E-4	9.3E-4	4.0E-4	7.9E-3	4.5E-3
34	4.7E-2	5.4E-4	1.5E-4	9.1E-4	3.9E-4	7.8E-3	4.3E-3
35	4.6E-2	5.2E-4	1.4E-4	8.9E-4	3.8E-4	7.7E-3	4.2E-3
36	4.5E-2	4.9E-4	1.3E-4	8.7E-4	3.7E-4	7.6E-3	4.1E-3
37	4.5E-2	4.7E-4	1.3E-4	8.5E-4	3.7E-4	7.5E-3	4.0E-3
38	4.4E-2	4.5E-4	1.2E-4	8.3E-4	3.6E-4	7.4E-3	3.9E-3
39	4.3E-2	4.3E-4	1.1E-4	8.1E-4	3.5E-4	7.3E-3	3.8E-3
40	4.3E-2	4.1E-4	1.1E-4	8.0E-4	3.4E-4	7.3E-3	3.7E-3
41	4.2E-2	3.9E-4	1.0E-4	7.8E-4	3.3E-4	7.2E-3	3.6E-3
42	4.2E-2	3.7E-4	1.0E-4	7.7E-4	3.3E-4	7.1E-3	3.5E-3
43	4.1E-2	3.6E-4	9.5E-5	7.5E-4	3.2E-4	7.1E-3	3.4E-3
44	4.1E-2	3.4E-4	9.1E-5	7.4E-4	3.2E-4	7.0E-3	3.4E-3
45	4.0E-2	3.3E-4	8.7E-5	7.2E-4	3.1E-4	6.9E-3	3.3E-3
46	4.0E-2	3.1E-4	8.3E-5	7.1E-4	3.0E-4	6.9E-3	3.2E-3
47	3.9E-2	3.0E-4	7.9E-5	7.0E-4	3.0E-4	6.8E-3	3.2E-3
48	3.9E-2	2.9E-4	7.6E-5	6.9E-4	2.9E-4	6.8E-3	3.1E-3
49	3.8E-2	2.8E-4	7.3E-5	6.8E-4	2.9E-4	6.7E-3	3.0E-3
50	3.8E-2	2.6E-4	7.0E-5	6.7E-4	2.9E-4	6.7E-3	3.0E-3
51	3.8E-2	2.5E-4	6.7E-5	6.6E-4	2.8E-4	6.6E-3	2.9E-3
52	3.7E-2	2.4E-4	6.4E-5	6.5E-4	2.8E-4	6.6E-3	2.9E-3
53	3.7E-2	2.4E-4	6.2E-5	6.4E-4	2.7E-4	6.5E-3	2.8E-3
54	3.7E-2	2.3E-4	5.9E-5	6.3E-4	2.7E-4	6.5E-3	2.8E-3
55	3.6E-2	2.2E-4	5.7E-5	6.2E-4	2.7E-4	6.5E-3	2.7E-3
56	3.6E-2	2.1E-4	5.5E-5	6.1E-4	2.6E-4	6.4E-3	2.7E-3
57	3.6E-2	2.0E-4	5.3E-5	6.0E-4	2.6E-4	6.4E-3	2.7E-3
58	3.5E-2	2.0E-4	5.1E-5	5.9E-4	2.6E-4	6.4E-3	2.6E-3
59	3.5E-2	1.9E-4	4.9E-5	5.9E-4	2.5E-4	6.3E-3	2.6E-3
60	3.5E-2	1.8E-4	4.7E-5	5.8E-4	2.5E-4	6.3E-3	2.6E-3
61	3.4E-2	1.8E-4	4.5E-5	5.7E-4	2.5E-4	6.3E-3	2.5E-3
62	3.4E-2	1.7E-4	4.4E-5	5.7E-4	2.4E-4	6.2E-3	2.5E-3
63	3.4E-2	1.7E-4	4.2E-5	5.6E-4	2.4E-4	6.2E-3	2.5E-3
64	3.4E-2	1.6E-4	4.1E-5	5.5E-4	2.4E-4	6.2E-3	2.4E-3
65	3.3E-2	1.5E-4	3.9E-5	5.5E-4	2.4E-4	6.1E-3	2.4E-3
66	3.3E-2	1.5E-4	3.8E-5	5.4E-4	2.3E-4	6.1E-3	2.4E-3
67	3.3E-2	1.5E-4	3.7E-5	5.3E-4	2.3E-4	6.1E-3	2.3E-3
68	3.3E-2	1.4E-4	3.6E-5	5.3E-4	2.3E-4	6.1E-3	2.3E-3
69	3.2E-2	1.4E-4	3.5E-5	5.2E-4	2.3E-4	6.1E-3	2.3E-3
70	3.2E-2	1.3E-4	3.4E-5	5.2E-4	2.2E-4	6.0E-3	2.3E-3
71	3.2E-2	1.3E-4	3.2E-5	5.1E-4	2.2E-4	6.0E-3	2.2E-3
72	3.2E-2	1.3E-4	3.2E-5	5.1E-4	2.2E-4	6.0E-3	2.2E-3
73	3.1E-2	1.2E-4	3.1E-5	5.0E-4	2.2E-4	6.0E-3	2.2E-3
74	3.1E-2	1.2E-4	3.0E-5	5.0E-4	2.2E-4	5.9E-3	2.2E-3
75	3.1E-2	1.1E-4	2.9E-5	4.9E-4	2.1E-4	5.9E-3	2.2E-3
76	3.1E-2	1.1E-4	2.8E-5	4.9E-4	2.1E-4	5.9E-3	2.1E-3
77	3.1E-2	1.1E-4	2.7E-5	4.9E-4	2.1E-4	5.9E-3	2.1E-3
78	3.0E-2	1.1E-4	2.6E-5	4.8E-4	2.1E-4	5.9E-3	2.1E-3
79	3.0E-2	1.0E-4	2.6E-5	4.8E-4	2.1E-4	5.9E-3	2.1E-3
80	3.0E-2	1.0E-4	2.5E-5	4.7E-4	2.1E-4	5.8E-3	2.1E-3
81	3.0E-2	9.8E-5	2.4E-5	4.7E-4	2.0E-4	5.8E-3	2.0E-3
82	3.0E-2	9.6E-5	2.4E-5	4.7E-4	2.0E-4	5.8E-3	2.0E-3
83	3.0E-2	9.3E-5	2.3E-5	4.6E-4	2.0E-4	5.8E-3	2.0E-3
84	2.9E-2	9.1E-5	2.3E-5	4.6E-4	2.0E-4	5.8E-3	2.0E-3
85	2.9E-2	8.9E-5	2.2E-5	4.5E-4	2.0E-4	5.8E-3	2.0E-3
86	2.9E-2	8.7E-5	2.1E-5	4.5E-4	2.0E-4	5.7E-3	2.0E-3
87	2.9E-2	8.5E-5	2.1E-5	4.5E-4	1.9E-4	5.7E-3	1.9E-3
88	2.9E-2	8.3E-5	2.0E-5	4.4E-4	1.9E-4	5.7E-3	1.9E-3
89	2.9E-2	8.1E-5	2.0E-5	4.4E-4	1.9E-4	5.7E-3	1.9E-3
90	2.8E-2	7.9E-5	1.9E-5	4.4E-4	1.9E-4	5.7E-3	1.9E-3
91	2.8E-2	7.7E-5	1.9E-5	4.3E-4	1.9E-4	5.7E-3	1.9E-3
92	2.8E-2	7.6E-5	1.9E-5	4.3E-4	1.9E-4	5.7E-3	1.9E-3
93	2.8E-2	7.4E-5	1.8E-5	4.3E-4	1.9E-4	5.6E-3	1.9E-3
94	2.8E-2	7.2E-5	1.8E-5	4.3E-4	1.9E-4	5.6E-3	1.8E-3
95	2.8E-2	7.1E-5	1.7E-5	4.2E-4	1.8E-4	5.6E-3	1.8E-3
96	2.8E-2	6.9E-5	1.7E-5	4.2E-4	1.8E-4	5.6E-3	1.8E-3
97	2.7E-2	6.8E-5	1.7E-5	4.2E-4	1.8E-4	5.6E-3	1.8E-3
98	2.7E-2	6.7E-5	1.6E-5	4.1E-4	1.8E-4	5.6E-3	1.8E-3
99	2.7E-2	6.5E-5	1.6E-5	4.1E-4	1.8E-4	5.6E-3	1.8E-3
100	2.7E-2	6.4E-5	1.6E-5	4.1E-4	1.8E-4	5.5E-3	1.8E-3
110	2.6E-2	5.3E-5	1.3E-5	3.9E-4	1.7E-4	5.4E-3	1.7E-3
120	2.5E-2	4.5E-5	1.1E-5	3.7E-4	1.6E-4	5.3E-3	1.6E-3
130	2.4E-2	3.8E-5	9.2E-6	3.5E-4	1.5E-4	5.2E-3	1.5E-3
140	2.3E-2	3.3E-5	7.9E-6	3.3E-4	1.5E-4	5.1E-3	1.4E-3
150	2.2E-2	2.9E-5	6.9E-6	3.2E-4	1.4E-4	5.0E-3	1.3E-3
160	2.1E-2	2.6E-5	6.1E-6	3.1E-4	1.3E-4	4.9E-3	1.2E-3
170	2.1E-2	2.3E-5	5.4E-6	3.0E-4	1.3E-4	4.8E-3	1.2E-3
180	2.0E-2	2.1E-5	4.9E-6	2.9E-4	1.3E-4	4.7E-3	1.1E-3
190	1.9E-2	1.9E-5	4.4E-6	2.8E-4	1.2E-4	4.6E-3	1.0E-3
200	1.9E-2	1.7E-5	4.0E-6	2.7E-4	1.2E-4	4.5E-3	9.8E-4
210	1.8E-2	1.6E-5	3.7E-6	2.6E-4	1.1E-4	4.4E-3	9.3E-4
220	1.8E-2	1.5E-5	3.4E-6	2.5E-4	1.1E-4	4.3E-3	8.8E-4
230	1.7E-2	1.4E-5	3.2E-6	2.4E-4	1.1E-4	4.2E-3	8.4E-4
240	1.7E-2	1.3E-5	3.0E-6	2.4E-4	1.0E-4	4.1E-3	7.9E-4
250	1.6E-2	1.2E-5	2.8E-6	2.3E-4	1.0E-4	4.1E-3	7.5E-4
260	1.6E-2	1.2E-5	2.7E-6	2.2E-4	9.9E-5	4.0E-3	7.2E-4
270	1.6E-2	1.1E-5	2.5E-6	2.2E-4	9.6E-5	3.9E-3	6.8E-4
280	1.5E-2	1.0E-5	2.4E-6	2.1E-4	9.3E-5	3.8E-3	6.4E-4
290	1.5E-2	1.0E-5	2.3E-6	2.1E-4	9.1E-5	3.7E-3	6.1E-4
300	1.4E-2	9.5E-6	2.2E-6	2.0E-4	8.8E-5	3.7E-3	5.8E-4
310	1.4E-2	9.1E-6	2.1E-6	2.0E-4	8.6E-5	3.6E-3	5.5E-4
320	1.4E-2	8.8E-6	2.0E-6	1.9E-4	8.4E-5	3.5E-3	5.2E-4
330	1.3E-2	8.5E-6	2.0E-6	1.9E-4	8.1E-5	3.4E-3	5.0E-4
340	1.3E-2	8.2E-6	1.9E-6	1.8E-4	7.9E-5	3.4E-3	4.7E-4
350	1.3E-2	7.9E-6	1.8E-6	1.8E-4	7.7E-5	3.3E-3	4.5E-4
360	1.2E-2	7.6E-6	1.8E-6	1.7E-4	7.5E-5	3.2E-3	4.3E-4
365	1.2E-2	7.5E-6	1.7E-6	1.7E-4	7.4E-5	3.2E-3	4.2E-4
370	1.2E-2	7.3E-6	1.7E-6	1.7E-4	7.3E-5	3.2E-3	4.1E-4
380	1.2E-2	7.1E-6	1.6E-6	1.6E-4	7.1E-5	3.1E-3	3.9E-4
390	1.1E-2	6.9E-6	1.6E-6	1.6E-4	6.9E-5	3.0E-3	3.7E-4
400	1.1E-2	6.7E-6	1.5E-6	1.5E-4	6.8E-5	3.0E-3	3.5E-4
410	1.1E-2	6.4E-6	1.5E-6	1.5E-4	6.6E-5	2.9E-3	3.3E-4
420	1.0E-2	6.2E-6	1.4E-6	1.5E-4	6.4E-5	2.8E-3	3.2E-4
430	1.0E-2	6.1E-6	1.4E-6	1.4E-4	6.2E-5	2.8E-3	3.0E-4
440	9.9E-3	5.9E-6	1.4E-6	1.4E-4	6.1E-5	2.7E-3	2.9E-4
450	9.7E-3	5.7E-6	1.3E-6	1.3E-4	5.9E-5	2.7E-3	2.7E-4
460	9.4E-3	5.5E-6	1.3E-6	1.3E-4	5.8E-5	2.6E-3	2.6E-4
470	9.2E-3	5.4E-6	1.2E-6	1.3E-4	5.6E-5	2.6E-3	2.5E-4
480	8.9E-3	5.2E-6	1.2E-6	1.2E-4	5.5E-5	2.5E-3	2.3E-4
490	8.7E-3	5.0E-6	1.2E-6	1.2E-4	5.3E-5	2.5E-3	2.2E-4
500	8.5E-3	4.9E-6	1.1E-6	1.2E-4	5.2E-5	2.4E-3	2.1E-4
510	8.3E-3	4.8E-6	1.1E-6	1.1E-4	5.0E-5	2.4E-3	2.0E-4
520	8.1E-3	4.6E-6	1.1E-6	1.1E-4	4.9E-5	2.3E-3	1.9E-4
530	7.9E-3	4.5E-6	1.0E-6	1.1E-4	4.8E-5	2.3E-3	1.8E-4
540	7.7E-3	4.4E-6	1.0E-6	1.1E-4	4.7E-5	2.2E-3	1.8E-4
550	7.5E-3	4.2E-6	9.8E-7	1.0E-4	4.5E-5	2.2E-3	1.7E-4
560	7.3E-3	4.1E-6	9.5E-7	1.0E-4	4.4E-5	2.1E-3	1.6E-4
570	7.1E-3	4.0E-6	9.2E-7	9.8E-5	4.3E-5	2.1E-3	1.5E-4
580	6.9E-3	3.9E-6	9.0E-7	9.5E-5	4.2E-5	2.0E-3	1.5E-4
590	6.8E-3	3.8E-6	8.7E-7	9.3E-5	4.1E-5	2.0E-3	1.4E-4
600	6.6E-3	3.7E-6	8.5E-7	9.1E-5	4.0E-5	1.9E-3	1.3E-4
610	6.4E-3	3.6E-6	8.2E-7	8.8E-5	3.9E-5	1.9E-3	1.3E-4
620	6.3E-3	3.5E-6	8.0E-7	8.6E-5	3.8E-5	1.9E-3	1.2E-4
630	6.1E-3	3.4E-6	7.8E-7	8.4E-5	3.7E-5	1.8E-3	1.1E-4
640	6.0E-3	3.3E-6	7.6E-7	8.1E-5	3.6E-5	1.8E-3	1.1E-4
650	5.8E-3	3.2E-6	7.3E-7	7.9E-5	3.5E-5	1.8E-3	1.0E-4
660	5.7E-3	3.1E-6	7.1E-7	7.7E-5	3.4E-5	1.7E-3	1.0E-4
670	5.5E-3	3.0E-6	6.9E-7	7.5E-5	3.3E-5	1.7E-3	9.5E-5
680	5.4E-3	2.9E-6	6.8E-7	7.3E-5	3.2E-5	1.6E-3	9.1E-5
690	5.2E-3	2.8E-6	6.6E-7	7.1E-5	3.1E-5	1.6E-3	8.7E-5
700	5.1E-3	2.8E-6	6.4E-7	7.0E-5	3.1E-5	1.6E-3	8.3E-5
710	5.0E-3	2.7E-6	6.2E-7	6.8E-5	3.0E-5	1.5E-3	8.0E-5
720	4.9E-3	2.6E-6	6.0E-7	6.6E-5	2.9E-5	1.5E-3	7.6E-5
730	4.7E-3	2.5E-6	5.9E-7	6.4E-5	2.8E-5	1.5E-3	7.3E-5
740	4.6E-3	2.5E-6	5.7E-7	6.3E-5	2.7E-5	1.4E-3	7.0E-5
750	4.5E-3	2.4E-6	5.6E-7	6.1E-5	2.7E-5	1.4E-3	6.7E-5
760	4.4E-3	2.3E-6	5.4E-7	5.9E-5	2.6E-5	1.4E-3	6.4E-5
770	4.3E-3	2.3E-6	5.3E-7	5.8E-5	2.5E-5	1.4E-3	6.1E-5
780	4.2E-3	2.2E-6	5.1E-7	5.6E-5	2.5E-5	1.3E-3	5.9E-5
790	4.1E-3	2.2E-6	5.0E-7	5.5E-5	2.4E-5	1.3E-3	5.6E-5
800	4.0E-3	2.1E-6	4.8E-7	5.3E-5	2.3E-5	1.3E-3	5.4E-5
810	3.9E-3	2.0E-6	4.7E-7	5.2E-5	2.3E-5	1.2E-3	5.1E-5
820	3.8E-3	2.0E-6	4.6E-7	5.1E-5	2.2E-5	1.2E-3	4.9E-5
830	3.7E-3	1.9E-6	4.5E-7	4.9E-5	2.2E-5	1.2E-3	4.7E-5
840	3.6E-3	1.9E-6	4.3E-7	4.8E-5	2.1E-5	1.2E-3	4.5E-5
850	3.5E-3	1.8E-6	4.2E-7	4.7E-5	2.1E-5	1.1E-3	4.3E-5
860	3.4E-3	1.8E-6	4.1E-7	4.6E-5	2.0E-5	1.1E-3	4.2E-5
870	3.3E-3	1.7E-6	4.0E-7	4.4E-5	1.9E-5	1.1E-3	4.0E-5
880	3.3E-3	1.7E-6	3.9E-7	4.3E-5	1.9E-5	1.1E-3	3.8E-5
890	3.2E-3	1.6E-6	3.8E-7	4.2E-5	1.8E-5	1.1E-3	3.7E-5
900	3.1E-3	1.6E-6	3.7E-7	4.1E-5	1.8E-5	1.0E-3	3.5E-5
910	3.0E-3	1.6E-6	3.6E-7	4.0E-5	1.8E-5	1.0E-3	3.4E-5
920	2.9E-3	1.5E-6	3.5E-7	3.9E-5	1.7E-5	9.9E-4	3.3E-5
930	2.9E-3	1.5E-6	3.4E-7	3.8E-5	1.7E-5	9.7E-4	3.1E-5
940	2.8E-3	1.4E-6	3.3E-7	3.7E-5	1.6E-5	9.5E-4	3.0E-5
950	2.7E-3	1.4E-6	3.2E-7	3.6E-5	1.6E-5	9.3E-4	2.9E-5
960	2.7E-3	1.4E-6	3.1E-7	3.5E-5	1.5E-5	9.1E-4	2.8E-5
970	2.6E-3	1.3E-6	3.1E-7	3.4E-5	1.5E-5	8.9E-4	2.7E-5
980	2.5E-3	1.3E-6	3.0E-7	3.3E-5	1.5E-5	8.7E-4	2.6E-5
990	2.5E-3	1.3E-6	2.9E-7	3.2E-5	1.4E-5	8.5E-4	2.5E-5
1000	2.4E-3	1.2E-6	2.8E-7	3.1E-5	1.4E-5	8.4E-4	2.4E-5
1010	2.4E-3	1.2E-6	2.8E-7	3.1E-5	1.3E-5	8.2E-4	2.3E-5
1020	2.3E-3	1.2E-6	2.7E-7	3.0E-5	1.3E-5	8.0E-4	2.2E-5
1030	2.2E-3	1.1E-6	2.6E-7	2.9E-5	1.3E-5	7.8E-4	2.1E-5
1040	2.2E-3	1.1E-6	2.5E-7	2.8E-5	1.2E-5	7.7E-4	2.0E-5
1050	2.1E-3	1.1E-6	2.5E-7	2.8E-5	1.2E-5	7.5E-4	2.0E-5
1060	2.1E-3	1.0E-6	2.4E-7	2.7E-5	1.2E-5	7.4E-4	1.9E-5
1070	2.0E-3	1.0E-6	2.3E-7	2.6E-5	1.1E-5	7.2E-4	1.8E-5
1080	2.0E-3	9.9E-7	2.3E-7	2.5E-5	1.1E-5	7.0E-4	1.8E-5
1090	1.9E-3	9.7E-7	2.2E-7	2.5E-5	1.1E-5	6.9E-4	1.7E-5
1095	1.9E-3	9.5E-7	2.2E-7	2.4E-5	1.1E-5	6.8E-4	1.7E-5
1100	1.9E-3	9.4E-7	2.2E-7	2.4E-5	1.1E-5	6.8E-4	1.6E-5
1200	1.5E-3	7.2E-7	1.7E-7	1.9E-5	8.1E-6	5.5E-4	1.2E-5
1300	1.2E-3	5.6E-7	1.3E-7	1.4E-5	6.3E-6	4.4E-4	8.3E-6
1400	9.0E-4	4.3E-7	9.9E-8	1.1E-5	4.8E-6	3.6E-4	6.0E-6
1500	7.1E-4	3.3E-7	7.7E-8	8.4E-6	3.7E-6	2.9E-4	4.4E-6
1600	5.6E-4	2.6E-7	5.9E-8	6.4E-6	2.8E-6	2.3E-4	3.3E-6
1700	4.4E-4	2.0E-7	4.6E-8	5.0E-6	2.2E-6	1.9E-4	2.5E-6
1800	3.4E-4	1.5E-7	3.5E-8	3.8E-6	1.7E-6	1.5E-4	1.9E-6
1900	2.7E-4	1.2E-7	2.7E-8	2.9E-6	1.3E-6	1.2E-4	1.4E-6
2000	2.1E-4	9.2E-8	2.1E-8	2.2E-6	9.9E-7	1.0E-4	1.1E-6
2100	1.7E-4	7.2E-8	1.7E-8	1.7E-6	7.6E-7	8.1E-5	8.4E-7
2200	1.3E-4	5.6E-8	1.3E-8	1.3E-6	5.8E-7	6.5E-5	6.5E-7
2300	1.0E-4	4.3E-8	1.0E-8	1.0E-6	4.5E-7	5.3E-5	5.0E-7
2400	8.2E-5	3.4E-8	7.7E-9	7.9E-7	3.5E-7	4.3E-5	3.9E-7
2500	6.5E-5	2.6E-8	6.0E-9	6.0E-7	2.7E-7	3.5E-5	3.0E-7
2600	5.1E-5	2.0E-8	4.7E-9	4.7E-7	2.0E-7	2.8E-5	2.3E-7
2700	4.1E-5	1.6E-8	3.6E-9	3.6E-7	1.6E-7	2.3E-5	1.8E-7
2800	3.2E-5	1.2E-8	2.8E-9	2.8E-7	1.2E-7	1.8E-5	1.4E-7
2900	2.6E-5	9.5E-9	2.2E-9	2.1E-7	9.3E-8	1.5E-5	1.1E-7
3000	2.0E-5	7.4E-9	1.7E-9	1.6E-7	7.2E-8	1.2E-5	8.5E-8
3100	1.6E-5	5.8E-9	1.3E-9	1.3E-7	5.5E-8	9.8E-6	6.6E-8
3200	1.3E-5	4.5E-9	1.0E-9	9.7E-8	4.3E-8	8.0E-6	5.1E-8
3300	1.0E-5	3.5E-9	8.1E-10	7.5E-8	3.3E-8	6.5E-6	4.0E-8
3400	8.1E-6	2.7E-9	6.3E-10	5.8E-8	2.5E-8	5.2E-6	3.1E-8
3500	6.5E-6	2.1E-9	4.9E-10	4.4E-8	2.0E-8	4.2E-6	2.4E-8
3600	5.2E-6	1.7E-9	3.9E-10	3.4E-8	1.5E-8	3.4E-6	1.9E-8
3650	4.6E-6	1.5E-9	3.4E-10	3.0E-8	1.3E-8	3.1E-6	1.7E-8
4000	2.1E-6	6.3E-10	1.4E-10	1.2E-8	5.3E-9	1.5E-6	7.1E-9
5000	2.4E-7	-	-	9.4E-10	4.1E-10	1.9E-7	6.3E-10
6000	2.9E-8	-	-	-	-	2.5E-8	-
7000	3.6E-9	-	-	-	-	3.3E-9	-
8000	4.8E-10	-	-	-	-	4.5E-10	-
