Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
37	9.3E-2	9.9E-6	1.8E-4	3.2E-4	9.2E-2	9.7E-5	6.1E-5
38	9.3E-2	9.7E-6	1.8E-4	3.2E-4	9.2E-2	9.7E-5	6.0E-5
39	9.3E-2	9.5E-6	1.8E-4	3.2E-4	9.2E-2	9.6E-5	5.9E-5
40	9.2E-2	9.4E-6	1.8E-4	3.2E-4	9.1E-2	9.6E-5	5.8E-5
41	9.2E-2	9.2E-6	1.8E-4	3.1E-4	9.1E-2	9.6E-5	5.8E-5
42	9.2E-2	9.0E-6	1.8E-4	3.1E-4	9.0E-2	9.5E-5	5.7E-5
43	9.1E-2	8.9E-6	1.8E-4	3.1E-4	9.0E-2	9.5E-5	5.6E-5
44	9.1E-2	8.7E-6	1.8E-4	3.1E-4	9.0E-2	9.5E-5	5.6E-5
45	9.1E-2	8.6E-6	1.8E-4	3.1E-4	8.9E-2	9.5E-5	5.5E-5
46	9.0E-2	8.5E-6	1.7E-4	3.1E-4	8.9E-2	9.4E-5	5.5E-5
47	9.0E-2	8.3E-6	1.7E-4	3.0E-4	8.9E-2	9.4E-5	5.4E-5
48	8.9E-2	8.2E-6	1.7E-4	3.0E-4	8.8E-2	9.4E-5	5.4E-5
49	8.9E-2	8.1E-6	1.7E-4	3.0E-4	8.8E-2	9.4E-5	5.3E-5
50	8.9E-2	8.0E-6	1.7E-4	3.0E-4	8.8E-2	9.4E-5	5.3E-5
51	8.8E-2	7.9E-6	1.7E-4	3.0E-4	8.7E-2	9.4E-5	5.2E-5
52	8.8E-2	7.8E-6	1.7E-4	3.0E-4	8.7E-2	9.4E-5	5.2E-5
53	8.8E-2	7.7E-6	1.7E-4	2.9E-4	8.7E-2	9.4E-5	5.2E-5
54	8.7E-2	7.6E-6	1.7E-4	2.9E-4	8.6E-2	9.4E-5	5.1E-5
55	8.7E-2	7.5E-6	1.7E-4	2.9E-4	8.6E-2	9.3E-5	5.1E-5
56	8.7E-2	7.4E-6	1.7E-4	2.9E-4	8.6E-2	9.3E-5	5.1E-5
57	8.6E-2	7.4E-6	1.6E-4	2.9E-4	8.5E-2	9.3E-5	5.0E-5
58	8.6E-2	7.3E-6	1.6E-4	2.9E-4	8.5E-2	9.3E-5	5.0E-5
59	8.6E-2	7.2E-6	1.6E-4	2.9E-4	8.5E-2	9.3E-5	5.0E-5
60	8.5E-2	7.1E-6	1.6E-4	2.8E-4	8.4E-2	9.3E-5	5.0E-5
61	8.5E-2	7.1E-6	1.6E-4	2.8E-4	8.4E-2	9.3E-5	4.9E-5
62	8.5E-2	7.0E-6	1.6E-4	2.8E-4	8.4E-2	9.3E-5	4.9E-5
63	8.4E-2	6.9E-6	1.6E-4	2.8E-4	8.3E-2	9.3E-5	4.9E-5
64	8.4E-2	6.9E-6	1.6E-4	2.8E-4	8.3E-2	9.3E-5	4.9E-5
65	8.4E-2	6.8E-6	1.6E-4	2.8E-4	8.3E-2	9.4E-5	4.9E-5
66	8.4E-2	6.8E-6	1.6E-4	2.8E-4	8.2E-2	9.4E-5	4.8E-5
67	8.3E-2	6.7E-6	1.6E-4	2.7E-4	8.2E-2	9.4E-5	4.8E-5
68	8.3E-2	6.7E-6	1.6E-4	2.7E-4	8.2E-2	9.4E-5	4.8E-5
69	8.3E-2	6.6E-6	1.5E-4	2.7E-4	8.2E-2	9.4E-5	4.8E-5
70	8.2E-2	6.6E-6	1.5E-4	2.7E-4	8.1E-2	9.4E-5	4.8E-5
71	8.2E-2	6.5E-6	1.5E-4	2.7E-4	8.1E-2	9.4E-5	4.7E-5
72	8.2E-2	6.5E-6	1.5E-4	2.7E-4	8.1E-2	9.4E-5	4.7E-5
73	8.1E-2	6.4E-6	1.5E-4	2.7E-4	8.0E-2	9.4E-5	4.7E-5
74	8.1E-2	6.4E-6	1.5E-4	2.7E-4	8.0E-2	9.4E-5	4.7E-5
75	8.1E-2	6.3E-6	1.5E-4	2.6E-4	8.0E-2	9.4E-5	4.7E-5
76	8.0E-2	6.3E-6	1.5E-4	2.6E-4	7.9E-2	9.4E-5	4.7E-5
77	8.0E-2	6.2E-6	1.5E-4	2.6E-4	7.9E-2	9.4E-5	4.6E-5
78	8.0E-2	6.2E-6	1.5E-4	2.6E-4	7.9E-2	9.4E-5	4.6E-5
79	7.9E-2	6.2E-6	1.5E-4	2.6E-4	7.9E-2	9.4E-5	4.6E-5
80	7.9E-2	6.1E-6	1.5E-4	2.6E-4	7.8E-2	9.5E-5	4.6E-5
81	7.9E-2	6.1E-6	1.5E-4	2.6E-4	7.8E-2	9.5E-5	4.6E-5
82	7.9E-2	6.0E-6	1.5E-4	2.6E-4	7.8E-2	9.5E-5	4.6E-5
83	7.8E-2	6.0E-6	1.4E-4	2.5E-4	7.7E-2	9.5E-5	4.6E-5
84	7.8E-2	6.0E-6	1.4E-4	2.5E-4	7.7E-2	9.5E-5	4.6E-5
85	7.8E-2	5.9E-6	1.4E-4	2.5E-4	7.7E-2	9.5E-5	4.5E-5
86	7.7E-2	5.9E-6	1.4E-4	2.5E-4	7.6E-2	9.5E-5	4.5E-5
87	7.7E-2	5.9E-6	1.4E-4	2.5E-4	7.6E-2	9.5E-5	4.5E-5
88	7.7E-2	5.8E-6	1.4E-4	2.5E-4	7.6E-2	9.5E-5	4.5E-5
89	7.7E-2	5.8E-6	1.4E-4	2.5E-4	7.6E-2	9.5E-5	4.5E-5
90	7.6E-2	5.8E-6	1.4E-4	2.5E-4	7.5E-2	9.5E-5	4.5E-5
91	7.6E-2	5.7E-6	1.4E-4	2.4E-4	7.5E-2	9.5E-5	4.5E-5
92	7.6E-2	5.7E-6	1.4E-4	2.4E-4	7.5E-2	9.6E-5	4.5E-5
93	7.5E-2	5.7E-6	1.4E-4	2.4E-4	7.4E-2	9.6E-5	4.4E-5
94	7.5E-2	5.7E-6	1.4E-4	2.4E-4	7.4E-2	9.6E-5	4.4E-5
95	7.5E-2	5.6E-6	1.4E-4	2.4E-4	7.4E-2	9.6E-5	4.4E-5
96	7.5E-2	5.6E-6	1.4E-4	2.4E-4	7.4E-2	9.6E-5	4.4E-5
97	7.4E-2	5.6E-6	1.3E-4	2.4E-4	7.3E-2	9.6E-5	4.4E-5
98	7.4E-2	5.5E-6	1.3E-4	2.4E-4	7.3E-2	9.6E-5	4.4E-5
99	7.4E-2	5.5E-6	1.3E-4	2.4E-4	7.3E-2	9.6E-5	4.4E-5
100	7.3E-2	5.5E-6	1.3E-4	2.3E-4	7.3E-2	9.6E-5	4.4E-5
110	7.1E-2	5.2E-6	1.3E-4	2.2E-4	7.0E-2	9.7E-5	4.3E-5
120	6.8E-2	5.0E-6	1.2E-4	2.1E-4	6.7E-2	9.8E-5	4.2E-5
130	6.6E-2	4.8E-6	1.1E-4	2.0E-4	6.5E-2	9.9E-5	4.1E-5
140	6.3E-2	4.6E-6	1.1E-4	1.9E-4	6.3E-2	9.9E-5	4.0E-5
150	6.1E-2	4.5E-6	1.0E-4	1.8E-4	6.0E-2	1.0E-4	3.9E-5
160	5.9E-2	4.3E-6	9.9E-5	1.8E-4	5.8E-2	1.0E-4	3.8E-5
170	5.7E-2	4.1E-6	9.4E-5	1.7E-4	5.6E-2	1.0E-4	3.8E-5
180	5.5E-2	4.0E-6	8.9E-5	1.6E-4	5.4E-2	1.0E-4	3.7E-5
190	5.3E-2	3.8E-6	8.5E-5	1.5E-4	5.2E-2	1.0E-4	3.6E-5
200	5.1E-2	3.7E-6	8.1E-5	1.5E-4	5.0E-2	1.0E-4	3.5E-5
210	4.9E-2	3.6E-6	7.7E-5	1.4E-4	4.9E-2	1.0E-4	3.4E-5
220	4.8E-2	3.5E-6	7.3E-5	1.3E-4	4.7E-2	1.0E-4	3.4E-5
230	4.6E-2	3.4E-6	7.0E-5	1.3E-4	4.5E-2	1.0E-4	3.3E-5
240	4.5E-2	3.2E-6	6.6E-5	1.2E-4	4.4E-2	1.0E-4	3.2E-5
250	4.3E-2	3.1E-6	6.3E-5	1.1E-4	4.2E-2	1.0E-4	3.1E-5
260	4.2E-2	3.0E-6	6.0E-5	1.1E-4	4.1E-2	1.0E-4	3.1E-5
270	4.0E-2	2.9E-6	5.7E-5	1.0E-4	4.0E-2	9.9E-5	3.0E-5
280	3.9E-2	2.8E-6	5.5E-5	9.9E-5	3.8E-2	9.9E-5	2.9E-5
290	3.8E-2	2.8E-6	5.2E-5	9.5E-5	3.7E-2	9.8E-5	2.9E-5
300	3.6E-2	2.7E-6	4.9E-5	9.1E-5	3.6E-2	9.8E-5	2.8E-5
310	3.5E-2	2.6E-6	4.7E-5	8.6E-5	3.5E-2	9.7E-5	2.7E-5
320	3.4E-2	2.5E-6	4.5E-5	8.2E-5	3.3E-2	9.7E-5	2.7E-5
330	3.3E-2	2.4E-6	4.3E-5	7.9E-5	3.2E-2	9.6E-5	2.6E-5
340	3.2E-2	2.4E-6	4.1E-5	7.5E-5	3.1E-2	9.5E-5	2.5E-5
350	3.1E-2	2.3E-6	3.9E-5	7.2E-5	3.0E-2	9.5E-5	2.5E-5
360	3.0E-2	2.2E-6	3.7E-5	6.9E-5	2.9E-2	9.4E-5	2.4E-5
365	3.0E-2	2.2E-6	3.6E-5	6.7E-5	2.9E-2	9.4E-5	2.4E-5
370	2.9E-2	2.2E-6	3.5E-5	6.5E-5	2.9E-2	9.3E-5	2.3E-5
380	2.8E-2	2.1E-6	3.3E-5	6.2E-5	2.8E-2	9.3E-5	2.3E-5
390	2.7E-2	2.0E-6	3.2E-5	6.0E-5	2.7E-2	9.2E-5	2.2E-5
400	2.7E-2	2.0E-6	3.0E-5	5.7E-5	2.6E-2	9.1E-5	2.2E-5
410	2.6E-2	1.9E-6	2.9E-5	5.4E-5	2.5E-2	9.0E-5	2.1E-5
420	2.5E-2	1.9E-6	2.7E-5	5.2E-5	2.4E-2	8.9E-5	2.1E-5
430	2.4E-2	1.8E-6	2.6E-5	5.0E-5	2.4E-2	8.8E-5	2.0E-5
440	2.3E-2	1.8E-6	2.5E-5	4.7E-5	2.3E-2	8.8E-5	2.0E-5
450	2.3E-2	1.7E-6	2.4E-5	4.5E-5	2.2E-2	8.7E-5	1.9E-5
460	2.2E-2	1.7E-6	2.2E-5	4.3E-5	2.2E-2	8.6E-5	1.9E-5
470	2.2E-2	1.6E-6	2.1E-5	4.1E-5	2.1E-2	8.5E-5	1.8E-5
480	2.1E-2	1.6E-6	2.0E-5	4.0E-5	2.0E-2	8.4E-5	1.8E-5
490	2.0E-2	1.5E-6	1.9E-5	3.8E-5	2.0E-2	8.3E-5	1.7E-5
500	2.0E-2	1.5E-6	1.8E-5	3.6E-5	1.9E-2	8.2E-5	1.7E-5
510	1.9E-2	1.4E-6	1.8E-5	3.5E-5	1.9E-2	8.1E-5	1.6E-5
520	1.9E-2	1.4E-6	1.7E-5	3.3E-5	1.8E-2	8.1E-5	1.6E-5
530	1.8E-2	1.4E-6	1.6E-5	3.2E-5	1.8E-2	8.0E-5	1.6E-5
540	1.8E-2	1.3E-6	1.5E-5	3.0E-5	1.7E-2	7.9E-5	1.5E-5
550	1.7E-2	1.3E-6	1.4E-5	2.9E-5	1.7E-2	7.8E-5	1.5E-5
560	1.7E-2	1.3E-6	1.4E-5	2.8E-5	1.6E-2	7.7E-5	1.4E-5
570	1.6E-2	1.2E-6	1.3E-5	2.7E-5	1.6E-2	7.6E-5	1.4E-5
580	1.6E-2	1.2E-6	1.2E-5	2.5E-5	1.5E-2	7.5E-5	1.4E-5
590	1.5E-2	1.2E-6	1.2E-5	2.4E-5	1.5E-2	7.4E-5	1.3E-5
600	1.5E-2	1.1E-6	1.1E-5	2.3E-5	1.5E-2	7.3E-5	1.3E-5
610	1.5E-2	1.1E-6	1.1E-5	2.2E-5	1.4E-2	7.2E-5	1.3E-5
620	1.4E-2	1.1E-6	1.0E-5	2.1E-5	1.4E-2	7.1E-5	1.2E-5
630	1.4E-2	1.0E-6	9.7E-6	2.0E-5	1.3E-2	7.0E-5	1.2E-5
640	1.3E-2	1.0E-6	9.3E-6	2.0E-5	1.3E-2	7.0E-5	1.2E-5
650	1.3E-2	1.0E-6	8.8E-6	1.9E-5	1.3E-2	6.9E-5	1.1E-5
660	1.3E-2	9.7E-7	8.4E-6	1.8E-5	1.2E-2	6.8E-5	1.1E-5
670	1.2E-2	9.5E-7	8.0E-6	1.7E-5	1.2E-2	6.7E-5	1.1E-5
680	1.2E-2	9.2E-7	7.6E-6	1.7E-5	1.2E-2	6.6E-5	1.1E-5
690	1.2E-2	9.0E-7	7.3E-6	1.6E-5	1.1E-2	6.5E-5	1.0E-5
700	1.2E-2	8.8E-7	6.9E-6	1.5E-5	1.1E-2	6.4E-5	1.0E-5
710	1.1E-2	8.6E-7	6.6E-6	1.5E-5	1.1E-2	6.3E-5	9.8E-6
720	1.1E-2	8.4E-7	6.3E-6	1.4E-5	1.1E-2	6.3E-5	9.6E-6
730	1.1E-2	8.2E-7	6.0E-6	1.3E-5	1.0E-2	6.2E-5	9.3E-6
740	1.0E-2	8.0E-7	5.7E-6	1.3E-5	1.0E-2	6.1E-5	9.1E-6
750	1.0E-2	7.8E-7	5.4E-6	1.2E-5	9.9E-3	6.0E-5	8.9E-6
760	9.9E-3	7.6E-7	5.2E-6	1.2E-5	9.6E-3	5.9E-5	8.7E-6
770	9.7E-3	7.4E-7	4.9E-6	1.1E-5	9.4E-3	5.8E-5	8.5E-6
780	9.4E-3	7.3E-7	4.7E-6	1.1E-5	9.2E-3	5.7E-5	8.3E-6
790	9.2E-3	7.1E-7	4.5E-6	1.1E-5	8.9E-3	5.7E-5	8.1E-6
800	9.0E-3	6.9E-7	4.3E-6	1.0E-5	8.7E-3	5.6E-5	7.9E-6
810	8.8E-3	6.8E-7	4.1E-6	9.7E-6	8.5E-3	5.5E-5	7.7E-6
820	8.6E-3	6.6E-7	3.9E-6	9.3E-6	8.3E-3	5.4E-5	7.5E-6
830	8.4E-3	6.5E-7	3.7E-6	9.0E-6	8.1E-3	5.4E-5	7.3E-6
840	8.2E-3	6.3E-7	3.5E-6	8.6E-6	7.9E-3	5.3E-5	7.1E-6
850	8.0E-3	6.2E-7	3.3E-6	8.3E-6	7.7E-3	5.2E-5	7.0E-6
860	7.8E-3	6.0E-7	3.2E-6	8.0E-6	7.6E-3	5.1E-5	6.8E-6
870	7.6E-3	5.9E-7	3.0E-6	7.7E-6	7.4E-3	5.0E-5	6.6E-6
880	7.4E-3	5.8E-7	2.9E-6	7.4E-6	7.2E-3	5.0E-5	6.5E-6
890	7.3E-3	5.6E-7	2.8E-6	7.1E-6	7.1E-3	4.9E-5	6.3E-6
900	7.1E-3	5.5E-7	2.6E-6	6.8E-6	6.9E-3	4.8E-5	6.2E-6
910	7.0E-3	5.4E-7	2.5E-6	6.6E-6	6.7E-3	4.8E-5	6.0E-6
920	6.8E-3	5.3E-7	2.4E-6	6.3E-6	6.6E-3	4.7E-5	5.9E-6
930	6.6E-3	5.1E-7	2.3E-6	6.1E-6	6.4E-3	4.6E-5	5.7E-6
940	6.5E-3	5.0E-7	2.2E-6	5.9E-6	6.3E-3	4.5E-5	5.6E-6
950	6.3E-3	4.9E-7	2.1E-6	5.7E-6	6.1E-3	4.5E-5	5.5E-6
960	6.2E-3	4.8E-7	2.0E-6	5.5E-6	6.0E-3	4.4E-5	5.4E-6
970	6.1E-3	4.7E-7	1.9E-6	5.3E-6	5.9E-3	4.3E-5	5.2E-6
980	5.9E-3	4.6E-7	1.8E-6	5.1E-6	5.7E-3	4.3E-5	5.1E-6
990	5.8E-3	4.5E-7	1.7E-6	4.9E-6	5.6E-3	4.2E-5	5.0E-6
1000	5.7E-3	4.4E-7	1.6E-6	4.7E-6	5.5E-3	4.1E-5	4.9E-6
1010	5.6E-3	4.3E-7	1.5E-6	4.6E-6	5.4E-3	4.1E-5	4.8E-6
1020	5.4E-3	4.2E-7	1.5E-6	4.4E-6	5.3E-3	4.0E-5	4.7E-6
1030	5.3E-3	4.1E-7	1.4E-6	4.3E-6	5.1E-3	4.0E-5	4.6E-6
1040	5.2E-3	4.0E-7	1.3E-6	4.1E-6	5.0E-3	3.9E-5	4.5E-6
1050	5.1E-3	4.0E-7	1.3E-6	4.0E-6	4.9E-3	3.8E-5	4.4E-6
1060	5.0E-3	3.9E-7	1.2E-6	3.8E-6	4.8E-3	3.8E-5	4.3E-6
1070	4.9E-3	3.8E-7	1.2E-6	3.7E-6	4.7E-3	3.7E-5	4.2E-6
1080	4.8E-3	3.7E-7	1.1E-6	3.6E-6	4.6E-3	3.7E-5	4.1E-6
1090	4.7E-3	3.6E-7	1.1E-6	3.5E-6	4.5E-3	3.6E-5	4.0E-6
1095	4.6E-3	3.6E-7	1.0E-6	3.4E-6	4.5E-3	3.6E-5	3.9E-6
1100	4.6E-3	3.6E-7	1.0E-6	3.4E-6	4.4E-3	3.6E-5	3.9E-6
1200	3.7E-3	2.9E-7	6.3E-7	2.4E-6	3.6E-3	3.0E-5	3.1E-6
1300	3.0E-3	2.3E-7	4.0E-7	1.8E-6	2.9E-3	2.6E-5	2.5E-6
1400	2.4E-3	1.9E-7	2.5E-7	1.4E-6	2.4E-3	2.2E-5	2.0E-6
1500	2.0E-3	1.6E-7	1.6E-7	1.0E-6	1.9E-3	1.9E-5	1.6E-6
1600	1.6E-3	1.3E-7	1.1E-7	8.1E-7	1.6E-3	1.6E-5	1.3E-6
1700	1.3E-3	1.1E-7	7.2E-8	6.4E-7	1.3E-3	1.3E-5	1.1E-6
1800	1.1E-3	8.6E-8	4.9E-8	5.1E-7	1.1E-3	1.1E-5	8.9E-7
1900	9.0E-4	7.1E-8	3.4E-8	4.1E-7	8.6E-4	9.4E-6	7.3E-7
2000	7.4E-4	5.8E-8	2.4E-8	3.3E-7	7.1E-4	7.9E-6	6.0E-7
2100	6.1E-4	4.8E-8	1.8E-8	2.7E-7	5.8E-4	6.7E-6	4.9E-7
2200	5.0E-4	3.9E-8	1.3E-8	2.2E-7	4.8E-4	5.6E-6	4.0E-7
2300	4.1E-4	3.2E-8	9.9E-9	1.8E-7	3.9E-4	4.7E-6	3.3E-7
2400	3.4E-4	2.7E-8	7.6E-9	1.5E-7	3.2E-4	4.0E-6	2.7E-7
2500	2.8E-4	2.2E-8	5.9E-9	1.2E-7	2.7E-4	3.3E-6	2.2E-7
2600	2.3E-4	1.8E-8	4.7E-9	9.9E-8	2.2E-4	2.8E-6	1.8E-7
2700	1.9E-4	1.5E-8	3.8E-9	8.2E-8	1.8E-4	2.3E-6	1.5E-7
2800	1.5E-4	1.2E-8	3.0E-9	6.7E-8	1.5E-4	2.0E-6	1.2E-7
2900	1.3E-4	1.0E-8	2.4E-9	5.5E-8	1.2E-4	1.6E-6	1.0E-7
3000	1.0E-4	8.3E-9	2.0E-9	4.5E-8	1.0E-4	1.4E-6	8.4E-8
3100	8.6E-5	6.8E-9	1.6E-9	3.7E-8	8.2E-5	1.1E-6	6.9E-8
3200	7.0E-5	5.6E-9	1.3E-9	3.1E-8	6.8E-5	9.5E-7	5.7E-8
3300	5.8E-5	4.6E-9	1.1E-9	2.5E-8	5.6E-5	8.0E-7	4.7E-8
3400	4.8E-5	3.8E-9	8.8E-10	2.1E-8	4.6E-5	6.6E-7	3.9E-8
3500	3.9E-5	3.1E-9	7.2E-10	1.7E-8	3.8E-5	5.5E-7	3.2E-8
3600	3.2E-5	2.6E-9	5.9E-10	1.4E-8	3.1E-5	4.6E-7	2.6E-8
3650	2.9E-5	2.3E-9	5.4E-10	1.3E-8	2.8E-5	4.2E-7	2.4E-8
4000	1.5E-5	1.2E-9	2.7E-10	6.5E-9	1.4E-5	2.2E-7	1.2E-8
5000	2.1E-6	1.7E-10	-	9.2E-10	2.0E-6	3.6E-8	1.7E-9
6000	3.0E-7	-	-	1.3E-10	2.8E-7	5.5E-9	2.4E-10
7000	4.2E-8	-	-	-	4.0E-8	8.6E-10	-
8000	6.0E-9	-	-	-	5.7E-9	1.3E-10	-
9000	8.5E-10	-	-	-	8.0E-10	-	-
10000	1.2E-10	-	-	-	1.1E-10	-	-
