Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride, oxalate, fA=5E-2
AMTD/AMAD, µm	0.03

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
49	1.3E-1	9.4E-4	2.5E-4	2.3E-3	1.2E-3	2.3E-2	1.0E-2
50	1.3E-1	9.0E-4	2.4E-4	2.3E-3	1.1E-3	2.3E-2	1.0E-2
51	1.3E-1	8.7E-4	2.3E-4	2.2E-3	1.1E-3	2.3E-2	1.0E-2
52	1.3E-1	8.4E-4	2.2E-4	2.2E-3	1.1E-3	2.3E-2	9.8E-3
53	1.3E-1	8.0E-4	2.1E-4	2.2E-3	1.0E-3	2.2E-2	9.7E-3
54	1.3E-1	7.7E-4	2.0E-4	2.1E-3	1.0E-3	2.2E-2	9.5E-3
55	1.2E-1	7.5E-4	1.9E-4	2.1E-3	1.0E-3	2.2E-2	9.4E-3
56	1.2E-1	7.2E-4	1.9E-4	2.1E-3	9.8E-4	2.2E-2	9.2E-3
57	1.2E-1	6.9E-4	1.8E-4	2.1E-3	9.6E-4	2.2E-2	9.1E-3
58	1.2E-1	6.7E-4	1.7E-4	2.0E-3	9.4E-4	2.2E-2	9.0E-3
59	1.2E-1	6.5E-4	1.7E-4	2.0E-3	9.2E-4	2.2E-2	8.9E-3
60	1.2E-1	6.2E-4	1.6E-4	2.0E-3	9.1E-4	2.2E-2	8.7E-3
61	1.2E-1	6.0E-4	1.5E-4	2.0E-3	8.9E-4	2.1E-2	8.6E-3
62	1.2E-1	5.8E-4	1.5E-4	1.9E-3	8.8E-4	2.1E-2	8.5E-3
63	1.2E-1	5.6E-4	1.4E-4	1.9E-3	8.6E-4	2.1E-2	8.4E-3
64	1.1E-1	5.5E-4	1.4E-4	1.9E-3	8.5E-4	2.1E-2	8.3E-3
65	1.1E-1	5.3E-4	1.3E-4	1.9E-3	8.4E-4	2.1E-2	8.2E-3
66	1.1E-1	5.1E-4	1.3E-4	1.9E-3	8.3E-4	2.1E-2	8.1E-3
67	1.1E-1	5.0E-4	1.3E-4	1.8E-3	8.2E-4	2.1E-2	8.0E-3
68	1.1E-1	4.8E-4	1.2E-4	1.8E-3	8.0E-4	2.1E-2	7.9E-3
69	1.1E-1	4.7E-4	1.2E-4	1.8E-3	7.9E-4	2.1E-2	7.8E-3
70	1.1E-1	4.5E-4	1.1E-4	1.8E-3	7.9E-4	2.1E-2	7.8E-3
71	1.1E-1	4.4E-4	1.1E-4	1.8E-3	7.8E-4	2.1E-2	7.7E-3
72	1.1E-1	4.3E-4	1.1E-4	1.7E-3	7.7E-4	2.1E-2	7.6E-3
73	1.1E-1	4.1E-4	1.0E-4	1.7E-3	7.6E-4	2.0E-2	7.5E-3
74	1.1E-1	4.0E-4	1.0E-4	1.7E-3	7.5E-4	2.0E-2	7.5E-3
75	1.1E-1	3.9E-4	9.8E-5	1.7E-3	7.4E-4	2.0E-2	7.4E-3
76	1.1E-1	3.8E-4	9.6E-5	1.7E-3	7.4E-4	2.0E-2	7.3E-3
77	1.1E-1	3.7E-4	9.3E-5	1.7E-3	7.3E-4	2.0E-2	7.2E-3
78	1.0E-1	3.6E-4	9.0E-5	1.6E-3	7.2E-4	2.0E-2	7.2E-3
79	1.0E-1	3.5E-4	8.8E-5	1.6E-3	7.2E-4	2.0E-2	7.1E-3
80	1.0E-1	3.4E-4	8.6E-5	1.6E-3	7.1E-4	2.0E-2	7.1E-3
81	1.0E-1	3.3E-4	8.3E-5	1.6E-3	7.0E-4	2.0E-2	7.0E-3
82	1.0E-1	3.3E-4	8.1E-5	1.6E-3	7.0E-4	2.0E-2	6.9E-3
83	1.0E-1	3.2E-4	7.9E-5	1.6E-3	6.9E-4	2.0E-2	6.9E-3
84	1.0E-1	3.1E-4	7.7E-5	1.6E-3	6.9E-4	2.0E-2	6.8E-3
85	1.0E-1	3.0E-4	7.5E-5	1.6E-3	6.8E-4	2.0E-2	6.8E-3
86	1.0E-1	3.0E-4	7.3E-5	1.5E-3	6.7E-4	2.0E-2	6.7E-3
87	9.9E-2	2.9E-4	7.2E-5	1.5E-3	6.7E-4	2.0E-2	6.7E-3
88	9.9E-2	2.8E-4	7.0E-5	1.5E-3	6.6E-4	2.0E-2	6.6E-3
89	9.8E-2	2.8E-4	6.8E-5	1.5E-3	6.6E-4	2.0E-2	6.6E-3
90	9.8E-2	2.7E-4	6.7E-5	1.5E-3	6.5E-4	1.9E-2	6.5E-3
91	9.7E-2	2.6E-4	6.5E-5	1.5E-3	6.5E-4	1.9E-2	6.5E-3
92	9.7E-2	2.6E-4	6.4E-5	1.5E-3	6.5E-4	1.9E-2	6.4E-3
93	9.6E-2	2.5E-4	6.2E-5	1.5E-3	6.4E-4	1.9E-2	6.4E-3
94	9.6E-2	2.5E-4	6.1E-5	1.5E-3	6.4E-4	1.9E-2	6.3E-3
95	9.5E-2	2.4E-4	5.9E-5	1.4E-3	6.3E-4	1.9E-2	6.3E-3
96	9.5E-2	2.4E-4	5.8E-5	1.4E-3	6.3E-4	1.9E-2	6.2E-3
97	9.4E-2	2.3E-4	5.7E-5	1.4E-3	6.2E-4	1.9E-2	6.2E-3
98	9.4E-2	2.3E-4	5.6E-5	1.4E-3	6.2E-4	1.9E-2	6.1E-3
99	9.3E-2	2.2E-4	5.5E-5	1.4E-3	6.2E-4	1.9E-2	6.1E-3
100	9.3E-2	2.2E-4	5.3E-5	1.4E-3	6.1E-4	1.9E-2	6.1E-3
110	8.9E-2	1.8E-4	4.4E-5	1.3E-3	5.8E-4	1.9E-2	5.7E-3
120	8.5E-2	1.5E-4	3.7E-5	1.3E-3	5.5E-4	1.8E-2	5.3E-3
130	8.2E-2	1.3E-4	3.1E-5	1.2E-3	5.2E-4	1.8E-2	5.0E-3
140	7.9E-2	1.1E-4	2.7E-5	1.1E-3	5.0E-4	1.7E-2	4.7E-3
150	7.6E-2	9.9E-5	2.4E-5	1.1E-3	4.8E-4	1.7E-2	4.4E-3
160	7.3E-2	8.8E-5	2.1E-5	1.1E-3	4.6E-4	1.7E-2	4.2E-3
170	7.1E-2	7.8E-5	1.9E-5	1.0E-3	4.5E-4	1.6E-2	4.0E-3
180	6.9E-2	7.1E-5	1.7E-5	9.8E-4	4.3E-4	1.6E-2	3.8E-3
190	6.7E-2	6.4E-5	1.5E-5	9.5E-4	4.2E-4	1.6E-2	3.6E-3
200	6.5E-2	5.9E-5	1.4E-5	9.2E-4	4.0E-4	1.5E-2	3.4E-3
210	6.3E-2	5.4E-5	1.3E-5	8.9E-4	3.9E-4	1.5E-2	3.2E-3
220	6.1E-2	5.0E-5	1.2E-5	8.6E-4	3.8E-4	1.5E-2	3.0E-3
230	5.9E-2	4.7E-5	1.1E-5	8.4E-4	3.7E-4	1.4E-2	2.9E-3
240	5.8E-2	4.4E-5	1.0E-5	8.1E-4	3.6E-4	1.4E-2	2.7E-3
250	5.6E-2	4.2E-5	9.7E-6	7.9E-4	3.5E-4	1.4E-2	2.6E-3
260	5.5E-2	3.9E-5	9.2E-6	7.7E-4	3.4E-4	1.4E-2	2.4E-3
270	5.3E-2	3.7E-5	8.7E-6	7.5E-4	3.3E-4	1.3E-2	2.3E-3
280	5.2E-2	3.6E-5	8.3E-6	7.3E-4	3.2E-4	1.3E-2	2.2E-3
290	5.0E-2	3.4E-5	7.9E-6	7.1E-4	3.1E-4	1.3E-2	2.1E-3
300	4.9E-2	3.3E-5	7.6E-6	6.9E-4	3.0E-4	1.3E-2	2.0E-3
310	4.8E-2	3.1E-5	7.3E-6	6.7E-4	2.9E-4	1.2E-2	1.9E-3
320	4.7E-2	3.0E-5	7.0E-6	6.5E-4	2.9E-4	1.2E-2	1.8E-3
330	4.5E-2	2.9E-5	6.7E-6	6.3E-4	2.8E-4	1.2E-2	1.7E-3
340	4.4E-2	2.8E-5	6.5E-6	6.2E-4	2.7E-4	1.2E-2	1.6E-3
350	4.3E-2	2.7E-5	6.2E-6	6.0E-4	2.6E-4	1.1E-2	1.5E-3
360	4.2E-2	2.6E-5	6.0E-6	5.9E-4	2.6E-4	1.1E-2	1.5E-3
365	4.1E-2	2.6E-5	5.9E-6	5.8E-4	2.5E-4	1.1E-2	1.4E-3
370	4.1E-2	2.5E-5	5.8E-6	5.7E-4	2.5E-4	1.1E-2	1.4E-3
380	4.0E-2	2.4E-5	5.6E-6	5.6E-4	2.4E-4	1.1E-2	1.3E-3
390	3.9E-2	2.4E-5	5.4E-6	5.4E-4	2.4E-4	1.0E-2	1.3E-3
400	3.8E-2	2.3E-5	5.3E-6	5.3E-4	2.3E-4	1.0E-2	1.2E-3
410	3.7E-2	2.2E-5	5.1E-6	5.1E-4	2.3E-4	9.9E-3	1.1E-3
420	3.6E-2	2.1E-5	4.9E-6	5.0E-4	2.2E-4	9.7E-3	1.1E-3
430	3.5E-2	2.1E-5	4.8E-6	4.9E-4	2.1E-4	9.5E-3	1.0E-3
440	3.4E-2	2.0E-5	4.6E-6	4.7E-4	2.1E-4	9.3E-3	9.8E-4
450	3.3E-2	2.0E-5	4.5E-6	4.6E-4	2.0E-4	9.1E-3	9.3E-4
460	3.2E-2	1.9E-5	4.4E-6	4.5E-4	2.0E-4	9.0E-3	8.9E-4
470	3.1E-2	1.8E-5	4.2E-6	4.4E-4	1.9E-4	8.8E-3	8.4E-4
480	3.1E-2	1.8E-5	4.1E-6	4.3E-4	1.9E-4	8.6E-3	8.0E-4
490	3.0E-2	1.7E-5	4.0E-6	4.2E-4	1.8E-4	8.4E-3	7.7E-4
500	2.9E-2	1.7E-5	3.9E-6	4.0E-4	1.8E-4	8.2E-3	7.3E-4
510	2.8E-2	1.6E-5	3.8E-6	3.9E-4	1.7E-4	8.1E-3	6.9E-4
520	2.8E-2	1.6E-5	3.7E-6	3.8E-4	1.7E-4	7.9E-3	6.6E-4
530	2.7E-2	1.5E-5	3.6E-6	3.7E-4	1.6E-4	7.7E-3	6.3E-4
540	2.6E-2	1.5E-5	3.4E-6	3.6E-4	1.6E-4	7.6E-3	6.0E-4
550	2.6E-2	1.5E-5	3.4E-6	3.5E-4	1.6E-4	7.4E-3	5.7E-4
560	2.5E-2	1.4E-5	3.3E-6	3.4E-4	1.5E-4	7.3E-3	5.5E-4
570	2.4E-2	1.4E-5	3.2E-6	3.4E-4	1.5E-4	7.1E-3	5.2E-4
580	2.4E-2	1.3E-5	3.1E-6	3.3E-4	1.4E-4	7.0E-3	5.0E-4
590	2.3E-2	1.3E-5	3.0E-6	3.2E-4	1.4E-4	6.8E-3	4.7E-4
600	2.3E-2	1.3E-5	2.9E-6	3.1E-4	1.4E-4	6.7E-3	4.5E-4
610	2.2E-2	1.2E-5	2.8E-6	3.0E-4	1.3E-4	6.5E-3	4.3E-4
620	2.1E-2	1.2E-5	2.7E-6	2.9E-4	1.3E-4	6.4E-3	4.1E-4
630	2.1E-2	1.2E-5	2.7E-6	2.9E-4	1.3E-4	6.3E-3	3.9E-4
640	2.0E-2	1.1E-5	2.6E-6	2.8E-4	1.2E-4	6.1E-3	3.8E-4
650	2.0E-2	1.1E-5	2.5E-6	2.7E-4	1.2E-4	6.0E-3	3.6E-4
660	1.9E-2	1.1E-5	2.4E-6	2.6E-4	1.2E-4	5.9E-3	3.4E-4
670	1.9E-2	1.0E-5	2.4E-6	2.6E-4	1.1E-4	5.8E-3	3.3E-4
680	1.8E-2	1.0E-5	2.3E-6	2.5E-4	1.1E-4	5.6E-3	3.1E-4
690	1.8E-2	9.7E-6	2.3E-6	2.4E-4	1.1E-4	5.5E-3	3.0E-4
700	1.8E-2	9.5E-6	2.2E-6	2.4E-4	1.0E-4	5.4E-3	2.9E-4
710	1.7E-2	9.2E-6	2.1E-6	2.3E-4	1.0E-4	5.3E-3	2.7E-4
720	1.7E-2	9.0E-6	2.1E-6	2.3E-4	9.9E-5	5.2E-3	2.6E-4
730	1.6E-2	8.7E-6	2.0E-6	2.2E-4	9.7E-5	5.1E-3	2.5E-4
740	1.6E-2	8.5E-6	2.0E-6	2.1E-4	9.4E-5	5.0E-3	2.4E-4
750	1.5E-2	8.3E-6	1.9E-6	2.1E-4	9.2E-5	4.9E-3	2.3E-4
760	1.5E-2	8.0E-6	1.9E-6	2.0E-4	8.9E-5	4.8E-3	2.2E-4
770	1.5E-2	7.8E-6	1.8E-6	2.0E-4	8.7E-5	4.7E-3	2.1E-4
780	1.4E-2	7.6E-6	1.8E-6	1.9E-4	8.5E-5	4.6E-3	2.0E-4
790	1.4E-2	7.4E-6	1.7E-6	1.9E-4	8.3E-5	4.5E-3	1.9E-4
800	1.4E-2	7.2E-6	1.7E-6	1.8E-4	8.0E-5	4.4E-3	1.8E-4
810	1.3E-2	7.0E-6	1.6E-6	1.8E-4	7.8E-5	4.3E-3	1.8E-4
820	1.3E-2	6.8E-6	1.6E-6	1.7E-4	7.6E-5	4.2E-3	1.7E-4
830	1.3E-2	6.6E-6	1.5E-6	1.7E-4	7.4E-5	4.1E-3	1.6E-4
840	1.2E-2	6.5E-6	1.5E-6	1.6E-4	7.2E-5	4.0E-3	1.6E-4
850	1.2E-2	6.3E-6	1.4E-6	1.6E-4	7.0E-5	3.9E-3	1.5E-4
860	1.2E-2	6.1E-6	1.4E-6	1.6E-4	6.9E-5	3.9E-3	1.4E-4
870	1.1E-2	6.0E-6	1.4E-6	1.5E-4	6.7E-5	3.8E-3	1.4E-4
880	1.1E-2	5.8E-6	1.3E-6	1.5E-4	6.5E-5	3.7E-3	1.3E-4
890	1.1E-2	5.6E-6	1.3E-6	1.4E-4	6.3E-5	3.6E-3	1.3E-4
900	1.1E-2	5.5E-6	1.3E-6	1.4E-4	6.2E-5	3.5E-3	1.2E-4
910	1.0E-2	5.3E-6	1.2E-6	1.4E-4	6.0E-5	3.5E-3	1.2E-4
920	1.0E-2	5.2E-6	1.2E-6	1.3E-4	5.9E-5	3.4E-3	1.1E-4
930	9.9E-3	5.1E-6	1.2E-6	1.3E-4	5.7E-5	3.3E-3	1.1E-4
940	9.6E-3	4.9E-6	1.1E-6	1.3E-4	5.5E-5	3.2E-3	1.0E-4
950	9.4E-3	4.8E-6	1.1E-6	1.2E-4	5.4E-5	3.2E-3	9.9E-5
960	9.1E-3	4.7E-6	1.1E-6	1.2E-4	5.3E-5	3.1E-3	9.5E-5
970	8.9E-3	4.5E-6	1.0E-6	1.2E-4	5.1E-5	3.0E-3	9.2E-5
980	8.7E-3	4.4E-6	1.0E-6	1.1E-4	5.0E-5	3.0E-3	8.8E-5
990	8.5E-3	4.3E-6	1.0E-6	1.1E-4	4.9E-5	2.9E-3	8.5E-5
1000	8.3E-3	4.2E-6	9.7E-7	1.1E-4	4.7E-5	2.9E-3	8.2E-5
1010	8.1E-3	4.1E-6	9.4E-7	1.0E-4	4.6E-5	2.8E-3	7.9E-5
1020	7.9E-3	4.0E-6	9.2E-7	1.0E-4	4.5E-5	2.7E-3	7.6E-5
1030	7.7E-3	3.9E-6	8.9E-7	1.0E-4	4.4E-5	2.7E-3	7.3E-5
1040	7.5E-3	3.8E-6	8.7E-7	9.7E-5	4.3E-5	2.6E-3	7.0E-5
1050	7.3E-3	3.7E-6	8.5E-7	9.4E-5	4.1E-5	2.6E-3	6.8E-5
1060	7.1E-3	3.6E-6	8.3E-7	9.2E-5	4.0E-5	2.5E-3	6.5E-5
1070	7.0E-3	3.5E-6	8.0E-7	9.0E-5	3.9E-5	2.5E-3	6.3E-5
1080	6.8E-3	3.4E-6	7.8E-7	8.7E-5	3.8E-5	2.4E-3	6.1E-5
1090	6.6E-3	3.3E-6	7.6E-7	8.5E-5	3.7E-5	2.4E-3	5.8E-5
1095	6.5E-3	3.3E-6	7.5E-7	8.4E-5	3.7E-5	2.3E-3	5.7E-5
1100	6.5E-3	3.2E-6	7.4E-7	8.3E-5	3.6E-5	2.3E-3	5.6E-5
1200	5.1E-3	2.5E-6	5.7E-7	6.4E-5	2.8E-5	1.9E-3	4.0E-5
1300	4.0E-3	1.9E-6	4.4E-7	4.9E-5	2.1E-5	1.5E-3	2.8E-5
1400	3.1E-3	1.5E-6	3.4E-7	3.7E-5	1.6E-5	1.2E-3	2.1E-5
1500	2.4E-3	1.1E-6	2.6E-7	2.9E-5	1.3E-5	9.9E-4	1.5E-5
1600	1.9E-3	8.8E-7	2.0E-7	2.2E-5	9.7E-6	8.0E-4	1.1E-5
1700	1.5E-3	6.8E-7	1.6E-7	1.7E-5	7.5E-6	6.5E-4	8.5E-6
1800	1.2E-3	5.3E-7	1.2E-7	1.3E-5	5.7E-6	5.2E-4	6.5E-6
1900	9.2E-4	4.1E-7	9.4E-8	1.0E-5	4.4E-6	4.2E-4	4.9E-6
2000	7.3E-4	3.2E-7	7.3E-8	7.7E-6	3.4E-6	3.4E-4	3.8E-6
2100	5.7E-4	2.5E-7	5.7E-8	5.9E-6	2.6E-6	2.8E-4	2.9E-6
2200	4.5E-4	1.9E-7	4.4E-8	4.6E-6	2.0E-6	2.2E-4	2.2E-6
2300	3.6E-4	1.5E-7	3.4E-8	3.5E-6	1.5E-6	1.8E-4	1.7E-6
2400	2.8E-4	1.1E-7	2.6E-8	2.7E-6	1.2E-6	1.5E-4	1.3E-6
2500	2.2E-4	8.9E-8	2.1E-8	2.1E-6	9.1E-7	1.2E-4	1.0E-6
2600	1.8E-4	6.9E-8	1.6E-8	1.6E-6	7.0E-7	9.6E-5	8.0E-7
2700	1.4E-4	5.4E-8	1.2E-8	1.2E-6	5.4E-7	7.8E-5	6.2E-7
2800	1.1E-4	4.2E-8	9.7E-9	9.4E-7	4.1E-7	6.3E-5	4.8E-7
2900	8.7E-5	3.3E-8	7.5E-9	7.3E-7	3.2E-7	5.1E-5	3.7E-7
3000	6.9E-5	2.5E-8	5.9E-9	5.6E-7	2.5E-7	4.1E-5	2.9E-7
3100	5.5E-5	2.0E-8	4.6E-9	4.3E-7	1.9E-7	3.4E-5	2.3E-7
3200	4.4E-5	1.5E-8	3.6E-9	3.3E-7	1.5E-7	2.7E-5	1.8E-7
3300	3.5E-5	1.2E-8	2.8E-9	2.6E-7	1.1E-7	2.2E-5	1.4E-7
3400	2.8E-5	9.4E-9	2.2E-9	2.0E-7	8.7E-8	1.8E-5	1.1E-7
3500	2.2E-5	7.4E-9	1.7E-9	1.5E-7	6.7E-8	1.5E-5	8.3E-8
3600	1.8E-5	5.7E-9	1.3E-9	1.2E-7	5.2E-8	1.2E-5	6.5E-8
3650	1.6E-5	5.1E-9	1.2E-9	1.0E-7	4.5E-8	1.1E-5	5.7E-8
4000	7.2E-6	2.2E-9	5.0E-10	4.2E-8	1.8E-8	5.1E-6	2.4E-8
5000	8.1E-7	1.9E-10	-	3.2E-9	1.4E-9	6.5E-7	2.1E-9
6000	9.8E-8	-	-	2.6E-10	1.1E-10	8.5E-8	2.0E-10
7000	1.2E-8	-	-	-	-	1.1E-8	-
8000	1.7E-9	-	-	-	-	1.6E-9	-
9000	2.3E-10	-	-	-	-	2.2E-10	-
