Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
51	1.2E-1	1.1E-5	2.4E-4	4.1E-4	1.2E-1	1.2E-4	6.9E-5
52	1.2E-1	1.1E-5	2.4E-4	4.1E-4	1.2E-1	1.2E-4	6.9E-5
53	1.2E-1	1.0E-5	2.3E-4	4.1E-4	1.2E-1	1.2E-4	6.8E-5
54	1.2E-1	1.0E-5	2.3E-4	4.1E-4	1.2E-1	1.2E-4	6.8E-5
55	1.2E-1	1.0E-5	2.3E-4	4.1E-4	1.2E-1	1.2E-4	6.7E-5
56	1.2E-1	1.0E-5	2.3E-4	4.0E-4	1.2E-1	1.2E-4	6.7E-5
57	1.2E-1	1.0E-5	2.3E-4	4.0E-4	1.2E-1	1.2E-4	6.7E-5
58	1.2E-1	9.9E-6	2.3E-4	4.0E-4	1.2E-1	1.2E-4	6.6E-5
59	1.2E-1	9.8E-6	2.3E-4	4.0E-4	1.2E-1	1.2E-4	6.6E-5
60	1.2E-1	9.7E-6	2.3E-4	4.0E-4	1.2E-1	1.2E-4	6.6E-5
61	1.2E-1	9.6E-6	2.2E-4	3.9E-4	1.2E-1	1.2E-4	6.5E-5
62	1.2E-1	9.5E-6	2.2E-4	3.9E-4	1.2E-1	1.2E-4	6.5E-5
63	1.2E-1	9.4E-6	2.2E-4	3.9E-4	1.2E-1	1.2E-4	6.5E-5
64	1.2E-1	9.4E-6	2.2E-4	3.9E-4	1.2E-1	1.2E-4	6.5E-5
65	1.2E-1	9.3E-6	2.2E-4	3.9E-4	1.2E-1	1.2E-4	6.4E-5
66	1.2E-1	9.2E-6	2.2E-4	3.8E-4	1.1E-1	1.2E-4	6.4E-5
67	1.2E-1	9.1E-6	2.2E-4	3.8E-4	1.1E-1	1.2E-4	6.4E-5
68	1.2E-1	9.1E-6	2.2E-4	3.8E-4	1.1E-1	1.2E-4	6.4E-5
69	1.1E-1	9.0E-6	2.2E-4	3.8E-4	1.1E-1	1.2E-4	6.3E-5
70	1.1E-1	8.9E-6	2.1E-4	3.8E-4	1.1E-1	1.2E-4	6.3E-5
71	1.1E-1	8.9E-6	2.1E-4	3.8E-4	1.1E-1	1.2E-4	6.3E-5
72	1.1E-1	8.8E-6	2.1E-4	3.7E-4	1.1E-1	1.2E-4	6.3E-5
73	1.1E-1	8.8E-6	2.1E-4	3.7E-4	1.1E-1	1.2E-4	6.2E-5
74	1.1E-1	8.7E-6	2.1E-4	3.7E-4	1.1E-1	1.2E-4	6.2E-5
75	1.1E-1	8.6E-6	2.1E-4	3.7E-4	1.1E-1	1.2E-4	6.2E-5
76	1.1E-1	8.6E-6	2.1E-4	3.7E-4	1.1E-1	1.2E-4	6.2E-5
77	1.1E-1	8.5E-6	2.1E-4	3.6E-4	1.1E-1	1.2E-4	6.2E-5
78	1.1E-1	8.5E-6	2.1E-4	3.6E-4	1.1E-1	1.2E-4	6.2E-5
79	1.1E-1	8.4E-6	2.1E-4	3.6E-4	1.1E-1	1.2E-4	6.1E-5
80	1.1E-1	8.4E-6	2.0E-4	3.6E-4	1.1E-1	1.2E-4	6.1E-5
81	1.1E-1	8.3E-6	2.0E-4	3.6E-4	1.1E-1	1.2E-4	6.1E-5
82	1.1E-1	8.3E-6	2.0E-4	3.6E-4	1.1E-1	1.2E-4	6.1E-5
83	1.1E-1	8.2E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.1E-5
84	1.1E-1	8.2E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.1E-5
85	1.1E-1	8.1E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.0E-5
86	1.1E-1	8.1E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.0E-5
87	1.1E-1	8.1E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.0E-5
88	1.1E-1	8.0E-6	2.0E-4	3.5E-4	1.1E-1	1.2E-4	6.0E-5
89	1.1E-1	8.0E-6	2.0E-4	3.4E-4	1.1E-1	1.2E-4	6.0E-5
90	1.1E-1	7.9E-6	1.9E-4	3.4E-4	1.0E-1	1.2E-4	6.0E-5
91	1.1E-1	7.9E-6	1.9E-4	3.4E-4	1.0E-1	1.3E-4	6.0E-5
92	1.1E-1	7.9E-6	1.9E-4	3.4E-4	1.0E-1	1.3E-4	5.9E-5
93	1.0E-1	7.8E-6	1.9E-4	3.4E-4	1.0E-1	1.3E-4	5.9E-5
94	1.0E-1	7.8E-6	1.9E-4	3.4E-4	1.0E-1	1.3E-4	5.9E-5
95	1.0E-1	7.7E-6	1.9E-4	3.3E-4	1.0E-1	1.3E-4	5.9E-5
96	1.0E-1	7.7E-6	1.9E-4	3.3E-4	1.0E-1	1.3E-4	5.9E-5
97	1.0E-1	7.7E-6	1.9E-4	3.3E-4	1.0E-1	1.3E-4	5.9E-5
98	1.0E-1	7.6E-6	1.9E-4	3.3E-4	1.0E-1	1.3E-4	5.9E-5
99	1.0E-1	7.6E-6	1.9E-4	3.3E-4	1.0E-1	1.3E-4	5.9E-5
100	1.0E-1	7.6E-6	1.8E-4	3.3E-4	1.0E-1	1.3E-4	5.8E-5
110	9.8E-2	7.2E-6	1.8E-4	3.1E-4	9.7E-2	1.3E-4	5.7E-5
120	9.5E-2	6.9E-6	1.7E-4	3.0E-4	9.4E-2	1.3E-4	5.6E-5
130	9.1E-2	6.7E-6	1.6E-4	2.8E-4	9.0E-2	1.3E-4	5.5E-5
140	8.8E-2	6.4E-6	1.5E-4	2.7E-4	8.7E-2	1.3E-4	5.4E-5
150	8.5E-2	6.2E-6	1.4E-4	2.6E-4	8.4E-2	1.3E-4	5.3E-5
160	8.2E-2	5.9E-6	1.4E-4	2.4E-4	8.1E-2	1.3E-4	5.2E-5
170	7.9E-2	5.7E-6	1.3E-4	2.3E-4	7.8E-2	1.3E-4	5.1E-5
180	7.6E-2	5.5E-6	1.2E-4	2.2E-4	7.5E-2	1.3E-4	5.0E-5
190	7.4E-2	5.3E-6	1.2E-4	2.1E-4	7.3E-2	1.3E-4	4.9E-5
200	7.1E-2	5.1E-6	1.1E-4	2.0E-4	7.0E-2	1.3E-4	4.8E-5
210	6.9E-2	5.0E-6	1.1E-4	1.9E-4	6.8E-2	1.3E-4	4.7E-5
220	6.6E-2	4.8E-6	1.0E-4	1.8E-4	6.5E-2	1.3E-4	4.6E-5
230	6.4E-2	4.6E-6	9.7E-5	1.8E-4	6.3E-2	1.3E-4	4.5E-5
240	6.2E-2	4.5E-6	9.3E-5	1.7E-4	6.1E-2	1.3E-4	4.4E-5
250	6.0E-2	4.3E-6	8.8E-5	1.6E-4	5.9E-2	1.3E-4	4.3E-5
260	5.8E-2	4.2E-6	8.4E-5	1.5E-4	5.7E-2	1.3E-4	4.2E-5
270	5.6E-2	4.1E-6	8.0E-5	1.4E-4	5.5E-2	1.3E-4	4.1E-5
280	5.4E-2	3.9E-6	7.6E-5	1.4E-4	5.3E-2	1.3E-4	4.0E-5
290	5.2E-2	3.8E-6	7.2E-5	1.3E-4	5.2E-2	1.3E-4	3.9E-5
300	5.1E-2	3.7E-6	6.9E-5	1.3E-4	5.0E-2	1.3E-4	3.8E-5
310	4.9E-2	3.6E-6	6.6E-5	1.2E-4	4.8E-2	1.3E-4	3.7E-5
320	4.7E-2	3.5E-6	6.2E-5	1.1E-4	4.7E-2	1.3E-4	3.6E-5
330	4.6E-2	3.4E-6	5.9E-5	1.1E-4	4.5E-2	1.3E-4	3.5E-5
340	4.4E-2	3.3E-6	5.7E-5	1.0E-4	4.4E-2	1.3E-4	3.4E-5
350	4.3E-2	3.2E-6	5.4E-5	1.0E-4	4.2E-2	1.3E-4	3.4E-5
360	4.2E-2	3.1E-6	5.1E-5	9.5E-5	4.1E-2	1.3E-4	3.3E-5
365	4.1E-2	3.0E-6	5.0E-5	9.3E-5	4.0E-2	1.3E-4	3.2E-5
370	4.0E-2	3.0E-6	4.9E-5	9.1E-5	4.0E-2	1.3E-4	3.2E-5
380	3.9E-2	2.9E-6	4.6E-5	8.7E-5	3.9E-2	1.2E-4	3.1E-5
390	3.8E-2	2.8E-6	4.4E-5	8.3E-5	3.7E-2	1.2E-4	3.0E-5
400	3.7E-2	2.7E-6	4.2E-5	7.9E-5	3.6E-2	1.2E-4	3.0E-5
410	3.6E-2	2.6E-6	4.0E-5	7.6E-5	3.5E-2	1.2E-4	2.9E-5
420	3.5E-2	2.6E-6	3.8E-5	7.2E-5	3.4E-2	1.2E-4	2.8E-5
430	3.4E-2	2.5E-6	3.6E-5	6.9E-5	3.3E-2	1.2E-4	2.8E-5
440	3.3E-2	2.4E-6	3.5E-5	6.6E-5	3.2E-2	1.2E-4	2.7E-5
450	3.2E-2	2.4E-6	3.3E-5	6.3E-5	3.1E-2	1.2E-4	2.6E-5
460	3.1E-2	2.3E-6	3.1E-5	6.0E-5	3.0E-2	1.2E-4	2.5E-5
470	3.0E-2	2.2E-6	3.0E-5	5.8E-5	2.9E-2	1.1E-4	2.5E-5
480	2.9E-2	2.2E-6	2.8E-5	5.5E-5	2.8E-2	1.1E-4	2.4E-5
490	2.8E-2	2.1E-6	2.7E-5	5.3E-5	2.8E-2	1.1E-4	2.4E-5
500	2.7E-2	2.0E-6	2.6E-5	5.0E-5	2.7E-2	1.1E-4	2.3E-5
510	2.7E-2	2.0E-6	2.4E-5	4.8E-5	2.6E-2	1.1E-4	2.2E-5
520	2.6E-2	1.9E-6	2.3E-5	4.6E-5	2.5E-2	1.1E-4	2.2E-5
530	2.5E-2	1.9E-6	2.2E-5	4.4E-5	2.5E-2	1.1E-4	2.1E-5
540	2.4E-2	1.8E-6	2.1E-5	4.2E-5	2.4E-2	1.1E-4	2.1E-5
550	2.4E-2	1.8E-6	2.0E-5	4.0E-5	2.3E-2	1.1E-4	2.0E-5
560	2.3E-2	1.7E-6	1.9E-5	3.9E-5	2.3E-2	1.0E-4	2.0E-5
570	2.2E-2	1.7E-6	1.8E-5	3.7E-5	2.2E-2	1.0E-4	1.9E-5
580	2.2E-2	1.7E-6	1.7E-5	3.5E-5	2.1E-2	1.0E-4	1.9E-5
590	2.1E-2	1.6E-6	1.7E-5	3.4E-5	2.1E-2	1.0E-4	1.8E-5
600	2.1E-2	1.6E-6	1.6E-5	3.2E-5	2.0E-2	9.9E-5	1.8E-5
610	2.0E-2	1.5E-6	1.5E-5	3.1E-5	2.0E-2	9.8E-5	1.7E-5
620	2.0E-2	1.5E-6	1.4E-5	3.0E-5	1.9E-2	9.7E-5	1.7E-5
630	1.9E-2	1.5E-6	1.4E-5	2.8E-5	1.9E-2	9.5E-5	1.7E-5
640	1.9E-2	1.4E-6	1.3E-5	2.7E-5	1.8E-2	9.4E-5	1.6E-5
650	1.8E-2	1.4E-6	1.2E-5	2.6E-5	1.8E-2	9.3E-5	1.6E-5
660	1.8E-2	1.3E-6	1.2E-5	2.5E-5	1.7E-2	9.2E-5	1.5E-5
670	1.7E-2	1.3E-6	1.1E-5	2.4E-5	1.7E-2	9.1E-5	1.5E-5
680	1.7E-2	1.3E-6	1.1E-5	2.3E-5	1.6E-2	8.9E-5	1.5E-5
690	1.6E-2	1.2E-6	1.0E-5	2.2E-5	1.6E-2	8.8E-5	1.4E-5
700	1.6E-2	1.2E-6	9.6E-6	2.1E-5	1.6E-2	8.7E-5	1.4E-5
710	1.6E-2	1.2E-6	9.2E-6	2.0E-5	1.5E-2	8.6E-5	1.4E-5
720	1.5E-2	1.2E-6	8.8E-6	1.9E-5	1.5E-2	8.5E-5	1.3E-5
730	1.5E-2	1.1E-6	8.3E-6	1.9E-5	1.4E-2	8.4E-5	1.3E-5
740	1.4E-2	1.1E-6	7.9E-6	1.8E-5	1.4E-2	8.3E-5	1.3E-5
750	1.4E-2	1.1E-6	7.6E-6	1.7E-5	1.4E-2	8.1E-5	1.2E-5
760	1.4E-2	1.1E-6	7.2E-6	1.6E-5	1.3E-2	8.0E-5	1.2E-5
770	1.3E-2	1.0E-6	6.9E-6	1.6E-5	1.3E-2	7.9E-5	1.2E-5
780	1.3E-2	1.0E-6	6.5E-6	1.5E-5	1.3E-2	7.8E-5	1.1E-5
790	1.3E-2	9.8E-7	6.2E-6	1.5E-5	1.2E-2	7.7E-5	1.1E-5
800	1.2E-2	9.6E-7	5.9E-6	1.4E-5	1.2E-2	7.6E-5	1.1E-5
810	1.2E-2	9.4E-7	5.6E-6	1.3E-5	1.2E-2	7.5E-5	1.1E-5
820	1.2E-2	9.1E-7	5.4E-6	1.3E-5	1.2E-2	7.4E-5	1.0E-5
830	1.2E-2	8.9E-7	5.1E-6	1.2E-5	1.1E-2	7.3E-5	1.0E-5
840	1.1E-2	8.7E-7	4.9E-6	1.2E-5	1.1E-2	7.2E-5	9.8E-6
850	1.1E-2	8.5E-7	4.7E-6	1.1E-5	1.1E-2	7.1E-5	9.6E-6
860	1.1E-2	8.3E-7	4.4E-6	1.1E-5	1.1E-2	7.0E-5	9.4E-6
870	1.1E-2	8.1E-7	4.2E-6	1.1E-5	1.0E-2	6.9E-5	9.2E-6
880	1.0E-2	8.0E-7	4.0E-6	1.0E-5	1.0E-2	6.8E-5	8.9E-6
890	1.0E-2	7.8E-7	3.8E-6	9.8E-6	9.8E-3	6.7E-5	8.7E-6
900	9.9E-3	7.6E-7	3.7E-6	9.5E-6	9.6E-3	6.6E-5	8.5E-6
910	9.6E-3	7.4E-7	3.5E-6	9.1E-6	9.4E-3	6.5E-5	8.3E-6
920	9.4E-3	7.3E-7	3.3E-6	8.8E-6	9.2E-3	6.4E-5	8.1E-6
930	9.2E-3	7.1E-7	3.2E-6	8.5E-6	9.0E-3	6.3E-5	7.9E-6
940	9.0E-3	7.0E-7	3.0E-6	8.1E-6	8.8E-3	6.2E-5	7.8E-6
950	8.8E-3	6.8E-7	2.9E-6	7.9E-6	8.6E-3	6.1E-5	7.6E-6
960	8.6E-3	6.7E-7	2.7E-6	7.6E-6	8.4E-3	6.0E-5	7.4E-6
970	8.4E-3	6.5E-7	2.6E-6	7.3E-6	8.2E-3	5.9E-5	7.2E-6
980	8.2E-3	6.4E-7	2.5E-6	7.0E-6	8.0E-3	5.8E-5	7.1E-6
990	8.0E-3	6.2E-7	2.4E-6	6.8E-6	7.8E-3	5.7E-5	6.9E-6
1000	7.9E-3	6.1E-7	2.3E-6	6.6E-6	7.7E-3	5.7E-5	6.7E-6
1010	7.7E-3	6.0E-7	2.2E-6	6.3E-6	7.5E-3	5.6E-5	6.6E-6
1020	7.5E-3	5.8E-7	2.1E-6	6.1E-6	7.3E-3	5.5E-5	6.4E-6
1030	7.4E-3	5.7E-7	2.0E-6	5.9E-6	7.2E-3	5.4E-5	6.3E-6
1040	7.2E-3	5.6E-7	1.9E-6	5.7E-6	7.0E-3	5.3E-5	6.1E-6
1050	7.0E-3	5.5E-7	1.8E-6	5.5E-6	6.9E-3	5.2E-5	6.0E-6
1060	6.9E-3	5.4E-7	1.7E-6	5.3E-6	6.7E-3	5.2E-5	5.9E-6
1070	6.7E-3	5.2E-7	1.6E-6	5.1E-6	6.6E-3	5.1E-5	5.7E-6
1080	6.6E-3	5.1E-7	1.5E-6	5.0E-6	6.4E-3	5.0E-5	5.6E-6
1090	6.5E-3	5.0E-7	1.5E-6	4.8E-6	6.3E-3	4.9E-5	5.5E-6
1095	6.4E-3	5.0E-7	1.4E-6	4.7E-6	6.2E-3	4.9E-5	5.4E-6
1100	6.3E-3	4.9E-7	1.4E-6	4.6E-6	6.1E-3	4.8E-5	5.4E-6
1200	5.1E-3	4.0E-7	8.8E-7	3.4E-6	5.0E-3	4.1E-5	4.3E-6
1300	4.1E-3	3.2E-7	5.5E-7	2.5E-6	4.0E-3	3.5E-5	3.5E-6
1400	3.4E-3	2.6E-7	3.5E-7	1.9E-6	3.3E-3	3.0E-5	2.8E-6
1500	2.8E-3	2.2E-7	2.3E-7	1.4E-6	2.7E-3	2.5E-5	2.3E-6
1600	2.3E-3	1.8E-7	1.5E-7	1.1E-6	2.2E-3	2.1E-5	1.8E-6
1700	1.8E-3	1.5E-7	9.9E-8	8.9E-7	1.8E-3	1.8E-5	1.5E-6
1800	1.5E-3	1.2E-7	6.8E-8	7.1E-7	1.5E-3	1.5E-5	1.2E-6
1900	1.2E-3	9.8E-8	4.7E-8	5.7E-7	1.2E-3	1.3E-5	1.0E-6
2000	1.0E-3	8.1E-8	3.3E-8	4.6E-7	9.9E-4	1.1E-5	8.3E-7
2100	8.4E-4	6.6E-8	2.4E-8	3.7E-7	8.1E-4	9.2E-6	6.8E-7
2200	6.9E-4	5.5E-8	1.8E-8	3.0E-7	6.7E-4	7.7E-6	5.6E-7
2300	5.7E-4	4.5E-8	1.4E-8	2.5E-7	5.5E-4	6.5E-6	4.6E-7
2400	4.7E-4	3.7E-8	1.1E-8	2.0E-7	4.5E-4	5.4E-6	3.8E-7
2500	3.8E-4	3.0E-8	8.2E-9	1.7E-7	3.7E-4	4.6E-6	3.1E-7
2600	3.2E-4	2.5E-8	6.5E-9	1.4E-7	3.0E-4	3.8E-6	2.6E-7
2700	2.6E-4	2.1E-8	5.2E-9	1.1E-7	2.5E-4	3.2E-6	2.1E-7
2800	2.1E-4	1.7E-8	4.2E-9	9.3E-8	2.1E-4	2.7E-6	1.7E-7
2900	1.8E-4	1.4E-8	3.4E-9	7.6E-8	1.7E-4	2.2E-6	1.4E-7
3000	1.4E-4	1.1E-8	2.7E-9	6.3E-8	1.4E-4	1.9E-6	1.2E-7
3100	1.2E-4	9.4E-9	2.2E-9	5.2E-8	1.1E-4	1.6E-6	9.6E-8
3200	9.8E-5	7.8E-9	1.8E-9	4.2E-8	9.4E-5	1.3E-6	7.9E-8
3300	8.0E-5	6.4E-9	1.5E-9	3.5E-8	7.7E-5	1.1E-6	6.5E-8
3400	6.6E-5	5.2E-9	1.2E-9	2.9E-8	6.4E-5	9.1E-7	5.4E-8
3500	5.4E-5	4.3E-9	1.0E-9	2.4E-8	5.2E-5	7.6E-7	4.4E-8
3600	4.5E-5	3.6E-9	8.2E-10	1.9E-8	4.3E-5	6.4E-7	3.6E-8
3650	4.1E-5	3.2E-9	7.5E-10	1.8E-8	3.9E-5	5.8E-7	3.3E-8
4000	2.0E-5	1.6E-9	3.8E-10	8.9E-9	2.0E-5	3.1E-7	1.7E-8
5000	2.9E-6	2.3E-10	-	1.3E-9	2.8E-6	4.9E-8	2.4E-9
6000	4.1E-7	-	-	1.8E-10	3.9E-7	7.7E-9	3.4E-10
7000	5.8E-8	-	-	-	5.6E-8	1.2E-9	-
8000	8.3E-9	-	-	-	7.9E-9	1.8E-10	-
9000	1.2E-9	-	-	-	1.1E-9	-	-
10000	1.7E-10	-	-	-	1.6E-10	-	-
