Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
33	4.8E-2	6.9E-6	9.7E-5	1.7E-4	4.7E-2	7.1E-5	4.4E-5
34	4.8E-2	6.7E-6	9.6E-5	1.7E-4	4.7E-2	7.0E-5	4.3E-5
35	4.7E-2	6.6E-6	9.5E-5	1.7E-4	4.6E-2	7.0E-5	4.2E-5
36	4.7E-2	6.4E-6	9.4E-5	1.7E-4	4.6E-2	6.9E-5	4.2E-5
37	4.7E-2	6.2E-6	9.3E-5	1.6E-4	4.6E-2	6.9E-5	4.1E-5
38	4.7E-2	6.1E-6	9.2E-5	1.6E-4	4.6E-2	6.8E-5	4.0E-5
39	4.7E-2	5.9E-6	9.1E-5	1.6E-4	4.6E-2	6.8E-5	4.0E-5
40	4.7E-2	5.8E-6	9.1E-5	1.6E-4	4.6E-2	6.7E-5	3.9E-5
41	4.6E-2	5.6E-6	9.0E-5	1.6E-4	4.5E-2	6.7E-5	3.8E-5
42	4.6E-2	5.5E-6	8.9E-5	1.6E-4	4.5E-2	6.7E-5	3.8E-5
43	4.6E-2	5.4E-6	8.9E-5	1.6E-4	4.5E-2	6.6E-5	3.7E-5
44	4.6E-2	5.3E-6	8.8E-5	1.6E-4	4.5E-2	6.6E-5	3.7E-5
45	4.6E-2	5.2E-6	8.8E-5	1.6E-4	4.5E-2	6.6E-5	3.6E-5
46	4.5E-2	5.1E-6	8.7E-5	1.5E-4	4.4E-2	6.6E-5	3.6E-5
47	4.5E-2	5.0E-6	8.7E-5	1.5E-4	4.4E-2	6.5E-5	3.6E-5
48	4.5E-2	4.9E-6	8.6E-5	1.5E-4	4.4E-2	6.5E-5	3.5E-5
49	4.5E-2	4.8E-6	8.6E-5	1.5E-4	4.4E-2	6.5E-5	3.5E-5
50	4.5E-2	4.7E-6	8.5E-5	1.5E-4	4.4E-2	6.5E-5	3.4E-5
51	4.5E-2	4.6E-6	8.5E-5	1.5E-4	4.4E-2	6.5E-5	3.4E-5
52	4.4E-2	4.6E-6	8.4E-5	1.5E-4	4.3E-2	6.4E-5	3.4E-5
53	4.4E-2	4.5E-6	8.4E-5	1.5E-4	4.3E-2	6.4E-5	3.3E-5
54	4.4E-2	4.4E-6	8.3E-5	1.5E-4	4.3E-2	6.4E-5	3.3E-5
55	4.4E-2	4.4E-6	8.3E-5	1.5E-4	4.3E-2	6.4E-5	3.3E-5
56	4.4E-2	4.3E-6	8.3E-5	1.5E-4	4.3E-2	6.4E-5	3.3E-5
57	4.4E-2	4.2E-6	8.2E-5	1.5E-4	4.3E-2	6.4E-5	3.2E-5
58	4.3E-2	4.2E-6	8.2E-5	1.5E-4	4.2E-2	6.4E-5	3.2E-5
59	4.3E-2	4.1E-6	8.1E-5	1.4E-4	4.2E-2	6.4E-5	3.2E-5
60	4.3E-2	4.1E-6	8.1E-5	1.4E-4	4.2E-2	6.3E-5	3.2E-5
61	4.3E-2	4.0E-6	8.1E-5	1.4E-4	4.2E-2	6.3E-5	3.1E-5
62	4.3E-2	4.0E-6	8.0E-5	1.4E-4	4.2E-2	6.3E-5	3.1E-5
63	4.3E-2	3.9E-6	8.0E-5	1.4E-4	4.2E-2	6.3E-5	3.1E-5
64	4.2E-2	3.9E-6	7.9E-5	1.4E-4	4.2E-2	6.3E-5	3.1E-5
65	4.2E-2	3.8E-6	7.9E-5	1.4E-4	4.1E-2	6.3E-5	3.1E-5
66	4.2E-2	3.8E-6	7.9E-5	1.4E-4	4.1E-2	6.3E-5	3.1E-5
67	4.2E-2	3.8E-6	7.8E-5	1.4E-4	4.1E-2	6.3E-5	3.0E-5
68	4.2E-2	3.7E-6	7.8E-5	1.4E-4	4.1E-2	6.3E-5	3.0E-5
69	4.2E-2	3.7E-6	7.7E-5	1.4E-4	4.1E-2	6.3E-5	3.0E-5
70	4.1E-2	3.6E-6	7.7E-5	1.4E-4	4.1E-2	6.3E-5	3.0E-5
71	4.1E-2	3.6E-6	7.7E-5	1.4E-4	4.0E-2	6.3E-5	3.0E-5
72	4.1E-2	3.6E-6	7.6E-5	1.4E-4	4.0E-2	6.3E-5	3.0E-5
73	4.1E-2	3.5E-6	7.6E-5	1.3E-4	4.0E-2	6.3E-5	2.9E-5
74	4.1E-2	3.5E-6	7.5E-5	1.3E-4	4.0E-2	6.3E-5	2.9E-5
75	4.1E-2	3.5E-6	7.5E-5	1.3E-4	4.0E-2	6.3E-5	2.9E-5
76	4.1E-2	3.5E-6	7.5E-5	1.3E-4	4.0E-2	6.3E-5	2.9E-5
77	4.0E-2	3.4E-6	7.4E-5	1.3E-4	3.9E-2	6.3E-5	2.9E-5
78	4.0E-2	3.4E-6	7.4E-5	1.3E-4	3.9E-2	6.3E-5	2.9E-5
79	4.0E-2	3.4E-6	7.4E-5	1.3E-4	3.9E-2	6.3E-5	2.9E-5
80	4.0E-2	3.3E-6	7.3E-5	1.3E-4	3.9E-2	6.3E-5	2.9E-5
81	4.0E-2	3.3E-6	7.3E-5	1.3E-4	3.9E-2	6.3E-5	2.8E-5
82	4.0E-2	3.3E-6	7.2E-5	1.3E-4	3.9E-2	6.3E-5	2.8E-5
83	3.9E-2	3.3E-6	7.2E-5	1.3E-4	3.9E-2	6.3E-5	2.8E-5
84	3.9E-2	3.2E-6	7.2E-5	1.3E-4	3.8E-2	6.3E-5	2.8E-5
85	3.9E-2	3.2E-6	7.1E-5	1.3E-4	3.8E-2	6.3E-5	2.8E-5
86	3.9E-2	3.2E-6	7.1E-5	1.3E-4	3.8E-2	6.3E-5	2.8E-5
87	3.9E-2	3.2E-6	7.1E-5	1.3E-4	3.8E-2	6.3E-5	2.8E-5
88	3.9E-2	3.2E-6	7.0E-5	1.3E-4	3.8E-2	6.3E-5	2.8E-5
89	3.9E-2	3.1E-6	7.0E-5	1.2E-4	3.8E-2	6.3E-5	2.8E-5
90	3.8E-2	3.1E-6	7.0E-5	1.2E-4	3.8E-2	6.3E-5	2.8E-5
91	3.8E-2	3.1E-6	6.9E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
92	3.8E-2	3.1E-6	6.9E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
93	3.8E-2	3.1E-6	6.9E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
94	3.8E-2	3.0E-6	6.8E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
95	3.8E-2	3.0E-6	6.8E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
96	3.8E-2	3.0E-6	6.8E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
97	3.7E-2	3.0E-6	6.7E-5	1.2E-4	3.7E-2	6.3E-5	2.7E-5
98	3.7E-2	3.0E-6	6.7E-5	1.2E-4	3.6E-2	6.3E-5	2.7E-5
99	3.7E-2	3.0E-6	6.7E-5	1.2E-4	3.6E-2	6.3E-5	2.7E-5
100	3.7E-2	2.9E-6	6.6E-5	1.2E-4	3.6E-2	6.3E-5	2.7E-5
110	3.6E-2	2.8E-6	6.3E-5	1.1E-4	3.5E-2	6.3E-5	2.6E-5
120	3.4E-2	2.6E-6	6.0E-5	1.1E-4	3.4E-2	6.3E-5	2.5E-5
130	3.3E-2	2.5E-6	5.7E-5	1.0E-4	3.2E-2	6.3E-5	2.4E-5
140	3.2E-2	2.4E-6	5.4E-5	9.7E-5	3.1E-2	6.3E-5	2.4E-5
150	3.1E-2	2.3E-6	5.2E-5	9.3E-5	3.0E-2	6.3E-5	2.3E-5
160	3.0E-2	2.2E-6	4.9E-5	8.8E-5	2.9E-2	6.3E-5	2.3E-5
170	2.9E-2	2.1E-6	4.7E-5	8.4E-5	2.8E-2	6.3E-5	2.2E-5
180	2.8E-2	2.1E-6	4.5E-5	8.0E-5	2.7E-2	6.3E-5	2.1E-5
190	2.7E-2	2.0E-6	4.2E-5	7.7E-5	2.6E-2	6.3E-5	2.1E-5
200	2.6E-2	1.9E-6	4.0E-5	7.3E-5	2.5E-2	6.3E-5	2.0E-5
210	2.5E-2	1.9E-6	3.8E-5	7.0E-5	2.4E-2	6.2E-5	2.0E-5
220	2.4E-2	1.8E-6	3.7E-5	6.7E-5	2.3E-2	6.2E-5	1.9E-5
230	2.3E-2	1.7E-6	3.5E-5	6.3E-5	2.3E-2	6.2E-5	1.9E-5
240	2.3E-2	1.7E-6	3.3E-5	6.1E-5	2.2E-2	6.1E-5	1.8E-5
250	2.2E-2	1.6E-6	3.2E-5	5.8E-5	2.1E-2	6.1E-5	1.8E-5
260	2.1E-2	1.6E-6	3.0E-5	5.5E-5	2.0E-2	6.1E-5	1.7E-5
270	2.0E-2	1.5E-6	2.9E-5	5.3E-5	2.0E-2	6.0E-5	1.7E-5
280	2.0E-2	1.5E-6	2.7E-5	5.0E-5	1.9E-2	6.0E-5	1.6E-5
290	1.9E-2	1.4E-6	2.6E-5	4.8E-5	1.8E-2	5.9E-5	1.6E-5
300	1.8E-2	1.4E-6	2.5E-5	4.6E-5	1.8E-2	5.9E-5	1.6E-5
310	1.8E-2	1.3E-6	2.3E-5	4.4E-5	1.7E-2	5.8E-5	1.5E-5
320	1.7E-2	1.3E-6	2.2E-5	4.2E-5	1.7E-2	5.8E-5	1.5E-5
330	1.7E-2	1.2E-6	2.1E-5	4.0E-5	1.6E-2	5.7E-5	1.4E-5
340	1.6E-2	1.2E-6	2.0E-5	3.8E-5	1.6E-2	5.7E-5	1.4E-5
350	1.6E-2	1.2E-6	1.9E-5	3.6E-5	1.5E-2	5.6E-5	1.4E-5
360	1.5E-2	1.1E-6	1.8E-5	3.5E-5	1.5E-2	5.6E-5	1.3E-5
365	1.5E-2	1.1E-6	1.8E-5	3.4E-5	1.4E-2	5.6E-5	1.3E-5
370	1.5E-2	1.1E-6	1.7E-5	3.3E-5	1.4E-2	5.5E-5	1.3E-5
380	1.4E-2	1.1E-6	1.7E-5	3.2E-5	1.4E-2	5.5E-5	1.3E-5
390	1.4E-2	1.0E-6	1.6E-5	3.0E-5	1.3E-2	5.4E-5	1.2E-5
400	1.3E-2	1.0E-6	1.5E-5	2.9E-5	1.3E-2	5.4E-5	1.2E-5
410	1.3E-2	9.8E-7	1.4E-5	2.8E-5	1.3E-2	5.3E-5	1.2E-5
420	1.3E-2	9.6E-7	1.4E-5	2.6E-5	1.2E-2	5.2E-5	1.1E-5
430	1.2E-2	9.3E-7	1.3E-5	2.5E-5	1.2E-2	5.2E-5	1.1E-5
440	1.2E-2	9.0E-7	1.2E-5	2.4E-5	1.1E-2	5.1E-5	1.1E-5
450	1.2E-2	8.8E-7	1.2E-5	2.3E-5	1.1E-2	5.1E-5	1.0E-5
460	1.1E-2	8.5E-7	1.1E-5	2.2E-5	1.1E-2	5.0E-5	1.0E-5
470	1.1E-2	8.3E-7	1.1E-5	2.1E-5	1.0E-2	5.0E-5	9.8E-6
480	1.1E-2	8.1E-7	1.0E-5	2.0E-5	1.0E-2	4.9E-5	9.5E-6
490	1.0E-2	7.8E-7	9.7E-6	1.9E-5	9.9E-3	4.8E-5	9.3E-6
500	1.0E-2	7.6E-7	9.2E-6	1.8E-5	9.6E-3	4.8E-5	9.0E-6
510	9.7E-3	7.4E-7	8.8E-6	1.8E-5	9.3E-3	4.7E-5	8.8E-6
520	9.5E-3	7.2E-7	8.3E-6	1.7E-5	9.1E-3	4.7E-5	8.6E-6
530	9.2E-3	7.0E-7	7.9E-6	1.6E-5	8.8E-3	4.6E-5	8.3E-6
540	9.0E-3	6.8E-7	7.6E-6	1.5E-5	8.6E-3	4.5E-5	8.1E-6
550	8.7E-3	6.7E-7	7.2E-6	1.5E-5	8.3E-3	4.5E-5	7.9E-6
560	8.5E-3	6.5E-7	6.9E-6	1.4E-5	8.1E-3	4.4E-5	7.7E-6
570	8.2E-3	6.3E-7	6.5E-6	1.4E-5	7.9E-3	4.4E-5	7.5E-6
580	8.0E-3	6.2E-7	6.2E-6	1.3E-5	7.7E-3	4.3E-5	7.3E-6
590	7.8E-3	6.0E-7	5.9E-6	1.2E-5	7.5E-3	4.3E-5	7.1E-6
600	7.6E-3	5.8E-7	5.6E-6	1.2E-5	7.3E-3	4.2E-5	6.9E-6
610	7.4E-3	5.7E-7	5.4E-6	1.1E-5	7.1E-3	4.1E-5	6.7E-6
620	7.2E-3	5.5E-7	5.1E-6	1.1E-5	6.9E-3	4.1E-5	6.6E-6
630	7.0E-3	5.4E-7	4.9E-6	1.0E-5	6.7E-3	4.0E-5	6.4E-6
640	6.8E-3	5.3E-7	4.6E-6	1.0E-5	6.5E-3	4.0E-5	6.2E-6
650	6.7E-3	5.1E-7	4.4E-6	9.6E-6	6.4E-3	3.9E-5	6.1E-6
660	6.5E-3	5.0E-7	4.2E-6	9.2E-6	6.2E-3	3.9E-5	5.9E-6
670	6.3E-3	4.9E-7	4.0E-6	8.8E-6	6.0E-3	3.8E-5	5.8E-6
680	6.2E-3	4.8E-7	3.8E-6	8.5E-6	5.9E-3	3.8E-5	5.6E-6
690	6.0E-3	4.7E-7	3.6E-6	8.1E-6	5.7E-3	3.7E-5	5.5E-6
700	5.9E-3	4.5E-7	3.5E-6	7.8E-6	5.6E-3	3.7E-5	5.3E-6
710	5.7E-3	4.4E-7	3.3E-6	7.5E-6	5.5E-3	3.6E-5	5.2E-6
720	5.6E-3	4.3E-7	3.1E-6	7.2E-6	5.3E-3	3.6E-5	5.1E-6
730	5.4E-3	4.2E-7	3.0E-6	6.9E-6	5.2E-3	3.5E-5	4.9E-6
740	5.3E-3	4.1E-7	2.8E-6	6.6E-6	5.1E-3	3.5E-5	4.8E-6
750	5.2E-3	4.0E-7	2.7E-6	6.4E-6	4.9E-3	3.4E-5	4.7E-6
760	5.1E-3	3.9E-7	2.6E-6	6.1E-6	4.8E-3	3.4E-5	4.6E-6
770	4.9E-3	3.8E-7	2.5E-6	5.9E-6	4.7E-3	3.3E-5	4.4E-6
780	4.8E-3	3.7E-7	2.3E-6	5.6E-6	4.6E-3	3.3E-5	4.3E-6
790	4.7E-3	3.7E-7	2.2E-6	5.4E-6	4.5E-3	3.2E-5	4.2E-6
800	4.6E-3	3.6E-7	2.1E-6	5.2E-6	4.4E-3	3.2E-5	4.1E-6
810	4.5E-3	3.5E-7	2.0E-6	5.0E-6	4.3E-3	3.1E-5	4.0E-6
820	4.4E-3	3.4E-7	1.9E-6	4.8E-6	4.2E-3	3.1E-5	3.9E-6
830	4.3E-3	3.3E-7	1.8E-6	4.6E-6	4.1E-3	3.0E-5	3.8E-6
840	4.2E-3	3.3E-7	1.8E-6	4.4E-6	4.0E-3	3.0E-5	3.7E-6
850	4.1E-3	3.2E-7	1.7E-6	4.3E-6	3.9E-3	2.9E-5	3.6E-6
860	4.0E-3	3.1E-7	1.6E-6	4.1E-6	3.8E-3	2.9E-5	3.6E-6
870	3.9E-3	3.0E-7	1.5E-6	4.0E-6	3.7E-3	2.8E-5	3.5E-6
880	3.8E-3	3.0E-7	1.4E-6	3.8E-6	3.6E-3	2.8E-5	3.4E-6
890	3.7E-3	2.9E-7	1.4E-6	3.7E-6	3.5E-3	2.8E-5	3.3E-6
900	3.6E-3	2.8E-7	1.3E-6	3.5E-6	3.4E-3	2.7E-5	3.2E-6
910	3.5E-3	2.8E-7	1.2E-6	3.4E-6	3.4E-3	2.7E-5	3.1E-6
920	3.5E-3	2.7E-7	1.2E-6	3.3E-6	3.3E-3	2.6E-5	3.1E-6
930	3.4E-3	2.7E-7	1.1E-6	3.2E-6	3.2E-3	2.6E-5	3.0E-6
940	3.3E-3	2.6E-7	1.1E-6	3.1E-6	3.1E-3	2.5E-5	2.9E-6
950	3.2E-3	2.5E-7	1.0E-6	2.9E-6	3.1E-3	2.5E-5	2.9E-6
960	3.2E-3	2.5E-7	9.8E-7	2.8E-6	3.0E-3	2.5E-5	2.8E-6
970	3.1E-3	2.4E-7	9.4E-7	2.7E-6	2.9E-3	2.4E-5	2.7E-6
980	3.0E-3	2.4E-7	8.9E-7	2.6E-6	2.9E-3	2.4E-5	2.7E-6
990	3.0E-3	2.3E-7	8.5E-7	2.6E-6	2.8E-3	2.4E-5	2.6E-6
1000	2.9E-3	2.3E-7	8.1E-7	2.5E-6	2.7E-3	2.3E-5	2.5E-6
1010	2.8E-3	2.2E-7	7.7E-7	2.4E-6	2.7E-3	2.3E-5	2.5E-6
1020	2.8E-3	2.2E-7	7.4E-7	2.3E-6	2.6E-3	2.2E-5	2.4E-6
1030	2.7E-3	2.1E-7	7.0E-7	2.2E-6	2.6E-3	2.2E-5	2.4E-6
1040	2.7E-3	2.1E-7	6.7E-7	2.1E-6	2.5E-3	2.2E-5	2.3E-6
1050	2.6E-3	2.0E-7	6.4E-7	2.1E-6	2.5E-3	2.1E-5	2.3E-6
1060	2.5E-3	2.0E-7	6.1E-7	2.0E-6	2.4E-3	2.1E-5	2.2E-6
1070	2.5E-3	2.0E-7	5.8E-7	1.9E-6	2.4E-3	2.1E-5	2.2E-6
1080	2.4E-3	1.9E-7	5.5E-7	1.9E-6	2.3E-3	2.0E-5	2.1E-6
1090	2.4E-3	1.9E-7	5.3E-7	1.8E-6	2.3E-3	2.0E-5	2.1E-6
1095	2.4E-3	1.9E-7	5.2E-7	1.8E-6	2.2E-3	2.0E-5	2.0E-6
1100	2.3E-3	1.8E-7	5.0E-7	1.8E-6	2.2E-3	2.0E-5	2.0E-6
1200	1.9E-3	1.5E-7	3.2E-7	1.3E-6	1.8E-3	1.7E-5	1.6E-6
1300	1.5E-3	1.2E-7	2.0E-7	9.5E-7	1.4E-3	1.4E-5	1.3E-6
1400	1.2E-3	9.9E-8	1.3E-7	7.2E-7	1.2E-3	1.2E-5	1.0E-6
1500	1.0E-3	8.1E-8	8.2E-8	5.5E-7	9.6E-4	1.0E-5	8.5E-7
1600	8.3E-4	6.6E-8	5.4E-8	4.3E-7	7.8E-4	8.6E-6	6.9E-7
1700	6.8E-4	5.4E-8	3.6E-8	3.4E-7	6.4E-4	7.2E-6	5.6E-7
1800	5.6E-4	4.4E-8	2.5E-8	2.7E-7	5.3E-4	6.1E-6	4.6E-7
1900	4.6E-4	3.6E-8	1.7E-8	2.2E-7	4.3E-4	5.1E-6	3.8E-7
2000	3.8E-4	3.0E-8	1.2E-8	1.8E-7	3.5E-4	4.3E-6	3.1E-7
2100	3.1E-4	2.5E-8	8.9E-9	1.4E-7	2.9E-4	3.6E-6	2.5E-7
2200	2.5E-4	2.0E-8	6.6E-9	1.2E-7	2.4E-4	3.0E-6	2.1E-7
2300	2.1E-4	1.7E-8	5.0E-9	9.4E-8	2.0E-4	2.5E-6	1.7E-7
2400	1.7E-4	1.4E-8	3.9E-9	7.7E-8	1.6E-4	2.1E-6	1.4E-7
2500	1.4E-4	1.1E-8	3.0E-9	6.3E-8	1.3E-4	1.8E-6	1.2E-7
2600	1.2E-4	9.3E-9	2.4E-9	5.2E-8	1.1E-4	1.5E-6	9.5E-8
2700	9.6E-5	7.6E-9	1.9E-9	4.2E-8	9.0E-5	1.2E-6	7.8E-8
2800	7.9E-5	6.3E-9	1.5E-9	3.5E-8	7.4E-5	1.0E-6	6.4E-8
2900	6.5E-5	5.2E-9	1.2E-9	2.9E-8	6.1E-5	8.7E-7	5.3E-8
3000	5.3E-5	4.2E-9	1.0E-9	2.4E-8	5.0E-5	7.3E-7	4.3E-8
3100	4.4E-5	3.5E-9	8.3E-10	1.9E-8	4.1E-5	6.1E-7	3.6E-8
3200	3.6E-5	2.9E-9	6.7E-10	1.6E-8	3.4E-5	5.1E-7	2.9E-8
3300	3.0E-5	2.4E-9	5.5E-10	1.3E-8	2.8E-5	4.2E-7	2.4E-8
3400	2.4E-5	1.9E-9	4.5E-10	1.1E-8	2.3E-5	3.5E-7	2.0E-8
3500	2.0E-5	1.6E-9	3.7E-10	8.8E-9	1.9E-5	2.9E-7	1.6E-8
3600	1.6E-5	1.3E-9	3.0E-10	7.3E-9	1.5E-5	2.4E-7	1.3E-8
3650	1.5E-5	1.2E-9	2.8E-10	6.6E-9	1.4E-5	2.2E-7	1.2E-8
4000	7.5E-6	6.0E-10	1.4E-10	3.3E-9	7.1E-6	1.2E-7	6.1E-9
5000	1.1E-6	-	-	4.7E-10	1.0E-6	1.9E-8	8.7E-10
6000	1.5E-7	-	-	-	1.4E-7	2.9E-9	1.2E-10
7000	2.2E-8	-	-	-	2.0E-8	4.4E-10	-
8000	3.0E-9	-	-	-	2.8E-9	-	-
9000	4.3E-10	-	-	-	4.0E-10	-	-
