Radionuclide	Y-86m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=1E-4
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.4E-1	1.1E-2	1.1E-1	7.5E-4	4.6E-4
0.083333	5.7E-2	5.5E-3	4.2E-2	8.4E-4	3.8E-4
0.125	2.4E-2	2.6E-3	1.7E-2	6.1E-4	2.3E-4
0.25	1.7E-3	2.4E-4	1.1E-3	1.0E-4	3.2E-5
0.375	1.3E-4	2.0E-5	7.2E-5	1.2E-5	3.4E-6
0.5	9.3E-6	1.6E-6	4.7E-6	1.2E-6	3.1E-7
0.625	6.8E-7	1.2E-7	3.1E-7	1.0E-7	2.7E-8
0.75	5.0E-8	9.3E-9	2.0E-8	8.9E-9	2.3E-9
0.875	3.6E-9	6.3E-10	1.3E-9	7.4E-10	1.9E-10
1	2.6E-10	-	-	-	-
