Radionuclide	K-44
Route of Intake	Injection
Material	Injection, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.5E-1	2.6E-3	1.1E-2	2.2E-2
0.083333	2.3E-2	3.7E-4	1.9E-3	2.4E-3
0.125	3.5E-3	5.3E-5	3.2E-4	2.9E-4
0.25	1.3E-5	1.6E-7	1.3E-6	7.1E-7
0.375	4.4E-8	5.0E-10	4.5E-9	2.1E-9
0.5	1.6E-10	-	-	-
