Radionuclide	Os-193
Route of Intake	Ingestion
Material	All forms, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.8E-1	-	-	9.8E-1	4.6E-5	9.6E-5
0.083333	9.5E-1	-	-	9.5E-1	1.3E-4	2.9E-4
0.125	9.3E-1	-	-	9.3E-1	2.0E-4	4.9E-4
0.25	8.7E-1	-	-	8.6E-1	3.5E-4	8.7E-4
0.375	8.0E-1	-	-	8.0E-1	4.1E-4	1.0E-3
0.5	7.3E-1	-	-	7.3E-1	4.1E-4	1.0E-3
0.625	6.6E-1	-	-	6.6E-1	3.9E-4	1.0E-3
0.75	5.9E-1	-	-	5.9E-1	3.7E-4	9.4E-4
0.875	5.2E-1	-	-	5.2E-1	3.5E-4	8.8E-4
1	4.5E-1	1.5E-3	1.2E-1	4.5E-1	3.2E-4	8.2E-4
1.125	3.9E-1	-	-	3.8E-1	3.0E-4	7.7E-4
1.25	3.3E-1	-	-	3.3E-1	2.8E-4	7.1E-4
1.375	2.8E-1	-	-	2.7E-1	2.6E-4	6.6E-4
1.5	2.3E-1	-	-	2.3E-1	2.4E-4	6.1E-4
1.625	1.9E-1	-	-	1.9E-1	2.2E-4	5.7E-4
1.75	1.6E-1	-	-	1.5E-1	2.1E-4	5.3E-4
1.875	1.3E-1	-	-	1.3E-1	1.9E-4	4.9E-4
2	1.0E-1	1.6E-4	1.5E-1	1.0E-1	1.8E-4	4.5E-4
2.25	6.8E-2	-	-	6.6E-2	1.5E-4	3.9E-4
2.5	4.4E-2	-	-	4.2E-2	1.3E-4	3.3E-4
2.75	2.8E-2	-	-	2.6E-2	1.1E-4	2.9E-4
3	1.7E-2	7.4E-5	4.3E-2	1.6E-2	9.8E-5	2.5E-4
3.25	1.1E-2	-	-	1.0E-2	8.5E-5	2.1E-4
3.5	6.9E-3	-	-	6.1E-3	7.3E-5	1.8E-4
3.75	4.4E-3	-	-	3.7E-3	6.3E-5	1.5E-4
4	2.8E-3	3.6E-5	7.2E-3	2.2E-3	5.4E-5	1.3E-4
4.25	1.8E-3	-	-	1.3E-3	4.7E-5	1.1E-4
4.5	1.2E-3	-	-	7.7E-4	4.0E-5	9.7E-5
4.75	8.3E-4	-	-	4.5E-4	3.5E-5	8.3E-5
5	5.9E-4	1.8E-5	9.9E-4	2.7E-4	3.0E-5	7.1E-5
5.5	3.3E-4	-	-	9.4E-5	2.2E-5	5.2E-5
6	2.1E-4	9.0E-6	1.2E-4	3.4E-5	1.7E-5	3.8E-5
6.5	1.4E-4	-	-	1.3E-5	1.2E-5	2.8E-5
7	1.0E-4	4.6E-6	1.4E-5	5.9E-6	9.2E-6	2.0E-5
7.5	7.3E-5	-	-	3.1E-6	6.9E-6	1.5E-5
8	5.4E-5	2.4E-6	2.0E-6	1.8E-6	5.1E-6	1.1E-5
8.5	4.0E-5	-	-	1.2E-6	3.8E-6	7.9E-6
9	2.9E-5	1.3E-6	4.5E-7	8.5E-7	2.9E-6	5.8E-6
9.5	2.2E-5	-	-	6.1E-7	2.1E-6	4.2E-6
10	1.6E-5	6.7E-7	1.8E-7	4.5E-7	1.6E-6	3.1E-6
11	8.8E-6	3.5E-7	8.6E-8	2.4E-7	8.9E-7	1.7E-6
12	4.8E-6	1.9E-7	4.5E-8	1.3E-7	4.9E-7	9.0E-7
13	2.6E-6	1.0E-7	2.4E-8	7.0E-8	2.8E-7	4.8E-7
14	1.5E-6	5.4E-8	1.3E-8	3.8E-8	1.5E-7	2.6E-7
15	8.0E-7	2.9E-8	6.7E-9	2.1E-8	8.6E-8	1.4E-7
16	4.4E-7	1.5E-8	3.6E-9	1.1E-8	4.8E-8	7.6E-8
17	2.4E-7	8.2E-9	1.9E-9	6.1E-9	2.7E-8	4.1E-8
18	1.4E-7	4.4E-9	1.0E-9	3.3E-9	1.5E-8	2.2E-8
19	7.5E-8	2.4E-9	5.5E-10	1.8E-9	8.5E-9	1.2E-8
20	4.2E-8	1.3E-9	2.9E-10	1.0E-9	4.8E-9	6.7E-9
21	2.3E-8	6.9E-10	1.6E-10	5.5E-10	2.7E-9	3.6E-9
22	1.3E-8	3.7E-10	-	3.0E-10	1.5E-9	2.0E-9
23	7.1E-9	2.0E-10	-	1.6E-10	8.5E-10	1.1E-9
24	4.0E-9	1.1E-10	-	-	4.8E-10	6.0E-10
25	2.2E-9	-	-	-	2.7E-10	3.3E-10
26	1.2E-9	-	-	-	1.5E-10	1.8E-10
27	6.9E-10	-	-	-	-	1.0E-10
28	3.9E-10	-	-	-	-	-
29	2.2E-10	-	-	-	-	-
30	1.2E-10	-	-	-	-	-
