Radionuclide	Au-200
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.1
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	2.1E-1	5.1E-2	2.3E-2	3.8E-3	5.5E-3
0.083333	9.0E-2	2.4E-2	5.3E-3	2.0E-3	2.9E-3
0.125	3.7E-2	1.1E-2	1.7E-3	8.7E-4	1.3E-3
0.25	2.7E-3	9.4E-4	1.1E-4	6.8E-5	1.1E-4
0.375	2.0E-4	7.8E-5	8.3E-6	5.1E-6	8.9E-6
0.5	1.5E-5	6.3E-6	5.9E-7	3.8E-7	7.0E-7
0.625	1.1E-6	4.9E-7	4.2E-8	2.8E-8	5.5E-8
0.75	8.0E-8	3.8E-8	3.0E-9	2.0E-9	4.3E-9
0.875	5.8E-9	2.8E-9	2.1E-10	1.5E-10	3.3E-10
1	4.2E-10	2.1E-10	-	-	-
