Radionuclide	Au-200
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.1
AMTD/AMAD, µm	0.001

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.1E-1	1.1E-1	2.9E-2	5.7E-3	8.3E-3
0.083333	1.7E-1	5.1E-2	7.0E-3	2.9E-3	4.3E-3
0.125	7.2E-2	2.3E-2	2.5E-3	1.3E-3	2.0E-3
0.25	5.3E-3	2.0E-3	1.7E-4	1.0E-4	1.7E-4
0.375	3.9E-4	1.7E-4	1.3E-5	7.9E-6	1.4E-5
0.5	2.8E-5	1.3E-5	9.4E-7	5.9E-7	1.1E-6
0.625	2.1E-6	1.0E-6	6.8E-8	4.4E-8	8.7E-8
0.75	1.5E-7	8.0E-8	4.8E-9	3.3E-9	6.8E-9
0.875	1.1E-8	6.0E-9	3.5E-10	2.4E-10	5.3E-10
1	8.1E-10	4.4E-10	-	-	-
