Radionuclide	Sm-142
Route of Intake	Inhalation
Material	Aerosols Dioxide, fA=5E-7
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.7E-1	-	2.4E-2	1.0E-1	1.3E-6	1.7E-6
0.083333	9.3E-2	-	1.6E-2	5.8E-2	1.8E-6	2.3E-6
0.125	5.2E-2	-	9.7E-3	3.2E-2	1.6E-6	2.1E-6
0.25	9.2E-3	-	2.1E-3	5.7E-3	6.1E-7	7.9E-7
0.375	1.6E-3	-	4.2E-4	1.0E-3	1.7E-7	2.1E-7
0.5	2.9E-4	-	8.1E-5	1.8E-4	4.0E-8	5.1E-8
0.625	5.1E-5	-	1.5E-5	3.2E-5	8.9E-9	1.1E-8
0.75	9.0E-6	-	2.7E-6	5.7E-6	1.9E-9	2.4E-9
0.875	1.6E-6	-	4.9E-7	1.0E-6	3.9E-10	5.1E-10
1	2.8E-7	1.4E-8	8.5E-8	1.8E-7	-	1.0E-10
1.125	4.9E-8	-	1.5E-8	3.2E-8	-	-
1.25	8.5E-9	-	2.5E-9	5.8E-9	-	-
1.375	1.5E-9	-	4.3E-10	1.0E-9	-	-
1.5	2.6E-10	-	-	1.8E-10	-	-
