Radionuclide	Rb-79
Route of Intake	Injection
Material	Injection, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.6E-1	2.9E-3	6.2E-3	2.5E-2
0.083333	2.6E-2	4.5E-4	1.1E-3	3.5E-3
0.125	4.3E-3	7.0E-5	2.0E-4	5.0E-4
0.25	1.8E-5	2.8E-7	9.7E-7	1.6E-6
0.375	7.9E-8	1.1E-9	4.5E-9	5.7E-9
0.5	3.4E-10	-	-	-
