Radionuclide	Eu-154m
Route of Intake	Inhalation
Material	Aerosols Dioxide, fA=5E-7
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.1E-1	1.0E-1	4.2E-2	8.6E-7	7.4E-7
0.083333	1.2E-1	4.7E-2	1.6E-2	6.9E-7	5.4E-7
0.125	5.0E-2	2.1E-2	6.4E-3	4.2E-7	3.2E-7
0.25	3.2E-3	1.6E-3	4.0E-4	5.3E-8	3.9E-8
0.375	2.1E-4	1.2E-4	2.6E-5	5.1E-9	3.7E-9
0.5	1.3E-5	8.6E-6	1.7E-6	4.4E-10	3.2E-10
0.625	8.6E-7	5.9E-7	1.2E-7	-	-
0.75	5.5E-8	4.0E-8	7.6E-9	-	-
0.875	3.5E-9	2.6E-9	5.0E-10	-	-
1	2.2E-10	1.7E-10	-	-	-
