Radionuclide	Pr-137
Route of Intake	Inhalation
Material	Aerosols Dioxide, fA=5E-7
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.4E-1	-	1.6E-1	2.2E-2	7.2E-7	1.2E-6
0.083333	2.5E-1	-	1.0E-1	1.2E-2	7.2E-7	1.2E-6
0.125	1.5E-1	-	6.6E-2	6.6E-3	5.7E-7	9.3E-7
0.25	2.8E-2	-	1.6E-2	1.2E-3	1.9E-7	3.1E-7
0.375	5.3E-3	-	3.4E-3	2.3E-4	5.1E-8	8.4E-8
0.5	1.0E-3	-	7.2E-4	4.5E-5	1.2E-8	2.1E-8
0.625	1.9E-4	-	1.5E-4	8.7E-6	2.9E-9	4.9E-9
0.75	3.7E-5	-	2.9E-5	1.7E-6	6.7E-10	1.1E-9
0.875	6.9E-6	-	5.7E-6	3.3E-7	1.5E-10	2.5E-10
1	1.3E-6	1.9E-7	1.1E-6	6.6E-8	-	-
1.125	2.4E-7	-	2.1E-7	1.3E-8	-	-
1.25	4.4E-8	-	3.9E-8	2.5E-9	-	-
1.375	8.1E-9	-	7.1E-9	4.9E-10	-	-
1.5	1.5E-9	-	1.3E-9	-	-	-
1.625	2.7E-10	-	2.3E-10	-	-	-
