Radionuclide	Rh-102
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.5E-1	-	-	5.4E-2	9.8E-2	1.5E-1
0.083333	9.0E-1	-	-	5.4E-2	9.9E-2	1.5E-1
0.125	8.7E-1	-	-	5.3E-2	9.9E-2	1.5E-1
0.25	8.3E-1	-	-	5.3E-2	9.9E-2	1.5E-1
0.375	8.2E-1	-	-	5.3E-2	1.0E-1	1.5E-1
0.5	8.1E-1	-	-	5.3E-2	1.0E-1	1.5E-1
0.625	8.0E-1	-	-	5.2E-2	1.0E-1	1.4E-1
0.75	8.0E-1	-	-	5.1E-2	1.0E-1	1.4E-1
0.875	7.9E-1	-	-	4.9E-2	1.0E-1	1.4E-1
1	7.8E-1	2.1E-1	7.4E-3	4.8E-2	1.0E-1	1.4E-1
1.125	7.7E-1	-	-	4.6E-2	1.0E-1	1.4E-1
1.25	7.7E-1	-	-	4.4E-2	1.0E-1	1.4E-1
1.375	7.6E-1	-	-	4.3E-2	1.0E-1	1.4E-1
1.5	7.5E-1	-	-	4.1E-2	1.0E-1	1.4E-1
1.625	7.5E-1	-	-	3.9E-2	1.0E-1	1.4E-1
1.75	7.4E-1	-	-	3.7E-2	9.9E-2	1.4E-1
1.875	7.3E-1	-	-	3.6E-2	9.9E-2	1.4E-1
2	7.3E-1	3.4E-2	1.8E-2	3.4E-2	9.9E-2	1.4E-1
2.25	7.1E-1	-	-	3.1E-2	9.9E-2	1.3E-1
2.5	7.0E-1	-	-	2.9E-2	9.8E-2	1.3E-1
2.75	6.9E-1	-	-	2.7E-2	9.8E-2	1.3E-1
3	6.8E-1	2.8E-2	1.3E-2	2.5E-2	9.7E-2	1.3E-1
3.25	6.7E-1	-	-	2.4E-2	9.7E-2	1.3E-1
3.5	6.6E-1	-	-	2.3E-2	9.6E-2	1.2E-1
3.75	6.6E-1	-	-	2.2E-2	9.6E-2	1.2E-1
4	6.5E-1	2.4E-2	8.8E-3	2.1E-2	9.5E-2	1.2E-1
4.25	6.4E-1	-	-	2.0E-2	9.4E-2	1.2E-1
4.5	6.3E-1	-	-	2.0E-2	9.4E-2	1.2E-1
4.75	6.2E-1	-	-	1.9E-2	9.3E-2	1.1E-1
5	6.2E-1	2.1E-2	6.9E-3	1.8E-2	9.2E-2	1.1E-1
