Radionuclide	Mo-101
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Liver*
0.041667	5.5E-2	1.2E-2	2.5E-2	1.0E-5
0.083333	3.1E-3	8.0E-4	1.4E-3	1.5E-6
0.125	1.8E-4	5.3E-5	7.9E-5	1.5E-7
0.25	3.5E-8	1.3E-8	1.5E-8	-
