Radionuclide	Hg-191m
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.1
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	4.1E-1	-	7.7E-2	9.7E-2	5.5E-3	1.9E-2
0.083333	1.8E-1	-	3.9E-2	2.7E-2	2.0E-3	1.3E-2
0.125	7.8E-2	-	1.8E-2	9.2E-3	6.5E-4	6.6E-3
0.25	6.5E-3	-	1.8E-3	5.6E-4	3.9E-5	6.6E-4
0.375	5.5E-4	-	1.7E-4	3.8E-5	3.2E-6	6.1E-5
0.5	4.6E-5	-	1.5E-5	2.6E-6	2.7E-7	5.4E-6
0.625	3.9E-6	-	1.3E-6	1.8E-7	2.3E-8	4.7E-7
0.75	3.3E-7	-	1.2E-7	1.2E-8	1.9E-9	4.1E-8
0.875	2.8E-8	-	9.8E-9	8.7E-10	1.6E-10	3.5E-9
1	2.3E-9	1.4E-10	8.2E-10	-	-	3.0E-10
1.125	1.9E-10	-	-	-	-	-
