Radionuclide	Sn-121m
Route of Intake	Injection
Material	Injection, fA=2E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	9.9E-1	-	-	6.6E-2	1.0E-1	8.5E-2
0.083333	9.5E-1	-	-	6.2E-2	1.3E-1	7.3E-2
0.125	9.1E-1	-	-	5.9E-2	1.5E-1	6.3E-2
0.25	8.0E-1	-	-	5.3E-2	1.9E-1	4.3E-2
0.375	7.3E-1	-	-	5.0E-2	2.1E-1	3.3E-2
0.5	6.9E-1	-	-	4.7E-2	2.2E-1	2.7E-2
0.625	6.6E-1	-	-	4.5E-2	2.3E-1	2.4E-2
0.75	6.5E-1	-	-	4.3E-2	2.3E-1	2.2E-2
0.875	6.4E-1	-	-	4.1E-2	2.4E-1	2.2E-2
1	6.3E-1	3.6E-1	9.0E-3	3.8E-2	2.4E-1	2.1E-2
1.125	6.2E-1	-	-	3.6E-2	2.4E-1	2.1E-2
1.25	6.2E-1	-	-	3.3E-2	2.4E-1	2.1E-2
1.375	6.1E-1	-	-	3.1E-2	2.4E-1	2.1E-2
1.5	6.1E-1	-	-	2.8E-2	2.4E-1	2.1E-2
1.625	6.1E-1	-	-	2.6E-2	2.4E-1	2.1E-2
1.75	6.0E-1	-	-	2.4E-2	2.4E-1	2.1E-2
1.875	6.0E-1	-	-	2.2E-2	2.4E-1	2.1E-2
2	6.0E-1	1.4E-2	1.9E-2	2.0E-2	2.4E-1	2.1E-2
2.25	5.9E-1	-	-	1.7E-2	2.3E-1	2.1E-2
2.5	5.9E-1	-	-	1.4E-2	2.3E-1	2.1E-2
2.75	5.8E-1	-	-	1.2E-2	2.3E-1	2.1E-2
3	5.8E-1	9.0E-3	9.6E-3	1.1E-2	2.3E-1	2.1E-2
3.25	5.7E-1	-	-	9.9E-3	2.3E-1	2.1E-2
3.5	5.7E-1	-	-	9.1E-3	2.3E-1	2.1E-2
3.75	5.7E-1	-	-	8.5E-3	2.3E-1	2.1E-2
4	5.7E-1	8.3E-3	3.5E-3	8.1E-3	2.3E-1	2.1E-2
4.25	5.6E-1	-	-	7.8E-3	2.3E-1	2.1E-2
4.5	5.6E-1	-	-	7.6E-3	2.3E-1	2.1E-2
4.75	5.6E-1	-	-	7.4E-3	2.3E-1	2.1E-2
5	5.6E-1	7.6E-3	1.5E-3	7.3E-3	2.3E-1	2.1E-2
5.5	5.5E-1	-	-	7.1E-3	2.3E-1	2.2E-2
6	5.5E-1	7.0E-3	9.1E-4	7.0E-3	2.3E-1	2.2E-2
6.5	5.5E-1	-	-	6.9E-3	2.2E-1	2.2E-2
7	5.4E-1	6.5E-3	7.4E-4	6.8E-3	2.2E-1	2.2E-2
7.5	5.4E-1	-	-	6.7E-3	2.2E-1	2.2E-2
8	5.3E-1	6.0E-3	6.7E-4	6.6E-3	2.2E-1	2.2E-2
8.5	5.3E-1	-	-	6.5E-3	2.2E-1	2.2E-2
9	5.3E-1	5.6E-3	6.2E-4	6.5E-3	2.2E-1	2.2E-2
9.5	5.3E-1	-	-	6.4E-3	2.2E-1	2.2E-2
10	5.2E-1	5.2E-3	5.8E-4	6.3E-3	2.1E-1	2.2E-2
11	5.2E-1	4.8E-3	5.4E-4	6.2E-3	2.1E-1	2.2E-2
12	5.1E-1	4.5E-3	5.0E-4	6.1E-3	2.1E-1	2.2E-2
13	5.1E-1	4.2E-3	4.7E-4	6.0E-3	2.1E-1	2.2E-2
14	5.0E-1	4.0E-3	4.4E-4	6.0E-3	2.1E-1	2.2E-2
15	5.0E-1	3.7E-3	4.1E-4	5.9E-3	2.0E-1	2.2E-2
16	5.0E-1	3.5E-3	3.9E-4	5.8E-3	2.0E-1	2.2E-2
17	4.9E-1	3.3E-3	3.7E-4	5.8E-3	2.0E-1	2.2E-2
18	4.9E-1	3.1E-3	3.4E-4	5.7E-3	2.0E-1	2.2E-2
19	4.8E-1	2.9E-3	3.3E-4	5.6E-3	1.9E-1	2.2E-2
20	4.8E-1	2.8E-3	3.1E-4	5.6E-3	1.9E-1	2.2E-2
21	4.8E-1	2.6E-3	2.9E-4	5.6E-3	1.9E-1	2.2E-2
22	4.8E-1	2.5E-3	2.8E-4	5.5E-3	1.9E-1	2.2E-2
23	4.7E-1	2.4E-3	2.6E-4	5.5E-3	1.9E-1	2.2E-2
24	4.7E-1	2.3E-3	2.5E-4	5.4E-3	1.9E-1	2.2E-2
