Radionuclide	Hf-177m
Route of Intake	Inhalation
Material	Aerosols Type S, fA=2E-5
AMTD/AMAD, µm	0.01

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.9E-1	3.4E-2	3.0E-1	3.0E-5	3.5E-5
0.083333	1.7E-1	1.8E-2	1.3E-1	2.8E-5	2.8E-5
0.125	7.7E-2	9.3E-3	5.9E-2	1.9E-5	1.7E-5
0.25	6.7E-3	1.0E-3	5.1E-3	3.4E-6	2.2E-6
0.375	5.9E-4	1.0E-4	4.5E-4	4.4E-7	2.3E-7
0.5	5.2E-5	9.8E-6	3.9E-5	4.9E-8	2.2E-8
0.625	4.5E-6	9.1E-7	3.4E-6	5.1E-9	2.0E-9
0.75	4.0E-7	8.2E-8	3.0E-7	5.0E-10	1.8E-10
0.875	3.5E-8	7.3E-9	2.6E-8	-	-
1	3.0E-9	6.4E-10	2.3E-9	-	-
1.125	2.6E-10	-	2.0E-10	-	-
