Radionuclide	La-132m
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Skeleton*	Liver*
0.041667	1.8E-1	1.8E-1	8.1E-7	1.3E-6
0.083333	3.2E-2	3.2E-2	5.4E-7	8.7E-7
0.125	5.9E-3	5.9E-3	1.9E-7	3.0E-7
0.25	3.5E-5	3.5E-5	2.4E-9	4.0E-9
0.375	2.0E-7	2.0E-7	-	-
0.5	1.2E-9	1.2E-9	-	-
