Radionuclide	La-133
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
0.041667	8.4E-1	-	-	8.4E-1	3.7E-6	5.9E-6
0.083333	7.0E-1	-	-	7.0E-1	1.2E-5	1.9E-5
0.125	5.9E-1	-	-	5.9E-1	1.8E-5	3.0E-5
0.25	3.4E-1	-	-	3.4E-1	2.4E-5	4.0E-5
0.375	2.0E-1	-	-	2.0E-1	1.9E-5	3.1E-5
0.5	1.2E-1	-	-	1.2E-1	1.3E-5	2.1E-5
0.625	6.6E-2	-	-	6.6E-2	8.0E-6	1.3E-5
0.75	3.7E-2	-	-	3.7E-2	4.9E-6	8.2E-6
0.875	2.0E-2	-	-	2.0E-2	3.0E-6	5.0E-6
1	1.1E-2	1.2E-7	3.1E-3	1.1E-2	1.8E-6	3.0E-6
1.125	6.0E-3	-	-	6.0E-3	1.1E-6	1.8E-6
1.25	3.2E-3	-	-	3.2E-3	6.5E-7	1.1E-6
1.375	1.7E-3	-	-	1.7E-3	3.9E-7	6.4E-7
1.5	9.0E-4	-	-	9.0E-4	2.3E-7	3.8E-7
1.625	4.7E-4	-	-	4.7E-4	1.4E-7	2.3E-7
1.75	2.4E-4	-	-	2.4E-4	8.2E-8	1.4E-7
1.875	1.2E-4	-	-	1.2E-4	4.8E-8	8.0E-8
2	6.3E-5	3.4E-10	9.6E-5	6.3E-5	2.9E-8	4.7E-8
2.25	1.6E-5	-	-	1.6E-5	1.0E-8	1.7E-8
2.5	4.1E-6	-	-	4.1E-6	3.5E-9	5.8E-9
2.75	1.0E-6	-	-	1.0E-6	1.2E-9	2.0E-9
3	2.5E-7	-	6.5E-7	2.5E-7	4.2E-10	7.0E-10
3.25	6.1E-8	-	-	6.1E-8	1.5E-10	2.4E-10
3.5	1.5E-8	-	-	1.5E-8	-	-
3.75	3.5E-9	-	-	3.5E-9	-	-
4	8.4E-10	-	2.7E-9	8.2E-10	-	-
4.25	2.0E-10	-	-	1.9E-10	-	-
