Radionuclide	Cl-38
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.6E-1	9.0E-2	2.4E-2
0.083333	8.5E-2	3.2E-2	7.4E-3
0.125	2.8E-2	1.1E-2	2.3E-3
0.25	9.4E-4	4.4E-4	7.3E-5
0.375	3.2E-5	1.7E-5	2.4E-6
0.5	1.1E-6	6.1E-7	8.3E-8
0.625	3.7E-8	2.2E-8	2.9E-9
0.75	1.3E-9	7.7E-10	-
