Radionuclide	Cl-38
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.5E-1	4.0E-2	5.1E-3
0.083333	8.0E-2	7.8E-3	8.7E-4
0.125	2.6E-2	1.7E-3	2.3E-4
0.25	8.8E-4	3.9E-5	8.3E-6
0.375	3.0E-5	1.2E-6	3.2E-7
0.5	1.0E-6	3.8E-8	1.2E-8
0.625	3.5E-8	1.2E-9	4.4E-10
0.75	1.2E-9	-	-
