Radionuclide	Cl-38
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.6E-1	9.2E-2	2.5E-2
0.083333	8.5E-2	3.4E-2	7.7E-3
0.125	2.8E-2	1.2E-2	2.4E-3
0.25	9.4E-4	5.0E-4	8.0E-5
0.375	3.2E-5	2.0E-5	2.7E-6
0.5	1.1E-6	7.3E-7	9.5E-8
0.625	3.7E-8	2.7E-8	3.3E-9
0.75	1.3E-9	9.4E-10	1.2E-10
