Radionuclide	Cl-38
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.5E-1	8.2E-2	3.3E-2
0.083333	8.1E-2	2.9E-2	1.0E-2
0.125	2.6E-2	1.0E-2	3.2E-3
0.25	9.0E-4	4.0E-4	1.0E-4
0.375	3.1E-5	1.5E-5	3.4E-6
0.5	1.0E-6	5.6E-7	1.2E-7
0.625	3.6E-8	2.0E-8	4.0E-9
0.75	1.2E-9	7.0E-10	1.4E-10
