Radionuclide	Cl-38
Route of Intake	Inhalation
Material	Aerosols Type F, fA=0.99
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Alimentary Tract*	Lungs*
0.041667	2.6E-1	4.1E-2	8.9E-3
0.083333	8.5E-2	7.9E-3	1.3E-3
0.125	2.8E-2	1.8E-3	2.8E-4
0.25	9.3E-4	4.0E-5	9.1E-6
0.375	3.2E-5	1.2E-6	3.5E-7
0.5	1.1E-6	3.9E-8	1.3E-8
0.625	3.7E-8	1.3E-9	4.8E-10
0.75	1.3E-9	-	-
